"","Method","Model","Intercept","J","N","Correlation","FWERW","CorMat_Error","No_simulations"
"429","bt","glm",0.25,10,200,0.9,0.0476003533222102,0,10189
"430","bt","glm",0.25,10,400,0,0.0507409951908921,0,10189
"431","bt","glm",0.25,10,400,0.5,0.0521150260084405,0,10189
"432","bt","glm",0.25,10,400,0.9,0.0461281774462656,0,10189
"433","bt","glm",0.375,3,100,0,0.0515261556580626,0,10189
"434","bt","glm",0.375,3,100,0.5,0.0505447050740995,0,10189
"435","bt","glm",0.375,3,100,0.9,0.0474040632054176,0,10189
"436","bt","glm",0.375,3,200,0,0.0487780940229659,0,10189
"437","bt","glm",0.375,3,200,0.5,0.0452448719206988,0,10189
"438","bt","glm",0.375,3,200,0.9,0.052900186475611,0,10189
"439","bt","glm",0.375,3,400,0,0.0520168809500442,0,10189
"440","bt","glm",0.375,3,400,0.5,0.0494651094317401,0,10189
"441","bt","glm",0.375,3,400,0.9,0.0515261556580626,0,10189
"442","bt","glm",0.375,5,100,0,0.0518205908332515,0,10189
"443","bt","glm",0.375,5,100,0.5,0.049759544606929,0,10189
"444","bt","glm",0.375,5,100,0.9,0.0517224457748552,0,10189
"445","bt","glm",0.375,5,200,0,0.049759544606929,0,10189
"446","bt","glm",0.375,5,200,0.5,0.0548630876435371,0,10189
"447","bt","glm",0.375,5,200,0.9,0.0507409951908921,0,10189
"448","bt","glm",0.375,5,400,0,0.0504465600157032,0,10189
"449","bt","glm",0.375,5,400,0.5,0.0530964765924036,0,10189
"450","bt","glm",0.375,5,400,0.9,0.0540779271763667,0,10189
"451","bt","glm",0.375,10,100,0,0.048483658847777,0,10189
"452","bt","glm",0.375,10,100,0.5,0.0481892236725881,0,10189
"453","bt","glm",0.375,10,100,0.9,0.0544705074099519,0,10189
"454","bt","glm",0.375,10,200,0,0.0508391402492884,0,10189
"455","bt","glm",0.375,10,200,0.5,0.0492688193149475,0,10189
"456","bt","glm",0.375,10,200,0.9,0.049759544606929,0,10189
"457","bt","glm",0.375,10,400,0,0.0489743841397586,0,10189
"458","bt","glm",0.375,10,400,0.5,0.0475022082638139,0,10189
"459","bt","glm",0.375,10,400,0.9,0.0504465600157032,0,10189
"460","bt","glm",0.5,3,100,0,0.0488762390813623,0,10189
"461","bt","glm",0.5,3,100,0.5,0.0515261556580626,0,10189
"462","bt","glm",0.5,3,100,0.9,0.0508391402492884,0,10189
"463","bt","glm",0.5,3,200,0,0.05132986554127,0,10189
"464","bt","glm",0.5,3,200,0.5,0.0527038963588183,0,10189
"465","bt","glm",0.5,3,200,0.9,0.048483658847777,0,10189
"466","bt","glm",0.5,3,400,0,0.0547649425851408,0,10189
"467","bt","glm",0.5,3,400,0.5,0.0503484149573069,0,10189
"468","bt","glm",0.5,3,400,0.9,0.0498576896653254,0,10189
"469","bt","glm",0.5,5,100,0,0.0528020414172146,0,10189
"470","bt","glm",0.5,5,100,0.5,0.0505447050740995,0,10189
"471","bt","glm",0.5,5,100,0.9,0.0524094611836294,0,10189
"472","bt","glm",0.5,5,200,0,0.0501521248405143,0,10189
"473","bt","glm",0.5,5,200,0.5,0.0504465600157032,0,10189
"474","bt","glm",0.5,5,200,0.9,0.0495632544901364,0,10189
"475","bt","glm",0.5,5,400,0,0.050053979782118,0,10189
"476","bt","glm",0.5,5,400,0.5,0.0512317204828737,0,10189
"477","bt","glm",0.5,5,400,0.9,0.0514280105996663,0,10189
"478","bt","glm",0.5,10,100,0,0.0518205908332515,0,10189
"479","bt","glm",0.5,10,100,0.5,0.0503484149573069,0,10189
"480","bt","glm",0.5,10,100,0.9,0.0496613995485327,0,10189
"481","bt","glm",0.5,10,200,0,0.0502502698989106,0,10189
"482","bt","glm",0.5,10,200,0.5,0.0537834920011777,0,10189
"483","bt","glm",0.5,10,200,0.9,0.0534890568259888,0,10189
"484","bt","glm",0.5,10,400,0,0.0482873687309844,0,10189
"485","bt","glm",0.5,10,400,0.5,0.0494651094317401,0,10189
"486","bt","glm",0.5,10,400,0.9,0.0529983315340073,0,10189
"487","bt","bglm",0.01,3,100,0,0.0337918660287081,0,10032
"488","bt","bglm",0.01,3,100,0.5,0.0340909090909091,0,10032
"489","bt","bglm",0.01,3,100,0.9,0.0260167464114833,0,10032
"490","bt","bglm",0.01,3,200,0,0.046451355661882,0,10032
"491","bt","bglm",0.01,3,200,0.5,0.0508373205741627,0,10032
"492","bt","bglm",0.01,3,200,0.9,0.0453548644338118,0,10032
"493","bt","bglm",0.01,3,400,0,0.0502392344497608,0,10032
"494","bt","bglm",0.01,3,400,0.5,0.0557216905901116,0,10032
"495","bt","bglm",0.01,3,400,0.9,0.0619019138755981,0,10032
"496","bt","bglm",0.01,5,100,0,0.0337918660287081,0,10032
"497","bt","bglm",0.01,5,100,0.5,0.0364832535885167,0,10032
"498","bt","bglm",0.01,5,100,0.9,0.023225677830941,0,10032
"499","bt","bglm",0.01,5,200,0,0.0424641148325359,0,10032
"500","bt","bglm",0.01,5,200,0.5,0.0505382775119617,0,10032
"501","bt","bglm",0.01,5,200,0.9,0.0460526315789474,0,10032
"502","bt","bglm",0.01,5,400,0,0.0481459330143541,0,10032
"503","bt","bglm",0.01,5,400,0.5,0.0569178628389155,0,10032
"504","bt","bglm",0.01,5,400,0.9,0.0577153110047847,0,10032
"505","bt","bglm",0.01,10,100,0,0.0260167464114833,0,10032
"506","bt","bglm",0.01,10,100,0.5,0.0397727272727273,0,10032
"507","bt","bglm",0.01,10,100,0.9,0.0285087719298246,0,10032
"508","bt","bglm",0.01,10,200,0,0.03957336523126,0,10032
"509","bt","bglm",0.01,10,200,0.5,0.0542264752791069,0,10032
"510","bt","bglm",0.01,10,200,0.9,0.0451555023923445,0,10032
"511","bt","bglm",0.01,10,400,0,0.0453548644338118,0,10032
"512","bt","bglm",0.01,10,400,0.5,0.0593102073365231,0,10032
"513","bt","bglm",0.01,10,400,0.9,0.0663875598086124,0,10032
"514","bt","bglm",0.0625,3,100,0,0.0504385964912281,0,10032
"515","bt","bglm",0.0625,3,100,0.5,0.0563197767145136,0,10032
"516","bt","bglm",0.0625,3,100,0.9,0.060207336523126,0,10032
"517","bt","bglm",0.0625,3,200,0,0.0540271132376396,0,10032
"518","bt","bglm",0.0625,3,200,0.5,0.0559210526315789,0,10032
"519","bt","bglm",0.0625,3,200,0.9,0.0561204146730463,0,10032
"520","bt","bglm",0.0625,3,400,0,0.053329346092504,0,10032
"521","bt","bglm",0.0625,3,400,0.5,0.0537280701754386,0,10032
"522","bt","bglm",0.0625,3,400,0.9,0.0516347687400319,0,10032
"523","bt","bglm",0.0625,5,100,0,0.0535287081339713,0,10032
"524","bt","bglm",0.0625,5,100,0.5,0.0572169059011164,0,10032
"525","bt","bglm",0.0625,5,100,0.9,0.060506379585327,0,10032
"526","bt","bglm",0.0625,5,200,0,0.0489433811802233,0,10032
"527","bt","bglm",0.0625,5,200,0.5,0.0551236044657097,0,10032
"528","bt","bglm",0.0625,5,200,0.9,0.0583133971291866,0,10032
"529","bt","bglm",0.0625,5,400,0,0.0514354066985646,0,10032
"530","bt","bglm",0.0625,5,400,0.5,0.050737639553429,0,10032
"531","bt","bglm",0.0625,5,400,0.9,0.0516347687400319,0,10032
"532","bt","bglm",0.0625,10,100,0,0.0548245614035088,0,10032
"533","bt","bglm",0.0625,10,100,0.5,0.060506379585327,0,10032
"534","bt","bglm",0.0625,10,100,0.9,0.0648923444976077,0,10032
"535","bt","bglm",0.0625,10,200,0,0.0496411483253589,0,10032
"536","bt","bglm",0.0625,10,200,0.5,0.055622009569378,0,10032
"537","bt","bglm",0.0625,10,200,0.9,0.0564194577352472,0,10032
"538","bt","bglm",0.0625,10,400,0,0.0502392344497608,0,10032
"539","bt","bglm",0.0625,10,400,0.5,0.0515350877192982,0,10032
"540","bt","bglm",0.0625,10,400,0.9,0.0558213716108453,0,10032
"541","bt","bglm",0.125,3,100,0,0.0559210526315789,0,10032
"542","bt","bglm",0.125,3,100,0.5,0.0503389154704944,0,10032
"543","bt","bglm",0.125,3,100,0.9,0.0537280701754386,0,10032
"544","bt","bglm",0.125,3,200,0,0.0488437001594896,0,10032
"545","bt","bglm",0.125,3,200,0.5,0.0479465709728868,0,10032
"546","bt","bglm",0.125,3,200,0.9,0.0529306220095694,0,10032
"547","bt","bglm",0.125,3,400,0,0.0476475279106858,0,10032
"548","bt","bglm",0.125,3,400,0.5,0.0474481658692185,0,10032
"549","bt","bglm",0.125,3,400,0.9,0.0489433811802233,0,10032
"550","bt","bglm",0.125,5,100,0,0.0565191387559809,0,10032
"551","bt","bglm",0.125,5,100,0.5,0.0527312599681021,0,10032
"552","bt","bglm",0.125,5,100,0.9,0.055622009569378,0,10032
"553","bt","bglm",0.125,5,200,0,0.0511363636363636,0,10032
"554","bt","bglm",0.125,5,200,0.5,0.048744019138756,0,10032
"555","bt","bglm",0.125,5,200,0.9,0.0490430622009569,0,10032
"556","bt","bglm",0.125,5,400,0,0.0535287081339713,0,10032
"557","bt","bglm",0.125,5,400,0.5,0.0515350877192982,0,10032
"558","bt","bglm",0.125,5,400,0.9,0.0519338118022329,0,10032
"559","bt","bglm",0.125,10,100,0,0.0506379585326954,0,10032
"560","bt","bglm",0.125,10,100,0.5,0.0546251993620415,0,10032
"561","bt","bglm",0.125,10,100,0.9,0.0578149920255183,0,10032
"562","bt","bglm",0.125,10,200,0,0.0518341307814992,0,10032
"563","bt","bglm",0.125,10,200,0.5,0.0523325358851675,0,10032
"564","bt","bglm",0.125,10,200,0.9,0.050737639553429,0,10032
"565","bt","bglm",0.125,10,400,0,0.0497408293460925,0,10032
"566","bt","bglm",0.125,10,400,0.5,0.0512360446570973,0,10032
"567","bt","bglm",0.125,10,400,0.9,0.0512360446570973,0,10032
"568","bt","bglm",0.25,3,100,0,0.0521331738437002,0,10032
"569","bt","bglm",0.25,3,100,0.5,0.0491427432216906,0,10032
"570","bt","bglm",0.25,3,100,0.9,0.048744019138756,0,10032
"571","bt","bglm",0.25,3,200,0,0.0494417862838915,0,10032
"572","bt","bglm",0.25,3,200,0.5,0.0474481658692185,0,10032
"573","bt","bglm",0.25,3,200,0.9,0.0518341307814992,0,10032
"574","bt","bglm",0.25,3,400,0,0.0449561403508772,0,10032
"575","bt","bglm",0.25,3,400,0.5,0.0526315789473684,0,10032
"576","bt","bglm",0.25,3,400,0.9,0.0483452950558214,0,10032
"577","bt","bglm",0.25,5,100,0,0.0529306220095694,0,10032
"578","bt","bglm",0.25,5,100,0.5,0.0453548644338118,0,10032
"579","bt","bglm",0.25,5,100,0.9,0.0525318979266348,0,10032
"580","bt","bglm",0.25,5,200,0,0.0468500797448166,0,10032
"581","bt","bglm",0.25,5,200,0.5,0.0496411483253589,0,10032
"582","bt","bglm",0.25,5,200,0.9,0.0477472089314195,0,10032
"583","bt","bglm",0.25,5,400,0,0.0501395534290271,0,10032
"584","bt","bglm",0.25,5,400,0.5,0.0526315789473684,0,10032
"585","bt","bglm",0.25,5,400,0.9,0.0498405103668262,0,10032
"586","bt","bglm",0.25,10,100,0,0.0527312599681021,0,10032
"587","bt","bglm",0.25,10,100,0.5,0.0521331738437002,0,10032
"588","bt","bglm",0.25,10,100,0.9,0.0511363636363636,0,10032
"589","bt","bglm",0.25,10,200,0,0.0512360446570973,0,10032
"590","bt","bglm",0.25,10,200,0.5,0.0508373205741627,0,10032
"591","bt","bglm",0.25,10,200,0.9,0.0485446570972887,0,10032
"592","bt","bglm",0.25,10,400,0,0.0540271132376396,0,10032
"593","bt","bglm",0.25,10,400,0.5,0.0496411483253589,0,10032
"594","bt","bglm",0.25,10,400,0.9,0.0515350877192982,0,10032
"595","bt","bglm",0.375,3,100,0,0.0496411483253589,0,10032
"596","bt","bglm",0.375,3,100,0.5,0.0506379585326954,0,10032
"597","bt","bglm",0.375,3,100,0.9,0.0524322169059011,0,10032
"598","bt","bglm",0.375,3,200,0,0.0475478468899522,0,10032
"599","bt","bglm",0.375,3,200,0.5,0.05103668261563,0,10032
"600","bt","bglm",0.375,3,200,0.9,0.0508373205741627,0,10032
"601","bt","bglm",0.375,3,400,0,0.0498405103668262,0,10032
"602","bt","bglm",0.375,3,400,0.5,0.0509370015948963,0,10032
"603","bt","bglm",0.375,3,400,0.9,0.0488437001594896,0,10032
"604","bt","bglm",0.375,5,100,0,0.0511363636363636,0,10032
"605","bt","bglm",0.375,5,100,0.5,0.0544258373205742,0,10032
"606","bt","bglm",0.375,5,100,0.9,0.0538277511961723,0,10032
"607","bt","bglm",0.375,5,200,0,0.0515350877192982,0,10032
"608","bt","bglm",0.375,5,200,0.5,0.0506379585326954,0,10032
"609","bt","bglm",0.375,5,200,0.9,0.0490430622009569,0,10032
"610","bt","bglm",0.375,5,400,0,0.0525318979266348,0,10032
"611","bt","bglm",0.375,5,400,0.5,0.0512360446570973,0,10032
"612","bt","bglm",0.375,5,400,0.9,0.0539274322169059,0,10032
"613","bt","bglm",0.375,10,100,0,0.0505382775119617,0,10032
"614","bt","bglm",0.375,10,100,0.5,0.0504385964912281,0,10032
"615","bt","bglm",0.375,10,100,0.9,0.0492424242424242,0,10032
"616","bt","bglm",0.375,10,200,0,0.0514354066985646,0,10032
"617","bt","bglm",0.375,10,200,0.5,0.0506379585326954,0,10032
"618","bt","bglm",0.375,10,200,0.9,0.0490430622009569,0,10032
"619","bt","bglm",0.375,10,400,0,0.0503389154704944,0,10032
"620","bt","bglm",0.375,10,400,0.5,0.0500398724082935,0,10032
"621","bt","bglm",0.375,10,400,0.9,0.0488437001594896,0,10032
"622","bt","bglm",0.5,3,100,0,0.0472488038277512,0,10032
"623","bt","bglm",0.5,3,100,0.5,0.0522328548644338,0,10032
"624","bt","bglm",0.5,3,100,0.9,0.0495414673046252,0,10032
"625","bt","bglm",0.5,3,200,0,0.0516347687400319,0,10032
"626","bt","bglm",0.5,3,200,0.5,0.0514354066985646,0,10032
"627","bt","bglm",0.5,3,200,0.9,0.0483452950558214,0,10032
"628","bt","bglm",0.5,3,400,0,0.0522328548644338,0,10032
"629","bt","bglm",0.5,3,400,0.5,0.0477472089314195,0,10032
"630","bt","bglm",0.5,3,400,0.9,0.0514354066985646,0,10032
"631","bt","bglm",0.5,5,100,0,0.0491427432216906,0,10032
"632","bt","bglm",0.5,5,100,0.5,0.0528309409888357,0,10032
"633","bt","bglm",0.5,5,100,0.9,0.050737639553429,0,10032
"634","bt","bglm",0.5,5,200,0,0.0498405103668262,0,10032
"635","bt","bglm",0.5,5,200,0.5,0.0503389154704944,0,10032
"636","bt","bglm",0.5,5,200,0.9,0.0495414673046252,0,10032
"637","bt","bglm",0.5,5,400,0,0.0532296650717703,0,10032
"638","bt","bglm",0.5,5,400,0.5,0.0500398724082935,0,10032
"639","bt","bglm",0.5,5,400,0.9,0.0529306220095694,0,10032
"640","bt","bglm",0.5,10,100,0,0.0497408293460925,0,10032
"641","bt","bglm",0.5,10,100,0.5,0.0522328548644338,0,10032
"642","bt","bglm",0.5,10,100,0.9,0.0524322169059011,0,10032
"643","bt","bglm",0.5,10,200,0,0.0526315789473684,0,10032
"644","bt","bglm",0.5,10,200,0.5,0.0475478468899522,0,10032
"645","bt","bglm",0.5,10,200,0.9,0.0503389154704944,0,10032
"646","bt","bglm",0.5,10,400,0,0.0529306220095694,0,10032
"647","bt","bglm",0.5,10,400,0.5,0.0519338118022329,0,10032
"648","bt","bglm",0.5,10,400,0.9,0.0473484848484848,0,10032
"649","bonf","bglm",0.01,3,100,0,0,0,10000
"650","bonf","bglm",0.01,3,100,0.5,0,0,10000
"651","bonf","bglm",0.01,3,100,0.9,0,0,10000
"652","bonf","bglm",0.01,3,200,0,2e-04,0,10000
"653","bonf","bglm",0.01,3,200,0.5,1e-04,0,10000
"654","bonf","bglm",0.01,3,200,0.9,0,0,10000
"655","bonf","bglm",0.01,3,400,0,0.0018,0,10000
"656","bonf","bglm",0.01,3,400,0.5,0.001,0,10000
"657","bonf","bglm",0.01,3,400,0.9,0.0012,0,10000
"658","bonf","bglm",0.01,5,100,0,0,0,10000
"659","bonf","bglm",0.01,5,100,0.5,0,0,10000
"660","bonf","bglm",0.01,5,100,0.9,0,0,10000
"661","bonf","bglm",0.01,5,200,0,0,0,10000
"662","bonf","bglm",0.01,5,200,0.5,0,0,10000
"663","bonf","bglm",0.01,5,200,0.9,0,0,10000
"664","bonf","bglm",0.01,5,400,0,6e-04,0,10000
"665","bonf","bglm",0.01,5,400,0.5,6e-04,0,10000
"666","bonf","bglm",0.01,5,400,0.9,3e-04,0,10000
"667","bonf","bglm",0.01,10,100,0,0,0,10000
"668","bonf","bglm",0.01,10,100,0.5,0,0,10000
"669","bonf","bglm",0.01,10,100,0.9,0,0,10000
"670","bonf","bglm",0.01,10,200,0,0,0,10000
"671","bonf","bglm",0.01,10,200,0.5,0,0,10000
"672","bonf","bglm",0.01,10,200,0.9,0,0,10000
"673","bonf","bglm",0.01,10,400,0,4e-04,0,10000
"674","bonf","bglm",0.01,10,400,0.5,1e-04,0,10000
"675","bonf","bglm",0.01,10,400,0.9,0,0,10000
"676","bonf","bglm",0.0625,3,100,0,0.0085,0,10000
"677","bonf","bglm",0.0625,3,100,0.5,0.0087,0,10000
"678","bonf","bglm",0.0625,3,100,0.9,0.0057,0,10000
"679","bonf","bglm",0.0625,3,200,0,0.0223,0,10000
"680","bonf","bglm",0.0625,3,200,0.5,0.0206,0,10000
"681","bonf","bglm",0.0625,3,200,0.9,0.0145,0,10000
"682","bonf","bglm",0.0625,3,400,0,0.0308,0,10000
"683","bonf","bglm",0.0625,3,400,0.5,0.0323,0,10000
"684","bonf","bglm",0.0625,3,400,0.9,0.0214,0,10000
"685","bonf","bglm",0.0625,5,100,0,0.0068,0,10000
"686","bonf","bglm",0.0625,5,100,0.5,0.0061,0,10000
"687","bonf","bglm",0.0625,5,100,0.9,0.0022,0,10000
"688","bonf","bglm",0.0625,5,200,0,0.0147,0,10000
"689","bonf","bglm",0.0625,5,200,0.5,0.0147,0,10000
"690","bonf","bglm",0.0625,5,200,0.9,0.0085,0,10000
"691","bonf","bglm",0.0625,5,400,0,0.03,0,10000
"692","bonf","bglm",0.0625,5,400,0.5,0.0242,0,10000
"693","bonf","bglm",0.0625,5,400,0.9,0.0148,0,10000
"694","bonf","bglm",0.0625,10,100,0,0.002,0,10000
"695","bonf","bglm",0.0625,10,100,0.5,0.0019,0,10000
"696","bonf","bglm",0.0625,10,100,0.9,0.001,0,10000
"697","bonf","bglm",0.0625,10,200,0,0.0131,0,10000
"698","bonf","bglm",0.0625,10,200,0.5,0.0115,0,10000
"699","bonf","bglm",0.0625,10,200,0.9,0.0046,0,10000
"700","bonf","bglm",0.0625,10,400,0,0.0263,0,10000
"701","bonf","bglm",0.0625,10,400,0.5,0.0205,0,10000
"702","bonf","bglm",0.0625,10,400,0.9,0.0085,0,10000
"703","bonf","bglm",0.125,3,100,0,0.0227,0,10000
"704","bonf","bglm",0.125,3,100,0.5,0.0225,0,10000
"705","bonf","bglm",0.125,3,100,0.9,0.0139,0,10000
"706","bonf","bglm",0.125,3,200,0,0.0328,0,10000
"707","bonf","bglm",0.125,3,200,0.5,0.0316,0,10000
"708","bonf","bglm",0.125,3,200,0.9,0.0188,0,10000
"709","bonf","bglm",0.125,3,400,0,0.0386,0,10000
"710","bonf","bglm",0.125,3,400,0.5,0.0356,0,10000
"711","bonf","bglm",0.125,3,400,0.9,0.0236,0,10000
"712","bonf","bglm",0.125,5,100,0,0.0166,0,10000
"713","bonf","bglm",0.125,5,100,0.5,0.0158,0,10000
"714","bonf","bglm",0.125,5,100,0.9,0.0084,0,10000
"715","bonf","bglm",0.125,5,200,0,0.0307,0,10000
"716","bonf","bglm",0.125,5,200,0.5,0.0249,0,10000
"717","bonf","bglm",0.125,5,200,0.9,0.0149,0,10000
"718","bonf","bglm",0.125,5,400,0,0.0399,0,10000
"719","bonf","bglm",0.125,5,400,0.5,0.0326,0,10000
"720","bonf","bglm",0.125,5,400,0.9,0.0159,0,10000
"721","bonf","bglm",0.125,10,100,0,0.0156,0,10000
"722","bonf","bglm",0.125,10,100,0.5,0.0095,0,10000
"723","bonf","bglm",0.125,10,100,0.9,0.0056,0,10000
"724","bonf","bglm",0.125,10,200,0,0.0243,0,10000
"725","bonf","bglm",0.125,10,200,0.5,0.0175,0,10000
"726","bonf","bglm",0.125,10,200,0.9,0.0094,0,10000
"727","bonf","bglm",0.125,10,400,0,0.0429,0,10000
"728","bonf","bglm",0.125,10,400,0.5,0.0291,0,10000
"729","bonf","bglm",0.125,10,400,0.9,0.0144,0,10000
"730","bonf","bglm",0.25,3,100,0,0.036,0,10000
"731","bonf","bglm",0.25,3,100,0.5,0.0293,0,10000
"732","bonf","bglm",0.25,3,100,0.9,0.022,0,10000
"733","bonf","bglm",0.25,3,200,0,0.0405,0,10000
"734","bonf","bglm",0.25,3,200,0.5,0.0339,0,10000
"735","bonf","bglm",0.25,3,200,0.9,0.0232,0,10000
"736","bonf","bglm",0.25,3,400,0,0.0399,0,10000
"737","bonf","bglm",0.25,3,400,0.5,0.0428,0,10000
"738","bonf","bglm",0.25,3,400,0.9,0.0256,0,10000
"739","bonf","bglm",0.25,5,100,0,0.031,0,10000
"740","bonf","bglm",0.25,5,100,0.5,0.0244,0,10000
"741","bonf","bglm",0.25,5,100,0.9,0.0107,0,10000
"742","bonf","bglm",0.25,5,200,0,0.0371,0,10000
"743","bonf","bglm",0.25,5,200,0.5,0.0335,0,10000
"744","bonf","bglm",0.25,5,200,0.9,0.0157,0,10000
"745","bonf","bglm",0.25,5,400,0,0.0406,0,10000
"746","bonf","bglm",0.25,5,400,0.5,0.0355,0,10000
"747","bonf","bglm",0.25,5,400,0.9,0.0189,0,10000
"748","bonf","bglm",0.25,10,100,0,0.0252,0,10000
"749","bonf","bglm",0.25,10,100,0.5,0.0213,0,10000
"750","bonf","bglm",0.25,10,100,0.9,0.0086,0,10000
"751","bonf","bglm",0.25,10,200,0,0.0329,0,10000
"752","bonf","bglm",0.25,10,200,0.5,0.027,0,10000
"753","bonf","bglm",0.25,10,200,0.9,0.0129,0,10000
"754","bonf","bglm",0.25,10,400,0,0.0444,0,10000
"755","bonf","bglm",0.25,10,400,0.5,0.032,0,10000
"756","bonf","bglm",0.25,10,400,0.9,0.0148,0,10000
"757","bonf","bglm",0.375,3,100,0,0.0335,0,10000
"758","bonf","bglm",0.375,3,100,0.5,0.0321,0,10000
"759","bonf","bglm",0.375,3,100,0.9,0.0213,0,10000
"760","bonf","bglm",0.375,3,200,0,0.0405,0,10000
"761","bonf","bglm",0.375,3,200,0.5,0.0412,0,10000
"762","bonf","bglm",0.375,3,200,0.9,0.0234,0,10000
"763","bonf","bglm",0.375,3,400,0,0.0456,0,10000
"764","bonf","bglm",0.375,3,400,0.5,0.0433,0,10000
"765","bonf","bglm",0.375,3,400,0.9,0.0272,0,10000
"766","bonf","bglm",0.375,5,100,0,0.0319,0,10000
"767","bonf","bglm",0.375,5,100,0.5,0.0288,0,10000
"768","bonf","bglm",0.375,5,100,0.9,0.0172,0,10000
"769","bonf","bglm",0.375,5,200,0,0.039,0,10000
"770","bonf","bglm",0.375,5,200,0.5,0.0376,0,10000
"771","bonf","bglm",0.375,5,200,0.9,0.021,0,10000
"772","bonf","bglm",0.375,5,400,0,0.0426,0,10000
"773","bonf","bglm",0.375,5,400,0.5,0.0409,0,10000
"774","bonf","bglm",0.375,5,400,0.9,0.0208,0,10000
"775","bonf","bglm",0.375,10,100,0,0.028,0,10000
"776","bonf","bglm",0.375,10,100,0.5,0.0236,0,10000
"777","bonf","bglm",0.375,10,100,0.9,0.0102,0,10000
"778","bonf","bglm",0.375,10,200,0,0.0402,0,10000
"779","bonf","bglm",0.375,10,200,0.5,0.0325,0,10000
"780","bonf","bglm",0.375,10,200,0.9,0.0138,0,10000
"781","bonf","bglm",0.375,10,400,0,0.043,0,10000
"782","bonf","bglm",0.375,10,400,0.5,0.0348,0,10000
"783","bonf","bglm",0.375,10,400,0.9,0.0136,0,10000
"784","bonf","bglm",0.5,3,100,0,0.0403,0,10000
"785","bonf","bglm",0.5,3,100,0.5,0.035,0,10000
"786","bonf","bglm",0.5,3,100,0.9,0.0262,0,10000
"787","bonf","bglm",0.5,3,200,0,0.0414,0,10000
"788","bonf","bglm",0.5,3,200,0.5,0.0404,0,10000
"789","bonf","bglm",0.5,3,200,0.9,0.0211,0,10000
"790","bonf","bglm",0.5,3,400,0,0.0425,0,10000
"791","bonf","bglm",0.5,3,400,0.5,0.0428,0,10000
"792","bonf","bglm",0.5,3,400,0.9,0.0296,0,10000
"793","bonf","bglm",0.5,5,100,0,0.0329,0,10000
"794","bonf","bglm",0.5,5,100,0.5,0.0303,0,10000
"795","bonf","bglm",0.5,5,100,0.9,0.0169,0,10000
"796","bonf","bglm",0.5,5,200,0,0.0429,0,10000
"797","bonf","bglm",0.5,5,200,0.5,0.0374,0,10000
"798","bonf","bglm",0.5,5,200,0.9,0.0224,0,10000
"799","bonf","bglm",0.5,5,400,0,0.0456,0,10000
"800","bonf","bglm",0.5,5,400,0.5,0.0372,0,10000
"801","bonf","bglm",0.5,5,400,0.9,0.0217,0,10000
"802","bonf","bglm",0.5,10,100,0,0.0305,0,10000
"803","bonf","bglm",0.5,10,100,0.5,0.026,0,10000
"804","bonf","bglm",0.5,10,100,0.9,0.0115,0,10000
"805","bonf","bglm",0.5,10,200,0,0.0447,0,10000
"806","bonf","bglm",0.5,10,200,0.5,0.0311,0,10000
"807","bonf","bglm",0.5,10,200,0.9,0.0121,0,10000
"808","bonf","bglm",0.5,10,400,0,0.0468,0,10000
"809","bonf","bglm",0.5,10,400,0.5,0.0341,0,10000
"810","bonf","bglm",0.5,10,400,0.9,0.0162,0,10000
"811","mmm","bglm",0.01,3,100,0,0,0,10000
"812","mmm","bglm",0.01,3,100,0.5,0,0,10000
"813","mmm","bglm",0.01,3,100,0.9,2e-04,0,10000
"814","mmm","bglm",0.01,3,200,0,3e-04,0,10000
"815","mmm","bglm",0.01,3,200,0.5,7e-04,0,10000
"816","mmm","bglm",0.01,3,200,0.9,0.0025,0,10000
"817","mmm","bglm",0.01,3,400,0,0.0024,0,10000
"818","mmm","bglm",0.01,3,400,0.5,0.0039,0,10000
"819","mmm","bglm",0.01,3,400,0.9,0.0073,0,10000
"820","mmm","bglm",0.01,5,100,0,0,0,10000
"821","mmm","bglm",0.01,5,100,0.5,1e-04,0,10000
"822","mmm","bglm",0.01,5,100,0.9,2e-04,0,10000
"823","mmm","bglm",0.01,5,200,0,0,0,10000
"824","mmm","bglm",0.01,5,200,0.5,3e-04,0,10000
"825","mmm","bglm",0.01,5,200,0.9,0.0023,0,10000
"826","mmm","bglm",0.01,5,400,0,0.0011,0,10000
"827","mmm","bglm",0.01,5,400,0.5,0.0023,0,10000
"828","mmm","bglm",0.01,5,400,0.9,0.0058,0,10000
"829","mmm","bglm",0.01,10,100,0,0,0,10000
"830","mmm","bglm",0.01,10,100,0.5,0,0,10000
"831","mmm","bglm",0.01,10,100,0.9,0,0,10000
"832","mmm","bglm",0.01,10,200,0,0,0,10000
"833","mmm","bglm",0.01,10,200,0.5,1e-04,0,10000
"834","mmm","bglm",0.01,10,200,0.9,6e-04,0,10000
"835","mmm","bglm",0.01,10,400,0,4e-04,0,10000
"836","mmm","bglm",0.01,10,400,0.5,3e-04,0,10000
"837","mmm","bglm",0.01,10,400,0.9,0.004,0,10000
"838","mmm","bglm",0.0625,3,100,0,0.0079,0,10000
"839","mmm","bglm",0.0625,3,100,0.5,0.0106,0,10000
"840","mmm","bglm",0.0625,3,100,0.9,0.0156,0,10000
"841","mmm","bglm",0.0625,3,200,0,0.0261,0,10000
"842","mmm","bglm",0.0625,3,200,0.5,0.0222,0,10000
