"method","model","nsim","ntrt","pi0","nep_h0","nep_ha","slope","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"bt","bglm",167,50,0.1,2,8,0.1,0.9,0,0,3,2,165,482,90,33
"bt","bglm",167,100,0.1,2,8,0.1,0.9,0,0,8,5,162,757,126,66
"bt","bglm",167,25,0.1,8,2,0.125,0.9,0,0,20,5,162,103,60,43
"bt","bglm",167,50,0.1,8,2,0.125,0.9,0,0,11,4,163,178,101,77
"bt","bglm",167,100,0.1,8,2,0.125,0.9,0,0,23,6,161,306,159,147
"bt","bglm",167,25,0.1,2,8,0.125,0.9,0,0,5,3,164,384,72,26
"bt","bglm",167,50,0.1,2,8,0.125,0.9,0,0,11,8,159,656,107,59
"bt","bglm",167,100,0.1,2,8,0.125,0.9,0,0,6,6,161,1152,158,123
"bt","bglm",167,25,0.1,8,2,0.15,0.9,0,0,14,3,164,141,82,59
"bt","bglm",167,50,0.1,8,2,0.15,0.9,0,0,16,7,160,264,140,124
"bt","bglm",167,100,0.1,8,2,0.15,0.9,0,0,40,11,156,324,165,159
"bt","bglm",167,25,0.1,2,8,0.15,0.9,0,0,3,2,165,752,117,64
"bt","bglm",167,50,0.1,2,8,0.15,0.9,0,0,3,2,165,1071,149,107
"bt","bglm",167,100,0.1,2,8,0.15,0.9,0,0,2,2,165,1291,166,153
"bt","bglm",167,25,0.1,8,2,0.175,0.9,0,0,6,3,164,218,117,101
"bt","bglm",167,50,0.1,8,2,0.175,0.9,0,0,17,5,162,310,160,150
"bt","bglm",167,100,0.1,8,2,0.175,0.9,0,0,10,7,160,331,166,165
"bt","bglm",167,25,0.1,2,8,0.175,0.9,0,0,4,3,164,782,127,67
"bt","bglm",167,50,0.1,2,8,0.175,0.9,0,0,2,2,165,1236,162,140
"bt","bglm",167,100,0.1,2,8,0.175,0.9,0,0,5,3,164,1336,167,167
"bt","bglm",167,25,0.1,8,2,0.2,0.9,0,0,14,9,158,279,147,132
"bt","bglm",167,50,0.1,8,2,0.2,0.9,0,0,17,5,162,331,166,165
"bt","bglm",167,100,0.1,8,2,0.2,0.9,0,0,29,10,157,334,167,167
"bt","bglm",167,25,0.1,2,8,0.2,0.9,0,0,2,1,166,1076,151,111
"bt","bglm",167,50,0.1,2,8,0.2,0.9,0,0,8,5,162,1305,166,159
"bt","bglm",167,100,0.1,2,8,0.2,0.9,0,0,5,3,164,1336,167,167
"bt","bglm",167,25,0.1,8,2,0.001,0,0,0,5,5,162,3,3,0
"bt","bglm",167,50,0.1,8,2,0.001,0,0,0,6,6,161,2,2,0
"bt","bglm",167,100,0.1,8,2,0.001,0,0,0,5,5,162,5,5,0
"bt","bglm",167,25,0.1,2,8,0.001,0,0,0,1,1,166,6,6,0
"bt","bglm",167,50,0.1,2,8,0.001,0,0,0,2,2,165,5,5,0
"bt","bglm",167,100,0.1,2,8,0.001,0,0,0,2,2,165,8,8,0
"bt","bglm",167,25,0.1,8,2,0.025,0,0,0,8,8,159,6,6,0
"bt","bglm",167,50,0.1,8,2,0.025,0,0,0,8,8,159,2,2,0
"bt","bglm",167,100,0.1,8,2,0.025,0,0,0,8,7,160,6,6,0
"bt","bglm",167,25,0.1,2,8,0.025,0,0,0,2,2,165,13,13,0
"bt","bglm",167,50,0.1,2,8,0.025,0,0,0,4,4,163,19,19,0
"bt","bglm",167,100,0.1,2,8,0.025,0,0,0,0,0,167,18,17,0
"bt","bglm",167,25,0.1,8,2,0.05,0,0,0,7,7,160,6,6,0
"bt","bglm",167,50,0.1,8,2,0.05,0,0,0,8,8,159,13,13,0
"bt","bglm",167,100,0.1,8,2,0.05,0,0,0,5,5,162,26,25,1
"bt","bglm",167,25,0.1,2,8,0.05,0,0,0,0,0,167,36,35,0
"bt","bglm",167,50,0.1,2,8,0.05,0,0,0,0,0,167,57,48,0
"bt","bglm",167,100,0.1,2,8,0.05,0,0,0,1,1,166,108,84,0
"bt","bglm",167,25,0.1,8,2,0.075,0,0,0,8,8,159,16,16,0
"bt","bglm",167,50,0.1,8,2,0.075,0,0,0,4,4,163,31,29,2
"bt","bglm",167,100,0.1,8,2,0.075,0,0,0,3,3,164,78,67,11
"bt","bglm",167,25,0.1,2,8,0.075,0,0,0,0,0,167,62,51,0
"bt","bglm",167,50,0.1,2,8,0.075,0,0,0,2,2,165,133,95,0
"bt","bglm",167,100,0.1,2,8,0.075,0,0,0,2,2,165,302,145,0
"bt","bglm",167,25,0.1,8,2,0.1,0,0,0,4,4,163,32,30,2
"bt","bglm",167,50,0.1,8,2,0.1,0,0,0,2,2,165,73,65,8
"bt","bglm",167,100,0.1,8,2,0.1,0,0,0,8,8,159,154,119,35
"bt","bglm",167,25,0.1,2,8,0.1,0,0,0,1,1,166,135,97,0
"bt","bglm",167,50,0.1,2,8,0.1,0,0,0,1,1,166,293,147,0
"bt","bglm",167,100,0.1,2,8,0.1,0,0,0,3,3,164,692,167,0
"bt","bglm",167,25,0.1,8,2,0.125,0,0,0,3,3,164,77,68,9
"bt","bglm",167,50,0.1,8,2,0.125,0,0,0,6,6,161,148,109,39
"bt","bglm",167,100,0.1,8,2,0.125,0,0,0,9,9,158,265,155,110
"bt","bglm",167,25,0.1,2,8,0.125,0,0,0,0,0,167,283,148,0
"bt","bglm",167,50,0.1,2,8,0.125,0,0,0,0,0,167,569,165,0
"bt","bglm",167,100,0.1,2,8,0.125,0,0,0,1,1,166,1073,167,33
"bt","bglm",167,25,0.1,8,2,0.15,0,0,0,5,5,162,116,96,20
"bt","bglm",167,50,0.1,8,2,0.15,0,0,0,8,8,159,223,151,72
"bt","bglm",167,100,0.1,8,2,0.15,0,0,0,5,5,162,320,167,153
"bt","bglm",167,25,0.1,2,8,0.15,0,0,0,3,3,164,437,161,0
"bt","bglm",167,50,0.1,2,8,0.15,0,0,0,1,1,166,901,167,9
"bt","bglm",167,100,0.1,2,8,0.15,0,0,0,1,1,166,1278,167,119
"bt","bglm",167,25,0.1,8,2,0.175,0,0,0,5,5,162,192,138,54
"bt","bglm",167,50,0.1,8,2,0.175,0,0,0,5,4,163,304,166,138
"bt","bglm",167,100,0.1,8,2,0.175,0,0,0,6,6,161,330,167,163
"bt","bglm",167,25,0.1,2,8,0.175,0,0,0,0,0,167,647,166,0
"bt","bglm",167,50,0.1,2,8,0.175,0,0,0,1,1,166,1160,167,61
"bt","bglm",167,100,0.1,2,8,0.175,0,0,0,0,0,167,1329,167,160
"bt","bglm",167,25,0.1,8,2,0.2,0,0,0,4,4,163,243,148,95
"bt","bglm",167,50,0.1,8,2,0.2,0,0,0,3,3,164,328,167,161
"bt","bglm",167,100,0.1,8,2,0.2,0,0,0,3,3,164,334,167,167
"bt","bglm",167,25,0.1,2,8,0.2,0,0,0,0,0,167,920,167,14
"bt","bglm",167,50,0.1,2,8,0.2,0,0,0,0,0,167,1279,167,117
"bt","bglm",167,100,0.1,2,8,0.2,0,0,0,1,1,166,1336,167,167
"bt","bglm",167,25,0.1,8,2,0.001,0.5,0,0,16,9,158,1,1,0
"bt","bglm",167,50,0.1,8,2,0.001,0.5,0,0,5,5,162,2,2,0
"bt","bglm",167,100,0.1,8,2,0.001,0.5,0,0,14,9,158,0,0,0
"bt","bglm",167,25,0.1,2,8,0.001,0.5,0,0,2,2,165,13,10,0
"bt","bglm",167,50,0.1,2,8,0.001,0.5,0,0,2,2,165,7,6,0
"bt","bglm",167,100,0.1,2,8,0.001,0.5,0,0,2,2,165,6,6,0
"bt","bglm",167,25,0.1,8,2,0.025,0.5,0,0,11,8,159,4,3,1
"bt","bglm",167,50,0.1,8,2,0.025,0.5,0,0,7,5,162,8,7,1
"bt","bglm",167,100,0.1,8,2,0.025,0.5,0,0,7,6,161,8,8,0
"bt","bglm",167,25,0.1,2,8,0.025,0.5,0,0,0,0,167,23,15,0
"bt","bglm",167,50,0.1,2,8,0.025,0.5,0,0,1,1,166,29,21,0
"bt","bglm",167,100,0.1,2,8,0.025,0.5,0,0,4,3,164,45,28,0
"bt","bglm",167,25,0.1,8,2,0.05,0.5,0,0,11,6,161,12,10,2
"bt","bglm",167,50,0.1,8,2,0.05,0.5,0,0,8,7,160,10,9,1
"bt","bglm",167,100,0.1,8,2,0.05,0.5,0,0,8,7,160,32,26,6
"bt","bglm",167,25,0.1,2,8,0.05,0.5,0,0,5,5,162,54,27,0
"bt","bglm",167,50,0.1,2,8,0.05,0.5,0,0,1,1,166,44,23,0
"bt","bglm",167,100,0.1,2,8,0.05,0.5,0,0,4,3,164,115,42,0
"bt","bglm",167,25,0.1,8,2,0.075,0.5,0,0,5,5,162,16,15,1
"bt","bglm",167,50,0.1,8,2,0.075,0.5,0,0,8,7,160,30,25,5
"bt","bglm",167,100,0.1,8,2,0.075,0.5,0,0,4,4,163,65,49,16
"bt","bglm",167,25,0.1,2,8,0.075,0.5,0,0,2,2,165,76,38,0
"bt","bglm",167,50,0.1,2,8,0.075,0.5,0,0,5,5,162,148,65,0
"bt","bglm",167,100,0.1,2,8,0.075,0.5,0,0,0,0,167,335,100,3
"bt","bglm",167,25,0.1,8,2,0.1,0.5,0,0,7,5,162,46,40,6
"bt","bglm",167,50,0.1,8,2,0.1,0.5,0,0,6,4,163,96,71,25
"bt","bglm",167,100,0.1,8,2,0.1,0.5,0,0,12,6,161,186,124,62
"bt","bglm",167,25,0.1,2,8,0.1,0.5,0,0,3,2,165,178,73,2
"bt","bglm",167,50,0.1,2,8,0.1,0.5,0,0,1,1,166,330,109,3
"bt","bglm",167,100,0.1,2,8,0.1,0.5,0,0,4,4,163,749,152,21
"bt","bglm",167,25,0.1,8,2,0.125,0.5,0,0,7,6,161,70,58,12
"bt","bglm",167,50,0.1,8,2,0.125,0.5,0,0,5,4,163,152,104,48
"bt","bglm",167,100,0.1,8,2,0.125,0.5,0,0,12,8,159,277,156,121
"bt","bglm",167,25,0.1,2,8,0.125,0.5,0,0,4,4,163,257,93,1
"bt","bglm",167,50,0.1,2,8,0.125,0.5,0,0,1,1,166,658,145,15
"bt","bglm",167,100,0.1,2,8,0.125,0.5,0,0,4,4,163,1120,166,84
"bt","bglm",167,25,0.1,8,2,0.15,0.5,0,0,7,4,163,133,93,40
"bt","bglm",167,50,0.1,8,2,0.15,0.5,0,0,14,9,158,250,149,101
"bt","bglm",167,100,0.1,8,2,0.15,0.5,0,0,4,4,163,318,165,153
"bt","bglm",167,25,0.1,2,8,0.15,0.5,0,0,1,1,166,449,126,6
"bt","bglm",167,50,0.1,2,8,0.15,0.5,0,0,2,2,165,959,164,47
"bt","bglm",167,100,0.1,2,8,0.15,0.5,0,0,3,3,164,1289,167,141
"bt","bglm",167,25,0.1,8,2,0.175,0.5,0,0,4,4,163,186,116,70
"bt","bglm",167,50,0.1,8,2,0.175,0.5,0,0,10,6,161,281,156,125
"bt","bglm",167,100,0.1,8,2,0.175,0.5,0,0,4,4,163,333,167,166
"bt","bglm",167,25,0.1,2,8,0.175,0.5,0,0,1,1,166,687,151,16
"bt","bglm",167,50,0.1,2,8,0.175,0.5,0,0,1,1,166,1180,166,93
"bt","bglm",167,100,0.1,2,8,0.175,0.5,0,0,3,3,164,1334,167,165
"bt","bglm",167,25,0.1,8,2,0.2,0.5,0,0,8,8,159,240,141,99
"bt","bglm",167,50,0.1,8,2,0.2,0.5,0,0,3,3,164,323,166,157
"bt","bglm",167,100,0.1,8,2,0.2,0.5,0,0,4,4,163,334,167,167
"bt","bglm",167,25,0.1,2,8,0.2,0.5,0,0,1,1,166,952,162,48
"bt","bglm",167,50,0.1,2,8,0.2,0.5,0,0,5,4,163,1292,167,141
"bt","bglm",167,100,0.1,2,8,0.2,0.5,0,0,2,2,165,1336,167,167
"bt","bglm",167,25,0.1,8,2,0.001,0.9,0,0,6,3,164,4,3,1
"bt","bglm",167,50,0.1,8,2,0.001,0.9,0,0,14,7,160,6,4,2
"bt","bglm",167,100,0.1,8,2,0.001,0.9,0,0,14,6,161,3,2,1
"bt","bglm",167,25,0.1,2,8,0.001,0.9,0,0,5,4,163,14,7,0
"bt","bglm",167,50,0.1,2,8,0.001,0.9,0,0,4,3,164,27,8,0
"bt","bglm",167,100,0.1,2,8,0.001,0.9,0,0,4,3,164,15,5,0
"bt","bglm",167,25,0.1,8,2,0.025,0.9,0,0,16,3,164,6,4,2
"bt","bglm",167,50,0.1,8,2,0.025,0.9,0,0,21,8,159,7,5,2
"bt","bglm",167,100,0.1,8,2,0.025,0.9,0,0,12,6,161,14,9,5
"bt","bglm",167,25,0.1,2,8,0.025,0.9,0,0,5,3,164,34,13,2
"bt","bglm",167,50,0.1,2,8,0.025,0.9,0,0,5,4,163,36,8,1
"bt","bglm",167,100,0.1,2,8,0.025,0.9,0,0,4,3,164,24,10,0
"bt","bglm",167,25,0.1,8,2,0.05,0.9,0,0,5,2,165,15,10,5
"bt","bglm",167,50,0.1,8,2,0.05,0.9,0,0,34,8,159,15,11,4
"bt","bglm",167,100,0.1,8,2,0.05,0.9,0,0,9,5,162,49,32,17
"bt","bglm",167,25,0.1,2,8,0.05,0.9,0,0,7,4,163,71,16,3
"bt","bglm",167,50,0.1,2,8,0.05,0.9,0,0,3,2,165,111,24,7
"bt","bglm",167,100,0.1,2,8,0.05,0.9,0,0,3,3,164,156,36,8
"bt","bglm",167,25,0.1,8,2,0.075,0.9,0,0,22,4,163,27,17,10
"bt","bglm",167,50,0.1,8,2,0.075,0.9,0,0,24,6,161,54,35,19
"bt","bglm",167,100,0.1,8,2,0.075,0.9,0,0,7,2,165,133,74,59
"bt","bglm",167,25,0.1,2,8,0.075,0.9,0,0,10,7,160,129,31,7
"bt","bglm",167,50,0.1,2,8,0.075,0.9,0,0,4,2,165,199,41,12
"bt","bglm",167,100,0.1,2,8,0.075,0.9,0,0,1,1,166,417,78,26
"bt","bglm",167,25,0.1,8,2,0.1,0.9,0,0,8,4,163,78,47,31
"bt","bglm",167,50,0.1,8,2,0.1,0.9,0,0,23,8,159,121,75,46
"bt","bglm",167,100,0.1,8,2,0.1,0.9,0,0,25,7,160,212,115,97
"bt","bglm",167,25,0.1,2,8,0.1,0.9,0,0,5,3,164,230,47,11
"bt","bglm",167,50,0.1,2,8,0.1,0.9,0,0,8,5,162,407,74,27
"bt","bglm",167,100,0.1,2,8,0.1,0.9,0,0,6,3,164,806,127,67
"bt","bglm",167,25,0.1,8,2,0.125,0.9,0,0,4,2,165,99,56,43
"bt","bglm",167,50,0.1,8,2,0.125,0.9,0,0,7,4,163,177,99,78
"bt","bglm",167,100,0.1,8,2,0.125,0.9,0,0,18,7,160,305,159,146
"bt","bglm",167,25,0.1,2,8,0.125,0.9,0,0,6,4,163,436,77,27
"bt","bglm",167,50,0.1,2,8,0.125,0.9,0,0,1,1,166,733,116,65
"bt","bglm",167,100,0.1,2,8,0.125,0.9,0,0,2,2,165,1200,160,133
"bt","bglm",167,25,0.1,8,2,0.15,0.9,0,0,19,8,159,176,101,75
"bt","bglm",167,50,0.1,8,2,0.15,0.9,0,0,4,3,164,271,146,125
"bt","bglm",167,100,0.1,8,2,0.15,0.9,0,0,22,6,161,323,162,161
"bt","bglm",167,25,0.1,2,8,0.15,0.9,0,0,5,3,164,586,97,44
"bt","bglm",167,50,0.1,2,8,0.15,0.9,0,0,8,6,161,1057,150,103
"bt","bglm",167,100,0.1,2,8,0.15,0.9,0,0,3,2,165,1266,164,148
"bt","bglm",167,25,0.1,8,2,0.175,0.9,0,0,9,3,164,207,119,88
"bt","bglm",167,50,0.1,8,2,0.175,0.9,0,0,14,5,162,302,155,147
"bt","bglm",167,100,0.1,8,2,0.175,0.9,0,0,24,6,161,334,167,167
"bt","bglm",167,25,0.1,2,8,0.175,0.9,0,0,5,4,163,839,134,72
"bt","bglm",167,50,0.1,2,8,0.175,0.9,0,0,3,2,165,1231,163,142
"bt","bglm",167,100,0.1,2,8,0.175,0.9,0,0,6,4,163,1336,167,167
"bt","bglm",167,25,0.1,8,2,0.2,0.9,0,0,7,2,165,279,147,132
"bt","bglm",167,50,0.1,8,2,0.2,0.9,0,0,16,5,162,325,165,160
"bt","bglm",167,100,0.1,8,2,0.2,0.9,0,0,9,3,164,334,167,167
"bt","bglm",167,25,0.1,2,8,0.2,0.9,0,0,5,3,164,1055,147,114
"bt","bglm",167,50,0.1,2,8,0.2,0.9,0,0,2,1,166,1316,167,161
"bt","bglm",167,100,0.1,2,8,0.2,0.9,0,0,4,2,165,1335,167,166
"bt","bglm",167,25,0.1,8,2,0.001,0,0,0,6,6,161,2,2,0
"bt","bglm",167,50,0.1,8,2,0.001,0,0,0,6,6,161,2,2,0
"bt","bglm",167,100,0.1,8,2,0.001,0,0,0,6,6,161,0,0,0
"bt","bglm",167,25,0.1,2,8,0.001,0,0,0,3,3,164,5,5,0
"bt","bglm",167,50,0.1,2,8,0.001,0,0,0,2,2,165,7,7,0
"bt","bglm",167,100,0.1,2,8,0.001,0,0,0,1,1,166,6,6,0
"bt","bglm",167,25,0.1,8,2,0.025,0,0,0,6,6,161,2,2,0
"bt","bglm",167,50,0.1,8,2,0.025,0,0,0,6,6,161,6,5,1
"bt","bglm",167,100,0.1,8,2,0.025,0,0,0,5,4,163,4,4,0
"bt","bglm",167,25,0.1,2,8,0.025,0,0,0,3,3,164,19,17,0
"bt","bglm",167,50,0.1,2,8,0.025,0,0,0,2,2,165,22,20,0
"bt","bglm",167,100,0.1,2,8,0.025,0,0,0,1,1,166,14,14,0
"bt","bglm",167,25,0.1,8,2,0.05,0,0,0,4,4,163,12,11,1
"bt","bglm",167,50,0.1,8,2,0.05,0,0,0,13,11,156,11,10,1
"bt","bglm",167,100,0.1,8,2,0.05,0,0,0,6,6,161,28,28,0
"bt","bglm",167,25,0.1,2,8,0.05,0,0,0,0,0,167,40,36,0
"bt","bglm",167,50,0.1,2,8,0.05,0,0,0,1,1,166,42,38,0
"bt","bglm",167,100,0.1,2,8,0.05,0,0,0,1,1,166,78,68,0
"bt","bglm",167,25,0.1,8,2,0.075,0,0,0,9,9,158,24,23,1
"bt","bglm",167,50,0.1,8,2,0.075,0,0,0,4,4,163,29,29,0
"bt","bglm",167,100,0.1,8,2,0.075,0,0,0,8,8,159,84,72,12
"bt","bglm",167,25,0.1,2,8,0.075,0,0,0,1,1,166,65,55,0
"bt","bglm",167,50,0.1,2,8,0.075,0,0,0,2,2,165,145,99,0
"bt","bglm",167,100,0.1,2,8,0.075,0,0,0,1,1,166,286,148,0
"bt","bglm",167,25,0.1,8,2,0.1,0,0,0,3,3,164,38,37,1
"bt","bglm",167,50,0.1,8,2,0.1,0,0,0,4,4,163,80,74,6
"bt","bglm",167,100,0.1,8,2,0.1,0,0,0,3,3,164,183,134,49
"bt","bglm",167,25,0.1,2,8,0.1,0,0,0,1,1,166,141,96,0
"bt","bglm",167,50,0.1,2,8,0.1,0,0,0,0,0,167,307,137,0
"bt","bglm",167,100,0.1,2,8,0.1,0,0,0,3,3,164,697,166,1
"bt","bglm",167,25,0.1,8,2,0.125,0,0,0,7,7,160,80,71,9
"bt","bglm",167,50,0.1,8,2,0.125,0,0,0,10,10,157,133,111,22
"bt","bglm",167,100,0.1,8,2,0.125,0,0,0,8,8,159,266,158,108
"bt","bglm",167,25,0.1,2,8,0.125,0,0,0,1,1,166,243,138,0
"bt","bglm",167,50,0.1,2,8,0.125,0,0,0,0,0,167,582,166,1
"bt","bglm",167,100,0.1,2,8,0.125,0,0,0,2,2,165,1072,167,27
"bt","bglm",167,25,0.1,8,2,0.15,0,0,0,7,7,160,128,102,26
"bt","bglm",167,50,0.1,8,2,0.15,0,0,0,9,9,158,231,150,81
"bt","bglm",167,100,0.1,8,2,0.15,0,0,0,4,4,163,320,166,154
"bt","bglm",167,25,0.1,2,8,0.15,0,0,0,0,0,167,445,158,0
"bt","bglm",167,50,0.1,2,8,0.15,0,0,0,0,0,167,917,167,7
"bt","bglm",167,100,0.1,2,8,0.15,0,0,0,2,2,165,1268,167,112
"bt","bglm",167,25,0.1,8,2,0.175,0,0,0,5,5,162,187,132,55
"bt","bglm",167,50,0.1,8,2,0.175,0,0,0,5,5,162,296,165,131
"bt","bglm",167,100,0.1,8,2,0.175,0,0,0,6,6,161,332,167,165
"bt","bglm",167,25,0.1,2,8,0.175,0,0,0,0,0,167,716,167,1
"bt","bglm",167,50,0.1,2,8,0.175,0,0,0,1,1,166,1172,167,64
"bt","bglm",167,100,0.1,2,8,0.175,0,0,0,3,3,164,1331,167,162
"bt","bglm",167,25,0.1,8,2,0.2,0,0,0,8,7,160,248,160,88
"bt","bglm",167,50,0.1,8,2,0.2,0,0,0,4,4,163,323,167,156
"bt","bglm",167,100,0.1,8,2,0.2,0,0,0,10,10,157,334,167,167
"bt","bglm",167,25,0.1,2,8,0.2,0,0,0,1,1,166,896,167,6
"bt","bglm",167,50,0.1,2,8,0.2,0,0,0,1,1,166,1284,167,123
"bt","bglm",167,100,0.1,2,8,0.2,0,0,0,2,2,165,1336,167,167
"bt","bglm",167,25,0.1,8,2,0.001,0.5,0,0,3,3,164,0,0,0
"bt","bglm",167,50,0.1,8,2,0.001,0.5,0,0,11,8,159,0,0,0
"bt","bglm",167,100,0.1,8,2,0.001,0.5,0,0,17,13,154,1,1,0
"bt","bglm",167,25,0.1,2,8,0.001,0.5,0,0,2,2,165,3,3,0
"bt","bglm",167,50,0.1,2,8,0.001,0.5,0,0,4,4,163,6,4,0
"bt","bglm",167,100,0.1,2,8,0.001,0.5,0,0,6,6,161,4,4,0
"bt","bglm",167,25,0.1,8,2,0.025,0.5,0,0,11,11,156,4,4,0
"bt","bglm",167,50,0.1,8,2,0.025,0.5,0,0,9,6,161,3,3,0
"bt","bglm",167,100,0.1,8,2,0.025,0.5,0,0,14,8,159,7,7,0
"bt","bglm",167,25,0.1,2,8,0.025,0.5,0,0,2,2,165,11,8,0
"bt","bglm",167,50,0.1,2,8,0.025,0.5,0,0,5,5,162,18,12,0
"bt","bglm",167,100,0.1,2,8,0.025,0.5,0,0,0,0,167,16,9,0
"bt","bglm",167,25,0.1,8,2,0.05,0.5,0,0,12,11,156,3,3,0
"bt","bglm",167,50,0.1,8,2,0.05,0.5,0,0,12,10,157,14,12,2
"bt","bglm",167,100,0.1,8,2,0.05,0.5,0,0,10,5,162,33,31,2
"bt","bglm",167,25,0.1,2,8,0.05,0.5,0,0,3,3,164,35,22,0
"bt","bglm",167,50,0.1,2,8,0.05,0.5,0,0,2,2,165,52,26,0
"bt","bglm",167,100,0.1,2,8,0.05,0.5,0,0,2,2,165,113,54,0
"bt","bglm",167,25,0.1,8,2,0.075,0.5,0,0,5,5,162,26,22,4
"bt","bglm",167,50,0.1,8,2,0.075,0.5,0,0,7,7,160,43,34,9
"bt","bglm",167,100,0.1,8,2,0.075,0.5,0,0,10,9,158,69,54,15
"bt","bglm",167,25,0.1,2,8,0.075,0.5,0,0,0,0,167,80,43,0
"bt","bglm",167,50,0.1,2,8,0.075,0.5,0,0,1,1,166,170,73,1
"bt","bglm",167,100,0.1,2,8,0.075,0.5,0,0,2,2,165,321,107,4
"bt","bglm",167,25,0.1,8,2,0.1,0.5,0,0,2,2,165,39,35,4
"bt","bglm",167,50,0.1,8,2,0.1,0.5,0,0,7,6,161,86,63,23
"bt","bglm",167,100,0.1,8,2,0.1,0.5,0,0,6,5,162,180,118,62
"bt","bglm",167,25,0.1,2,8,0.1,0.5,0,0,1,1,166,124,60,0
"bt","bglm",167,50,0.1,2,8,0.1,0.5,0,0,2,2,165,349,115,4
"bt","bglm",167,100,0.1,2,8,0.1,0.5,0,0,1,1,166,730,146,31
"bt","bglm",167,25,0.1,8,2,0.125,0.5,0,0,5,5,162,82,67,15
"bt","bglm",167,50,0.1,8,2,0.125,0.5,0,0,9,5,162,179,116,63
"bt","bglm",167,100,0.1,8,2,0.125,0.5,0,0,6,3,164,281,156,125
"bt","bglm",167,25,0.1,2,8,0.125,0.5,0,0,2,2,165,320,105,3
"bt","bglm",167,50,0.1,2,8,0.125,0.5,0,0,2,2,165,706,149,22
"bt","bglm",167,100,0.1,2,8,0.125,0.5,0,0,1,1,166,1068,165,75
"bt","bglm",167,25,0.1,8,2,0.15,0.5,0,0,4,3,164,139,97,42
"bt","bglm",167,50,0.1,8,2,0.15,0.5,0,0,9,6,161,242,147,95
"bt","bglm",167,100,0.1,8,2,0.15,0.5,0,0,8,5,162,318,164,154
"bt","bglm",167,25,0.1,2,8,0.15,0.5,0,0,0,0,167,496,133,10
"bt","bglm",167,50,0.1,2,8,0.15,0.5,0,0,1,1,166,925,165,50
"bt","bglm",167,100,0.1,2,8,0.15,0.5,0,0,1,1,166,1297,167,142
"bt","bglm",167,25,0.1,8,2,0.175,0.5,0,0,6,6,161,178,116,62
"bt","bglm",167,50,0.1,8,2,0.175,0.5,0,0,5,4,163,300,162,138
"bt","bglm",167,100,0.1,8,2,0.175,0.5,0,0,6,6,161,334,167,167
"bt","bglm",167,25,0.1,2,8,0.175,0.5,0,0,1,1,166,652,148,14
"bt","bglm",167,50,0.1,2,8,0.175,0.5,0,0,2,2,165,1170,166,99
"bt","bglm",167,100,0.1,2,8,0.175,0.5,0,0,0,0,167,1335,167,166
"bt","bglm",167,25,0.1,8,2,0.2,0.5,0,0,6,5,162,254,149,105
"bt","bglm",167,50,0.1,8,2,0.2,0.5,0,0,4,4,163,324,166,158
"bt","bglm",167,100,0.1,8,2,0.2,0.5,0,0,6,4,163,334,167,167
"bt","bglm",167,25,0.1,2,8,0.2,0.5,0,0,2,2,165,923,160,46
"bt","bglm",167,50,0.1,2,8,0.2,0.5,0,0,1,1,166,1287,167,138
"bt","bglm",167,100,0.1,2,8,0.2,0.5,0,0,4,4,163,1335,167,166
"bt","bglm",167,25,0.1,8,2,0.001,0.9,0,0,11,5,162,5,5,0
"bt","bglm",167,50,0.1,8,2,0.001,0.9,0,0,13,4,163,3,2,1
"bt","bglm",167,100,0.1,8,2,0.001,0.9,0,0,12,5,162,11,7,4
"bt","bglm",167,25,0.1,2,8,0.001,0.9,0,0,3,2,165,21,8,1
"bt","bglm",167,50,0.1,2,8,0.001,0.9,0,0,8,7,160,10,6,0
"bt","bglm",167,100,0.1,2,8,0.001,0.9,0,0,2,2,165,24,8,0
"bt","bglm",167,25,0.1,8,2,0.025,0.9,0,0,54,12,155,10,6,4
"bt","bglm",167,50,0.1,8,2,0.025,0.9,0,0,8,3,164,21,13,8
"bt","bglm",167,100,0.1,8,2,0.025,0.9,0,0,36,7,160,14,11,3
"bt","bglm",167,25,0.1,2,8,0.025,0.9,0,0,6,4,163,33,8,1
"bt","bglm",167,50,0.1,2,8,0.025,0.9,0,0,6,4,163,42,10,1
"bt","bglm",167,100,0.1,2,8,0.025,0.9,0,0,4,3,164,44,14,0
"bt","bglm",167,25,0.1,8,2,0.05,0.9,0,0,16,5,162,23,15,8
"bt","bglm",167,50,0.1,8,2,0.05,0.9,0,0,9,6,161,21,13,8
"bt","bglm",167,100,0.1,8,2,0.05,0.9,0,0,2,2,165,46,30,16
"bt","bglm",167,25,0.1,2,8,0.05,0.9,0,0,6,4,163,59,12,3
"bt","bglm",167,50,0.1,2,8,0.05,0.9,0,0,0,0,167,78,20,6
"bt","bglm",167,100,0.1,2,8,0.05,0.9,0,0,1,1,166,153,35,7
"bt","bglm",167,25,0.1,8,2,0.075,0.9,0,0,20,9,158,25,15,10
"bt","bglm",167,50,0.1,8,2,0.075,0.9,0,0,11,3,164,52,34,18
"bt","bglm",167,100,0.1,8,2,0.075,0.9,0,0,55,11,156,116,69,47
"bt","bglm",167,25,0.1,2,8,0.075,0.9,0,0,7,4,163,99,22,7
"bt","bglm",167,50,0.1,2,8,0.075,0.9,0,0,7,4,163,187,42,11
"bt","bglm",167,100,0.1,2,8,0.075,0.9,0,0,4,3,164,515,92,40
