"method","model","nsim","ntrt","pi0","nep_h0","nep_ha","slope","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"mmm","bglm",5000,25,0.1,2,8,0.025,0.9,0,0,44,35,4965,408,122,10
"mmm","bglm",5000,50,0.1,2,8,0.025,0.9,0,0,73,55,4945,701,223,16
"mmm","bglm",5000,100,0.1,2,8,0.025,0.9,0,0,83,68,4932,914,296,21
"mmm","bglm",5000,25,0.1,8,2,0.05,0.9,0,0,169,55,4945,218,150,68
"mmm","bglm",5000,50,0.1,8,2,0.05,0.9,0,0,305,102,4898,406,282,124
"mmm","bglm",5000,100,0.1,8,2,0.05,0.9,0,0,380,132,4868,943,621,322
"mmm","bglm",5000,25,0.1,2,8,0.05,0.9,0,0,36,26,4974,871,242,32
"mmm","bglm",5000,50,0.1,2,8,0.05,0.9,0,0,80,61,4939,1764,463,69
"mmm","bglm",5000,100,0.1,2,8,0.05,0.9,0,0,83,55,4945,3863,908,178
"mmm","bglm",5000,25,0.1,8,2,0.075,0.9,0,0,192,63,4937,484,326,158
"mmm","bglm",5000,50,0.1,8,2,0.075,0.9,0,0,279,93,4907,1130,734,396
"mmm","bglm",5000,100,0.1,8,2,0.075,0.9,0,0,418,129,4871,2780,1660,1120
"mmm","bglm",5000,25,0.1,2,8,0.075,0.9,0,0,37,28,4972,1807,472,64
"mmm","bglm",5000,50,0.1,2,8,0.075,0.9,0,0,88,62,4938,4614,1067,211
"mmm","bglm",5000,100,0.1,2,8,0.075,0.9,0,0,113,81,4919,11167,2215,661
"mmm","bglm",5000,25,0.1,8,2,0.1,0.9,0,0,196,55,4945,1102,708,394
"mmm","bglm",5000,50,0.1,8,2,0.1,0.9,0,0,272,98,4902,2689,1637,1052
"mmm","bglm",5000,100,0.1,8,2,0.1,0.9,0,0,310,112,4888,5603,3150,2453
"mmm","bglm",5000,25,0.1,2,8,0.1,0.9,0,0,43,33,4967,3988,926,166
"mmm","bglm",5000,50,0.1,2,8,0.1,0.9,0,0,80,55,4945,10277,2037,599
"mmm","bglm",5000,100,0.1,2,8,0.1,0.9,0,0,91,71,4929,22668,3685,1896
"mmm","bglm",5000,25,0.1,8,2,0.125,0.9,0,0,181,61,4939,2015,1254,761
"mmm","bglm",5000,50,0.1,8,2,0.125,0.9,0,0,267,100,4900,4650,2696,1954
"mmm","bglm",5000,100,0.1,8,2,0.125,0.9,0,0,365,132,4868,8353,4415,3938
"mmm","bglm",5000,25,0.1,2,8,0.125,0.9,0,0,32,23,4977,7830,1643,427
"mmm","bglm",5000,50,0.1,2,8,0.125,0.9,0,0,58,42,4958,19253,3277,1446
"mmm","bglm",5000,100,0.1,2,8,0.125,0.9,0,0,85,61,4939,33481,4640,3506
"mmm","bglm",5000,25,0.1,8,2,0.15,0.9,0,0,167,50,4950,3462,2041,1421
"mmm","bglm",5000,50,0.1,8,2,0.15,0.9,0,0,288,100,4900,7024,3803,3221
"mmm","bglm",5000,100,0.1,8,2,0.15,0.9,0,0,329,121,4879,9657,4889,4768
"mmm","bglm",5000,25,0.1,2,8,0.15,0.9,0,0,48,33,4967,13578,2506,931
"mmm","bglm",5000,50,0.1,2,8,0.15,0.9,0,0,85,67,4933,28535,4237,2683
"mmm","bglm",5000,100,0.1,2,8,0.15,0.9,0,0,79,61,4939,38792,4949,4658
"mmm","bglm",5000,25,0.1,8,2,0.175,0.9,0,0,169,62,4938,5174,2925,2249
"mmm","bglm",5000,50,0.1,8,2,0.175,0.9,0,0,198,73,4927,8836,4582,4254
"mmm","bglm",5000,100,0.1,8,2,0.175,0.9,0,0,442,145,4855,9961,4990,4971
"mmm","bglm",5000,25,0.1,2,8,0.175,0.9,0,0,26,22,4978,20710,3433,1630
"mmm","bglm",5000,50,0.1,2,8,0.175,0.9,0,0,85,63,4937,35468,4787,3878
"mmm","bglm",5000,100,0.1,2,8,0.175,0.9,0,0,93,72,4928,39913,4998,4962
"mmm","bglm",5000,25,0.1,8,2,0.2,0.9,0,0,172,54,4946,7110,3850,3260
"mmm","bglm",5000,50,0.1,8,2,0.2,0.9,0,0,266,103,4897,9662,4899,4763
"mmm","bglm",5000,100,0.1,8,2,0.2,0.9,0,0,408,137,4863,9999,5000,4999
"mmm","bglm",5000,25,0.1,2,8,0.2,0.9,0,0,33,25,4975,27963,4171,2615
"mmm","bglm",5000,50,0.1,2,8,0.2,0.9,0,0,65,49,4951,38711,4943,4631
"mmm","bglm",5000,100,0.1,2,8,0.2,0.9,0,0,78,58,4942,39997,5000,4997
"mmm","bglm",5000,25,0.1,8,2,0.001,0,0,0,37,37,4963,8,8,0
"mmm","bglm",5000,50,0.1,8,2,0.001,0,0,0,100,99,4901,23,23,0
"mmm","bglm",5000,100,0.1,8,2,0.001,0,0,0,147,146,4854,29,29,0
"mmm","bglm",5000,25,0.1,2,8,0.001,0,0,0,12,12,4988,45,45,0
"mmm","bglm",5000,50,0.1,2,8,0.001,0,0,0,22,22,4978,102,102,0
"mmm","bglm",5000,100,0.1,2,8,0.001,0,0,0,46,46,4954,150,150,0
"mmm","bglm",5000,25,0.1,8,2,0.025,0,0,0,47,47,4953,26,26,0
"mmm","bglm",5000,50,0.1,8,2,0.025,0,0,0,98,97,4903,79,79,0
"mmm","bglm",5000,100,0.1,8,2,0.025,0,0,0,152,147,4853,136,134,2
"mmm","bglm",5000,25,0.1,2,8,0.025,0,0,0,9,9,4991,109,109,0
"mmm","bglm",5000,50,0.1,2,8,0.025,0,0,0,18,18,4982,242,234,0
"mmm","bglm",5000,100,0.1,2,8,0.025,0,0,0,39,39,4961,525,503,0
"mmm","bglm",5000,25,0.1,8,2,0.05,0,0,0,46,46,4954,80,80,0
"mmm","bglm",5000,50,0.1,8,2,0.05,0,0,0,74,74,4926,218,218,0
"mmm","bglm",5000,100,0.1,8,2,0.05,0,0,0,143,142,4858,547,533,14
"mmm","bglm",5000,25,0.1,2,8,0.05,0,0,0,15,15,4985,293,286,0
"mmm","bglm",5000,50,0.1,2,8,0.05,0,0,0,32,32,4968,819,760,0
"mmm","bglm",5000,100,0.1,2,8,0.05,0,0,0,40,40,4960,2296,1894,0
"mmm","bglm",5000,25,0.1,8,2,0.075,0,0,0,35,35,4965,197,194,3
"mmm","bglm",5000,50,0.1,8,2,0.075,0,0,0,94,93,4907,651,625,26
"mmm","bglm",5000,100,0.1,8,2,0.075,0,0,0,152,150,4850,1863,1690,173
"mmm","bglm",5000,25,0.1,2,8,0.075,0,0,0,7,7,4993,880,827,0
"mmm","bglm",5000,50,0.1,2,8,0.075,0,0,0,24,24,4976,2616,2080,0
"mmm","bglm",5000,100,0.1,2,8,0.075,0,0,0,38,38,4962,7618,4088,0
"mmm","bglm",5000,25,0.1,8,2,0.1,0,0,0,36,36,4964,523,507,16
"mmm","bglm",5000,50,0.1,8,2,0.1,0,0,0,82,81,4919,1645,1519,126
"mmm","bglm",5000,100,0.1,8,2,0.1,0,0,0,171,170,4830,4486,3474,1012
"mmm","bglm",5000,25,0.1,2,8,0.1,0,0,0,16,16,4984,2037,1718,0
"mmm","bglm",5000,50,0.1,2,8,0.1,0,0,0,22,22,4978,6547,3818,0
"mmm","bglm",5000,100,0.1,2,8,0.1,0,0,0,31,31,4969,17962,4961,9
"mmm","bglm",5000,25,0.1,8,2,0.125,0,0,0,42,42,4958,1168,1099,69
"mmm","bglm",5000,50,0.1,8,2,0.125,0,0,0,75,74,4926,3516,2920,596
"mmm","bglm",5000,100,0.1,8,2,0.125,0,0,0,129,128,4872,7561,4681,2880
"mmm","bglm",5000,25,0.1,2,8,0.125,0,0,0,12,12,4988,4654,3136,0
"mmm","bglm",5000,50,0.1,2,8,0.125,0,0,0,22,22,4978,13849,4838,0
"mmm","bglm",5000,100,0.1,2,8,0.125,0,0,0,19,19,4981,30248,5000,525
"mmm","bglm",5000,25,0.1,8,2,0.15,0,0,0,40,40,4960,2261,2004,257
"mmm","bglm",5000,50,0.1,8,2,0.15,0,0,0,91,90,4910,5864,4155,1709
"mmm","bglm",5000,100,0.1,8,2,0.15,0,0,0,137,135,4865,9373,4979,4394
"mmm","bglm",5000,25,0.1,2,8,0.15,0,0,0,13,13,4987,9091,4360,0
"mmm","bglm",5000,50,0.1,2,8,0.15,0,0,0,21,21,4979,23617,4995,67
"mmm","bglm",5000,100,0.1,2,8,0.15,0,0,0,31,31,4969,37625,5000,3093
"mmm","bglm",5000,25,0.1,8,2,0.175,0,0,0,43,43,4957,3847,3102,745
"mmm","bglm",5000,50,0.1,8,2,0.175,0,0,0,82,82,4918,8083,4801,3282
"mmm","bglm",5000,100,0.1,8,2,0.175,0,0,0,139,137,4863,9941,5000,4941
"mmm","bglm",5000,25,0.1,2,8,0.175,0,0,0,11,11,4989,15518,4903,0
"mmm","bglm",5000,50,0.1,2,8,0.175,0,0,0,21,21,4979,32587,5000,993
"mmm","bglm",5000,100,0.1,2,8,0.175,0,0,0,32,32,4968,39727,5000,4734
"mmm","bglm",5000,25,0.1,8,2,0.2,0,0,0,42,41,4959,5786,4100,1686
"mmm","bglm",5000,50,0.1,8,2,0.2,0,0,0,85,85,4915,9311,4982,4329
"mmm","bglm",5000,100,0.1,8,2,0.2,0,0,0,149,148,4852,9997,5000,4997
"mmm","bglm",5000,25,0.1,2,8,0.2,0,0,0,9,9,4991,23386,4997,62
"mmm","bglm",5000,50,0.1,2,8,0.2,0,0,0,26,26,4974,37554,5000,3035
"mmm","bglm",5000,100,0.1,2,8,0.2,0,0,0,34,34,4966,39983,5000,4983
"mmm","bglm",5000,25,0.1,8,2,0.001,0.5,0,0,40,34,4966,14,14,0
"mmm","bglm",5000,50,0.1,8,2,0.001,0.5,0,0,114,93,4907,28,27,1
"mmm","bglm",5000,100,0.1,8,2,0.001,0.5,0,0,138,114,4886,46,43,3
"mmm","bglm",5000,25,0.1,2,8,0.001,0.5,0,0,23,23,4977,54,48,0
"mmm","bglm",5000,50,0.1,2,8,0.001,0.5,0,0,28,25,4975,131,107,0
"mmm","bglm",5000,100,0.1,2,8,0.001,0.5,0,0,39,39,4961,174,142,0
"mmm","bglm",5000,25,0.1,8,2,0.025,0.5,0,0,37,34,4966,25,24,1
"mmm","bglm",5000,50,0.1,8,2,0.025,0.5,0,0,100,83,4917,66,64,2
"mmm","bglm",5000,100,0.1,8,2,0.025,0.5,0,0,160,127,4873,120,112,8
"mmm","bglm",5000,25,0.1,2,8,0.025,0.5,0,0,14,12,4988,151,113,0
"mmm","bglm",5000,50,0.1,2,8,0.025,0.5,0,0,28,27,4973,296,217,0
"mmm","bglm",5000,100,0.1,2,8,0.025,0.5,0,0,43,40,4960,496,356,0
"mmm","bglm",5000,25,0.1,8,2,0.05,0.5,0,0,38,28,4972,101,94,7
"mmm","bglm",5000,50,0.1,8,2,0.05,0.5,0,0,119,98,4902,227,204,23
"mmm","bglm",5000,100,0.1,8,2,0.05,0.5,0,0,171,125,4875,617,535,82
"mmm","bglm",5000,25,0.1,2,8,0.05,0.5,0,0,13,13,4987,422,300,0
"mmm","bglm",5000,50,0.1,2,8,0.05,0.5,0,0,27,27,4973,1099,676,0
"mmm","bglm",5000,100,0.1,2,8,0.05,0.5,0,0,46,46,4954,2428,1228,5
"mmm","bglm",5000,25,0.1,8,2,0.075,0.5,0,0,64,47,4953,243,219,24
"mmm","bglm",5000,50,0.1,8,2,0.075,0.5,0,0,115,93,4907,769,667,102
"mmm","bglm",5000,100,0.1,8,2,0.075,0.5,0,0,131,116,4884,1991,1558,433
"mmm","bglm",5000,25,0.1,2,8,0.075,0.5,0,0,14,14,4986,995,622,0
"mmm","bglm",5000,50,0.1,2,8,0.075,0.5,0,0,32,32,4968,3143,1528,6
"mmm","bglm",5000,100,0.1,2,8,0.075,0.5,0,0,50,50,4950,8301,2924,71
"mmm","bglm",5000,25,0.1,8,2,0.1,0.5,0,0,48,39,4961,596,516,80
"mmm","bglm",5000,50,0.1,8,2,0.1,0.5,0,0,107,85,4915,1941,1514,427
"mmm","bglm",5000,100,0.1,8,2,0.1,0.5,0,0,171,134,4866,4677,3182,1495
"mmm","bglm",5000,25,0.1,2,8,0.1,0.5,0,0,12,12,4988,2535,1271,2
"mmm","bglm",5000,50,0.1,2,8,0.1,0.5,0,0,28,27,4973,7674,2817,37
"mmm","bglm",5000,100,0.1,2,8,0.1,0.5,0,0,39,38,4962,18997,4351,492
"mmm","bglm",5000,25,0.1,8,2,0.125,0.5,0,0,66,57,4943,1269,1040,229
"mmm","bglm",5000,50,0.1,8,2,0.125,0.5,0,0,137,111,4889,3898,2745,1153
"mmm","bglm",5000,100,0.1,8,2,0.125,0.5,0,0,164,127,4873,7782,4519,3263
"mmm","bglm",5000,25,0.1,2,8,0.125,0.5,0,0,14,14,4986,5038,2117,15
"mmm","bglm",5000,50,0.1,2,8,0.125,0.5,0,0,30,28,4972,15213,3981,263
"mmm","bglm",5000,100,0.1,2,8,0.125,0.5,0,0,37,34,4966,30933,4937,1948
"mmm","bglm",5000,25,0.1,8,2,0.15,0.5,0,0,54,39,4961,2457,1861,596
"mmm","bglm",5000,50,0.1,8,2,0.15,0.5,0,0,134,115,4885,6314,3953,2361
"mmm","bglm",5000,100,0.1,8,2,0.15,0.5,0,0,167,140,4860,9499,4946,4553
"mmm","bglm",5000,25,0.1,2,8,0.15,0.5,0,0,14,14,4986,9408,3151,72
"mmm","bglm",5000,50,0.1,2,8,0.15,0.5,0,0,36,34,4966,25258,4731,1032
"mmm","bglm",5000,100,0.1,2,8,0.15,0.5,0,0,49,48,4952,38026,4998,3898
"mmm","bglm",5000,25,0.1,8,2,0.175,0.5,0,0,53,47,4953,4039,2809,1230
"mmm","bglm",5000,50,0.1,8,2,0.175,0.5,0,0,112,98,4902,8317,4663,3654
"mmm","bglm",5000,100,0.1,8,2,0.175,0.5,0,0,166,144,4856,9942,4999,4943
"mmm","bglm",5000,25,0.1,2,8,0.175,0.5,0,0,8,8,4992,16143,4084,284
"mmm","bglm",5000,50,0.1,2,8,0.175,0.5,0,0,28,27,4973,33427,4955,2419
"mmm","bglm",5000,100,0.1,2,8,0.175,0.5,0,0,50,46,4954,39768,5000,4819
"mmm","bglm",5000,25,0.1,8,2,0.2,0.5,0,0,47,43,4957,5965,3791,2174
"mmm","bglm",5000,50,0.1,8,2,0.2,0.5,0,0,131,111,4889,9482,4937,4545
"mmm","bglm",5000,100,0.1,8,2,0.2,0.5,0,0,155,127,4873,9997,5000,4997
"mmm","bglm",5000,25,0.1,2,8,0.2,0.5,0,0,14,13,4987,23206,4616,783
"mmm","bglm",5000,50,0.1,2,8,0.2,0.5,0,0,25,24,4976,38049,4999,3869
"mmm","bglm",5000,100,0.1,2,8,0.2,0.5,0,0,34,31,4969,39986,5000,4989
"mmm","bglm",5000,25,0.1,8,2,0.001,0.9,0,0,189,63,4937,51,37,14
"mmm","bglm",5000,50,0.1,8,2,0.001,0.9,0,0,301,103,4897,64,45,19
"mmm","bglm",5000,100,0.1,8,2,0.001,0.9,0,0,354,134,4866,102,79,23
"mmm","bglm",5000,25,0.1,2,8,0.001,0.9,0,0,36,26,4974,102,38,0
"mmm","bglm",5000,50,0.1,2,8,0.001,0.9,0,0,58,47,4953,306,103,8
"mmm","bglm",5000,100,0.1,2,8,0.001,0.9,0,0,82,65,4935,316,117,6
"mmm","bglm",5000,25,0.1,8,2,0.025,0.9,0,0,166,57,4943,89,66,23
"mmm","bglm",5000,50,0.1,8,2,0.025,0.9,0,0,326,107,4893,141,103,38
"mmm","bglm",5000,100,0.1,8,2,0.025,0.9,0,0,354,124,4876,276,203,73
"mmm","bglm",5000,25,0.1,2,8,0.025,0.9,0,0,47,34,4966,284,90,7
"mmm","bglm",5000,50,0.1,2,8,0.025,0.9,0,0,67,52,4948,637,194,13
"mmm","bglm",5000,100,0.1,2,8,0.025,0.9,0,0,79,60,4940,1022,314,29
"mmm","bglm",5000,25,0.1,8,2,0.05,0.9,0,0,175,55,4945,221,156,65
"mmm","bglm",5000,50,0.1,8,2,0.05,0.9,0,0,254,95,4905,444,303,141
"mmm","bglm",5000,100,0.1,8,2,0.05,0.9,0,0,355,133,4867,1055,691,364
"mmm","bglm",5000,25,0.1,2,8,0.05,0.9,0,0,27,20,4980,817,233,24
"mmm","bglm",5000,50,0.1,2,8,0.05,0.9,0,0,67,51,4949,1666,469,61
"mmm","bglm",5000,100,0.1,2,8,0.05,0.9,0,0,84,68,4932,4028,939,185
"mmm","bglm",5000,25,0.1,8,2,0.075,0.9,0,0,103,34,4966,466,309,157
"mmm","bglm",5000,50,0.1,8,2,0.075,0.9,0,0,290,106,4894,1190,774,416
