"method","model","nsim","pis","nresp","ntrt","corr","nfail","nerror","nreji","nrej"
"bt","bglm",209,0.25,5,50,0.9,0,0,9,27
"bt","bglm",209,0.375,5,50,0.9,0,0,15,39
"bt","bglm",209,0.5,5,50,0.9,0,0,10,13
"bt","bglm",209,0.01,10,50,0.9,0,0,11,47
"bt","bglm",209,0.0625,10,50,0.9,0,0,14,50
"bt","bglm",209,0.125,10,50,0.9,0,0,16,44
"bt","bglm",209,0.25,10,50,0.9,0,0,12,38
"bt","bglm",209,0.375,10,50,0.9,0,0,12,45
"bt","bglm",209,0.5,10,50,0.9,0,0,14,55
"bt","bglm",209,0.01,3,100,0.9,0,0,18,36
"bt","bglm",209,0.0625,3,100,0.9,0,0,12,19
"bt","bglm",209,0.125,3,100,0.9,0,0,9,17
"bt","bglm",209,0.25,3,100,0.9,0,0,17,30
"bt","bglm",209,0.375,3,100,0.9,0,0,8,16
"bt","bglm",209,0.5,3,100,0.9,0,0,10,17
"bt","bglm",209,0.01,5,100,0.9,0,0,12,48
"bt","bglm",209,0.0625,5,100,0.9,0,0,9,30
"bt","bglm",209,0.125,5,100,0.9,0,0,9,20
"bt","bglm",209,0.25,5,100,0.9,0,0,14,38
"bt","bglm",209,0.375,5,100,0.9,0,0,12,26
"bt","bglm",209,0.5,5,100,0.9,0,0,6,13
"bt","bglm",209,0.01,10,100,0.9,0,0,14,66
"bt","bglm",209,0.0625,10,100,0.9,0,0,13,52
"bt","bglm",209,0.125,10,100,0.9,0,0,14,32
"bt","bglm",209,0.25,10,100,0.9,0,0,11,23
"bt","bglm",209,0.375,10,100,0.9,0,0,11,51
"bt","bglm",209,0.5,10,100,0.9,0,0,10,25
"bt","bglm",209,0.01,3,25,0,0,0,5,5
"bt","bglm",209,0.0625,3,25,0,0,0,15,16
"bt","bglm",209,0.125,3,25,0,0,0,12,12
"bt","bglm",209,0.25,3,25,0,0,0,12,12
"bt","bglm",209,0.375,3,25,0,0,0,11,11
"bt","bglm",209,0.5,3,25,0,0,0,8,8
"bt","bglm",209,0.01,5,25,0,0,0,8,8
"bt","bglm",209,0.0625,5,25,0,0,0,8,9
"bt","bglm",209,0.125,5,25,0,0,0,9,10
"bt","bglm",209,0.25,5,25,0,0,0,8,8
"bt","bglm",209,0.375,5,25,0,0,0,10,10
"bt","bglm",209,0.5,5,25,0,0,0,11,11
"bt","bglm",209,0.01,10,25,0,0,0,6,6
"bt","bglm",209,0.0625,10,25,0,0,0,7,7
"bt","bglm",209,0.125,10,25,0,0,0,2,2
"bt","bglm",209,0.25,10,25,0,0,0,11,11
"bt","bglm",209,0.375,10,25,0,0,0,10,10
"bt","bglm",209,0.5,10,25,0,0,0,7,7
"bt","bglm",209,0.01,3,50,0,0,0,5,5
"bt","bglm",209,0.0625,3,50,0,0,0,19,19
"bt","bglm",209,0.125,3,50,0,0,0,9,9
"bt","bglm",209,0.25,3,50,0,0,0,8,8
"bt","bglm",209,0.375,3,50,0,0,0,11,11
"bt","bglm",209,0.5,3,50,0,0,0,12,12
"bt","bglm",209,0.01,5,50,0,0,0,13,13
"bt","bglm",209,0.0625,5,50,0,0,0,15,15
"bt","bglm",209,0.125,5,50,0,0,0,7,7
"bt","bglm",209,0.25,5,50,0,0,0,12,12
"bt","bglm",209,0.375,5,50,0,0,0,7,7
"bt","bglm",209,0.5,5,50,0,0,0,8,8
"bt","bglm",209,0.01,10,50,0,0,0,5,5
"bt","bglm",209,0.0625,10,50,0,0,0,11,11
"bt","bglm",209,0.125,10,50,0,0,0,8,8
"bt","bglm",209,0.25,10,50,0,0,0,10,11
"bt","bglm",209,0.375,10,50,0,0,0,15,15
"bt","bglm",209,0.5,10,50,0,0,0,14,15
"bt","bglm",209,0.01,3,100,0,0,0,14,15
"bt","bglm",209,0.0625,3,100,0,0,0,8,8
"bt","bglm",209,0.125,3,100,0,0,0,9,9
"bt","bglm",209,0.25,3,100,0,0,0,9,9
"bt","bglm",209,0.375,3,100,0,0,0,8,8
"bt","bglm",209,0.5,3,100,0,0,0,16,16
"bt","bglm",209,0.01,5,100,0,0,0,7,8
"bt","bglm",209,0.0625,5,100,0,0,0,13,13
"bt","bglm",209,0.125,5,100,0,0,0,13,13
"bt","bglm",209,0.25,5,100,0,0,0,8,8
"bt","bglm",209,0.375,5,100,0,0,0,9,10
"bt","bglm",209,0.5,5,100,0,0,0,12,12
"bt","bglm",209,0.01,10,100,0,0,0,5,5
"bt","bglm",209,0.0625,10,100,0,0,0,15,17
"bt","bglm",209,0.125,10,100,0,0,0,23,23
"bt","bglm",209,0.25,10,100,0,0,0,14,15
"bt","bglm",209,0.375,10,100,0,0,0,15,16
"bt","bglm",209,0.5,10,100,0,0,0,7,7
"bt","bglm",209,0.01,3,25,0.5,0,0,7,9
"bt","bglm",209,0.0625,3,25,0.5,0,0,9,9
"bt","bglm",209,0.125,3,25,0.5,0,0,13,14
"bt","bglm",209,0.25,3,25,0.5,0,0,13,13
"bt","bglm",209,0.375,3,25,0.5,0,0,14,14
"bt","bglm",209,0.5,3,25,0.5,0,0,8,11
"bt","bglm",209,0.01,5,25,0.5,0,0,5,11
"bt","bglm",209,0.0625,5,25,0.5,0,0,13,15
"bt","bglm",209,0.125,5,25,0.5,0,0,9,12
"bt","bglm",209,0.25,5,25,0.5,0,0,11,16
"bt","bglm",209,0.375,5,25,0.5,0,0,6,6
"bt","bglm",209,0.5,5,25,0.5,0,0,20,23
"bt","bglm",209,0.01,10,25,0.5,0,0,11,33
"bt","bglm",209,0.0625,10,25,0.5,0,0,21,30
"bt","bglm",209,0.125,10,25,0.5,0,0,11,18
"bt","bglm",209,0.25,10,25,0.5,0,0,14,16
"bt","bglm",209,0.375,10,25,0.5,0,0,10,12
"bt","bglm",209,0.5,10,25,0.5,0,0,12,16
"bt","bglm",209,0.01,3,50,0.5,0,0,9,12
"bt","bglm",209,0.0625,3,50,0.5,0,0,10,11
"bt","bglm",209,0.125,3,50,0.5,0,0,10,11
"bt","bglm",209,0.25,3,50,0.5,0,0,12,14
"bt","bglm",209,0.375,3,50,0.5,0,0,15,17
"bt","bglm",209,0.5,3,50,0.5,0,0,13,16
"bt","bglm",209,0.01,5,50,0.5,0,0,16,18
"bt","bglm",209,0.0625,5,50,0.5,0,0,13,14
"bt","bglm",209,0.125,5,50,0.5,0,0,8,9
"bt","bglm",209,0.25,5,50,0.5,0,0,10,12
"bt","bglm",209,0.375,5,50,0.5,0,0,16,18
"bt","bglm",209,0.5,5,50,0.5,0,0,14,16
"bt","bglm",209,0.01,10,50,0.5,0,0,6,13
"bt","bglm",209,0.0625,10,50,0.5,0,0,10,12
"bt","bglm",209,0.125,10,50,0.5,0,0,10,14
"bt","bglm",209,0.25,10,50,0.5,0,0,15,22
"bt","bglm",209,0.375,10,50,0.5,0,0,15,20
"bt","bglm",209,0.5,10,50,0.5,0,0,4,4
"bt","bglm",209,0.01,3,100,0.5,0,0,9,9
"bt","bglm",209,0.0625,3,100,0.5,0,0,4,4
"bt","bglm",209,0.125,3,100,0.5,0,0,10,12
"bt","bglm",209,0.25,3,100,0.5,0,0,8,11
"bt","bglm",209,0.375,3,100,0.5,0,0,19,22
"bt","bglm",209,0.5,3,100,0.5,0,0,10,13
"bt","bglm",209,0.01,5,100,0.5,0,0,14,21
"bt","bglm",209,0.0625,5,100,0.5,0,0,11,14
"bt","bglm",209,0.125,5,100,0.5,0,0,5,7
"bt","bglm",209,0.25,5,100,0.5,0,0,6,7
"bt","bglm",209,0.375,5,100,0.5,0,0,9,11
"bt","bglm",209,0.5,5,100,0.5,0,0,14,16
"bt","bglm",209,0.01,10,100,0.5,0,0,10,10
"bt","bglm",209,0.0625,10,100,0.5,0,0,4,4
"bt","bglm",209,0.125,10,100,0.5,0,0,9,15
"bt","bglm",209,0.25,10,100,0.5,0,0,6,7
"bt","bglm",209,0.375,10,100,0.5,0,0,15,18
"bt","bglm",209,0.5,10,100,0.5,0,0,15,22
"bt","bglm",209,0.01,3,25,0.9,0,0,7,17
"bt","bglm",209,0.0625,3,25,0.9,0,0,15,30
"bt","bglm",209,0.125,3,25,0.9,0,0,14,24
"bt","bglm",209,0.25,3,25,0.9,0,0,17,33
"bt","bglm",209,0.375,3,25,0.9,0,0,10,22
"bt","bglm",209,0.5,3,25,0.9,0,0,6,7
"bt","bglm",209,0.01,5,25,0.9,0,0,7,27
"bt","bglm",209,0.0625,5,25,0.9,0,0,14,35
"bt","bglm",209,0.125,5,25,0.9,0,0,12,22
"bt","bglm",209,0.25,5,25,0.9,0,0,8,16
"bt","bglm",209,0.375,5,25,0.9,0,0,15,30
"bt","bglm",209,0.5,5,25,0.9,0,0,6,14
"bt","bglm",209,0.01,10,25,0.9,0,0,5,41
"bt","bglm",209,0.0625,10,25,0.9,0,0,13,47
"bt","bglm",209,0.125,10,25,0.9,0,0,12,38
"bt","bglm",209,0.25,10,25,0.9,0,0,10,30
"bt","bglm",209,0.375,10,25,0.9,0,0,13,39
"bt","bglm",209,0.5,10,25,0.9,0,0,13,43
"bt","bglm",209,0.01,3,50,0.9,0,0,12,22
"bt","bglm",209,0.0625,3,50,0.9,0,0,7,14
"bt","bglm",209,0.125,3,50,0.9,0,0,7,12
"bt","bglm",209,0.25,3,50,0.9,0,0,13,20
"bt","bglm",209,0.375,3,50,0.9,0,0,13,22
"bt","bglm",209,0.5,3,50,0.9,0,0,15,28
"bt","bglm",209,0.01,5,50,0.9,0,0,5,6
"bt","bglm",209,0.0625,5,50,0.9,0,0,9,27
"bt","bglm",209,0.125,5,50,0.9,0,0,14,36
"bt","bglm",209,0.25,5,50,0.9,0,0,6,11
"bt","bglm",209,0.375,5,50,0.9,0,0,13,25
"bt","bglm",209,0.5,5,50,0.9,0,0,11,23
"bt","bglm",209,0.01,10,50,0.9,0,0,10,69
"bt","bglm",209,0.0625,10,50,0.9,0,0,12,46
"bt","bglm",209,0.125,10,50,0.9,0,0,9,46
"bt","bglm",209,0.25,10,50,0.9,0,0,11,44
"bt","bglm",209,0.375,10,50,0.9,0,0,7,23
"bt","bglm",209,0.5,10,50,0.9,0,0,10,46
"bt","bglm",209,0.01,3,100,0.9,0,0,9,19
"bt","bglm",209,0.0625,3,100,0.9,0,0,15,25
"bt","bglm",209,0.125,3,100,0.9,0,0,9,18
"bt","bglm",209,0.25,3,100,0.9,0,0,7,12
"bt","bglm",209,0.375,3,100,0.9,0,0,9,12
"bt","bglm",209,0.5,3,100,0.9,0,0,11,15
"bt","bglm",209,0.01,5,100,0.9,0,0,9,27
"bt","bglm",209,0.0625,5,100,0.9,0,0,10,23
"bt","bglm",209,0.125,5,100,0.9,0,0,7,23
"bt","bglm",209,0.25,5,100,0.9,0,0,13,29
"bt","bglm",209,0.375,5,100,0.9,0,0,11,27
"bt","bglm",209,0.5,5,100,0.9,0,0,12,23
"bt","bglm",209,0.01,10,100,0.9,0,0,10,70
"bt","bglm",209,0.0625,10,100,0.9,0,0,12,31
"bt","bglm",209,0.125,10,100,0.9,0,0,18,75
"bt","bglm",209,0.25,10,100,0.9,0,0,8,20
"bt","bglm",209,0.375,10,100,0.9,0,0,11,34
"bt","bglm",209,0.5,10,100,0.9,0,0,11,45
"bt","bglm",209,0.01,3,25,0,0,0,7,7
"bt","bglm",209,0.0625,3,25,0,0,0,14,14
"bt","bglm",209,0.125,3,25,0,0,0,7,7
"bt","bglm",209,0.25,3,25,0,0,0,7,8
"bt","bglm",209,0.375,3,25,0,0,0,11,11
"bt","bglm",209,0.5,3,25,0,0,0,14,14
"bt","bglm",209,0.01,5,25,0,0,0,9,9
"bt","bglm",209,0.0625,5,25,0,0,0,12,12
"bt","bglm",209,0.125,5,25,0,0,0,7,7
"bt","bglm",209,0.25,5,25,0,0,0,17,17
"bt","bglm",209,0.375,5,25,0,0,0,15,15
"bt","bglm",209,0.5,5,25,0,0,0,9,9
"bt","bglm",209,0.01,10,25,0,0,0,2,2
"bt","bglm",209,0.0625,10,25,0,0,0,15,15
"bt","bglm",209,0.125,10,25,0,0,0,8,8
"bt","bglm",209,0.25,10,25,0,0,0,6,6
"bt","bglm",209,0.375,10,25,0,0,0,11,11
"bt","bglm",209,0.5,10,25,0,0,0,17,17
"bt","bglm",209,0.01,3,50,0,0,0,12,12
"bt","bglm",209,0.0625,3,50,0,0,0,14,15
"bt","bglm",209,0.125,3,50,0,0,0,10,10
"bt","bglm",209,0.25,3,50,0,0,0,13,13
"bt","bglm",209,0.375,3,50,0,0,0,12,12
"bt","bglm",209,0.5,3,50,0,0,0,15,15
"bt","bglm",209,0.01,5,50,0,0,0,9,9
"bt","bglm",209,0.0625,5,50,0,0,0,10,10
"bt","bglm",209,0.125,5,50,0,0,0,16,16
"bt","bglm",209,0.25,5,50,0,0,0,16,16
"bt","bglm",209,0.375,5,50,0,0,0,12,12
"bt","bglm",209,0.5,5,50,0,0,0,14,14
"bt","bglm",209,0.01,10,50,0,0,0,11,11
"bt","bglm",209,0.0625,10,50,0,0,0,11,12
"bt","bglm",209,0.125,10,50,0,0,0,14,14
"bt","bglm",209,0.25,10,50,0,0,0,8,8
"bt","bglm",209,0.375,10,50,0,0,0,4,4
"bt","bglm",209,0.5,10,50,0,0,0,10,10
"bt","bglm",209,0.01,3,100,0,0,0,9,9
"bt","bglm",209,0.0625,3,100,0,0,0,8,8
"bt","bglm",209,0.125,3,100,0,0,0,10,10
"bt","bglm",209,0.25,3,100,0,0,0,10,10
"bt","bglm",209,0.375,3,100,0,0,0,6,6
"bt","bglm",209,0.5,3,100,0,0,0,13,13
"bt","bglm",209,0.01,5,100,0,0,0,8,8
"bt","bglm",209,0.0625,5,100,0,0,0,9,9
"bt","bglm",209,0.125,5,100,0,0,0,7,7
"bt","bglm",209,0.25,5,100,0,0,0,7,7
"bt","bglm",209,0.375,5,100,0,0,0,9,9
"bt","bglm",209,0.5,5,100,0,0,0,12,12
"bt","bglm",209,0.01,10,100,0,0,0,13,13
"bt","bglm",209,0.0625,10,100,0,0,0,6,6
"bt","bglm",209,0.125,10,100,0,0,0,14,15
"bt","bglm",209,0.25,10,100,0,0,0,5,5
"bt","bglm",209,0.375,10,100,0,0,0,7,7
"bt","bglm",209,0.5,10,100,0,0,0,10,10
"bt","bglm",209,0.01,3,25,0.5,0,0,6,7
"bt","bglm",209,0.0625,3,25,0.5,0,0,16,17
"bt","bglm",209,0.125,3,25,0.5,0,0,7,8
"bt","bglm",209,0.25,3,25,0.5,0,0,11,13
"bt","bglm",209,0.375,3,25,0.5,0,0,5,7
"bt","bglm",209,0.5,3,25,0.5,0,0,16,18
"bt","bglm",209,0.01,5,25,0.5,0,0,9,15
"bt","bglm",209,0.0625,5,25,0.5,0,0,12,16
"bt","bglm",209,0.125,5,25,0.5,0,0,12,14
"bt","bglm",209,0.25,5,25,0.5,0,0,14,19
"bt","bglm",209,0.375,5,25,0.5,0,0,16,17
"bt","bglm",209,0.5,5,25,0.5,0,0,16,21
"bt","bglm",209,0.01,10,25,0.5,0,0,10,17
"bt","bglm",209,0.0625,10,25,0.5,0,0,14,25
"bt","bglm",209,0.125,10,25,0.5,0,0,13,20
"bt","bglm",209,0.25,10,25,0.5,0,0,18,23
"bt","bglm",209,0.375,10,25,0.5,0,0,8,17
"bt","bglm",209,0.5,10,25,0.5,0,0,14,17
"bt","bglm",209,0.01,3,50,0.5,0,0,10,10
"bt","bglm",209,0.0625,3,50,0.5,0,0,15,18
"bt","bglm",209,0.125,3,50,0.5,0,0,6,7
"bt","bglm",209,0.25,3,50,0.5,0,0,14,15
"bt","bglm",209,0.375,3,50,0.5,0,0,15,15
"bt","bglm",209,0.5,3,50,0.5,0,0,9,10
"bt","bglm",209,0.01,5,50,0.5,0,0,8,9
"bt","bglm",209,0.0625,5,50,0.5,0,0,8,9
"bt","bglm",209,0.125,5,50,0.5,0,0,12,17
"bt","bglm",209,0.25,5,50,0.5,0,0,11,12
"bt","bglm",209,0.375,5,50,0.5,0,0,14,15
"bt","bglm",209,0.5,5,50,0.5,0,0,5,6
"bt","bglm",209,0.01,10,50,0.5,0,0,22,50
"bt","bglm",209,0.0625,10,50,0.5,0,0,15,22
"bt","bglm",209,0.125,10,50,0.5,0,0,9,11
"bt","bglm",209,0.25,10,50,0.5,0,0,13,22
"bt","bglm",209,0.375,10,50,0.5,0,0,13,16
"bt","bglm",209,0.5,10,50,0.5,0,0,15,17
"bt","bglm",209,0.01,3,100,0.5,0,0,19,23
"bt","bglm",209,0.0625,3,100,0.5,0,0,11,12
"bt","bglm",209,0.125,3,100,0.5,0,0,10,10
"bt","bglm",209,0.25,3,100,0.5,0,0,6,7
"bt","bglm",209,0.375,3,100,0.5,0,0,8,9
"bt","bglm",209,0.5,3,100,0.5,0,0,13,15
"bt","bglm",209,0.01,5,100,0.5,0,0,11,16
"bt","bglm",209,0.0625,5,100,0.5,0,0,8,8
"bt","bglm",209,0.125,5,100,0.5,0,0,12,17
"bt","bglm",209,0.25,5,100,0.5,0,0,14,16
"bt","bglm",209,0.375,5,100,0.5,0,0,12,15
"bt","bglm",209,0.5,5,100,0.5,0,0,10,14
"bt","bglm",209,0.01,10,100,0.5,0,0,12,25
"bt","bglm",209,0.0625,10,100,0.5,0,0,15,26
"bt","bglm",209,0.125,10,100,0.5,0,0,10,15
"bt","bglm",209,0.25,10,100,0.5,0,0,16,21
"bt","bglm",209,0.375,10,100,0.5,0,0,8,12
"bt","bglm",209,0.5,10,100,0.5,0,0,10,15
"bt","bglm",209,0.01,3,25,0.9,0,0,5,10
"bt","bglm",209,0.0625,3,25,0.9,0,0,12,27
"bt","bglm",209,0.125,3,25,0.9,0,0,14,26
"bt","bglm",209,0.25,3,25,0.9,0,0,10,20
"bt","bglm",209,0.375,3,25,0.9,0,0,14,27
"bt","bglm",209,0.5,3,25,0.9,0,0,17,34
"bt","bglm",209,0.01,5,25,0.9,0,0,4,14
"bt","bglm",209,0.0625,5,25,0.9,0,0,13,34
"bt","bglm",209,0.125,5,25,0.9,0,0,11,19
"bt","bglm",209,0.25,5,25,0.9,0,0,9,21
"bt","bglm",209,0.375,5,25,0.9,0,0,8,17
"bt","bglm",209,0.5,5,25,0.9,0,0,12,34
"bt","bglm",209,0.01,10,25,0.9,0,0,8,67
"bt","bglm",209,0.0625,10,25,0.9,0,0,19,83
"bt","bglm",209,0.125,10,25,0.9,0,0,12,53
"bt","bglm",209,0.25,10,25,0.9,0,0,10,35
"bt","bglm",209,0.375,10,25,0.9,0,0,11,42
"bt","bglm",209,0.5,10,25,0.9,0,0,7,24
"bt","bglm",209,0.01,3,50,0.9,0,0,5,13
"bt","bglm",209,0.0625,3,50,0.9,0,0,13,23
"bt","bglm",209,0.125,3,50,0.9,0,0,11,22
"bt","bglm",209,0.25,3,50,0.9,0,0,11,24
"bt","bglm",209,0.375,3,50,0.9,0,0,12,20
"bt","bglm",209,0.5,3,50,0.9,0,0,15,31
"bt","bglm",209,0.01,5,50,0.9,0,0,5,19
"bt","bglm",209,0.0625,5,50,0.9,0,0,11,25
"bt","bglm",209,0.125,5,50,0.9,0,0,10,28
"bt","bglm",209,0.25,5,50,0.9,0,0,8,20
"bt","bglm",209,0.375,5,50,0.9,0,0,14,27
"bt","bglm",209,0.5,5,50,0.9,0,0,7,15
"bt","bglm",209,0.01,10,50,0.9,0,0,8,54
"bt","bglm",209,0.0625,10,50,0.9,0,0,9,19
"bt","bglm",209,0.125,10,50,0.9,0,0,10,60
"bt","bglm",209,0.25,10,50,0.9,0,0,17,63
"bt","bglm",209,0.375,10,50,0.9,0,0,10,43
"bt","bglm",209,0.5,10,50,0.9,0,0,10,38
"bt","bglm",209,0.01,3,100,0.9,0,0,13,24
"bt","bglm",209,0.0625,3,100,0.9,0,0,6,12
"bt","bglm",209,0.125,3,100,0.9,0,0,12,22
"bt","bglm",209,0.25,3,100,0.9,0,0,10,21
"bt","bglm",209,0.375,3,100,0.9,0,0,10,15
"bt","bglm",209,0.5,3,100,0.9,0,0,2,4
"bt","bglm",209,0.01,5,100,0.9,0,0,6,27
"bt","bglm",209,0.0625,5,100,0.9,0,0,10,14
"bt","bglm",209,0.125,5,100,0.9,0,0,9,28
"bt","bglm",209,0.25,5,100,0.9,0,0,13,28
"bt","bglm",209,0.375,5,100,0.9,0,0,11,25
"bt","bglm",209,0.5,5,100,0.9,0,0,10,16
"bt","bglm",209,0.01,10,100,0.9,0,0,16,59
"bt","bglm",209,0.0625,10,100,0.9,0,0,10,47
"bt","bglm",209,0.125,10,100,0.9,0,0,8,23
"bt","bglm",209,0.25,10,100,0.9,0,0,10,24
"bt","bglm",209,0.375,10,100,0.9,0,0,11,26
"bt","bglm",209,0.5,10,100,0.9,0,0,9,22
"bt","bglm",209,0.01,3,25,0,0,0,3,3
"bt","bglm",209,0.0625,3,25,0,0,0,11,11
"bt","bglm",209,0.125,3,25,0,0,0,6,6
"bt","bglm",209,0.25,3,25,0,0,0,11,11
"bt","bglm",209,0.375,3,25,0,0,0,16,16
"bt","bglm",209,0.5,3,25,0,0,0,14,14
"bt","bglm",209,0.01,5,25,0,0,0,11,11
"bt","bglm",209,0.0625,5,25,0,0,0,13,13
"bt","bglm",209,0.125,5,25,0,0,0,14,14
"bt","bglm",209,0.25,5,25,0,0,0,14,14
"bt","bglm",209,0.375,5,25,0,0,0,7,7
"bt","bglm",209,0.5,5,25,0,0,0,17,17
"bt","bglm",209,0.01,10,25,0,0,0,9,9
"bt","bglm",209,0.0625,10,25,0,0,0,14,14
"bt","bglm",209,0.125,10,25,0,0,0,11,11
"bt","bglm",209,0.25,10,25,0,0,0,14,14
"bt","bglm",209,0.375,10,25,0,0,0,11,12
"bt","bglm",209,0.5,10,25,0,0,0,14,15
"bt","bglm",209,0.01,3,50,0,0,0,10,10
"bt","bglm",209,0.0625,3,50,0,0,0,10,10
"bt","bglm",209,0.125,3,50,0,0,0,13,13
"bt","bglm",209,0.25,3,50,0,0,0,14,14
"bt","bglm",209,0.375,3,50,0,0,0,9,9
"bt","bglm",209,0.5,3,50,0,0,0,12,12
"bt","bglm",209,0.01,5,50,0,0,0,4,4
"bt","bglm",209,0.0625,5,50,0,0,0,12,12
"bt","bglm",209,0.125,5,50,0,0,0,13,13
"bt","bglm",209,0.25,5,50,0,0,0,12,13
"bt","bglm",209,0.375,5,50,0,0,0,8,8
"bt","bglm",209,0.5,5,50,0,0,0,10,10
"bt","bglm",209,0.01,10,50,0,0,0,11,11
"bt","bglm",209,0.0625,10,50,0,0,0,11,11
"bt","bglm",209,0.125,10,50,0,0,0,12,12
"bt","bglm",209,0.25,10,50,0,0,0,15,15
"bt","bglm",209,0.375,10,50,0,0,0,13,13
"bt","bglm",209,0.5,10,50,0,0,0,12,12
"bt","bglm",209,0.01,3,100,0,0,0,8,8
"bt","bglm",209,0.0625,3,100,0,0,0,15,16
"bt","bglm",209,0.125,3,100,0,0,0,13,14
"bt","bglm",209,0.25,3,100,0,0,0,9,9
"bt","bglm",209,0.375,3,100,0,0,0,4,4
"bt","bglm",209,0.5,3,100,0,0,0,12,12
"bt","bglm",209,0.01,5,100,0,0,0,12,12
"bt","bglm",209,0.0625,5,100,0,0,0,8,8
"bt","bglm",209,0.125,5,100,0,0,0,14,14
"bt","bglm",209,0.25,5,100,0,0,0,11,11
"bt","bglm",209,0.375,5,100,0,0,0,10,10
"bt","bglm",209,0.5,5,100,0,0,0,15,17
"bt","bglm",209,0.01,10,100,0,0,0,7,7
"bt","bglm",209,0.0625,10,100,0,0,0,8,9
"bt","bglm",209,0.125,10,100,0,0,0,12,12
"bt","bglm",209,0.25,10,100,0,0,0,10,10
"bt","bglm",209,0.375,10,100,0,0,0,7,7
"bt","bglm",209,0.5,10,100,0,0,0,11,11
"bt","bglm",209,0.01,3,25,0.5,0,0,10,11
"bt","bglm",209,0.0625,3,25,0.5,0,0,11,14
"bt","bglm",209,0.125,3,25,0.5,0,0,8,9
"bt","bglm",209,0.25,3,25,0.5,0,0,11,11
"bt","bglm",209,0.375,3,25,0.5,0,0,11,14
"bt","bglm",209,0.5,3,25,0.5,0,0,12,12
"bt","bglm",209,0.01,5,25,0.5,0,0,9,14
"bt","bglm",209,0.0625,5,25,0.5,0,0,8,10
"bt","bglm",209,0.125,5,25,0.5,0,0,20,21
"bt","bglm",209,0.25,5,25,0.5,0,0,8,12
"bt","bglm",209,0.375,5,25,0.5,0,0,17,18
"bt","bglm",209,0.5,5,25,0.5,0,0,7,7
"bt","bglm",209,0.01,10,25,0.5,0,0,9,22
"bt","bglm",209,0.0625,10,25,0.5,0,0,11,15
"bt","bglm",209,0.125,10,25,0.5,0,0,14,17
"bt","bglm",209,0.25,10,25,0.5,0,0,8,12
"bt","bglm",209,0.375,10,25,0.5,0,0,9,16
"bt","bglm",209,0.5,10,25,0.5,0,0,14,15
"bt","bglm",209,0.01,3,50,0.5,0,0,9,10
"bt","bglm",209,0.0625,3,50,0.5,0,0,12,16
"bt","bglm",209,0.125,3,50,0.5,0,0,6,6
"bt","bglm",209,0.25,3,50,0.5,0,0,12,13
"bt","bglm",209,0.375,3,50,0.5,0,0,13,15
"bt","bglm",209,0.5,3,50,0.5,0,0,11,13
"bt","bglm",209,0.01,5,50,0.5,0,0,13,18
"bt","bglm",209,0.0625,5,50,0.5,0,0,5,8
"bt","bglm",209,0.125,5,50,0.5,0,0,16,18
"bt","bglm",209,0.25,5,50,0.5,0,0,9,10
"bt","bglm",209,0.375,5,50,0.5,0,0,12,13
"bt","bglm",209,0.5,5,50,0.5,0,0,12,13
"bt","bglm",209,0.01,10,50,0.5,0,0,5,6
"bt","bglm",209,0.0625,10,50,0.5,0,0,14,15
"bt","bglm",209,0.125,10,50,0.5,0,0,14,27
"bt","bglm",209,0.25,10,50,0.5,0,0,15,28
"bt","bglm",209,0.375,10,50,0.5,0,0,9,13
"bt","bglm",209,0.5,10,50,0.5,0,0,9,9
"bt","bglm",209,0.01,3,100,0.5,0,0,12,14
"bt","bglm",209,0.0625,3,100,0.5,0,0,14,17
"bt","bglm",209,0.125,3,100,0.5,0,0,6,7
"bt","bglm",209,0.25,3,100,0.5,0,0,12,14
"bt","bglm",209,0.375,3,100,0.5,0,0,11,14
"bt","bglm",209,0.5,3,100,0.5,0,0,5,5
"bt","bglm",209,0.01,5,100,0.5,0,0,13,22
"bt","bglm",209,0.0625,5,100,0.5,0,0,11,12
"bt","bglm",209,0.125,5,100,0.5,0,0,15,18
"bt","bglm",209,0.25,5,100,0.5,0,0,7,9
"bt","bglm",209,0.375,5,100,0.5,0,0,11,14
"bt","bglm",209,0.5,5,100,0.5,0,0,11,12
"bt","bglm",209,0.01,10,100,0.5,0,0,16,23
"bt","bglm",209,0.0625,10,100,0.5,0,0,12,20
"bt","bglm",209,0.125,10,100,0.5,0,0,16,31
"bt","bglm",209,0.25,10,100,0.5,0,0,11,13
"bt","bglm",209,0.375,10,100,0.5,0,0,14,27
"bt","bglm",209,0.5,10,100,0.5,0,0,7,7
"bt","bglm",209,0.01,3,25,0.9,0,0,5,10
"bt","bglm",209,0.0625,3,25,0.9,0,0,13,29
"bt","bglm",209,0.125,3,25,0.9,0,0,11,15
"bt","bglm",209,0.25,3,25,0.9,0,0,7,14
"bt","bglm",209,0.375,3,25,0.9,0,0,11,23
"bt","bglm",209,0.5,3,25,0.9,0,0,12,17
"bt","bglm",209,0.01,5,25,0.9,0,0,4,14
"bt","bglm",209,0.0625,5,25,0.9,0,0,11,31
"bt","bglm",209,0.125,5,25,0.9,0,0,13,42
"bt","bglm",209,0.25,5,25,0.9,0,0,16,34
"bt","bglm",209,0.375,5,25,0.9,0,0,10,20
"bt","bglm",209,0.5,5,25,0.9,0,0,10,25
"bt","bglm",209,0.01,10,25,0.9,0,0,5,48
"bt","bglm",209,0.0625,10,25,0.9,0,0,18,46
