"method","model","nsim","pis","nresp","ntrt","corr","nfail","nerror","nreji","nrej"
"bt","glm",185,0.01,5,25,0.5,0,0,4,4
"bt","glm",185,0.0625,5,25,0.5,0,0,12,13
"bt","glm",185,0.125,5,25,0.5,0,0,13,15
"bt","glm",185,0.25,5,25,0.5,0,0,11,12
"bt","glm",185,0.375,5,25,0.5,0,0,8,8
"bt","glm",185,0.5,5,25,0.5,0,0,9,11
"bt","glm",185,0.01,10,25,0.5,0,0,2,2
"bt","glm",185,0.0625,10,25,0.5,0,0,5,10
"bt","glm",185,0.125,10,25,0.5,0,0,11,18
"bt","glm",185,0.25,10,25,0.5,0,0,8,11
"bt","glm",185,0.375,10,25,0.5,0,0,8,9
"bt","glm",185,0.5,10,25,0.5,0,0,9,13
"bt","glm",185,0.01,3,50,0.5,0,0,4,5
"bt","glm",185,0.0625,3,50,0.5,0,0,2,2
"bt","glm",185,0.125,3,50,0.5,0,0,13,17
"bt","glm",185,0.25,3,50,0.5,0,0,5,5
"bt","glm",185,0.375,3,50,0.5,0,0,9,9
"bt","glm",185,0.5,3,50,0.5,0,0,9,9
"bt","glm",185,0.01,5,50,0.5,0,0,2,3
"bt","glm",185,0.0625,5,50,0.5,0,0,12,15
"bt","glm",185,0.125,5,50,0.5,0,0,9,9
"bt","glm",185,0.25,5,50,0.5,0,0,10,15
"bt","glm",185,0.375,5,50,0.5,0,0,8,9
"bt","glm",185,0.5,5,50,0.5,0,0,7,7
"bt","glm",185,0.01,10,50,0.5,0,0,8,14
"bt","glm",185,0.0625,10,50,0.5,0,0,10,12
"bt","glm",185,0.125,10,50,0.5,0,0,7,9
"bt","glm",185,0.25,10,50,0.5,0,0,12,14
"bt","glm",185,0.375,10,50,0.5,0,0,13,17
"bt","glm",185,0.5,10,50,0.5,0,0,9,13
"bt","glm",185,0.01,3,100,0.5,0,0,10,11
"bt","glm",185,0.0625,3,100,0.5,0,0,7,7
"bt","glm",185,0.125,3,100,0.5,0,0,12,12
"bt","glm",185,0.25,3,100,0.5,0,0,9,11
"bt","glm",185,0.375,3,100,0.5,0,0,8,9
"bt","glm",185,0.5,3,100,0.5,0,0,6,9
"bt","glm",185,0.01,5,100,0.5,0,0,12,16
"bt","glm",185,0.0625,5,100,0.5,0,0,12,16
"bt","glm",185,0.125,5,100,0.5,0,0,9,9
"bt","glm",185,0.25,5,100,0.5,0,0,3,4
"bt","glm",185,0.375,5,100,0.5,0,0,7,7
"bt","glm",185,0.5,5,100,0.5,0,0,10,11
"bt","glm",185,0.01,10,100,0.5,0,0,11,14
"bt","glm",185,0.0625,10,100,0.5,0,0,7,10
"bt","glm",185,0.125,10,100,0.5,0,0,16,18
"bt","glm",185,0.25,10,100,0.5,0,0,12,17
"bt","glm",185,0.375,10,100,0.5,0,0,8,9
"bt","glm",185,0.5,10,100,0.5,0,0,10,12
"bt","glm",185,0.01,3,25,0.9,0,0,2,4
"bt","glm",185,0.0625,3,25,0.9,0,0,8,16
"bt","glm",185,0.125,3,25,0.9,0,0,14,25
"bt","glm",185,0.25,3,25,0.9,0,0,10,20
"bt","glm",185,0.375,3,25,0.9,0,0,9,18
"bt","glm",185,0.5,3,25,0.9,0,0,15,23
"bt","glm",185,0.01,5,25,0.9,0,0,2,8
"bt","glm",185,0.0625,5,25,0.9,0,0,6,10
"bt","glm",185,0.125,5,25,0.9,0,0,11,28
"bt","glm",185,0.25,5,25,0.9,0,0,5,10
"bt","glm",185,0.375,5,25,0.9,0,0,5,14
"bt","glm",185,0.5,5,25,0.9,0,0,5,17
"bt","glm",185,0.01,10,25,0.9,0,0,2,16
"bt","glm",185,0.0625,10,25,0.9,0,0,17,83
"bt","glm",185,0.125,10,25,0.9,0,0,8,26
"bt","glm",185,0.25,10,25,0.9,0,0,10,27
"bt","glm",185,0.375,10,25,0.9,0,0,10,32
"bt","glm",185,0.5,10,25,0.9,0,0,11,40
"bt","glm",185,0.01,3,50,0.9,0,0,5,12
"bt","glm",185,0.0625,3,50,0.9,0,0,12,27
"bt","glm",185,0.125,3,50,0.9,0,0,10,19
"bt","glm",185,0.25,3,50,0.9,0,0,15,20
"bt","glm",185,0.375,3,50,0.9,0,0,7,9
"bt","glm",185,0.5,3,50,0.9,0,0,7,11
"bt","glm",185,0.01,5,50,0.9,0,0,6,22
"bt","glm",185,0.0625,5,50,0.9,0,0,10,20
"bt","glm",185,0.125,5,50,0.9,0,0,4,8
"bt","glm",185,0.25,5,50,0.9,0,0,11,25
"bt","glm",185,0.375,5,50,0.9,0,0,10,14
"bt","glm",185,0.5,5,50,0.9,0,0,12,34
"bt","glm",185,0.01,10,50,0.9,0,0,3,25
"bt","glm",185,0.0625,10,50,0.9,0,0,12,40
"bt","glm",185,0.125,10,50,0.9,0,0,10,32
"bt","glm",185,0.25,10,50,0.9,0,0,9,31
"bt","glm",185,0.375,10,50,0.9,0,0,11,48
"bt","glm",185,0.5,10,50,0.9,0,0,8,30
"bt","glm",185,0.01,3,100,0.9,0,0,12,17
"bt","glm",185,0.0625,3,100,0.9,0,0,6,13
"bt","glm",185,0.125,3,100,0.9,0,0,17,25
"bt","glm",185,0.25,3,100,0.9,0,0,13,24
"bt","glm",185,0.375,3,100,0.9,0,0,18,30
"bt","glm",185,0.5,3,100,0.9,0,0,10,16
