"method","model","nsim","ntrt","pi0","nep_h0","nep_ha","slope","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"bt","glm",167,50,0.1,8,2,0.025,0,0,0,7,6,161,2,2,0
"bt","glm",167,100,0.1,8,2,0.025,0,0,0,6,6,161,7,7,0
"bt","glm",167,25,0.1,2,8,0.025,0,0,0,2,2,165,17,17,0
"bt","glm",167,50,0.1,2,8,0.025,0,0,0,2,2,165,15,14,0
"bt","glm",167,100,0.1,2,8,0.025,0,0,0,4,4,163,24,23,0
"bt","glm",167,25,0.1,8,2,0.05,0,0,0,9,9,158,11,11,0
"bt","glm",167,50,0.1,8,2,0.05,0,0,0,7,7,160,11,11,0
"bt","glm",167,100,0.1,8,2,0.05,0,0,0,6,6,161,23,22,1
"bt","glm",167,25,0.1,2,8,0.05,0,0,0,2,2,165,35,32,0
"bt","glm",167,50,0.1,2,8,0.05,0,0,0,3,3,164,63,56,0
"bt","glm",167,100,0.1,2,8,0.05,0,0,0,0,0,167,97,78,0
"bt","glm",167,25,0.1,8,2,0.075,0,0,0,9,9,158,27,26,1
"bt","glm",167,50,0.1,8,2,0.075,0,0,0,3,3,164,28,27,1
"bt","glm",167,100,0.1,8,2,0.075,0,0,0,9,9,158,92,78,14
"bt","glm",167,25,0.1,2,8,0.075,0,0,0,2,2,165,57,46,0
"bt","glm",167,50,0.1,2,8,0.075,0,0,0,0,0,167,141,102,0
"bt","glm",167,100,0.1,2,8,0.075,0,0,0,1,1,166,319,147,0
"bt","glm",167,25,0.1,8,2,0.1,0,0,0,8,8,159,31,29,2
"bt","glm",167,50,0.1,8,2,0.1,0,0,0,11,10,157,94,83,11
"bt","glm",167,100,0.1,8,2,0.1,0,0,0,2,2,165,186,128,58
"bt","glm",167,25,0.1,2,8,0.1,0,0,0,1,1,166,149,102,0
"bt","glm",167,50,0.1,2,8,0.1,0,0,0,0,0,167,292,141,0
"bt","glm",167,100,0.1,2,8,0.1,0,0,0,1,1,166,701,167,0
