"","method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor","X"
"1","mmm","bglm",1667,25,0,0,1667,9,9,1658,0,0,0,NA
"2","mmm","bglm",1667,50,0,0,1667,12,12,1655,0,0,0,NA
"3","mmm","bglm",1667,25,0.9,0,1667,14,10,1657,0,0,0,NA
"4","mmm","bglm",1667,50,0.9,0,1667,27,21,1646,0,0,0,NA
"5","mmm","bglm",1667,25,0,0,1667,6,6,1661,0,0,0,NA
"6","mmm","bglm",1667,50,0,0,1667,1,1,1666,0,0,0,NA
"7","mmm","bglm",1667,25,0.9,0,1667,17,15,1652,0,0,0,NA
"8","mmm","bglm",1667,50,0.9,0,1667,21,14,1653,0,0,0,NA
"9","mmm","bglm",1667,25,0,0,1667,9,9,1658,0,0,0,NA
"10","mmm","bglm",1667,50,0,0,1667,8,8,1659,0,0,0,NA
"11","mmm","bglm",1667,25,0.9,0,1667,33,20,1647,0,0,0,NA
"12","mmm","bglm",1667,50,0.9,0,1667,34,24,1643,0,0,0,NA
"13","mmm","bglm",1667,25,0.5,0,1667,7,7,1660,0,0,0,NA
"14","mmm","bglm",1667,50,0.5,0,1667,11,10,1657,0,0,0,NA
"15","mmm","bglm",1667,25,0.5,0,1667,12,10,1657,0,0,0,NA
"16","mmm","bglm",1667,50,0.5,0,1667,16,15,1652,0,0,0,NA
"17","mmm","bglm",1667,25,0.5,0,1667,6,5,1662,0,0,0,NA
"18","mmm","bglm",1667,50,0.5,0,1667,16,15,1652,0,0,0,NA
"19","mmm","bglm",1667,25,0,0,1667,5,5,1662,0,0,0,NA
"20","mmm","bglm",1667,50,0,0,1667,14,13,1654,0,0,0,NA
"21","mmm","bglm",1667,25,0.9,0,1667,23,19,1648,0,0,0,NA
"22","mmm","bglm",1667,50,0.9,0,1667,32,26,1641,0,0,0,NA
"23","mmm","bglm",1667,25,0,0,1667,4,4,1663,0,0,0,NA
"24","mmm","bglm",1667,50,0,0,1667,8,7,1660,0,0,0,NA
"25","mmm","bglm",1667,25,0.9,0,1667,25,18,1649,0,0,0,NA
"26","mmm","bglm",1667,50,0.9,0,1667,27,20,1647,0,0,0,NA
"27","mmm","bglm",1667,25,0,0,1667,5,5,1662,0,0,0,NA
"28","mmm","bglm",1667,50,0,0,1667,6,5,1662,0,0,0,NA
"29","mmm","bglm",1667,25,0.9,0,1667,21,15,1652,0,0,0,NA
"30","mmm","bglm",1667,50,0.9,0,1667,31,23,1644,0,0,0,NA
"31","mmm","bglm",1667,25,0.5,0,1667,15,14,1653,0,0,0,NA
"32","mmm","bglm",1667,50,0.5,0,1667,11,11,1656,0,0,0,NA
"33","mmm","bglm",1667,25,0.5,0,1667,7,7,1660,0,0,0,NA
"34","mmm","bglm",1667,50,0.5,0,1667,16,14,1653,0,0,0,NA
"35","mmm","bglm",1667,25,0.5,0,1667,14,13,1654,0,0,0,NA
"36","mmm","bglm",1667,50,0.5,0,1667,20,17,1650,0,0,0,NA
"37","bonf","glm",1667,25,0,0,1667,13,10,1657,0,0,0,1
"38","bt","glm",1667,25,0,0,1667,111,98,1569,0,0,0,2
"39","bonf","bglm",1667,25,0,0,1667,4,4,1663,0,0,0,3
"40","bt","bglm",1667,25,0,0,1667,61,57,1610,0,0,0,4
"41","bonf","glm",1667,50,0,0,1667,24,21,1646,0,0,0,5
"42","bt","glm",1667,50,0,0,1667,65,63,1604,0,0,0,6
"43","bonf","bglm",1667,50,0,0,1667,6,6,1661,0,0,0,7
"44","bt","bglm",1667,50,0,0,1667,65,61,1606,5,5,0,8
"45","bonf","glm",1667,25,0.9,0,1667,9,7,1660,0,0,0,9
"46","bt","glm",1667,25,0.9,0,1667,139,88,1579,0,0,0,10
"47","bonf","bglm",1667,25,0.9,0,1667,5,4,1663,0,0,0,11
"48","bt","bglm",1667,25,0.9,0,1667,123,69,1598,0,0,0,12
"49","bonf","glm",1667,50,0.9,0,1667,13,9,1658,0,0,0,13
"50","bt","glm",1667,50,0.9,0,1667,111,69,1598,0,0,0,14
"51","bonf","bglm",1667,50,0.9,0,1667,9,8,1659,0,0,0,15
"52","bt","bglm",1667,50,0.9,0,1667,95,62,1605,6,3,0,16
"53","bonf","glm",1667,25,0,0,1667,5,5,1662,0,0,0,17
"54","bt","glm",1667,25,0,0,1667,85,76,1591,0,0,0,18
"55","bonf","bglm",1667,25,0,0,1667,6,6,1661,0,0,0,19
"56","bt","bglm",1667,25,0,0,1667,50,48,1619,1,1,0,20
"57","bonf","glm",1667,50,0,0,1667,20,19,1648,0,0,0,21
"58","bt","glm",1667,50,0,0,1667,103,94,1573,0,0,0,22
"59","bonf","bglm",1667,50,0,0,1667,4,4,1663,0,0,0,23
"60","bt","bglm",1667,50,0,0,1667,72,71,1596,1,1,0,24
"61","bonf","glm",1667,25,0.9,0,1667,4,4,1663,0,0,0,25
"62","bt","glm",1667,25,0.9,0,1667,143,99,1568,0,0,0,26
"63","bonf","bglm",1667,25,0.9,0,1667,5,4,1663,0,0,0,27
"64","bt","bglm",1667,25,0.9,0,1667,80,53,1614,0,0,0,28
"65","bonf","glm",1667,50,0.9,0,1667,13,8,1659,0,0,0,29
"66","bt","glm",1667,50,0.9,0,1667,115,74,1593,0,0,0,30
"67","bonf","bglm",1667,50,0.9,0,1667,8,6,1661,0,0,0,31
"68","bt","bglm",1667,50,0.9,0,1667,93,70,1597,19,5,0,32
