"","method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor","X"
"29","mmm","bglm",1667,25,0.9,0,1667,25,18,1649,107,24,0,NA
"30","mmm","bglm",1667,50,0.9,0,1667,29,21,1646,537,144,0,NA
"31","mmm","bglm",1667,25,0.5,0,1667,7,6,1661,12,11,0,NA
"32","mmm","bglm",1667,50,0.5,0,1667,14,12,1655,240,153,0,NA
"33","mmm","bglm",1667,25,0.5,0,1667,12,12,1655,23,19,0,NA
"34","mmm","bglm",1667,50,0.5,0,1667,12,11,1656,206,147,0,NA
"35","mmm","bglm",1667,25,0.5,0,1667,5,5,1662,24,20,0,NA
"36","mmm","bglm",1667,50,0.5,0,1667,15,15,1652,261,169,0,NA
"37","bonf","glm",1667,25,0,0,1667,8,8,1659,0,0,0,1
"38","bt","glm",1667,25,0,0,1667,71,64,1603,48,47,0,2
"39","bonf","bglm",1667,25,0,0,1667,0,0,1667,13,13,0,3
"40","bt","bglm",1667,25,0,0,1667,68,63,1604,337,311,0,4
"41","bonf","glm",1667,50,0,0,1667,14,14,1653,39,39,0,5
"42","bt","glm",1667,50,0,0,1667,69,61,1606,474,413,0,6
"43","bonf","bglm",1667,50,0,0,1667,12,11,1656,170,162,0,7
"44","bt","bglm",1667,50,0,0,1667,46,42,1625,764,627,0,8
"45","bonf","glm",1667,25,0.9,0,1667,2,2,1665,0,0,0,9
"46","bt","glm",1667,25,0.9,0,1667,128,85,1582,79,24,0,10
"47","bonf","bglm",1667,25,0.9,0,1667,4,3,1664,18,3,0,11
"48","bt","bglm",1667,25,0.9,0,1667,100,62,1605,495,126,0,12
"49","bonf","glm",1667,50,0.9,0,1667,6,6,1661,29,10,0,13
"50","bt","glm",1667,50,0.9,0,1667,102,65,1602,728,186,0,14
"51","bonf","bglm",1667,50,0.9,0,1667,8,6,1661,137,42,0,15
"52","bt","bglm",1667,50,0.9,0,1667,69,50,1617,1101,270,0,16
"53","bonf","glm",1667,25,0,0,1667,5,5,1662,1,1,0,17
"54","bt","glm",1667,25,0,0,1667,78,70,1597,53,51,0,18
"55","bonf","bglm",1667,25,0,0,1667,10,10,1657,9,9,0,19
"56","bt","bglm",1667,25,0,0,1667,66,61,1606,349,323,0,20
"57","bonf","glm",1667,50,0,0,1667,13,13,1654,51,50,0,21
"58","bt","glm",1667,50,0,0,1667,62,55,1612,504,446,0,22
"59","bonf","bglm",1667,50,0,0,1667,9,9,1658,158,147,0,23
"60","bt","bglm",1667,50,0,0,1667,47,44,1623,778,620,0,24
"61","bonf","glm",1667,25,0.9,0,1667,8,7,1660,0,0,0,25
"62","bt","glm",1667,25,0.9,0,1667,113,75,1592,79,25,0,26
"63","bonf","bglm",1667,25,0.9,0,1667,2,2,1665,14,3,0,27
"64","bt","bglm",1667,25,0.9,0,1667,80,54,1613,547,144,0,28
"65","bonf","glm",1667,50,0.9,0,1667,7,6,1661,61,20,0,29
"66","bt","glm",1667,50,0.9,0,1667,87,60,1607,823,194,0,30
"67","bonf","bglm",1667,50,0.9,0,1667,3,3,1664,135,47,0,31
"68","bt","bglm",1667,50,0.9,0,1667,58,44,1623,1032,264,0,32
"69","bonf","glm",1667,25,0,0,1667,14,13,1654,0,0,0,33
"70","bt","glm",1667,25,0,0,1667,76,70,1597,53,49,0,34
"71","bonf","bglm",1667,25,0,0,1667,9,9,1658,16,16,0,35
"72","bt","bglm",1667,25,0,0,1667,62,57,1610,347,320,0,36
"73","bonf","glm",1667,50,0,0,1667,8,8,1659,27,27,0,37
"74","bt","glm",1667,50,0,0,1667,59,56,1611,474,418,0,38
"75","bonf","bglm",1667,50,0,0,1667,10,10,1657,171,164,0,39
"76","bt","bglm",1667,50,0,0,1667,57,52,1615,775,628,0,40
"77","bonf","glm",1667,25,0.9,0,1667,7,6,1661,0,0,0,41
"78","bt","glm",1667,25,0.9,0,1667,146,88,1579,67,20,0,42
"79","bonf","bglm",1667,25,0.9,0,1667,0,0,1667,1,1,0,43
"80","bt","bglm",1667,25,0.9,0,1667,95,62,1605,506,140,0,44
"81","bonf","glm",1667,50,0.9,0,1667,12,9,1658,53,16,0,45
"82","bt","glm",1667,50,0.9,0,1667,83,59,1608,732,192,0,46
"83","bonf","bglm",1667,50,0.9,0,1667,3,3,1664,184,54,0,47
"84","bt","bglm",1667,50,0.9,0,1667,73,51,1616,930,251,0,48
"85","bonf","glm",1667,25,0.5,0,1667,6,6,1661,1,1,0,49
"86","bt","glm",1667,25,0.5,0,1667,86,79,1588,52,35,0,50
"87","bonf","bglm",1667,25,0.5,0,1667,4,4,1663,9,6,0,51
"88","bt","bglm",1667,25,0.5,0,1667,50,47,1620,333,199,0,52
"89","bonf","glm",1667,50,0.5,0,1667,13,11,1656,30,30,0,53
"90","bt","glm",1667,50,0.5,0,1667,62,52,1615,522,300,0,54
"91","bonf","bglm",1667,50,0.5,0,1667,13,12,1655,130,95,0,55
"92","bt","bglm",1667,50,0.5,0,1667,51,48,1619,852,451,0,56
"93","bonf","glm",1667,25,0.5,0,1667,7,7,1660,0,0,0,57
"94","bt","glm",1667,25,0.5,0,1667,94,84,1583,60,45,0,58
"95","bonf","bglm",1667,25,0.5,0,1667,6,6,1661,10,9,0,59
"96","bt","bglm",1667,25,0.5,0,1667,58,51,1616,367,223,0,60
"97","bonf","glm",1667,50,0.5,0,1667,11,11,1656,22,21,0,61
"98","bt","glm",1667,50,0.5,0,1667,61,56,1611,460,277,0,62
"99","bonf","bglm",1667,50,0.5,0,1667,18,17,1650,152,111,0,63
"100","bt","bglm",1667,50,0.5,0,1667,35,35,1632,759,390,0,64
"101","bonf","glm",1667,25,0.5,0,1667,10,10,1657,0,0,0,65
"102","bt","glm",1667,25,0.5,0,1667,87,75,1592,60,44,0,66
"103","bonf","bglm",1667,25,0.5,0,1667,7,7,1660,8,6,0,67
"104","bt","bglm",1667,25,0.5,0,1667,60,54,1613,338,212,0,68
"105","bonf","glm",1667,50,0.5,0,1667,12,12,1655,27,21,0,69
"106","bt","glm",1667,50,0.5,0,1667,60,54,1613,523,306,0,70
"107","bonf","bglm",1667,50,0.5,0,1667,5,5,1662,162,108,0,71
"108","bt","bglm",1667,50,0.5,0,1667,38,32,1635,838,453,0,72
"109","bonf","glm",1667,25,0,0,1667,9,9,1658,0,0,0,73
"110","bt","glm",1667,25,0,0,1667,76,62,1605,53,53,0,74
"111","bonf","bglm",1667,25,0,0,1667,6,6,1661,14,14,0,75
"112","bt","bglm",1667,25,0,0,1667,74,71,1596,307,284,0,76
"113","bonf","glm",1667,50,0,0,1667,18,16,1651,41,41,0,77
"114","bt","glm",1667,50,0,0,1667,72,61,1606,476,424,0,78
"115","bonf","bglm",1667,50,0,0,1667,8,8,1659,163,153,0,79
"116","bt","bglm",1667,50,0,0,1667,45,44,1623,780,631,0,80
"117","bonf","glm",1667,25,0.9,0,1667,5,5,1662,1,1,0,81
"118","bt","glm",1667,25,0.9,0,1667,149,99,1568,103,28,0,82
"119","bonf","bglm",1667,25,0.9,0,1667,4,3,1664,10,4,0,83
"120","bt","bglm",1667,25,0.9,0,1667,95,57,1610,442,127,0,84
"121","bonf","glm",1667,50,0.9,0,1667,11,8,1659,31,11,0,85
"122","bt","glm",1667,50,0.9,0,1667,93,61,1606,671,178,0,86
"123","bonf","bglm",1667,50,0.9,0,1667,13,11,1656,181,56,0,87
"124","bt","bglm",1667,50,0.9,0,1667,64,42,1625,985,253,0,88
"125","bonf","glm",1667,25,0,0,1667,9,9,1658,0,0,0,89
"126","bt","glm",1667,25,0,0,1667,96,81,1586,52,52,0,90
"127","bonf","bglm",1667,25,0,0,1667,5,4,1663,17,17,0,91
"128","bt","bglm",1667,25,0,0,1667,56,53,1614,342,310,0,92
"129","bonf","glm",1667,50,0,0,1667,15,12,1655,39,39,0,93
"130","bt","glm",1667,50,0,0,1667,57,51,1616,471,417,0,94
"131","bonf","bglm",1667,50,0,0,1667,4,4,1663,175,170,0,95
"132","bt","bglm",1667,50,0,0,1667,45,43,1624,749,613,0,96
"133","bonf","glm",1667,25,0.9,0,1667,5,3,1664,1,1,0,97
"134","bt","glm",1667,25,0.9,0,1667,117,79,1588,68,25,0,98
"135","bonf","bglm",1667,25,0.9,0,1667,7,5,1662,14,6,0,99
"136","bt","bglm",1667,25,0.9,0,1667,89,67,1600,399,116,0,100
"137","bonf","glm",1667,50,0.9,0,1667,19,14,1653,45,15,0,101
"138","bt","glm",1667,50,0.9,0,1667,92,64,1603,807,196,0,102
"139","bonf","bglm",1667,50,0.9,0,1667,11,6,1661,211,59,0,103
"140","bt","bglm",1667,50,0.9,0,1667,47,33,1634,1098,265,0,104
"141","bonf","glm",1667,25,0,0,1667,7,7,1660,0,0,0,105
"142","bt","glm",1667,25,0,0,1667,82,73,1594,49,49,0,106
"143","bonf","bglm",1667,25,0,0,1667,4,4,1663,14,14,0,107
"144","bt","bglm",1667,25,0,0,1667,65,62,1605,334,309,0,108
"145","bonf","glm",1667,50,0,0,1667,21,21,1646,42,42,0,109
"146","bt","glm",1667,50,0,0,1667,58,51,1616,482,418,0,110
"147","bonf","bglm",1667,50,0,0,1667,4,3,1664,179,171,0,111
"148","bt","bglm",1667,50,0,0,1667,42,37,1630,802,644,0,112
"149","bonf","glm",1667,25,0.9,0,1667,4,4,1663,0,0,0,113
"150","bt","glm",1667,25,0.9,0,1667,98,67,1600,114,31,0,114
"151","bonf","bglm",1667,25,0.9,0,1667,6,3,1664,11,4,0,115
"152","bt","bglm",1667,25,0.9,0,1667,99,62,1605,410,119,0,116
"153","bonf","glm",1667,50,0.9,0,1667,18,12,1655,48,19,0,117
"154","bt","glm",1667,50,0.9,0,1667,82,50,1617,827,217,0,118
"155","bonf","bglm",1667,50,0.9,0,1667,4,3,1664,184,53,0,119
"156","bt","bglm",1667,50,0.9,0,1667,66,43,1624,960,248,0,120
"157","bonf","glm",1667,25,0.5,0,1667,9,8,1659,0,0,0,121
"158","bt","glm",1667,25,0.5,0,1667,90,77,1590,59,45,0,122
"159","bonf","bglm",1667,25,0.5,0,1667,3,3,1664,8,8,0,123
"160","bt","bglm",1667,25,0.5,0,1667,68,60,1607,343,212,0,124
"161","bonf","glm",1667,50,0.5,0,1667,9,9,1658,40,27,0,125
"162","bt","glm",1667,50,0.5,0,1667,77,65,1602,508,287,0,126
"163","bonf","bglm",1667,50,0.5,0,1667,6,6,1661,160,108,0,127
"164","bt","bglm",1667,50,0.5,0,1667,55,49,1618,809,424,0,128
"165","bonf","glm",1667,25,0.5,0,1667,8,7,1660,1,1,0,129
"166","bt","glm",1667,25,0.5,0,1667,91,78,1589,51,43,0,130
"167","bonf","bglm",1667,25,0.5,0,1667,6,6,1661,6,6,0,131
"168","bt","bglm",1667,25,0.5,0,1667,62,59,1608,341,210,0,132
"169","bonf","glm",1667,50,0.5,0,1667,15,14,1653,49,37,0,133
"170","bt","glm",1667,50,0.5,0,1667,57,50,1617,448,274,0,134
"171","bonf","bglm",1667,50,0.5,0,1667,7,7,1660,166,122,0,135
"172","bt","bglm",1667,50,0.5,0,1667,38,34,1633,797,451,0,136
"173","bonf","glm",1667,25,0.5,0,1667,5,5,1662,0,0,0,137
"174","bt","glm",1667,25,0.5,0,1667,71,64,1603,52,41,0,138
"175","bonf","bglm",1667,25,0.5,0,1667,3,3,1664,6,5,0,139
"176","bt","bglm",1667,25,0.5,0,1667,50,46,1621,310,217,0,140
"177","bonf","glm",1667,50,0.5,0,1667,16,15,1652,25,23,0,141
"178","bt","glm",1667,50,0.5,0,1667,79,73,1594,464,277,0,142
"179","bonf","bglm",1667,50,0.5,0,1667,4,4,1663,147,109,0,143
"180","bt","bglm",1667,50,0.5,0,1667,36,32,1635,818,431,0,144
"181","mmm","glm",10000,25,0,0,1914,30,30,8056,2,2,0,145
"182","mmm","glm",10000,50,0,0,183,76,75,9742,346,343,0,146
"183","mmm","glm",10000,25,0.5,0,1710,54,45,8245,3,3,0,147
"184","mmm","glm",10000,50,0.5,0,157,125,106,9737,513,376,0,148
"185","mmm","glm",10000,25,0.9,0,1057,136,92,8851,48,15,1,149
"186","mmm","glm",10000,50,0.9,0,109,234,156,9735,1740,447,53,150
