"","method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor","X"
"1","mmm","bglm",1000,25,0,0,1000,16,15,985,0,0,0,NA
"2","mmm","bglm",1000,50,0,0,1000,19,19,981,0,0,0,NA
"3","mmm","bglm",1000,25,0.5,0,1000,13,12,988,0,0,0,NA
"4","mmm","bglm",1000,50,0.5,0,1000,25,20,980,0,0,0,NA
"5","mmm","bglm",1000,25,0.9,0,1000,34,11,989,0,0,0,NA
"6","mmm","bglm",1000,50,0.9,0,1000,83,33,967,0,0,0,NA
"7","mmm","bglm",1000,25,0,0,1000,13,13,987,0,0,0,NA
"8","mmm","bglm",1000,50,0,0,1000,21,21,979,0,0,0,NA
"9","mmm","bglm",1000,25,0.5,0,1000,14,14,986,0,0,0,NA
"10","mmm","bglm",1000,50,0.5,0,1000,26,25,975,0,0,0,NA
"11","mmm","bglm",1000,25,0.9,0,1000,34,19,981,0,0,0,NA
"12","mmm","bglm",1000,50,0.9,0,1000,47,20,980,0,0,0,NA
"13","mmm","bglm",1000,25,0,0,1000,12,12,988,0,0,0,NA
"14","mmm","bglm",1000,50,0,0,1000,20,20,980,0,0,0,NA
"15","mmm","bglm",1000,25,0.5,0,1000,25,20,980,0,0,0,NA
"16","mmm","bglm",1000,50,0.5,0,1000,25,23,977,0,0,0,NA
"17","mmm","bglm",1000,25,0.9,0,1000,45,13,987,0,0,0,NA
"18","mmm","bglm",1000,50,0.9,0,1000,79,28,972,0,0,0,NA
"19","mmm","bglm",1000,25,0,0,1000,16,16,984,0,0,0,NA
"20","mmm","bglm",1000,50,0,0,1000,19,17,983,0,0,0,NA
"21","mmm","bglm",1000,25,0.5,0,1000,20,19,981,0,0,0,NA
"22","mmm","bglm",1000,50,0.5,0,1000,31,28,972,0,0,0,NA
"23","mmm","bglm",1000,25,0.9,0,1000,32,17,983,0,0,0,NA
"24","mmm","bglm",1000,50,0.9,0,1000,40,13,987,0,0,0,NA
"25","mmm","bglm",1000,25,0,0,1000,14,13,987,0,0,0,NA
"26","mmm","bglm",1000,50,0,0,1000,19,19,981,0,0,0,NA
"27","mmm","bglm",1000,25,0.5,0,1000,13,13,987,0,0,0,NA
"28","mmm","bglm",1000,50,0.5,0,1000,36,29,971,0,0,0,NA
"29","mmm","bglm",1000,25,0.9,0,1000,71,26,974,0,0,0,NA
"30","mmm","bglm",1000,50,0.9,0,1000,62,22,978,0,0,0,NA
"31","mmm","bglm",1000,25,0,0,1000,11,11,989,0,0,0,NA
"32","mmm","bglm",1000,50,0,0,1000,16,16,984,0,0,0,NA
"33","mmm","bglm",1000,25,0.5,0,1000,18,15,985,0,0,0,NA
"34","mmm","bglm",1000,50,0.5,0,1000,37,25,975,0,0,0,NA
"35","mmm","bglm",1000,25,0.9,0,1000,42,16,984,0,0,0,NA
"36","mmm","bglm",1000,50,0.9,0,1000,56,27,973,0,0,0,NA
"37","mmm","bglm",1000,25,0,0,1000,12,12,988,0,0,0,NA
"38","mmm","bglm",1000,50,0,0,1000,29,27,973,0,0,0,NA
"39","mmm","bglm",1000,25,0.5,0,1000,26,21,979,0,0,0,NA
"40","mmm","bglm",1000,50,0.5,0,1000,25,19,981,0,0,0,NA
"41","mmm","bglm",1000,25,0.9,0,1000,32,16,984,0,0,0,NA
"42","mmm","bglm",1000,50,0.9,0,1000,76,28,972,0,0,0,NA
"43","mmm","bglm",1000,25,0,0,1000,11,11,989,0,0,0,NA
"44","mmm","bglm",1000,50,0,0,1000,24,23,977,0,0,0,NA
"45","mmm","bglm",1000,25,0.5,0,1000,23,16,984,0,0,0,NA
"46","mmm","bglm",1000,50,0.5,0,1000,37,28,972,0,0,0,NA
"47","mmm","bglm",1000,25,0.9,0,1000,29,14,986,0,0,0,NA
"48","mmm","bglm",1000,50,0.9,0,1000,59,26,974,0,0,0,NA
"49","mmm","bglm",1000,25,0,0,1000,12,12,988,0,0,0,NA
"50","mmm","bglm",1000,50,0,0,1000,18,18,982,0,0,0,NA
"51","mmm","bglm",1000,25,0.5,0,1000,15,15,985,0,0,0,NA
"52","mmm","bglm",1000,50,0.5,0,1000,44,34,966,0,0,0,NA
"53","mmm","bglm",1000,25,0.9,0,1000,48,16,984,0,0,0,NA
"54","mmm","bglm",1000,50,0.9,0,1000,53,23,977,0,0,0,NA
"55","mmm","bglm",1000,25,0,0,1000,12,12,988,0,0,0,NA
"56","mmm","bglm",1000,50,0,0,1000,14,14,986,0,0,0,NA
"57","mmm","bglm",1000,25,0.5,0,1000,21,18,982,0,0,0,NA
"58","mmm","bglm",1000,50,0.5,0,1000,21,19,981,0,0,0,NA
"59","mmm","bglm",1000,25,0.9,0,1000,40,18,982,0,0,0,NA
"60","mmm","bglm",1000,50,0.9,0,1000,99,28,972,0,0,0,NA
"61","bonf","glm",1000,25,0,0,1000,16,15,985,0,0,0,1
"62","bt","glm",1000,25,0,0,1000,62,60,940,0,0,0,2
"63","bonf","bglm",1000,25,0,0,1000,11,11,989,0,0,0,3
"64","bt","bglm",1000,25,0,0,1000,31,31,969,0,0,0,4
"65","bonf","glm",1000,50,0,0,1000,38,31,969,0,0,0,5
"66","bt","glm",1000,50,0,0,1000,66,63,937,0,0,0,6
"67","bonf","bglm",1000,50,0,0,1000,15,14,986,0,0,0,7
"68","bt","bglm",1000,50,0,0,1000,44,40,960,0,0,0,8
"69","bonf","glm",1000,25,0.5,0,1000,14,12,988,0,0,0,9
"70","bt","glm",1000,25,0.5,0,1000,85,54,946,0,0,0,10
"71","bonf","bglm",1000,25,0.5,0,1000,15,12,988,0,0,0,11
"72","bt","bglm",1000,25,0.5,0,1000,47,35,965,0,0,0,12
"73","bonf","glm",1000,50,0.5,0,1000,32,26,974,0,0,0,13
"74","bt","glm",1000,50,0.5,0,1000,70,56,944,0,0,0,14
