"","method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor","X"
"1","mmm","bglm",1667,25,0,0,1667,23,22,1645,1,1,0,NA
"2","mmm","bglm",1667,50,0,0,1667,45,43,1624,8,8,0,NA
"3","mmm","bglm",1667,25,0.9,0,1667,52,21,1646,6,3,0,NA
"4","mmm","bglm",1667,50,0.9,0,1667,98,39,1628,49,34,0,NA
"5","mmm","bglm",1667,25,0,0,1667,27,27,1640,3,3,0,NA
"6","mmm","bglm",1667,50,0,0,1667,30,30,1637,16,16,0,NA
"7","mmm","bglm",1667,25,0.9,0,1667,74,25,1642,6,4,0,NA
"8","mmm","bglm",1667,50,0.9,0,1667,118,39,1628,44,31,0,NA
"9","mmm","bglm",1667,25,0,0,1667,30,29,1638,0,0,0,NA
"10","mmm","bglm",1667,50,0,0,1667,40,36,1631,8,8,0,NA
"11","mmm","bglm",1667,25,0.9,0,1667,45,24,1643,7,4,0,NA
"12","mmm","bglm",1667,50,0.9,0,1667,92,32,1635,39,27,0,NA
"13","mmm","bglm",1667,25,0.5,0,1667,25,25,1642,0,0,0,NA
"14","mmm","bglm",1667,50,0.5,0,1667,50,43,1624,15,13,0,NA
"15","mmm","bglm",1667,25,0.5,0,1667,30,25,1642,0,0,0,NA
"16","mmm","bglm",1667,50,0.5,0,1667,38,34,1633,18,16,0,NA
"17","mmm","bglm",1667,25,0.5,0,1667,18,15,1652,2,2,0,NA
"18","mmm","bglm",1667,50,0.5,0,1667,56,45,1622,20,19,0,NA
"19","mmm","bglm",1667,25,0,0,1667,24,24,1643,0,0,0,NA
"20","mmm","bglm",1667,50,0,0,1667,28,28,1639,9,9,0,NA
"21","mmm","bglm",1667,25,0.9,0,1667,60,25,1642,5,4,0,NA
"22","mmm","bglm",1667,50,0.9,0,1667,74,30,1637,35,25,0,NA
"23","mmm","bglm",1667,25,0,0,1667,22,22,1645,0,0,0,NA
"24","mmm","bglm",1667,50,0,0,1667,36,36,1631,10,9,0,NA
"25","mmm","bglm",1667,25,0.9,0,1667,48,23,1644,8,7,0,NA
"26","mmm","bglm",1667,50,0.9,0,1667,72,34,1633,48,30,0,NA
"27","mmm","bglm",1667,25,0,0,1667,23,23,1644,1,1,0,NA
"28","mmm","bglm",1667,50,0,0,1667,38,37,1630,9,9,0,NA
"29","mmm","bglm",1667,25,0.9,0,1667,104,32,1635,4,3,0,NA
"30","mmm","bglm",1667,50,0.9,0,1667,138,46,1621,39,30,0,NA
"31","mmm","bglm",1667,25,0.5,0,1667,20,17,1650,0,0,0,NA
"32","mmm","bglm",1667,50,0.5,0,1667,50,42,1625,14,14,0,NA
"33","mmm","bglm",1667,25,0.5,0,1667,26,24,1643,0,0,0,NA
"34","mmm","bglm",1667,50,0.5,0,1667,56,42,1625,20,18,0,NA
"35","mmm","bglm",1667,25,0.5,0,1667,29,24,1643,0,0,0,NA
"36","mmm","bglm",1667,50,0.5,0,1667,33,31,1636,11,11,0,NA
"37","bonf","glm",1667,25,0,0,1667,21,20,1647,0,0,0,1
"38","bt","glm",1667,25,0,0,1667,71,68,1599,0,0,0,2
"39","bonf","bglm",1667,25,0,0,1667,19,19,1648,0,0,0,3
"40","bt","bglm",1667,25,0,0,1667,67,66,1601,2,2,0,4
"41","bonf","glm",1667,50,0,0,1667,55,52,1615,2,2,0,5
"42","bt","glm",1667,50,0,0,1667,114,104,1563,5,5,0,6
"43","bonf","bglm",1667,50,0,0,1667,30,30,1637,7,7,0,7
"44","bt","bglm",1667,50,0,0,1667,75,67,1600,13,13,0,8
"45","bonf","glm",1667,25,0.9,0,1667,32,14,1653,0,0,0,9
"46","bt","glm",1667,25,0.9,0,1667,261,88,1579,0,0,0,10
"47","bonf","bglm",1667,25,0.9,0,1667,15,8,1659,0,0,0,11
"48","bt","bglm",1667,25,0.9,0,1667,234,72,1595,31,21,0,12
"49","bonf","glm",1667,50,0.9,0,1667,48,19,1648,1,1,0,13
"50","bt","glm",1667,50,0.9,0,1667,269,94,1573,42,33,0,14
"51","bonf","bglm",1667,50,0.9,0,1667,49,17,1650,8,6,0,15
"52","bt","bglm",1667,50,0.9,0,1667,209,59,1608,73,53,0,16
"53","bonf","glm",1667,25,0,0,1667,30,30,1637,0,0,0,17
"54","bt","glm",1667,25,0,0,1667,90,82,1585,0,0,0,18
"55","bonf","bglm",1667,25,0,0,1667,21,21,1646,1,1,0,19
"56","bt","bglm",1667,25,0,0,1667,62,59,1608,5,5,0,20
"57","bonf","glm",1667,50,0,0,1667,56,52,1615,0,0,0,21
"58","bt","glm",1667,50,0,0,1667,93,85,1582,8,8,0,22
"59","bonf","bglm",1667,50,0,0,1667,38,37,1630,11,11,0,23
"60","bt","bglm",1667,50,0,0,1667,69,66,1601,22,22,0,24
"61","bonf","glm",1667,25,0.9,0,1667,21,12,1655,0,0,0,25
"62","bt","glm",1667,25,0.9,0,1667,299,92,1575,7,6,0,26
"63","bonf","bglm",1667,25,0.9,0,1667,21,11,1656,0,0,0,27
"64","bt","bglm",1667,25,0.9,0,1667,190,66,1601,29,19,0,28
"65","bonf","glm",1667,50,0.9,0,1667,73,24,1643,4,2,0,29
"66","bt","glm",1667,50,0.9,0,1667,219,72,1595,37,29,0,30
"67","bonf","bglm",1667,50,0.9,0,1667,8,7,1660,16,12,0,31
"68","bt","bglm",1667,50,0.9,0,1667,227,73,1594,102,69,0,32
"69","bonf","glm",1667,25,0,0,1667,31,31,1636,0,0,0,33
"70","bt","glm",1667,25,0,0,1667,101,90,1577,0,0,0,34
"71","bonf","bglm",1667,25,0,0,1667,25,25,1642,0,0,0,35
"72","bt","bglm",1667,25,0,0,1667,91,83,1584,7,7,0,36
"73","bonf","glm",1667,50,0,0,1667,62,58,1609,2,2,0,37
"74","bt","glm",1667,50,0,0,1667,92,84,1583,5,5,0,38
"75","bonf","bglm",1667,50,0,0,1667,30,29,1638,11,11,0,39
