"","method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor","X"
"1","mmm","bglm",1667,25,0,0,1667,0,0,1667,20,18,0,NA
"2","mmm","bglm",1667,50,0,0,1667,0,0,1667,38,36,0,NA
"3","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,50,36,0,NA
"4","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,108,71,0,NA
"5","mmm","bglm",1667,25,0,0,1667,0,0,1667,9,9,0,NA
"6","mmm","bglm",1667,50,0,0,1667,0,0,1667,35,30,0,NA
"7","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,50,29,0,NA
"8","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,77,57,0,NA
"9","mmm","bglm",1667,25,0,0,1667,0,0,1667,16,16,0,NA
"10","mmm","bglm",1667,50,0,0,1667,0,0,1667,26,25,0,NA
"11","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,47,33,0,NA
"12","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,86,49,0,NA
"13","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,33,29,0,NA
"14","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,52,48,0,NA
"15","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,24,23,0,NA
"16","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,42,39,0,NA
"17","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,35,32,0,NA
"18","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,43,40,0,NA
"19","mmm","bglm",1667,25,0,0,1667,0,0,1667,12,12,0,NA
"20","mmm","bglm",1667,50,0,0,1667,0,0,1667,39,38,0,NA
"21","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,44,28,0,NA
"22","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,86,56,0,NA
"23","mmm","bglm",1667,25,0,0,1667,0,0,1667,19,18,0,NA
"24","mmm","bglm",1667,50,0,0,1667,0,0,1667,18,16,0,NA
"25","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,58,38,0,NA
"26","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,94,59,0,NA
"27","mmm","bglm",1667,25,0,0,1667,0,0,1667,13,12,0,NA
"28","mmm","bglm",1667,50,0,0,1667,0,0,1667,37,35,0,NA
"29","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,43,31,0,NA
"30","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,95,62,0,NA
"31","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,27,23,0,NA
"32","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,37,31,0,NA
"33","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,38,34,0,NA
"34","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,54,48,0,NA
"35","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,25,22,0,NA
"36","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,38,34,0,NA
