"","method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor","X"
"1","mmm","bglm",1667,25,0,0,1667,0,0,1667,51,45,0,NA
"2","mmm","bglm",1667,50,0,0,1667,0,0,1667,163,143,0,NA
"3","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,130,81,0,NA
"4","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,371,206,0,NA
"5","mmm","bglm",1667,25,0,0,1667,0,0,1667,39,38,0,NA
"6","mmm","bglm",1667,50,0,0,1667,0,0,1667,144,126,0,NA
"7","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,161,96,0,NA
"8","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,387,216,0,NA
"9","mmm","bglm",1667,25,0,0,1667,0,0,1667,52,49,0,NA
"10","mmm","bglm",1667,50,0,0,1667,0,0,1667,174,146,0,NA
"11","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,154,98,0,NA
"12","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,372,218,0,NA
"13","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,89,77,0,NA
"14","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,238,184,0,NA
"15","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,88,76,0,NA
"16","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,246,194,0,NA
"17","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,83,75,0,NA
"18","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,205,172,0,NA
"19","mmm","bglm",1667,25,0,0,1667,0,0,1667,49,44,0,NA
"20","mmm","bglm",1667,50,0,0,1667,0,0,1667,147,136,0,NA
"21","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,139,88,0,NA
"22","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,379,216,0,NA
"23","mmm","bglm",1667,25,0,0,1667,0,0,1667,50,46,0,NA
"24","mmm","bglm",1667,50,0,0,1667,0,0,1667,168,153,0,NA
"25","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,133,87,0,NA
"26","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,391,225,0,NA
"27","mmm","bglm",1667,25,0,0,1667,0,0,1667,54,52,0,NA
"28","mmm","bglm",1667,50,0,0,1667,0,0,1667,172,160,0,NA
"29","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,174,106,0,NA
"30","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,435,262,0,NA
"31","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,68,58,0,NA
"32","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,214,172,0,NA
"33","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,85,68,0,NA
"34","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,218,178,0,NA
"35","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,77,70,0,NA
"36","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,213,171,0,NA
"37","bonf","glm",1667,25,0,0,1667,0,0,1667,53,50,0,1
"38","bt","glm",1667,25,0,0,1667,0,0,1667,364,288,0,2
"39","bonf","bglm",1667,25,0,0,1667,0,0,1667,44,44,0,3
"40","bt","bglm",1667,25,0,0,1667,0,0,1667,275,236,0,4
"41","bonf","glm",1667,50,0,0,1667,0,0,1667,222,191,0,5
"42","bt","glm",1667,50,0,0,1667,0,0,1667,678,512,0,6
"43","bonf","bglm",1667,50,0,0,1667,0,0,1667,129,117,0,7
"44","bt","bglm",1667,50,0,0,1667,0,0,1667,534,424,0,8
"45","bonf","glm",1667,25,0.9,0,1667,0,0,1667,65,42,0,9
"46","bt","glm",1667,25,0.9,0,1667,0,0,1667,371,205,0,10
"47","bonf","bglm",1667,25,0.9,0,1667,0,0,1667,36,26,0,11
"48","bt","bglm",1667,25,0.9,0,1667,0,0,1667,304,176,0,12
"49","bonf","glm",1667,50,0.9,0,1667,0,0,1667,205,129,0,13
"50","bt","glm",1667,50,0.9,0,1667,0,0,1667,864,428,0,14
"51","bonf","bglm",1667,50,0.9,0,1667,0,0,1667,163,104,0,15
"52","bt","bglm",1667,50,0.9,0,1667,2,1,1666,750,373,0,16
"53","bonf","glm",1667,25,0,0,1667,0,0,1667,54,51,0,17
"54","bt","glm",1667,25,0,0,1667,0,0,1667,352,280,0,18
"55","bonf","bglm",1667,25,0,0,1667,0,0,1667,47,46,0,19
"56","bt","bglm",1667,25,0,0,1667,0,0,1667,277,233,0,20
"57","bonf","glm",1667,50,0,0,1667,0,0,1667,193,181,0,21
"58","bt","glm",1667,50,0,0,1667,0,0,1667,720,510,0,22
"59","bonf","bglm",1667,50,0,0,1667,0,0,1667,151,140,0,23
"60","bt","bglm",1667,50,0,0,1667,0,0,1667,581,457,0,24
"61","bonf","glm",1667,25,0.9,0,1667,0,0,1667,66,39,0,25
"62","bt","glm",1667,25,0.9,0,1667,0,0,1667,426,234,0,26
"63","bonf","bglm",1667,25,0.9,0,1667,0,0,1667,46,31,0,27
"64","bt","bglm",1667,25,0.9,0,1667,0,0,1667,374,214,0,28
"65","bonf","glm",1667,50,0.9,0,1667,0,0,1667,252,152,0,29
"66","bt","glm",1667,50,0.9,0,1667,0,0,1667,839,436,0,30
"67","bonf","bglm",1667,50,0.9,0,1667,0,0,1667,121,79,0,31
"68","bt","bglm",1667,50,0.9,0,1667,5,1,1666,694,365,0,32
"69","bonf","glm",1667,25,0,0,1667,0,0,1667,48,47,0,33
"70","bt","glm",1667,25,0,0,1667,0,0,1667,309,249,0,34
"71","bonf","bglm",1667,25,0,0,1667,0,0,1667,36,35,0,35
"72","bt","bglm",1667,25,0,0,1667,0,0,1667,235,208,0,36
"73","bonf","glm",1667,50,0,0,1667,0,0,1667,233,206,0,37
"74","bt","glm",1667,50,0,0,1667,0,0,1667,644,483,0,38
"75","bonf","bglm",1667,50,0,0,1667,0,0,1667,133,123,0,39
"76","bt","bglm",1667,50,0,0,1667,0,0,1667,538,425,0,40
"77","bonf","glm",1667,25,0.9,0,1667,0,0,1667,63,43,0,41
"78","bt","glm",1667,25,0.9,0,1667,0,0,1667,439,233,0,42
"79","bonf","bglm",1667,25,0.9,0,1667,0,0,1667,32,23,0,43
"80","bt","bglm",1667,25,0.9,0,1667,0,0,1667,328,196,0,44
"81","bonf","glm",1667,50,0.9,0,1667,0,0,1667,204,127,0,45
"82","bt","glm",1667,50,0.9,0,1667,0,0,1667,823,420,0,46
"83","bonf","bglm",1667,50,0.9,0,1667,0,0,1667,140,95,0,47
"84","bt","bglm",1667,50,0.9,0,1667,10,2,1665,711,362,0,48
"85","bonf","glm",1667,25,0.5,0,1667,0,0,1667,55,52,0,49
"86","bt","glm",1667,25,0.5,0,1667,0,0,1667,356,250,0,50
"87","bonf","bglm",1667,25,0.5,0,1667,0,0,1667,46,39,0,51
"88","bt","bglm",1667,25,0.5,0,1667,0,0,1667,273,209,0,52
"89","bonf","glm",1667,50,0.5,0,1667,0,0,1667,239,182,0,53
"90","bt","glm",1667,50,0.5,0,1667,0,0,1667,690,438,0,54
"91","bonf","bglm",1667,50,0.5,0,1667,0,0,1667,146,117,0,55
"92","bt","bglm",1667,50,0.5,0,1667,0,0,1667,545,385,0,56
"93","bonf","glm",1667,25,0.5,0,1667,0,0,1667,56,46,0,57
"94","bt","glm",1667,25,0.5,0,1667,0,0,1667,319,234,0,58
"95","bonf","bglm",1667,25,0.5,0,1667,0,0,1667,49,47,0,59
"96","bt","bglm",1667,25,0.5,0,1667,1,1,1666,257,199,0,60
"97","bonf","glm",1667,50,0.5,0,1667,0,0,1667,190,152,0,61
"98","bt","glm",1667,50,0.5,0,1667,0,0,1667,766,481,0,62
"99","bonf","bglm",1667,50,0.5,0,1667,0,0,1667,164,139,0,63
"100","bt","bglm",1667,50,0.5,0,1667,0,0,1667,632,417,0,64
"101","bonf","glm",1667,25,0.5,0,1667,0,0,1667,59,50,0,65
"102","bt","glm",1667,25,0.5,0,1667,0,0,1667,313,218,0,66
"103","bonf","bglm",1667,25,0.5,0,1667,0,0,1667,53,45,0,67
"104","bt","bglm",1667,25,0.5,0,1667,0,0,1667,255,200,0,68
"105","bonf","glm",1667,50,0.5,0,1667,0,0,1667,214,172,0,69
"106","bt","glm",1667,50,0.5,0,1667,0,0,1667,665,461,0,70
"107","bonf","bglm",1667,50,0.5,0,1667,0,0,1667,132,114,0,71
"108","bt","bglm",1667,50,0.5,0,1667,1,1,1666,561,395,0,72
"109","bonf","glm",1667,25,0,0,1667,0,0,1667,58,56,0,73
"110","bt","glm",1667,25,0,0,1667,0,0,1667,338,267,0,74
"111","bonf","bglm",1667,25,0,0,1667,0,0,1667,49,45,0,75
"112","bt","bglm",1667,25,0,0,1667,0,0,1667,231,199,0,76
"113","bonf","glm",1667,50,0,0,1667,0,0,1667,210,186,0,77
"114","bt","glm",1667,50,0,0,1667,0,0,1667,665,512,0,78
"115","bonf","bglm",1667,50,0,0,1667,0,0,1667,136,125,0,79
"116","bt","bglm",1667,50,0,0,1667,0,0,1667,594,468,0,80
"117","bonf","glm",1667,25,0.9,0,1667,0,0,1667,49,31,0,81
"118","bt","glm",1667,25,0.9,0,1667,0,0,1667,495,271,0,82
"119","bonf","bglm",1667,25,0.9,0,1667,0,0,1667,49,35,0,83
"120","bt","bglm",1667,25,0.9,0,1667,0,0,1667,290,167,0,84
"121","bonf","glm",1667,50,0.9,0,1667,0,0,1667,234,141,0,85
"122","bt","glm",1667,50,0.9,0,1667,0,0,1667,878,438,0,86
"123","bonf","bglm",1667,50,0.9,0,1667,0,0,1667,154,105,0,87
"124","bt","bglm",1667,50,0.9,0,1667,0,0,1667,726,399,0,88
"125","bonf","glm",1667,25,0,0,1667,0,0,1667,60,56,0,89
"126","bt","glm",1667,25,0,0,1667,0,0,1667,377,293,0,90
"127","bonf","bglm",1667,25,0,0,1667,0,0,1667,43,39,0,91
"128","bt","bglm",1667,25,0,0,1667,0,0,1667,285,243,0,92
"129","bonf","glm",1667,50,0,0,1667,0,0,1667,207,181,0,93
"130","bt","glm",1667,50,0,0,1667,0,0,1667,727,537,0,94
"131","bonf","bglm",1667,50,0,0,1667,0,0,1667,125,118,0,95
"132","bt","bglm",1667,50,0,0,1667,0,0,1667,577,451,0,96
"133","bonf","glm",1667,25,0.9,0,1667,0,0,1667,76,51,0,97
"134","bt","glm",1667,25,0.9,0,1667,0,0,1667,442,243,0,98
"135","bonf","bglm",1667,25,0.9,0,1667,0,0,1667,35,25,0,99
"136","bt","bglm",1667,25,0.9,0,1667,0,0,1667,302,179,0,100
"137","bonf","glm",1667,50,0.9,0,1667,0,0,1667,251,149,0,101
"138","bt","glm",1667,50,0.9,0,1667,0,0,1667,892,436,0,102
