"","method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor","X"
"1","mmm","bglm",1667,25,0,0,1667,28,28,1639,0,0,0,NA
"2","mmm","bglm",1667,50,0,0,1667,40,40,1627,0,0,0,NA
"3","mmm","bglm",1667,25,0.9,0,1667,82,27,1640,0,0,0,NA
"4","mmm","bglm",1667,50,0.9,0,1667,125,43,1624,0,0,0,NA
"5","mmm","bglm",1667,25,0,0,1667,32,31,1636,0,0,0,NA
"6","mmm","bglm",1667,50,0,0,1667,38,37,1630,0,0,0,NA
"7","mmm","bglm",1667,25,0.9,0,1667,62,27,1640,0,0,0,NA
"8","mmm","bglm",1667,50,0.9,0,1667,106,39,1628,0,0,0,NA
"9","mmm","bglm",1667,25,0,0,1667,27,26,1641,0,0,0,NA
"10","mmm","bglm",1667,50,0,0,1667,39,37,1630,0,0,0,NA
"11","mmm","bglm",1667,25,0.9,0,1667,53,21,1646,0,0,0,NA
"12","mmm","bglm",1667,50,0.9,0,1667,89,42,1625,0,0,0,NA
"13","mmm","bglm",1667,25,0.5,0,1667,19,19,1648,0,0,0,NA
"14","mmm","bglm",1667,50,0.5,0,1667,63,41,1626,0,0,0,NA
"15","mmm","bglm",1667,25,0.5,0,1667,36,26,1641,0,0,0,NA
"16","mmm","bglm",1667,50,0.5,0,1667,45,39,1628,0,0,0,NA
"17","mmm","bglm",1667,25,0.5,0,1667,21,20,1647,0,0,0,NA
"18","mmm","bglm",1667,50,0.5,0,1667,45,45,1622,0,0,0,NA
"19","mmm","bglm",1667,25,0,0,1667,23,23,1644,0,0,0,NA
"20","mmm","bglm",1667,50,0,0,1667,43,39,1628,0,0,0,NA
"21","mmm","bglm",1667,25,0.9,0,1667,80,27,1640,0,0,0,NA
"22","mmm","bglm",1667,50,0.9,0,1667,107,32,1635,0,0,0,NA
"23","mmm","bglm",1667,25,0,0,1667,23,23,1644,0,0,0,NA
"24","mmm","bglm",1667,50,0,0,1667,50,47,1620,0,0,0,NA
"25","mmm","bglm",1667,25,0.9,0,1667,88,32,1635,0,0,0,NA
"26","mmm","bglm",1667,50,0.9,0,1667,158,50,1617,0,0,0,NA
"27","mmm","bglm",1667,25,0,0,1667,28,27,1640,0,0,0,NA
"28","mmm","bglm",1667,50,0,0,1667,39,36,1631,0,0,0,NA
"29","mmm","bglm",1667,25,0.9,0,1667,78,30,1637,0,0,0,NA
"30","mmm","bglm",1667,50,0.9,0,1667,100,38,1629,2,1,0,NA
"31","mmm","bglm",1667,25,0.5,0,1667,23,21,1646,0,0,0,NA
"32","mmm","bglm",1667,50,0.5,0,1667,57,50,1617,0,0,0,NA
"33","mmm","bglm",1667,25,0.5,0,1667,30,22,1645,0,0,0,NA
"34","mmm","bglm",1667,50,0.5,0,1667,50,45,1622,0,0,0,NA
"35","mmm","bglm",1667,25,0.5,0,1667,22,21,1646,0,0,0,NA
"36","mmm","bglm",1667,50,0.5,0,1667,49,43,1624,0,0,0,NA
"37","bonf","glm",1667,25,0,0,1667,27,27,1640,0,0,0,1
"38","bt","glm",1667,25,0,0,1667,85,78,1589,0,0,0,2
"39","bonf","bglm",1667,25,0,0,1667,11,11,1656,0,0,0,3
