"","method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor","X"
"1","mmm","bglm",1667,25,0,0,1667,0,0,1667,214,190,0,NA
"2","mmm","bglm",1667,50,0,0,1667,0,0,1667,637,485,0,NA
"3","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,468,125,0,NA
"4","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,1345,314,0,NA
"5","mmm","bglm",1667,25,0,0,1667,0,0,1667,192,176,0,NA
"6","mmm","bglm",1667,50,0,0,1667,0,0,1667,598,476,0,NA
"7","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,502,132,0,NA
"8","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,1278,287,0,NA
"9","mmm","bglm",1667,25,0,0,1667,0,0,1667,195,177,0,NA
"10","mmm","bglm",1667,50,0,0,1667,0,0,1667,588,484,0,NA
"11","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,462,119,0,NA
"12","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,1236,291,0,NA
"13","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,241,156,0,NA
"14","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,691,391,0,NA
"15","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,216,140,0,NA
"16","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,722,382,0,NA
"17","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,243,154,0,NA
"18","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,750,399,0,NA
"19","mmm","bglm",1667,25,0,0,1667,0,0,1667,179,161,0,NA
"20","mmm","bglm",1667,50,0,0,1667,0,0,1667,600,489,0,NA
"21","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,384,116,0,NA
"22","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,1385,307,0,NA
"23","mmm","bglm",1667,25,0,0,1667,0,0,1667,196,179,0,NA
"24","mmm","bglm",1667,50,0,0,1667,0,0,1667,608,491,0,NA
"25","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,490,135,0,NA
"26","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,1398,317,0,NA
"27","mmm","bglm",1667,25,0,0,1667,0,0,1667,207,185,0,NA
"28","mmm","bglm",1667,50,0,0,1667,0,0,1667,601,483,0,NA
"29","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,555,141,0,NA
"30","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,1410,307,0,NA
"31","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,218,159,0,NA
"32","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,753,382,0,NA
"33","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,218,147,0,NA
"34","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,788,415,0,NA
"35","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,238,151,0,NA
"36","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,708,395,0,NA
"37","bonf","glm",1667,25,0,0,1667,0,0,1667,240,213,0,1
"38","bt","glm",1667,25,0,0,1667,0,0,1667,455,363,0,2
"39","bonf","bglm",1667,25,0,0,1667,0,0,1667,183,170,0,3
"40","bt","bglm",1667,25,0,0,1667,0,0,1667,273,237,0,4
"41","bonf","glm",1667,50,0,0,1667,0,0,1667,911,661,0,5
"42","bt","glm",1667,50,0,0,1667,0,0,1667,1098,739,0,6
"43","bonf","bglm",1667,50,0,0,1667,0,0,1667,587,468,0,7
"44","bt","bglm",1667,50,0,0,1667,0,0,1667,945,670,0,8
"45","bonf","glm",1667,25,0.9,0,1667,0,0,1667,207,60,0,9
"46","bt","glm",1667,25,0.9,0,1667,0,0,1667,987,238,0,10
"47","bonf","bglm",1667,25,0.9,0,1667,0,0,1667,165,53,0,11
"48","bt","bglm",1667,25,0.9,0,1667,0,0,1667,853,201,0,12
"49","bonf","glm",1667,50,0.9,0,1667,0,0,1667,904,211,0,13
"50","bt","glm",1667,50,0.9,0,1667,0,0,1667,2217,437,0,14
"51","bonf","bglm",1667,50,0.9,0,1667,0,0,1667,532,152,0,15
"52","bt","bglm",1667,50,0.9,0,1667,0,0,1667,1899,389,0,16
"53","bonf","glm",1667,25,0,0,1667,0,0,1667,251,220,0,17
"54","bt","glm",1667,25,0,0,1667,0,0,1667,461,364,0,18
"55","bonf","bglm",1667,25,0,0,1667,0,0,1667,169,156,0,19
"56","bt","bglm",1667,25,0,0,1667,0,0,1667,295,257,0,20
"57","bonf","glm",1667,50,0,0,1667,0,0,1667,871,660,0,21
"58","bt","glm",1667,50,0,0,1667,0,0,1667,1088,744,0,22
