"method","model","ntrt","corr","nsim","rej_p","reji_p","rejcor_p","pow_p","powi_p","powcor_p","error_p","fail_p","setting","N","cor"
"mmm","glm",50,0.5,10002,0,0,0.984203159368126,0.260447910417916,0.208858228354329,0.0485902819436113,0.0157968406318736,0,"h08_01_ha2_04_d02",200,0.5
"mmm","glm",50,0.9,10002,0.0010997800439912,0.000499900019996001,0.989902019596081,0.375724855028994,0.23255348930214,0.134373125374925,0.00959808038392321,0,"h08_01_ha2_04_d02",200,0.9
"bonf","bglm",25,0,10002,0,0,1,0.00779844031193761,0.00759848030393921,0,1,0,"h08_01_ha2_04_s01",100,0
"bonf","bglm",25,0.5,10002,9.99800039992002e-05,9.99800039992002e-05,0.999900019996001,0.00689862027594481,0.00679864027194561,0,1,0,"h08_01_ha2_04_s01",100,0.5
"bonf","bglm",25,0.9,10002,0,0,1,0.00789842031593681,0.00619876024795041,0,1,0,"h08_01_ha2_04_s01",100,0.9
"bonf","bglm",50,0,10002,0.0002999400119976,0.0002999400119976,0.999700059988002,0.0140971805638872,0.0133973205358928,0,1,0,"h08_01_ha2_04_s01",200,0
"bonf","bglm",50,0.5,10002,9.99800039992002e-05,9.99800039992002e-05,0.999900019996001,0.0143971205758848,0.013497300539892,0,1,0,"h08_01_ha2_04_s01",200,0.5
"bonf","bglm",50,0.9,10002,0.0001999600079984,0.0001999600079984,0.999800039992002,0.0163967206558688,0.0118976204759048,0,1,0,"h08_01_ha2_04_s01",200,0.9
"bonf","glm",25,0,10002,0,0,1,0.00909818036392721,0.00899820035992801,0,1,0,"h08_01_ha2_04_s01",100,0
"bonf","glm",25,0.5,10002,0,0,1,0.00859828034393121,0.00829834033193361,0,1,0,"h08_01_ha2_04_s01",100,0.5
"bonf","glm",25,0.9,10002,0,0,1,0.00929814037192562,0.00709858028394321,0,1,0,"h08_01_ha2_04_s01",100,0.9
"bonf","glm",50,0,10002,0,0,1,0.0286942611477704,0.0262947410517896,0,1,0,"h08_01_ha2_04_s01",200,0
"bonf","glm",50,0.5,10002,0.0001999600079984,9.99800039992002e-05,0.999900019996001,0.0251949610077984,0.0221955608878224,0,1,0,"h08_01_ha2_04_s01",200,0.5
"bonf","glm",50,0.9,10002,0,0,1,0.0278944211157768,0.0190961807638472,0,1,0,"h08_01_ha2_04_s01",200,0.9
"bt","bglm",25,0,10002,0.0150969806038792,0.0148970205958808,0.985102979404119,0.0649870025994801,0.0594881023795241,0,1,0,"h08_01_ha2_04_s01",100,0
"bt","bglm",25,0.5,10002,0.012997400519896,0.0106978604279144,0.989302139572086,0.0637872425514897,0.0543891221755649,0,1,0,"h08_01_ha2_04_s01",100,0.5
"bt","bglm",25,0.9,10002,0.0226954609078184,0.00729854029194161,0.992701459708058,0.0835832833433313,0.0546890621875625,0,1,0,"h08_01_ha2_04_s01",100,0.9
"bt","bglm",50,0,10002,0.0246950609878024,0.023995200959808,0.976004799040192,0.0847830433913217,0.0767846430713857,0,1,0,"h08_01_ha2_04_s01",200,0
"bt","bglm",50,0.5,10002,0.020995800839832,0.0178964207158568,0.982103579284143,0.0921815636872625,0.0749850029994001,0,1,0,"h08_01_ha2_04_s01",200,0.5
"bt","bglm",50,0.9,10002,0.0344931013797241,0.0137972405518896,0.98620275944811,0.116976604679064,0.0721855628874225,0,1,0,"h08_01_ha2_04_s01",200,0.9
"bt","glm",25,0,10002,0.000399920015996801,0.0002999400119976,0.999700059988002,0.0812837432513497,0.0695860827834433,0,1,0,"h08_01_ha2_04_s01",100,0
"bt","glm",25,0.5,10002,0.0002999400119976,0.0002999400119976,0.999700059988002,0.0906818636272745,0.0698860227954409,0,1,0,"h08_01_ha2_04_s01",100,0.5
"bt","glm",25,0.9,10002,9.99800039992002e-05,9.99800039992002e-05,0.999900019996001,0.11997600479904,0.0727854429114177,0,1,0,"h08_01_ha2_04_s01",100,0.9
"bt","glm",50,0,10002,0.00529894021195761,0.00489902019596081,0.995100979804039,0.102579484103179,0.0874825034993001,0,1,0,"h08_01_ha2_04_s01",200,0
"bt","glm",50,0.5,10002,0.00479904019196161,0.00379924015196961,0.99620075984803,0.114677064587083,0.0876824635072985,0,1,0,"h08_01_ha2_04_s01",200,0.5
"bt","glm",50,0.9,10002,0.015496900619876,0.00569886022795441,0.994301139772046,0.144571085782843,0.0845830833833233,0,1,0,"h08_01_ha2_04_s01",200,0.9
"mmm","bglm",25,0,10002,0.0001999600079984,0.0001999600079984,0.999800039992002,0.00929814037192562,0.00899820035992801,0,1,0,"h08_01_ha2_04_s01",100,0
"mmm","bglm",25,0.5,10002,0.0001999600079984,0.0001999600079984,0.999800039992002,0.0100979804039192,0.00959808038392321,0,1,0,"h08_01_ha2_04_s01",100,0.5
"mmm","bglm",25,0.9,10002,0.000799840031993601,0.0002999400119976,0.999700059988002,0.0235952809438112,0.0166966606678664,0,1,0,"h08_01_ha2_04_s01",100,0.9
"mmm","bglm",50,0,10002,0.000399920015996801,0.000399920015996801,0.999600079984003,0.0170965806838632,0.0160967806438712,0,1,0,"h08_01_ha2_04_s01",200,0
"mmm","bglm",50,0.5,10002,0.000599880023995201,0.000599880023995201,0.999400119976005,0.022995400919816,0.020995800839832,0,1,0,"h08_01_ha2_04_s01",200,0.5
"mmm","bglm",50,0.9,10002,0.00449910017996401,0.0013997200559888,0.998600279944011,0.0488902219556089,0.0331933613277345,0,1,0,"h08_01_ha2_04_s01",200,0.9
"mmm","glm",25,0,10000,0,0,0.7763,0.0096,0.0092,2e-04,0.2237,0,"h08_01_ha2_04_s01",100,0
"mmm","glm",25,0.5,10000,0,0,0.8149,0.0097,0.0087,0.001,0.1851,0,"h08_01_ha2_04_s01",100,0.5
"mmm","glm",25,0.9,10000,0,0,0.8985,0.0275,0.0184,0.0066,0.1015,0,"h08_01_ha2_04_s01",100,0.9
"mmm","glm",50,0,10000,0,0,0.9815,0.0282,0.0259,0.0017,0.0185,0,"h08_01_ha2_04_s01",200,0
"mmm","glm",50,0.5,10000,0,0,0.9831,0.0265,0.0239,0.0024,0.0169,0,"h08_01_ha2_04_s01",200,0.5
"mmm","glm",50,0.9,10000,0.0026,9e-04,0.9887,0.0521,0.0338,0.0115,0.0104,0,"h08_01_ha2_04_s01",200,0.9
"bonf","bglm",25,0,10002,0,0,1,0.0249950009998,0.0238952209558088,0,1,0,"h08_01_ha2_04_s02",100,0
"bonf","bglm",25,0.5,10002,0,0,1,0.0230953809238152,0.020495900819836,0,1,0,"h08_01_ha2_04_s02",100,0.5
"bonf","bglm",25,0.9,10002,0,0,1,0.025494901019796,0.0180963807238552,0,1,0,"h08_01_ha2_04_s02",100,0.9
"bonf","bglm",50,0,10002,0.000599880023995201,0.000599880023995201,0.999400119976005,0.0855828834233153,0.0775844831033793,0,1,0,"h08_01_ha2_04_s02",200,0
"bonf","bglm",50,0.5,10002,0.000499900019996001,0.000499900019996001,0.999500099980004,0.0864827034593081,0.0708858228354329,0,1,0,"h08_01_ha2_04_s02",200,0.5
"bonf","bglm",50,0.9,10002,0.0002999400119976,0.0001999600079984,0.999800039992002,0.0910817836432714,0.0593881223755249,0,1,0,"h08_01_ha2_04_s02",200,0.9
"bonf","glm",25,0,10002,0,0,1,0.0344931013797241,0.0330933813237353,0,1,0,"h08_01_ha2_04_s02",100,0
"bonf","glm",25,0.5,10002,0,0,1,0.0344931013797241,0.02999400119976,0,1,0,"h08_01_ha2_04_s02",100,0.5
"bonf","glm",25,0.9,10002,0,0,1,0.0401919616076785,0.0258948210357928,0,1,0,"h08_01_ha2_04_s02",100,0.9
"bonf","glm",50,0,10002,0,0,1,0.129274145170966,0.112977404519096,0,1,0,"h08_01_ha2_04_s02",200,0
"bonf","glm",50,0.5,10002,0,0,1,0.123175364927015,0.0981803639272146,0,1,0,"h08_01_ha2_04_s02",200,0.5
"bonf","glm",50,0.9,10002,0,0,1,0.134173165366927,0.0827834433113377,0,1,0,"h08_01_ha2_04_s02",200,0.9
"bt","bglm",25,0,10002,0.0122975404919016,0.0121975604879024,0.987802439512098,0.158368326334733,0.136872625474905,0,1,0,"h08_01_ha2_04_s02",100,0
"bt","bglm",25,0.5,10002,0.0123975204959008,0.0106978604279144,0.989302139572086,0.155768846230754,0.11877624475105,0,1,0,"h08_01_ha2_04_s02",100,0.5
"bt","bglm",25,0.9,10002,0.0249950009998,0.00809838032393521,0.991901619676065,0.189362127574485,0.110177964407119,0,1,0,"h08_01_ha2_04_s02",100,0.9
"bt","bglm",50,0,10002,0.0216956608678264,0.0206958608278344,0.979304139172166,0.307038592281544,0.242951409718056,0,1,0,"h08_01_ha2_04_s02",200,0
"bt","bglm",50,0.5,10002,0.025994801039792,0.0213957208558288,0.978604279144171,0.32373525294941,0.227054589082184,0,1,0,"h08_01_ha2_04_s02",200,0.5
"bt","bglm",50,0.9,10002,0.0420915816836633,0.015996800639872,0.984003199360128,0.372625474905019,0.198960207958408,0,1,0,"h08_01_ha2_04_s02",200,0.9
"bt","glm",25,0,10002,0.000999800039992002,0.000799840031993601,0.999200159968006,0.198660267946411,0.157168566286743,0,1,0,"h08_01_ha2_04_s02",100,0
"bt","glm",25,0.5,10002,0.000399920015996801,0.000399920015996801,0.999600079984003,0.203159368126375,0.147370525894821,0,1,0,"h08_01_ha2_04_s02",100,0.5
"bt","glm",25,0.9,10002,0.0016996600679864,0.000399920015996801,0.999600079984003,0.253049390121976,0.138672265546891,0,1,0,"h08_01_ha2_04_s02",100,0.9
"bt","glm",50,0,10002,0.00679864027194561,0.00609878024395121,0.993901219756049,0.36752649470106,0.277244551089782,0,1,0,"h08_01_ha2_04_s02",200,0
"bt","glm",50,0.5,10002,0.00789842031593681,0.00609878024395121,0.993901219756049,0.372325534893021,0.243851229754049,0,1,0,"h08_01_ha2_04_s02",200,0.5
"bt","glm",50,0.9,10002,0.016496700659868,0.00499900019996001,0.99500099980004,0.441911617676465,0.230353929214157,0,1,0,"h08_01_ha2_04_s02",200,0.9
"mmm","bglm",25,0,10002,0,0,1,0.028494301139772,0.026994601079784,0,1,0,"h08_01_ha2_04_s02",100,0
"mmm","bglm",25,0.5,10002,0,0,1,0.0352929414117177,0.0318936212757448,0,1,0,"h08_01_ha2_04_s02",100,0.5
"mmm","bglm",25,0.9,10002,0.000999800039992002,0.000399920015996801,0.999600079984003,0.0736852629474105,0.0475904819036193,0,1,0,"h08_01_ha2_04_s02",100,0.9
"mmm","bglm",50,0,10002,0.000699860027994401,0.000699860027994401,0.999300139972006,0.0932813437312538,0.0835832833433313,0,1,0,"h08_01_ha2_04_s02",200,0
"mmm","bglm",50,0.5,10002,0.000899820035992801,0.000899820035992801,0.999100179964007,0.106078784243151,0.0880823835232953,0,1,0,"h08_01_ha2_04_s02",200,0.5
"mmm","bglm",50,0.9,10002,0.00449910017996401,0.001999600079984,0.998000399920016,0.190161967606479,0.111877624475105,0,1,0,"h08_01_ha2_04_s02",200,0.9
"mmm","glm",25,0,10000,0,0,0.7676,0.0257,0.0237,0.0018,0.2324,0,"h08_01_ha2_04_s02",100,0
"mmm","glm",25,0.5,10000,0,0,0.8188,0.0277,0.0239,0.0034,0.1812,0,"h08_01_ha2_04_s02",100,0.5
"mmm","glm",25,0.9,10000,0,0,0.8925,0.0716,0.0436,0.0183,0.1075,0,"h08_01_ha2_04_s02",100,0.9
"mmm","glm",50,0,10000,0,0,0.9807,0.1347,0.1185,0.0125,0.0193,0,"h08_01_ha2_04_s02",200,0
"mmm","glm",50,0.5,10000,2e-04,1e-04,0.9833,0.1402,0.1094,0.0208,0.0166,0,"h08_01_ha2_04_s02",200,0.5
"mmm","glm",50,0.9,10000,3e-04,3e-04,0.9904,0.2323,0.135,0.0563,0.0093,0,"h08_01_ha2_04_s02",200,0.9
"bonf","bglm",25,0,10003,0,0,1,0.00829751074677597,0.00829751074677597,0,0,0,"h08_002_ha2_04_d01",100,0
"bonf","bglm",25,0.5,10003,0,0,1,0.0111966410076977,0.0109967009897031,0.000199940017994602,0,0,"h08_002_ha2_04_d01",100,0.5
"bonf","bglm",25,0.9,10003,0,0,1,0.0100969709087274,0.00789763071078676,0.00219934019794062,0,0,"h08_002_ha2_04_d01",100,0.9
"bonf","bglm",50,0,10003,0,0,1,0.0261921423572928,0.0252924122763171,0.000499850044986504,0,0,"h08_002_ha2_04_d01",200,0
"bonf","bglm",50,0.5,10003,0,0,1,0.024592622213336,0.0229931020693792,0.00159952014395681,0,0,"h08_002_ha2_04_d01",200,0.5
"bonf","bglm",50,0.9,10003,0,0,1,0.0230930720783765,0.0169949015295411,0.00569829051284615,0,0,"h08_002_ha2_04_d01",200,0.9
"bonf","glm",25,0,10003,0,0,1,0.00959712086374088,0.00949715085474358,9.99700089973008e-05,0,0,"h08_002_ha2_04_d01",100,0
"bonf","glm",25,0.5,10003,0,0,1,0.010296910926722,0.00979706088173548,0.000499850044986504,0,0,"h08_002_ha2_04_d01",100,0.5
"bonf","glm",25,0.9,10003,0,0,1,0.0103968809357193,0.00789763071078676,0.00229931020693792,0,0,"h08_002_ha2_04_d01",100,0.9
"bonf","glm",50,0,10003,0,0,1,0.0391882435269419,0.037888633409977,0.00129961011696491,0,0,"h08_002_ha2_04_d01",200,0
"bonf","glm",50,0.5,10003,0,0,1,0.0362891132660202,0.0330900729781066,0.00259922023392982,0,0,"h08_002_ha2_04_d01",200,0.5
"bonf","glm",50,0.9,10003,0,0,1,0.0362891132660202,0.0252924122763171,0.0103968809357193,0,0,"h08_002_ha2_04_d01",200,0.9
"bt","bglm",25,0,10003,0,0,1,0.0711786464060782,0.0666799960011996,0.00429871038688393,0,0,"h08_002_ha2_04_d01",100,0
"bt","bglm",25,0.5,10003,0,0,1,0.0709787063880836,0.0618814355693292,0.00749775067479756,0,0,"h08_002_ha2_04_d01",100,0.5
"bt","bglm",25,0.9,10003,0,0,1,0.0978706388083575,0.0612816155153454,0.0257922623213036,0,0,"h08_002_ha2_04_d01",100,0.9
"bt","bglm",50,0,10003,0,0,1,0.119364190742777,0.110566829951015,0.00839748075577327,0,0,"h08_002_ha2_04_d01",200,0
"bt","bglm",50,0.5,10003,0,0,1,0.126961911426572,0.10666799960012,0.0155953214035789,0,0,"h08_002_ha2_04_d01",200,0.5
"bt","bglm",50,0.9,10003,0.000599820053983805,0.000299910026991902,0.999700089973008,0.164650604818554,0.10556832950115,0.0444866540037989,0,0,"h08_002_ha2_04_d01",200,0.9
"bt","glm",25,0,10003,0,0,1,0.095371388583425,0.0857742677196841,0.00749775067479756,0,0,"h08_002_ha2_04_d01",100,0
"bt","glm",25,0.5,10003,0,0,1,0.107467759672098,0.087073877836649,0.014295711286614,0,0,"h08_002_ha2_04_d01",100,0.5
"bt","glm",25,0.9,10003,0,0,1,0.129761071678496,0.0836748975307408,0.0288913326002199,0,0,"h08_002_ha2_04_d01",100,0.9
"bt","glm",50,0,10003,0,0,1,0.137858642407278,0.122663201039688,0.0124962511246626,0,0,"h08_002_ha2_04_d01",200,0
"bt","glm",50,0.5,10003,0,0,1,0.151254623612916,0.123362991102669,0.020593821853444,0,0,"h08_002_ha2_04_d01",200,0.5
"bt","glm",50,0.9,10003,0,0,1,0.192942117364791,0.118564430670799,0.0479856043187044,0,0,"h08_002_ha2_04_d01",200,0.9
"mmm","bglm",25,0,10003,0,0,1,0.0116964910526842,0.0113965810256923,0.000299910026991902,0,0,"h08_002_ha2_04_d01",100,0
"mmm","bglm",25,0.5,10003,0,0,1,0.0210936718984305,0.0194941517544737,0.00159952014395681,0,0,"h08_002_ha2_04_d01",100,0.5
"mmm","bglm",25,0.9,10003,0,0,1,0.0406877936619014,0.0271918424472658,0.011296611016695,0,0,"h08_002_ha2_04_d01",100,0.9
"mmm","bglm",50,0,10003,0,0,1,0.0293911826452064,0.0283914825552334,0.000799760071978406,0,0,"h08_002_ha2_04_d01",200,0
"mmm","bglm",50,0.5,10003,0,0,1,0.0402879136259122,0.0359892032390283,0.00399880035989203,0,0,"h08_002_ha2_04_d01",200,0.5
"mmm","bglm",50,0.9,10003,0,0,1,0.0736778966310107,0.0498850344896531,0.0206937918624413,0,0,"h08_002_ha2_04_d01",200,0.9
"mmm","glm",25,0,10003,0,0,0.0857742677196841,0.000499850044986504,0.000499850044986504,0,0.914225732280316,0,"h08_002_ha2_04_d01",100,0
"mmm","glm",25,0.5,10003,0,0,0.267219834049785,0.00529841047685694,0.00499850044986504,0.000299910026991902,0.732780165950215,0,"h08_002_ha2_04_d01",100,0.5
"mmm","glm",25,0.9,10003,0,0,0.573727881635509,0.0286913925822253,0.0199940017994602,0.00779766070178946,0.426272118364491,0,"h08_002_ha2_04_d01",100,0.9
"mmm","glm",50,0,10003,0,0,0.108667399780066,0.00469859042287314,0.00419874037788663,0.000299910026991902,0.891332600219934,0,"h08_002_ha2_04_d01",200,0
"mmm","glm",50,0.5,10003,0,0,0.290812756173148,0.0116964910526842,0.0103968809357193,0.000899730080975707,0.709187243826852,0,"h08_002_ha2_04_d01",200,0.5
"mmm","glm",50,0.9,10003,0,0,0.566530040987704,0.0542837148855343,0.0340897730680796,0.015295411376587,0.433469959012296,0,"h08_002_ha2_04_d01",200,0.9
"bonf","bglm",25,0,10003,0,0,1,0.0543836848945316,0.0535839248225532,0.000799760071978406,0,0,"h08_002_ha2_04_d02",100,0
"bonf","bglm",25,0.5,10003,0,0,1,0.0520843746875937,0.0467859642107368,0.00489853044086774,0,0,"h08_002_ha2_04_d02",100,0.5
"bonf","bglm",25,0.9,10003,0,0,1,0.0548835349395181,0.0384884534639608,0.0157952614215735,0,0,"h08_002_ha2_04_d02",100,0.9
"bonf","bglm",50,0,10003,0,0,1,0.201939418174548,0.191142657202839,0.0107967609717085,0,0,"h08_002_ha2_04_d02",200,0
"bonf","bglm",50,0.5,10003,0,0,1,0.198440467859642,0.167349795061482,0.0298910326901929,0,0,"h08_002_ha2_04_d02",200,0.5
"bonf","bglm",50,0.9,10003,0,0,1,0.194841547535739,0.128061581525542,0.0649805058482455,0,0,"h08_002_ha2_04_d02",200,0.9
"bonf","glm",25,0,10003,0,0,1,0.0570828751374588,0.0559832050384885,0.00109967009897031,0,0,"h08_002_ha2_04_d02",100,0
"bonf","glm",25,0.5,10003,0,0,1,0.0549835049485154,0.0494851544536639,0.00529841047685694,0,0,"h08_002_ha2_04_d02",100,0.5
"bonf","glm",25,0.9,10003,0,0,1,0.0588823352994102,0.0405878236529041,0.017294811556533,0,0,"h08_002_ha2_04_d02",100,0.9
"bonf","glm",50,0,10003,0,0,1,0.255223432970109,0.237628711386584,0.0169949015295411,0,0,"h08_002_ha2_04_d02",200,0
"bonf","glm",50,0.5,10003,0,0,1,0.246026192142357,0.204638608417475,0.0401879436169149,0,0,"h08_002_ha2_04_d02",200,0.5
"bonf","glm",50,0.9,10003,0,0,1,0.258622413276017,0.163051084674598,0.0919724082775168,0,0,"h08_002_ha2_04_d02",200,0.9
"bt","bglm",25,0,10003,0,0,1,0.215035489353194,0.198440467859642,0.0140957712686194,0,0,"h08_002_ha2_04_d02",100,0
"bt","bglm",25,0.5,10003,0,0,1,0.219834049785064,0.181445566330101,0.0342897130860742,0,0,"h08_002_ha2_04_d02",100,0.5
"bt","bglm",25,0.9,10003,0,0,1,0.276617014895531,0.17294811556533,0.087073877836649,0,0,"h08_002_ha2_04_d02",100,0.9
"bt","bglm",50,0,10003,0,0,1,0.520843746875937,0.446965910226932,0.068779366190143,0,0,"h08_002_ha2_04_d02",200,0
"bt","bglm",50,0.5,10003,0.000199940017994602,0.000199940017994602,0.999800059982005,0.54333699890033,0.404278716385085,0.127261821453564,0,0,"h08_002_ha2_04_d02",200,0.5
"bt","bglm",50,0.9,10003,0.000699790062981106,0.000199940017994602,0.999800059982005,0.63480955713286,0.373288013595921,0.233929821053684,0,0,"h08_002_ha2_04_d02",200,0.9
"bt","glm",25,0,10003,0,0,1,0.261721483554934,0.229731080675797,0.0261921423572928,0,0,"h08_002_ha2_04_d02",100,0
"bt","glm",25,0.5,10003,0,0,1,0.280615815255423,0.218234529641108,0.049185244426672,0,0,"h08_002_ha2_04_d02",100,0.5
"bt","glm",25,0.9,10003,0,0,1,0.327901629511147,0.200339898030591,0.0996700989703089,0,0,"h08_002_ha2_04_d02",100,0.9
"bt","glm",50,0,10003,0,0,1,0.56812956113166,0.472758172548236,0.0851744476657003,0,0,"h08_002_ha2_04_d02",200,0
"bt","glm",50,0.5,10003,0,0,1,0.584524642607218,0.429471158652404,0.13665900229931,0,0,"h08_002_ha2_04_d02",200,0.5
"bt","glm",50,0.9,10003,0,0,1,0.659802059382185,0.384684594621614,0.234029791062681,0,0,"h08_002_ha2_04_d02",200,0.9
"mmm","bglm",25,0,10003,0,0,1,0.0612816155153454,0.0603818854343697,0.000899730080975707,0,0,"h08_002_ha2_04_d02",100,0
"mmm","bglm",25,0.5,10003,0,0,1,0.0932720183944817,0.0818754373687894,0.0105968209537139,0,0,"h08_002_ha2_04_d02",100,0.5
"mmm","bglm",25,0.9,10003,0,0,1,0.143057082875137,0.0946715985204439,0.0454863540937719,0,0,"h08_002_ha2_04_d02",100,0.9
"mmm","bglm",50,0,10003,0,0,1,0.232730180945716,0.218234529641108,0.014295711286614,0,0,"h08_002_ha2_04_d02",200,0
"mmm","bglm",50,0.5,10003,0,0,1,0.28111566530041,0.224532640207938,0.0543836848945316,0,0,"h08_002_ha2_04_d02",200,0.5
"mmm","bglm",50,0.9,10003,0,0,1,0.41517544736579,0.254723582925122,0.150054983504949,0,0,"h08_002_ha2_04_d02",200,0.9
"mmm","glm",25,0,10003,0,0,0.0838748375487354,0.00279916025192442,0.00279916025192442,0,0.916125162451265,0,"h08_002_ha2_04_d02",100,0
"mmm","glm",25,0.5,10003,0,0,0.26592022393282,0.017294811556533,0.0147955613316005,0.00229931020693792,0.73407977606718,0,"h08_002_ha2_04_d02",100,0.5
"mmm","glm",25,0.9,10003,0,0,0.566030190942717,0.0888733379986004,0.0554833549935019,0.027591722483255,0.433969809057283,0,"h08_002_ha2_04_d02",100,0.9
"mmm","glm",50,0,10003,0,0,0.10926721983405,0.0264920523842847,0.0247925622313306,0.00169949015295411,0.89073278016595,0,"h08_002_ha2_04_d02",200,0
"mmm","glm",50,0.5,10003,0,0,0.285714285714286,0.0651804458662401,0.0499850044986504,0.0135959212236329,0.714285714285714,0,"h08_002_ha2_04_d02",200,0.5
"mmm","glm",50,0.9,10003,0,0,0.557132860141957,0.225632310306908,0.138358492452264,0.0800759772068379,0.442867139858043,0,"h08_002_ha2_04_d02",200,0.9
"bonf","bglm",25,0,10002,0,0,1,0.00869826034793041,0.00839832033593281,0,1,0,"h08_002_ha2_04_s01",100,0
"bonf","bglm",25,0.5,10002,0,0,1,0.00829834033193361,0.00799840031993601,0,1,0,"h08_002_ha2_04_s01",100,0.5
"bonf","bglm",25,0.9,10002,0,0,1,0.00609878024395121,0.00469906018796241,0,1,0,"h08_002_ha2_04_s01",100,0.9
"bonf","bglm",50,0,10002,0,0,1,0.016996600679864,0.015996800639872,0,1,0,"h08_002_ha2_04_s01",200,0
"bonf","bglm",50,0.5,10002,0,0,1,0.01499700059988,0.0135972805438912,0,1,0,"h08_002_ha2_04_s01",200,0.5
"bonf","bglm",50,0.9,10002,0,0,1,0.0166966606678664,0.0121975604879024,0,1,0,"h08_002_ha2_04_s01",200,0.9
"bonf","glm",25,0,10002,0,0,1,0.00949810037992401,0.00909818036392721,0,1,0,"h08_002_ha2_04_s01",100,0
"bonf","glm",25,0.5,10002,0,0,1,0.00959808038392321,0.00909818036392721,0,1,0,"h08_002_ha2_04_s01",100,0.5
"bonf","glm",25,0.9,10002,0,0,1,0.00879824035192961,0.00659868026394721,0,1,0,"h08_002_ha2_04_s01",100,0.9
"bonf","glm",50,0,10002,0,0,1,0.0310937812437512,0.028494301139772,0,1,0,"h08_002_ha2_04_s01",200,0
"bonf","glm",50,0.5,10002,0,0,1,0.025994801039792,0.0233953209358128,0,1,0,"h08_002_ha2_04_s01",200,0.5
"bonf","glm",50,0.9,10002,0,0,1,0.0248950209958008,0.0178964207158568,0,1,0,"h08_002_ha2_04_s01",200,0.9
"bt","bglm",25,0,10002,0,0,1,0.0605878824235153,0.0543891221755649,0,1,0,"h08_002_ha2_04_s01",100,0
"bt","bglm",25,0.5,10002,0,0,1,0.0583883223355329,0.0492901419716057,0,1,0,"h08_002_ha2_04_s01",100,0.5
"bt","bglm",25,0.9,10002,0,0,1,0.0799840031993601,0.0510897820435913,0,1,0,"h08_002_ha2_04_s01",100,0.9
"bt","bglm",50,0,10002,0,0,1,0.0865826834633073,0.0773845230953809,0,1,0,"h08_002_ha2_04_s01",200,0
"bt","bglm",50,0.5,10002,0,0,1,0.0959808038392322,0.0764847030593881,0,1,0,"h08_002_ha2_04_s01",200,0.5
"bt","bglm",50,0.9,10002,0.0002999400119976,0.0001999600079984,0.999800039992002,0.127174565086983,0.0791841631673665,0,1,0,"h08_002_ha2_04_s01",200,0.9
"bt","glm",25,0,10002,0,0,1,0.0835832833433313,0.0715856828634273,0,1,0,"h08_002_ha2_04_s01",100,0
"bt","glm",25,0.5,10002,0,0,1,0.0892821435712857,0.0710857828434313,0,1,0,"h08_002_ha2_04_s01",100,0.5
"bt","glm",25,0.9,10002,0,0,1,0.114677064587083,0.0698860227954409,0,1,0,"h08_002_ha2_04_s01",100,0.9
"bt","glm",50,0,10002,0,0,1,0.128374325134973,0.107278544291142,0,1,0,"h08_002_ha2_04_s01",200,0
"bt","glm",50,0.5,10002,0,0,1,0.132573485302939,0.100579884023195,0,1,0,"h08_002_ha2_04_s01",200,0.5
