"","method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor","X"
"1","mmm","bglm",1667,25,0,0,1667,0,0,1667,67,64,0,NA
"2","mmm","bglm",1667,50,0,0,1667,1,1,1666,185,173,0,NA
"3","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,195,68,0,NA
"4","mmm","bglm",1667,50,0.9,0,1667,2,1,1666,399,126,0,NA
"5","mmm","bglm",1667,25,0,0,1667,0,0,1667,76,73,0,NA
"6","mmm","bglm",1667,50,0,0,1667,0,0,1667,152,145,0,NA
"7","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,206,64,0,NA
"8","mmm","bglm",1667,50,0.9,0,1667,2,2,1665,364,121,0,NA
"9","mmm","bglm",1667,25,0,0,1667,0,0,1667,68,64,0,NA
"10","mmm","bglm",1667,50,0,0,1667,0,0,1667,152,144,0,NA
"11","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,256,78,0,NA
"12","mmm","bglm",1667,50,0.9,0,1667,4,4,1663,445,133,0,NA
"13","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,94,64,0,NA
"14","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,197,150,0,NA
"15","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,66,52,0,NA
"16","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,261,183,0,NA
"17","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,81,57,0,NA
"18","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,246,169,0,NA
"19","mmm","bglm",1667,25,0,0,1667,0,0,1667,62,60,0,NA
"20","mmm","bglm",1667,50,0,0,1667,1,1,1666,151,144,0,NA
"21","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,161,57,0,NA
"22","mmm","bglm",1667,50,0.9,0,1667,3,2,1665,473,147,0,NA
"23","mmm","bglm",1667,25,0,0,1667,0,0,1667,80,79,0,NA
"24","mmm","bglm",1667,50,0,0,1667,0,0,1667,207,196,0,NA
"25","mmm","bglm",1667,25,0.9,0,1667,1,1,1666,177,52,0,NA
"26","mmm","bglm",1667,50,0.9,0,1667,1,1,1666,459,129,0,NA
"27","mmm","bglm",1667,25,0,0,1667,0,0,1667,64,62,0,NA
"28","mmm","bglm",1667,50,0,0,1667,1,1,1666,177,167,0,NA
"29","mmm","bglm",1667,25,0.9,0,1667,1,1,1666,212,62,0,NA
"30","mmm","bglm",1667,50,0.9,0,1667,2,1,1666,425,121,0,NA
"31","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,87,62,0,NA
"32","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,242,164,0,NA
"33","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,58,53,0,NA
"34","mmm","bglm",1667,50,0.5,0,1667,2,2,1665,232,162,0,NA
"35","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,77,55,0,NA
"36","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,245,166,0,NA
"37","bonf","glm",1667,25,0,0,1667,0,0,1667,79,78,0,1
"38","bt","glm",1667,25,0,0,1667,0,0,1667,183,171,0,2
"39","bonf","bglm",1667,25,0,0,1667,0,0,1667,74,68,0,3
"40","bt","bglm",1667,25,0,0,1667,2,2,1665,143,138,0,4
"41","bonf","glm",1667,50,0,0,1667,0,0,1667,251,236,0,5
"42","bt","glm",1667,50,0,0,1667,0,0,1667,335,291,0,6
"43","bonf","bglm",1667,50,0,0,1667,0,0,1667,151,144,0,7
"44","bt","bglm",1667,50,0,0,1667,1,1,1666,264,238,0,8
"45","bonf","glm",1667,25,0.9,0,1667,0,0,1667,86,28,0,9
"46","bt","glm",1667,25,0.9,0,1667,0,0,1667,408,126,0,10
"47","bonf","bglm",1667,25,0.9,0,1667,0,0,1667,64,29,0,11
"48","bt","bglm",1667,25,0.9,0,1667,2,2,1665,469,121,0,12
"49","bonf","glm",1667,50,0.9,0,1667,0,0,1667,231,74,0,13
"50","bt","glm",1667,50,0.9,0,1667,1,1,1666,685,177,0,14
