"","method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor","X"
"1","mmm","bglm",1667,25,0,0,1667,8,8,1659,0,0,0,NA
"2","mmm","bglm",1667,50,0,0,1667,9,9,1658,6,6,0,NA
"3","mmm","bglm",1667,25,0.9,0,1667,26,17,1650,18,4,0,NA
"4","mmm","bglm",1667,50,0.9,0,1667,23,20,1647,47,18,0,NA
"5","mmm","bglm",1667,25,0,0,1667,2,2,1665,0,0,0,NA
"6","mmm","bglm",1667,50,0,0,1667,7,7,1660,6,6,0,NA
"7","mmm","bglm",1667,25,0.9,0,1667,26,20,1647,7,1,0,NA
"8","mmm","bglm",1667,50,0.9,0,1667,23,16,1651,22,13,0,NA
"9","mmm","bglm",1667,25,0,0,1667,6,6,1661,0,0,0,NA
"10","mmm","bglm",1667,50,0,0,1667,13,13,1654,6,6,0,NA
"11","mmm","bglm",1667,25,0.9,0,1667,22,18,1649,4,2,0,NA
"12","mmm","bglm",1667,50,0.9,0,1667,28,23,1644,43,17,0,NA
"13","mmm","bglm",1667,25,0.5,0,1667,12,10,1657,0,0,0,NA
"14","mmm","bglm",1667,50,0.5,0,1667,9,9,1658,15,14,0,NA
"15","mmm","bglm",1667,25,0.5,0,1667,4,4,1663,1,1,0,NA
"16","mmm","bglm",1667,50,0.5,0,1667,11,11,1656,8,7,0,NA
"17","mmm","bglm",1667,25,0.5,0,1667,10,10,1657,0,0,0,NA
"18","mmm","bglm",1667,50,0.5,0,1667,15,14,1653,10,9,0,NA
"19","mmm","bglm",1667,25,0,0,1667,7,7,1660,1,1,0,NA
"20","mmm","bglm",1667,50,0,0,1667,8,8,1659,3,3,0,NA
"21","mmm","bglm",1667,25,0.9,0,1667,25,20,1647,13,3,0,NA
"22","mmm","bglm",1667,50,0.9,0,1667,31,27,1640,38,16,0,NA
"23","mmm","bglm",1667,25,0,0,1667,1,1,1666,0,0,0,NA
"24","mmm","bglm",1667,50,0,0,1667,18,16,1651,8,8,0,NA
"25","mmm","bglm",1667,25,0.9,0,1667,23,16,1651,10,3,0,NA
"26","mmm","bglm",1667,50,0.9,0,1667,21,16,1651,39,17,0,NA
