"","method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor","X"
"1","mmm","bglm",1667,25,0,0,1667,0,0,1667,204,179,0,NA
"2","mmm","bglm",1667,50,0,0,1667,0,0,1667,621,490,0,NA
"3","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,394,111,0,NA
"4","mmm","bglm",1667,50,0.9,0,1667,2,2,1665,1193,267,0,NA
"5","mmm","bglm",1667,25,0,0,1667,0,0,1667,223,202,0,NA
"6","mmm","bglm",1667,50,0,0,1667,0,0,1667,614,499,0,NA
"7","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,363,109,0,NA
"8","mmm","bglm",1667,50,0.9,0,1667,6,4,1663,1370,313,0,NA
"9","mmm","bglm",1667,25,0,0,1667,0,0,1667,180,164,0,NA
"10","mmm","bglm",1667,50,0,0,1667,1,1,1666,588,471,0,NA
"11","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,504,137,0,NA
"12","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,1289,284,0,NA
"13","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,212,151,0,NA
"14","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,739,388,0,NA
"15","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,279,178,0,NA
"16","mmm","bglm",1667,50,0.5,0,1667,1,1,1666,694,383,0,NA
"17","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,251,159,0,NA
"18","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,711,386,0,NA
"19","mmm","bglm",1667,25,0,0,1667,0,0,1667,202,180,0,NA
"20","mmm","bglm",1667,50,0,0,1667,0,0,1667,630,517,0,NA
"21","mmm","bglm",1667,25,0.9,0,1667,1,1,1666,439,114,0,NA
"22","mmm","bglm",1667,50,0.9,0,1667,5,3,1664,1225,299,0,NA
"23","mmm","bglm",1667,25,0,0,1667,0,0,1667,209,190,0,NA
"24","mmm","bglm",1667,50,0,0,1667,1,1,1666,591,467,0,NA
"25","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,395,111,0,NA
"26","mmm","bglm",1667,50,0.9,0,1667,1,1,1666,1129,259,0,NA
"27","mmm","bglm",1667,25,0,0,1667,0,0,1667,211,189,0,NA
"28","mmm","bglm",1667,50,0,0,1667,0,0,1667,553,451,0,NA
"29","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,411,109,0,NA
