"","method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor","X"
"1","mmm","bglm",1000,25,0,0,1000,0,0,1000,345,282,0,NA
"2","mmm","bglm",1000,50,0,0,1000,0,0,1000,1380,724,0,NA
"3","mmm","bglm",1000,25,0.5,0,1000,0,0,1000,383,219,0,NA
"4","mmm","bglm",1000,50,0.5,0,1000,0,0,1000,1562,537,0,NA
"5","mmm","bglm",1000,25,0.9,0,1000,0,0,1000,821,180,0,NA
"6","mmm","bglm",1000,50,0.9,0,1000,0,0,1000,2493,433,0,NA
"7","mmm","bglm",1000,25,0,0,1000,0,0,1000,344,275,0,NA
"8","mmm","bglm",1000,50,0,0,1000,0,0,1000,1358,709,0,NA
"9","mmm","bglm",1000,25,0.5,0,1000,0,0,1000,376,208,0,NA
"10","mmm","bglm",1000,50,0.5,0,1000,0,0,1000,1602,556,0,NA
"11","mmm","bglm",1000,25,0.9,0,1000,0,0,1000,810,181,0,NA
"12","mmm","bglm",1000,50,0.9,0,1000,0,0,1000,2287,410,0,NA
"13","mmm","bglm",1000,25,0,0,1000,0,0,1000,377,304,0,NA
"14","mmm","bglm",1000,50,0,0,1000,0,0,1000,1329,741,0,NA
"15","mmm","bglm",1000,25,0.5,0,1000,0,0,1000,457,221,0,NA
"16","mmm","bglm",1000,50,0.5,0,1000,0,0,1000,1526,537,0,NA
"17","mmm","bglm",1000,25,0.9,0,1000,0,0,1000,676,180,0,NA
"18","mmm","bglm",1000,50,0.9,0,1000,0,0,1000,2566,419,0,NA
"19","mmm","bglm",1000,25,0,0,1000,0,0,1000,378,292,0,NA
"20","mmm","bglm",1000,50,0,0,1000,0,0,1000,1348,731,0,NA
"21","mmm","bglm",1000,25,0.5,0,1000,0,0,1000,488,238,0,NA
"22","mmm","bglm",1000,50,0.5,0,1000,0,0,1000,1679,567,0,NA
"23","mmm","bglm",1000,25,0.9,0,1000,0,0,1000,888,181,0,NA
"24","mmm","bglm",1000,50,0.9,0,1000,0,0,1000,2509,444,0,NA
"25","mmm","bglm",1000,25,0,0,1000,0,0,1000,355,294,0,NA
"26","mmm","bglm",1000,50,0,0,1000,0,0,1000,1365,722,0,NA
"27","mmm","bglm",1000,25,0.5,0,1000,0,0,1000,426,229,0,NA
"28","mmm","bglm",1000,50,0.5,0,1000,0,0,1000,1570,559,0,NA
"29","mmm","bglm",1000,25,0.9,0,1000,0,0,1000,684,165,0,NA
"30","mmm","bglm",1000,50,0.9,0,1000,0,0,1000,2303,408,0,NA
"31","mmm","bglm",1000,25,0,0,1000,0,0,1000,384,316,0,NA
