"","method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor","X"
"1","mmm","bglm",1667,25,0,0,1667,0,0,1667,401,359,0,NA
"2","mmm","bglm",1667,50,0,0,1667,0,0,1667,1476,1005,0,NA
"3","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,698,203,0,NA
"4","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,2572,567,0,NA
"5","mmm","bglm",1667,25,0,0,1667,0,0,1667,372,342,0,NA
"6","mmm","bglm",1667,50,0,0,1667,0,0,1667,1490,991,0,NA
"7","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,729,197,0,NA
"8","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,2540,561,0,NA
"9","mmm","bglm",1667,25,0,0,1667,0,0,1667,360,321,0,NA
"10","mmm","bglm",1667,50,0,0,1667,0,0,1667,1407,967,0,NA
"11","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,687,196,0,NA
"12","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,2518,536,0,NA
"13","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,423,242,0,NA
"14","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,1707,729,0,NA
"15","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,384,242,0,NA
"16","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,1545,696,0,NA
"17","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,372,233,0,NA
"18","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,1610,700,0,NA
"19","mmm","bglm",1667,25,0,0,1667,0,0,1667,386,342,0,NA
"20","mmm","bglm",1667,50,0,0,1667,0,0,1667,1436,980,0,NA
"21","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,725,192,0,NA
"22","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,2399,509,0,NA
"23","mmm","bglm",1667,25,0,0,1667,0,0,1667,369,339,0,NA
"24","mmm","bglm",1667,50,0,0,1667,0,0,1667,1495,1005,0,NA
"25","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,729,205,0,NA
"26","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,2476,546,0,NA
"27","mmm","bglm",1667,25,0,0,1667,0,0,1667,338,316,0,NA
"28","mmm","bglm",1667,50,0,0,1667,0,0,1667,1410,981,0,NA
"29","mmm","bglm",1667,25,0.9,0,1667,0,0,1667,843,215,0,NA
"30","mmm","bglm",1667,50,0.9,0,1667,0,0,1667,2503,544,0,NA
"31","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,410,247,0,NA
"32","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,1738,768,0,NA
"33","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,456,261,0,NA
"34","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,1714,726,0,NA
"35","mmm","bglm",1667,25,0.5,0,1667,0,0,1667,389,255,0,NA
"36","mmm","bglm",1667,50,0.5,0,1667,0,0,1667,1680,758,0,NA
"37","bonf","glm",1667,25,0,0,1667,0,0,1667,391,343,0,1
"38","bt","glm",1667,25,0,0,1667,0,0,1667,713,571,0,2
"39","bonf","bglm",1667,25,0,0,1667,0,0,1667,330,303,0,3
"40","bt","bglm",1667,25,0,0,1667,0,0,1667,595,502,0,4
"41","bonf","glm",1667,50,0,0,1667,0,0,1667,1687,1121,0,5
"42","bt","glm",1667,50,0,0,1667,0,0,1667,1918,1172,0,6
"43","bonf","bglm",1667,50,0,0,1667,0,0,1667,1288,925,0,7
"44","bt","bglm",1667,50,0,0,1667,0,0,1667,1891,1164,0,8
"45","bonf","glm",1667,25,0.9,0,1667,0,0,1667,400,114,0,9
"46","bt","glm",1667,25,0.9,0,1667,0,0,1667,1552,370,0,10
"47","bonf","bglm",1667,25,0.9,0,1667,0,0,1667,291,88,0,11
"48","bt","bglm",1667,25,0.9,0,1667,0,0,1667,1359,329,0,12
"49","bonf","glm",1667,50,0.9,0,1667,0,0,1667,1569,395,0,13
"50","bt","glm",1667,50,0.9,0,1667,0,0,1667,3359,676,0,14
"51","bonf","bglm",1667,50,0.9,0,1667,0,0,1667,1337,331,0,15
"52","bt","bglm",1667,50,0.9,0,1667,0,0,1667,3121,651,0,16
