"method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"mmm","bglm",1667,25,0,0,1667,0,0,1667,214,190,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,637,485,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,468,125,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,1345,314,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,192,176,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,598,476,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,502,132,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,1278,287,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,195,177,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,588,484,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,462,119,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,1236,291,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,241,156,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,691,391,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,216,140,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,722,382,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,243,154,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,750,399,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,179,161,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,600,489,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,384,116,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,1385,307,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,196,179,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,608,491,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,490,135,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,1398,317,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,207,185,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,601,483,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,555,141,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,1410,307,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,218,159,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,753,382,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,218,147,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,788,415,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,238,151,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,708,395,0
"bonf","glm",1667,25,0,0,1667,0,0,1667,240,213,0
"bt","glm",1667,25,0,0,1667,0,0,1667,455,363,0
"bonf","bglm",1667,25,0,0,1667,0,0,1667,183,170,0
"bt","bglm",1667,25,0,0,1667,0,0,1667,273,237,0
"bonf","glm",1667,50,0,0,1667,0,0,1667,911,661,0
"bt","glm",1667,50,0,0,1667,0,0,1667,1098,739,0
"bonf","bglm",1667,50,0,0,1667,0,0,1667,587,468,0
"bt","bglm",1667,50,0,0,1667,0,0,1667,945,670,0
"bonf","glm",1667,25,0.9,0,1667,0,0,1667,207,60,0
"bt","glm",1667,25,0.9,0,1667,0,0,1667,987,238,0
"bonf","bglm",1667,25,0.9,0,1667,0,0,1667,165,53,0
"bt","bglm",1667,25,0.9,0,1667,0,0,1667,853,201,0
"bonf","glm",1667,50,0.9,0,1667,0,0,1667,904,211,0
"bt","glm",1667,50,0.9,0,1667,0,0,1667,2217,437,0
"bonf","bglm",1667,50,0.9,0,1667,0,0,1667,532,152,0
"bt","bglm",1667,50,0.9,0,1667,0,0,1667,1899,389,0
"bonf","glm",1667,25,0,0,1667,0,0,1667,251,220,0
"bt","glm",1667,25,0,0,1667,0,0,1667,461,364,0
"bonf","bglm",1667,25,0,0,1667,0,0,1667,169,156,0
"bt","bglm",1667,25,0,0,1667,0,0,1667,295,257,0
"bonf","glm",1667,50,0,0,1667,0,0,1667,871,660,0
"bt","glm",1667,50,0,0,1667,0,0,1667,1088,744,0
