"method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"mmm","bglm",1667,25,0,0,1667,0,0,1667,51,45,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,163,143,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,130,81,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,371,206,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,39,38,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,144,126,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,161,96,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,387,216,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,52,49,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,174,146,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,154,98,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,372,218,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,89,77,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,238,184,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,88,76,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,246,194,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,83,75,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,205,172,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,49,44,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,147,136,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,139,88,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,379,216,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,50,46,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,168,153,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,133,87,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,391,225,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,54,52,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,172,160,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,174,106,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,435,262,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,68,58,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,214,172,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,85,68,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,218,178,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,77,70,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,213,171,0
"bonf","glm",1667,25,0,0,1667,0,0,1667,53,50,0
"bt","glm",1667,25,0,0,1667,0,0,1667,364,288,0
"bonf","bglm",1667,25,0,0,1667,0,0,1667,44,44,0
"bt","bglm",1667,25,0,0,1667,0,0,1667,275,236,0
"bonf","glm",1667,50,0,0,1667,0,0,1667,222,191,0
"bt","glm",1667,50,0,0,1667,0,0,1667,678,512,0
"bonf","bglm",1667,50,0,0,1667,0,0,1667,129,117,0
"bt","bglm",1667,50,0,0,1667,0,0,1667,534,424,0
"bonf","glm",1667,25,0.9,0,1667,0,0,1667,65,42,0
"bt","glm",1667,25,0.9,0,1667,0,0,1667,371,205,0
"bonf","bglm",1667,25,0.9,0,1667,0,0,1667,36,26,0
"bt","bglm",1667,25,0.9,0,1667,0,0,1667,304,176,0
"bonf","glm",1667,50,0.9,0,1667,0,0,1667,205,129,0
"bt","glm",1667,50,0.9,0,1667,0,0,1667,864,428,0
"bonf","bglm",1667,50,0.9,0,1667,0,0,1667,163,104,0
"bt","bglm",1667,50,0.9,0,1667,2,1,1666,750,373,0
"bonf","glm",1667,25,0,0,1667,0,0,1667,54,51,0
"bt","glm",1667,25,0,0,1667,0,0,1667,352,280,0
"bonf","bglm",1667,25,0,0,1667,0,0,1667,47,46,0
"bt","bglm",1667,25,0,0,1667,0,0,1667,277,233,0
"bonf","glm",1667,50,0,0,1667,0,0,1667,193,181,0
"bt","glm",1667,50,0,0,1667,0,0,1667,720,510,0
"bonf","bglm",1667,50,0,0,1667,0,0,1667,151,140,0
"bt","bglm",1667,50,0,0,1667,0,0,1667,581,457,0
"bonf","glm",1667,25,0.9,0,1667,0,0,1667,66,39,0
"bt","glm",1667,25,0.9,0,1667,0,0,1667,426,234,0
"bonf","bglm",1667,25,0.9,0,1667,0,0,1667,46,31,0
"bt","bglm",1667,25,0.9,0,1667,0,0,1667,374,214,0
"bonf","glm",1667,50,0.9,0,1667,0,0,1667,252,152,0
"bt","glm",1667,50,0.9,0,1667,0,0,1667,839,436,0
"bonf","bglm",1667,50,0.9,0,1667,0,0,1667,121,79,0
"bt","bglm",1667,50,0.9,0,1667,5,1,1666,694,365,0
"bonf","glm",1667,25,0,0,1667,0,0,1667,48,47,0
"bt","glm",1667,25,0,0,1667,0,0,1667,309,249,0
"bonf","bglm",1667,25,0,0,1667,0,0,1667,36,35,0
"bt","bglm",1667,25,0,0,1667,0,0,1667,235,208,0
"bonf","glm",1667,50,0,0,1667,0,0,1667,233,206,0
"bt","glm",1667,50,0,0,1667,0,0,1667,644,483,0
"bonf","bglm",1667,50,0,0,1667,0,0,1667,133,123,0
"bt","bglm",1667,50,0,0,1667,0,0,1667,538,425,0
"bonf","glm",1667,25,0.9,0,1667,0,0,1667,63,43,0
"bt","glm",1667,25,0.9,0,1667,0,0,1667,439,233,0
"bonf","bglm",1667,25,0.9,0,1667,0,0,1667,32,23,0
"bt","bglm",1667,25,0.9,0,1667,0,0,1667,328,196,0
"bonf","glm",1667,50,0.9,0,1667,0,0,1667,204,127,0
"bt","glm",1667,50,0.9,0,1667,0,0,1667,823,420,0
"bonf","bglm",1667,50,0.9,0,1667,0,0,1667,140,95,0
"bt","bglm",1667,50,0.9,0,1667,10,2,1665,711,362,0
"bonf","glm",1667,25,0.5,0,1667,0,0,1667,55,52,0
"bt","glm",1667,25,0.5,0,1667,0,0,1667,356,250,0
"bonf","bglm",1667,25,0.5,0,1667,0,0,1667,46,39,0
"bt","bglm",1667,25,0.5,0,1667,0,0,1667,273,209,0
