"method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"mmm","bglm",1667,25,0,0,1667,0,0,1667,59,55,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,119,112,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,141,46,0
"mmm","bglm",1667,50,0.9,0,1667,2,2,1665,323,105,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,55,53,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,109,105,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,148,57,0
"mmm","bglm",1667,50,0.9,0,1667,1,1,1666,307,94,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,64,61,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,123,112,0
"mmm","bglm",1667,25,0.9,0,1667,2,1,1666,138,48,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,347,101,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,66,57,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,157,104,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,54,42,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,158,107,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,63,50,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,116,91,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,50,46,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,105,98,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,119,43,0
"mmm","bglm",1667,50,0.9,0,1667,3,2,1665,348,100,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,43,41,0
"mmm","bglm",1667,50,0,0,1667,1,1,1666,106,100,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,129,52,0
"mmm","bglm",1667,50,0.9,0,1667,1,1,1666,320,84,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,59,54,0
"mmm","bglm",1667,50,0,0,1667,1,1,1666,108,98,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,170,55,0
"mmm","bglm",1667,50,0.9,0,1667,2,2,1665,271,80,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,67,48,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,159,115,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,77,56,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,137,106,0
