"method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"mmm","bglm",1000,25,0,0,0,13,13,987,0,0,0
"mmm","bglm",1000,50,0,0,0,18,17,983,0,0,0
"mmm","bglm",1000,25,0.5,0,0,11,9,991,0,0,0
"mmm","bglm",1000,50,0.5,0,0,21,17,983,0,0,0
"mmm","bglm",1000,25,0.9,0,0,26,16,984,0,0,0
"mmm","bglm",1000,50,0.9,0,0,33,22,978,0,0,0
"mmm","bglm",1000,25,0,0,0,9,9,991,0,0,0
"mmm","bglm",1000,50,0,0,0,12,12,988,0,0,0
"mmm","bglm",1000,25,0.5,0,0,16,15,985,0,0,0
"mmm","bglm",1000,50,0.5,0,0,19,16,984,0,0,0
"mmm","bglm",1000,25,0.9,0,0,20,14,986,0,0,0
"mmm","bglm",1000,50,0.9,0,0,41,22,978,0,0,0
"mmm","bglm",1000,25,0,0,0,5,5,995,0,0,0
"mmm","bglm",1000,50,0,0,0,20,20,980,0,0,0
"mmm","bglm",1000,25,0.5,0,0,14,14,986,0,0,0
"mmm","bglm",1000,50,0.5,0,0,21,18,982,0,0,0
"mmm","bglm",1000,25,0.9,0,0,5,4,996,0,0,0
"mmm","bglm",1000,50,0.9,0,0,31,17,983,0,0,0
"mmm","bglm",1000,25,0,0,0,8,8,992,0,0,0
"mmm","bglm",1000,50,0,0,0,14,14,986,0,0,0
"mmm","bglm",1000,25,0.5,0,0,13,11,989,0,0,0
"mmm","bglm",1000,50,0.5,0,0,19,14,986,0,0,0
"mmm","bglm",1000,25,0.9,0,0,6,5,995,0,0,0
"mmm","bglm",1000,50,0.9,0,0,31,18,982,0,0,0
"mmm","bglm",1000,25,0,0,0,7,7,993,0,0,0
"mmm","bglm",1000,50,0,0,0,10,10,990,0,0,0
"mmm","bglm",1000,25,0.5,0,0,17,16,984,0,0,0
"mmm","bglm",1000,50,0.5,0,0,23,22,978,0,0,0
"mmm","bglm",1000,25,0.9,0,0,16,11,989,0,0,0
"mmm","bglm",1000,50,0.9,0,0,41,25,975,0,0,0
"mmm","bglm",125,25,0,0,0,4,4,121,0,0,0
