"method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"mmm","bglm",1000,25,0,0,1000,12,12,988,5,5,0
"mmm","bglm",1000,50,0,0,1000,26,25,975,54,53,0
"mmm","bglm",1000,25,0.5,0,1000,23,20,980,4,4,0
"mmm","bglm",1000,50,0.5,0,1000,21,19,981,46,41,0
"mmm","bglm",1000,25,0.9,0,1000,47,17,983,19,15,0
"mmm","bglm",1000,50,0.9,0,1000,79,17,983,116,74,0
"mmm","bglm",1000,25,0,0,1000,13,13,987,2,2,0
"mmm","bglm",1000,50,0,0,1000,32,31,969,46,46,0
"mmm","bglm",1000,25,0.5,0,1000,22,18,982,4,4,0
"mmm","bglm",1000,50,0.5,0,1000,26,22,978,57,54,0
"mmm","bglm",1000,25,0.9,0,1000,39,13,987,12,8,0
"mmm","bglm",1000,50,0.9,0,1000,54,24,976,103,69,0
"mmm","bglm",1000,25,0,0,1000,16,16,984,1,1,0
"mmm","bglm",1000,50,0,0,1000,28,28,972,39,39,0
"mmm","bglm",1000,25,0.5,0,1000,19,19,981,3,3,0
"mmm","bglm",1000,50,0.5,0,1000,33,28,972,52,47,0
"mmm","bglm",1000,25,0.9,0,1000,38,13,987,11,10,0
"mmm","bglm",1000,50,0.9,0,1000,64,21,979,109,68,0
"mmm","bglm",1000,25,0,0,1000,10,10,990,2,2,0
"mmm","bglm",1000,50,0,0,1000,20,20,980,47,45,0
"mmm","bglm",1000,25,0.5,0,1000,19,16,984,4,4,0
"mmm","bglm",1000,50,0.5,0,1000,32,28,972,52,47,0
"mmm","bglm",1000,25,0.9,0,1000,24,15,985,16,13,0
"mmm","bglm",1000,50,0.9,0,1000,61,24,976,107,71,0
"mmm","bglm",1000,25,0,0,1000,12,11,989,3,3,0
"mmm","bglm",1000,50,0,0,1000,13,13,987,34,33,0
"mmm","bglm",1000,25,0.5,0,1000,15,13,987,6,6,0
"mmm","bglm",1000,50,0.5,0,1000,29,25,975,53,47,0
"mmm","bglm",1000,25,0.9,0,1000,43,14,986,10,7,0
"mmm","bglm",1000,50,0.9,0,1000,60,16,984,80,52,0
"mmm","bglm",1000,25,0,0,1000,13,12,988,6,6,0
"mmm","bglm",1000,50,0,0,1000,24,23,977,45,45,0
"mmm","bglm",1000,25,0.5,0,1000,10,9,991,4,4,0
"mmm","bglm",1000,50,0.5,0,1000,29,24,976,43,41,0
"mmm","bglm",1000,25,0.9,0,1000,35,13,987,17,12,0
"mmm","bglm",1000,50,0.9,0,1000,74,33,967,98,69,0
"mmm","bglm",1000,25,0,0,1000,16,14,986,1,1,0
"mmm","bglm",1000,50,0,0,1000,24,23,977,55,55,0
"mmm","bglm",1000,25,0.5,0,1000,7,6,994,2,2,0
"mmm","bglm",1000,50,0.5,0,1000,32,26,974,46,40,0
"mmm","bglm",1000,25,0.9,0,1000,49,21,979,5,3,0
"mmm","bglm",1000,50,0.9,0,1000,75,25,975,106,68,0
"mmm","bglm",1000,25,0,0,1000,13,13,987,1,1,0
