"method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"mmm","bglm",1000,25,0,0,1000,0,0,1000,82,76,0
"mmm","bglm",1000,50,0,0,1000,1,1,999,366,305,0
"mmm","bglm",1000,25,0.5,0,1000,0,0,1000,81,68,0
"mmm","bglm",1000,50,0.5,0,1000,0,0,1000,381,272,0
"mmm","bglm",1000,25,0.9,0,1000,0,0,1000,172,99,0
"mmm","bglm",1000,50,0.9,0,1000,2,1,999,585,314,0
"mmm","bglm",1000,25,0,0,1000,0,0,1000,79,71,0
"mmm","bglm",1000,50,0,0,1000,3,3,997,343,290,0
"mmm","bglm",1000,25,0.5,0,1000,0,0,1000,101,86,0
"mmm","bglm",1000,50,0.5,0,1000,0,0,1000,368,269,0
"mmm","bglm",1000,25,0.9,0,1000,7,1,999,198,113,0
"mmm","bglm",1000,50,0.9,0,1000,8,3,997,559,300,0
"mmm","bglm",1000,25,0,0,1000,0,0,1000,88,79,0
"mmm","bglm",1000,50,0,0,1000,2,2,998,331,266,0
"mmm","bglm",1000,25,0.5,0,1000,0,0,1000,128,101,0
"mmm","bglm",1000,50,0.5,0,1000,4,4,996,378,285,0
"mmm","bglm",1000,25,0.9,0,1000,0,0,1000,203,128,0
"mmm","bglm",1000,50,0.9,0,1000,10,6,994,613,322,0
"mmm","bglm",1000,25,0,0,1000,0,0,1000,77,73,0
"mmm","bglm",1000,50,0,0,1000,1,1,999,348,285,0
"mmm","bglm",1000,25,0.5,0,1000,0,0,1000,97,80,0
"mmm","bglm",1000,50,0.5,0,1000,2,2,998,367,261,0
"mmm","bglm",1000,25,0.9,0,1000,3,1,999,195,115,0
"mmm","bglm",1000,50,0.9,0,1000,10,4,996,549,290,0
"mmm","bglm",1000,25,0,0,1000,0,0,1000,69,66,0
"mmm","bglm",1000,50,0,0,1000,0,0,1000,335,281,0
"mmm","bglm",1000,25,0.5,0,1000,0,0,1000,105,86,0
