"method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"mmm","bglm",1667,25,0,0,1667,28,28,1639,0,0,0
"mmm","bglm",1667,50,0,0,1667,51,49,1618,0,0,0
"mmm","bglm",1667,25,0.9,0,1667,67,19,1648,2,1,0
"mmm","bglm",1667,50,0.9,0,1667,106,45,1622,9,7,0
"mmm","bglm",1667,25,0,0,1667,21,21,1646,0,0,0
"mmm","bglm",1667,50,0,0,1667,36,34,1633,1,1,0
"mmm","bglm",1667,25,0.9,0,1667,63,28,1639,1,1,0
"mmm","bglm",1667,50,0.9,0,1667,81,30,1637,5,3,0
"mmm","bglm",1667,25,0,0,1667,22,22,1645,0,0,0
"mmm","bglm",1667,50,0,0,1667,34,34,1633,0,0,0
"mmm","bglm",1667,25,0.9,0,1667,57,23,1644,1,1,0
"mmm","bglm",1667,50,0.9,0,1667,94,40,1627,12,9,0
"mmm","bglm",1667,25,0.5,0,1667,28,24,1643,0,0,0
"mmm","bglm",1667,50,0.5,0,1667,54,49,1618,1,1,0
"mmm","bglm",1667,25,0.5,0,1667,31,27,1640,0,0,0
"mmm","bglm",1667,50,0.5,0,1667,38,35,1632,2,2,0
"mmm","bglm",1667,25,0.5,0,1667,23,21,1646,0,0,0
"mmm","bglm",1667,50,0.5,0,1667,48,41,1626,1,1,0
"mmm","bglm",1667,25,0,0,1667,24,24,1643,0,0,0
"mmm","bglm",1667,50,0,0,1667,41,41,1626,2,2,0
"mmm","bglm",1667,25,0.9,0,1667,75,31,1636,2,2,0
"mmm","bglm",1667,50,0.9,0,1667,120,32,1635,10,6,0
"mmm","bglm",1667,25,0,0,1667,26,26,1641,0,0,0
"mmm","bglm",1667,50,0,0,1667,37,35,1632,0,0,0
"mmm","bglm",1667,25,0.9,0,1667,48,21,1646,0,0,0
"mmm","bglm",1667,50,0.9,0,1667,90,31,1636,11,8,0
"mmm","bglm",1667,25,0,0,1667,18,18,1649,0,0,0
"mmm","bglm",1667,50,0,0,1667,32,31,1636,0,0,0
"mmm","bglm",1667,25,0.9,0,1667,50,22,1645,0,0,0
"mmm","bglm",1667,50,0.9,0,1667,105,32,1635,10,8,0
"mmm","bglm",1667,25,0.5,0,1667,25,24,1643,0,0,0
"mmm","bglm",1667,50,0.5,0,1667,47,37,1630,4,4,0
"mmm","bglm",1667,25,0.5,0,1667,25,21,1646,0,0,0
"mmm","bglm",1667,50,0.5,0,1667,59,45,1622,2,2,0
"mmm","bglm",1667,25,0.5,0,1667,33,32,1635,0,0,0
"mmm","bglm",1667,50,0.5,0,1667,53,42,1625,0,0,0
"bonf","glm",1667,25,0,0,1667,26,24,1643,0,0,0
"bt","glm",1667,25,0,0,1667,88,84,1583,0,0,0
"bonf","bglm",1667,25,0,0,1667,24,23,1644,0,0,0
"bt","bglm",1667,25,0,0,1667,76,74,1593,3,3,0
"bonf","glm",1667,50,0,0,1667,40,38,1629,0,0,0
"bt","glm",1667,50,0,0,1667,105,99,1568,0,0,0
"bonf","bglm",1667,50,0,0,1667,43,39,1628,5,5,0
"bt","bglm",1667,50,0,0,1667,64,63,1604,7,7,0
"bonf","glm",1667,25,0.9,0,1667,23,10,1657,0,0,0
"bt","glm",1667,25,0.9,0,1667,226,77,1590,0,0,0
"bonf","bglm",1667,25,0.9,0,1667,26,8,1659,0,0,0
"bt","bglm",1667,25,0.9,0,1667,194,64,1603,15,10,0
"bonf","glm",1667,50,0.9,0,1667,64,23,1644,0,0,0
"bt","glm",1667,50,0.9,0,1667,241,88,1579,5,4,0
"bonf","bglm",1667,50,0.9,0,1667,38,13,1654,2,2,0
"bt","bglm",1667,50,0.9,0,1667,184,64,1603,21,17,0
"bonf","glm",1667,25,0,0,1667,21,21,1646,0,0,0
"bt","glm",1667,25,0,0,1667,87,82,1585,0,0,0
"bonf","bglm",1667,25,0,0,1667,22,21,1646,0,0,0
"bt","bglm",1667,25,0,0,1667,77,72,1595,1,1,0
"bonf","glm",1667,50,0,0,1667,53,53,1614,0,0,0
"bt","glm",1667,50,0,0,1667,89,84,1583,1,1,0
"bonf","bglm",1667,50,0,0,1667,41,39,1628,2,2,0
"bt","bglm",1667,50,0,0,1667,67,65,1602,5,5,0
"bonf","glm",1667,25,0.9,0,1667,44,14,1653,0,0,0
"bt","glm",1667,25,0.9,0,1667,205,80,1587,0,0,0
"bonf","bglm",1667,25,0.9,0,1667,17,8,1659,0,0,0
"bt","bglm",1667,25,0.9,0,1667,192,62,1605,11,9,0
"bonf","glm",1667,50,0.9,0,1667,74,25,1642,0,0,0
"bt","glm",1667,50,0.9,0,1667,218,70,1597,5,5,0
"bonf","bglm",1667,50,0.9,0,1667,14,13,1654,3,2,0
"bt","bglm",1667,50,0.9,0,1667,176,67,1600,28,20,0
"bonf","glm",1667,25,0,0,1667,27,27,1640,0,0,0
"bt","glm",1667,25,0,0,1667,86,80,1587,0,0,0
"bonf","bglm",1667,25,0,0,1667,17,16,1651,0,0,0
"bt","bglm",1667,25,0,0,1667,63,60,1607,1,1,0
"bonf","glm",1667,50,0,0,1667,62,61,1606,0,0,0
"bt","glm",1667,50,0,0,1667,94,90,1577,0,0,0
"bonf","bglm",1667,50,0,0,1667,31,30,1637,2,2,0
"bt","bglm",1667,50,0,0,1667,56,53,1614,1,1,0
"bonf","glm",1667,25,0.9,0,1667,35,11,1656,0,0,0
"bt","glm",1667,25,0.9,0,1667,229,78,1589,0,0,0
"bonf","bglm",1667,25,0.9,0,1667,17,7,1660,0,0,0
"bt","bglm",1667,25,0.9,0,1667,180,60,1607,9,8,0
"bonf","glm",1667,50,0.9,0,1667,74,17,1650,0,0,0
"bt","glm",1667,50,0.9,0,1667,226,81,1586,6,5,0
"bonf","bglm",1667,50,0.9,0,1667,48,22,1645,2,1,0
"bt","bglm",1667,50,0.9,0,1667,148,61,1606,31,20,0
"bonf","glm",1667,25,0.5,0,1667,25,23,1644,0,0,0
"bt","glm",1667,25,0.5,0,1667,90,74,1593,0,0,0
"bonf","bglm",1667,25,0.5,0,1667,29,23,1644,0,0,0
"bt","bglm",1667,25,0.5,0,1667,68,56,1611,6,6,0
"bonf","glm",1667,50,0.5,0,1667,54,47,1620,0,0,0
"bt","glm",1667,50,0.5,0,1667,86,75,1592,1,1,0
"bonf","bglm",1667,50,0.5,0,1667,31,23,1644,0,0,0
"bt","bglm",1667,50,0.5,0,1667,67,58,1609,2,2,0
