"method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"mmm","bglm",1000,25,0,0,1000,0,0,1000,91,86,0
"mmm","bglm",1000,50,0,0,1000,0,0,1000,361,302,0
"mmm","bglm",1000,25,0.5,0,1000,0,0,1000,134,103,0
"mmm","bglm",1000,50,0.5,0,1000,0,0,1000,428,295,0
"mmm","bglm",1000,25,0.9,0,1000,0,0,1000,244,132,0
"mmm","bglm",1000,50,0.9,0,1000,0,0,1000,649,351,0
"mmm","bglm",1000,25,0,0,1000,0,0,1000,73,68,0
"mmm","bglm",1000,50,0,0,1000,0,0,1000,345,284,0
"mmm","bglm",1000,25,0.5,0,1000,0,0,1000,134,104,0
"mmm","bglm",1000,50,0.5,0,1000,0,0,1000,446,309,0
"mmm","bglm",1000,25,0.9,0,1000,0,0,1000,221,130,0
"mmm","bglm",1000,50,0.9,0,1000,0,0,1000,683,356,0
"mmm","bglm",1000,25,0,0,1000,0,0,1000,99,92,0
"mmm","bglm",1000,50,0,0,1000,0,0,1000,352,289,0
"mmm","bglm",1000,25,0.5,0,1000,0,0,1000,121,95,0
"mmm","bglm",1000,50,0.5,0,1000,0,0,1000,478,333,0
"mmm","bglm",1000,25,0.9,0,1000,0,0,1000,230,130,0
"mmm","bglm",1000,50,0.9,0,1000,0,0,1000,601,316,0
"mmm","bglm",1000,25,0,0,1000,0,0,1000,112,106,0
"mmm","bglm",1000,50,0,0,1000,0,0,1000,363,294,0
"mmm","bglm",1000,25,0.5,0,1000,0,0,1000,128,104,0
"mmm","bglm",1000,50,0.5,0,1000,0,0,1000,443,312,0
"mmm","bglm",1000,25,0.9,0,1000,0,0,1000,216,133,0
"mmm","bglm",1000,50,0.9,0,1000,0,0,1000,605,316,0
"mmm","bglm",1000,25,0,0,1000,0,0,1000,117,104,0
"mmm","bglm",1000,50,0,0,1000,0,0,1000,317,268,0
"mmm","bglm",1000,25,0.5,0,1000,0,0,1000,118,96,0
"mmm","bglm",1000,50,0.5,0,1000,0,0,1000,456,316,0
"mmm","bglm",1000,25,0.9,0,1000,0,0,1000,242,145,0
"mmm","bglm",1000,50,0.9,0,1000,0,0,1000,708,350,0
"mmm","bglm",1000,25,0,0,1000,0,0,1000,107,103,0
"mmm","bglm",1000,50,0,0,1000,0,0,1000,352,305,0
"mmm","bglm",1000,25,0.5,0,1000,0,0,1000,121,104,0
"mmm","bglm",1000,50,0.5,0,1000,0,0,1000,479,330,0
"mmm","bglm",1000,25,0.9,0,1000,0,0,1000,260,150,0
"mmm","bglm",1000,50,0.9,0,1000,0,0,1000,599,325,0
"mmm","bglm",1000,25,0,0,1000,0,0,1000,111,102,0
"mmm","bglm",1000,50,0,0,1000,0,0,1000,341,276,0
"mmm","bglm",1000,25,0.5,0,1000,0,0,1000,136,110,0
"mmm","bglm",1000,50,0.5,0,1000,0,0,1000,496,320,0
"mmm","bglm",1000,25,0.9,0,1000,0,0,1000,222,129,0
