"method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"mmm","bglm",1000,25,0,0,1000,0,0,1000,343,282,0
"mmm","bglm",1000,50,0,0,1000,0,0,1000,1355,728,0
"mmm","bglm",1000,25,0.5,0,1000,0,0,1000,398,229,0
"mmm","bglm",1000,50,0.5,0,1000,0,0,1000,1432,520,0
"mmm","bglm",1000,25,0.9,0,1000,0,0,1000,581,137,0
"mmm","bglm",1000,50,0.9,0,1000,3,2,998,2545,433,0
"mmm","bglm",1000,25,0,0,1000,0,0,1000,353,288,0
"mmm","bglm",1000,50,0,0,1000,0,0,1000,1409,755,0
"mmm","bglm",1000,25,0.5,0,1000,0,0,1000,418,209,0
"mmm","bglm",1000,50,0.5,0,1000,0,0,1000,1552,530,0
"mmm","bglm",1000,25,0.9,0,1000,0,0,1000,654,161,0
"mmm","bglm",1000,50,0.9,0,1000,0,0,1000,2549,425,0
"mmm","bglm",1000,25,0,0,1000,0,0,1000,371,297,0
"mmm","bglm",1000,50,0,0,1000,0,0,1000,1441,753,0
"mmm","bglm",1000,25,0.5,0,1000,0,0,1000,432,219,0
"mmm","bglm",1000,50,0.5,0,1000,0,0,1000,1448,508,0
"mmm","bglm",1000,25,0.9,0,1000,0,0,1000,732,161,0
"mmm","bglm",1000,50,0.9,0,1000,4,3,997,2148,400,0
"mmm","bglm",1000,25,0,0,1000,0,0,1000,348,280,0
"mmm","bglm",1000,50,0,0,1000,1,1,999,1369,730,0
"mmm","bglm",1000,25,0.5,0,1000,0,0,1000,423,220,0
"mmm","bglm",1000,50,0.5,0,1000,0,0,1000,1466,511,0
"mmm","bglm",1000,25,0.9,0,1000,0,0,1000,650,165,0
"mmm","bglm",1000,50,0.9,0,1000,1,1,999,2257,412,0
"mmm","bglm",1000,25,0,0,1000,0,0,1000,354,297,0
"mmm","bglm",1000,50,0,0,1000,0,0,1000,1438,743,0
"mmm","bglm",1000,25,0.5,0,1000,0,0,1000,385,195,0
