"method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"mmm","bglm",1667,25,0,0,1667,0,0,1667,61,60,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,117,110,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,162,47,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,307,96,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,62,58,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,129,117,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,172,55,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,278,95,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,63,57,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,110,102,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,165,50,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,269,90,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,79,60,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,169,128,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,75,57,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,167,117,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,66,57,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,154,103,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,60,55,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,101,93,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,143,54,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,390,103,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,54,51,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,100,93,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,136,52,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,358,102,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,66,64,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,116,109,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,147,50,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,274,94,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,66,54,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,169,115,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,73,56,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,167,119,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,54,44,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,159,119,0
"bonf","glm",1667,25,0,0,1667,0,0,1667,57,53,0
"bt","glm",1667,25,0,0,1667,0,0,1667,163,147,0
"bonf","bglm",1667,25,0,0,1667,0,0,1667,46,46,0
"bt","bglm",1667,25,0,0,1667,0,0,1667,113,104,0
"bonf","glm",1667,50,0,0,1667,0,0,1667,167,152,0
"bt","glm",1667,50,0,0,1667,0,0,1667,263,225,0
