"method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"mmm","bglm",1667,25,0,0,1667,9,9,1658,0,0,0
"mmm","bglm",1667,50,0,0,1667,12,12,1655,0,0,0
"mmm","bglm",1667,25,0.9,0,1667,14,10,1657,0,0,0
"mmm","bglm",1667,50,0.9,0,1667,27,21,1646,0,0,0
"mmm","bglm",1667,25,0,0,1667,6,6,1661,0,0,0
"mmm","bglm",1667,50,0,0,1667,1,1,1666,0,0,0
"mmm","bglm",1667,25,0.9,0,1667,17,15,1652,0,0,0
"mmm","bglm",1667,50,0.9,0,1667,21,14,1653,0,0,0
"mmm","bglm",1667,25,0,0,1667,9,9,1658,0,0,0
"mmm","bglm",1667,50,0,0,1667,8,8,1659,0,0,0
"mmm","bglm",1667,25,0.9,0,1667,33,20,1647,0,0,0
"mmm","bglm",1667,50,0.9,0,1667,34,24,1643,0,0,0
"mmm","bglm",1667,25,0.5,0,1667,7,7,1660,0,0,0
"mmm","bglm",1667,50,0.5,0,1667,11,10,1657,0,0,0
"mmm","bglm",1667,25,0.5,0,1667,12,10,1657,0,0,0
"mmm","bglm",1667,50,0.5,0,1667,16,15,1652,0,0,0
"mmm","bglm",1667,25,0.5,0,1667,6,5,1662,0,0,0
"mmm","bglm",1667,50,0.5,0,1667,16,15,1652,0,0,0
"mmm","bglm",1667,25,0,0,1667,5,5,1662,0,0,0
"mmm","bglm",1667,50,0,0,1667,14,13,1654,0,0,0
"mmm","bglm",1667,25,0.9,0,1667,23,19,1648,0,0,0
"mmm","bglm",1667,50,0.9,0,1667,32,26,1641,0,0,0
"mmm","bglm",1667,25,0,0,1667,4,4,1663,0,0,0
"mmm","bglm",1667,50,0,0,1667,8,7,1660,0,0,0
"mmm","bglm",1667,25,0.9,0,1667,25,18,1649,0,0,0
"mmm","bglm",1667,50,0.9,0,1667,27,20,1647,0,0,0
"mmm","bglm",1667,25,0,0,1667,5,5,1662,0,0,0
"mmm","bglm",1667,50,0,0,1667,6,5,1662,0,0,0
"mmm","bglm",1667,25,0.9,0,1667,21,15,1652,0,0,0
"mmm","bglm",1667,50,0.9,0,1667,31,23,1644,0,0,0
"mmm","bglm",1667,25,0.5,0,1667,15,14,1653,0,0,0
"mmm","bglm",1667,50,0.5,0,1667,11,11,1656,0,0,0
"mmm","bglm",1667,25,0.5,0,1667,7,7,1660,0,0,0
"mmm","bglm",1667,50,0.5,0,1667,16,14,1653,0,0,0
"mmm","bglm",1667,25,0.5,0,1667,14,13,1654,0,0,0
"mmm","bglm",1667,50,0.5,0,1667,20,17,1650,0,0,0
"bonf","glm",1667,25,0,0,1667,13,10,1657,0,0,0
