"method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"bonf","glm",1667,25,0,0,0,31,29,1638,0,0,0
"mmm","glm",1667,25,0,0,718,10,10,939,0,0,0
"bt","glm",1667,25,0,0,0,106,94,1573,3,3,0
"bonf","bglm",1667,25,0,0,0,20,20,1647,23,23,0
"mmm","bglm",1667,25,0,0,0,27,27,1640,41,41,0
"bt","bglm",1667,25,0,0,0,64,59,1608,136,134,2
"bonf","glm",1667,50,0,0,0,65,59,1608,47,47,0
"mmm","glm",1667,50,0,0,432,33,32,1203,52,52,0
"bt","glm",1667,50,0,0,0,92,86,1581,107,106,1
"bonf","bglm",1667,50,0,0,0,36,35,1632,765,667,98
"mmm","bglm",1667,50,0,0,0,30,30,1637,822,725,97
"bt","bglm",1667,50,0,0,0,73,68,1599,1243,1023,220
"bonf","glm",1667,25,0.5,0,0,24,23,1644,0,0,0
"mmm","glm",1667,25,0.5,0,761,18,12,894,0,0,0
"bt","glm",1667,25,0.5,0,0,132,88,1579,2,2,0
"bonf","bglm",1667,25,0.5,0,0,24,21,1646,18,18,0
"mmm","bglm",1667,25,0.5,0,0,31,26,1641,44,39,5
"bt","bglm",1667,25,0.5,0,0,81,65,1602,162,151,11
"bonf","glm",1667,50,0.5,0,0,52,43,1624,50,44,6
"mmm","glm",1667,50,0.5,0,445,46,37,1185,89,83,6
"bt","glm",1667,50,0.5,0,0,124,99,1568,170,152,18
"bonf","bglm",1667,50,0.5,0,0,30,23,1644,750,585,165
"mmm","bglm",1667,50,0.5,0,0,53,45,1622,951,707,244
"bt","bglm",1667,50,0.5,0,0,74,63,1604,1355,949,406
"bonf","glm",1667,25,0.9,0,0,43,13,1654,0,0,0
"mmm","glm",1667,25,0.9,0,626,48,20,1021,4,4,0
"bt","glm",1667,25,0.9,0,0,246,76,1591,11,8,3
"bonf","bglm",1667,25,0.9,0,0,25,7,1660,14,10,4
"mmm","bglm",1667,25,0.9,0,0,25,17,1650,116,78,38
"bt","bglm",1667,25,0.9,0,0,162,54,1613,462,290,172
"bonf","glm",1667,50,0.9,0,0,51,20,1647,43,30,13
"mmm","glm",1667,50,0.9,0,420,71,37,1210,261,163,98
"bt","glm",1667,50,0.9,0,0,256,92,1575,540,333,207
"bonf","bglm",1667,50,0.9,0,0,26,11,1656,838,508,330
"mmm","bglm",1667,50,0.9,0,0,101,36,1631,1622,939,683
"bt","bglm",1667,50,0.9,0,0,198,65,1602,2137,1169,968
"bonf","glm",1667,25,0,0,0,39,39,1628,0,0,0
"mmm","glm",1667,25,0,0,727,9,9,931,1,1,0
"bt","glm",1667,25,0,0,0,105,102,1565,4,4,0
"bonf","bglm",1667,25,0,0,0,30,29,1638,28,28,0
"mmm","bglm",1667,25,0,0,0,37,35,1632,30,30,0
"bt","bglm",1667,25,0,0,0,69,65,1602,121,117,4
"bonf","glm",1667,50,0,0,0,68,63,1604,51,51,0
"mmm","glm",1667,50,0,0,468,43,40,1159,48,47,1
"bt","glm",1667,50,0,0,0,79,74,1593,113,113,0
"bonf","bglm",1667,50,0,0,0,24,24,1643,802,713,89
"mmm","bglm",1667,50,0,0,0,55,51,1616,816,709,107
"bt","bglm",1667,50,0,0,0,70,67,1600,1257,1013,244
"bonf","glm",1667,25,0.5,0,0,21,21,1646,0,0,0
"mmm","glm",1667,25,0.5,0,736,24,18,913,0,0,0
"bt","glm",1667,25,0.5,0,0,99,81,1586,3,3,0
"bonf","bglm",1667,25,0.5,0,0,26,20,1647,25,25,0
"mmm","bglm",1667,25,0.5,0,0,38,33,1634,40,36,4
"bt","bglm",1667,25,0.5,0,0,92,67,1600,152,135,17
"bonf","glm",1667,50,0.5,0,0,52,45,1622,56,51,5
"mmm","glm",1667,50,0.5,0,441,40,35,1191,78,72,6
"bt","glm",1667,50,0.5,0,0,111,77,1590,170,148,22
"bonf","bglm",1667,50,0.5,0,0,38,33,1634,786,602,184
"mmm","bglm",1667,50,0.5,0,0,49,42,1625,965,720,245
"bt","bglm",1667,50,0.5,0,0,66,55,1612,1382,955,427
"bonf","glm",1667,25,0.9,0,0,33,11,1656,0,0,0
"mmm","glm",1667,25,0.9,0,638,48,19,1010,5,3,2
"bt","glm",1667,25,0.9,0,0,222,75,1592,14,11,3
"bonf","bglm",1667,25,0.9,0,0,14,5,1662,28,19,9
"mmm","bglm",1667,25,0.9,0,0,69,24,1643,157,99,58
"bt","bglm",1667,25,0.9,0,0,199,55,1612,459,289,170
"bonf","glm",1667,50,0.9,0,0,43,20,1647,51,35,16
"mmm","glm",1667,50,0.9,0,423,77,30,1214,262,167,95
"bt","glm",1667,50,0.9,0,0,254,85,1582,535,342,193
"bonf","bglm",1667,50,0.9,0,0,44,20,1647,863,527,336
"mmm","bglm",1667,50,0.9,0,0,80,34,1633,1618,923,695
"bt","bglm",1667,50,0.9,0,0,221,67,1600,2085,1156,929
"bonf","glm",1667,25,0,0,0,26,25,1642,0,0,0
"mmm","glm",1667,25,0,0,729,10,10,928,0,0,0
"bt","glm",1667,25,0,0,0,102,91,1576,3,3,0
"bonf","bglm",1667,25,0,0,0,27,27,1640,25,25,0
"mmm","bglm",1667,25,0,0,0,19,19,1648,25,25,0
"bt","bglm",1667,25,0,0,0,77,74,1593,142,138,4
"bonf","glm",1667,50,0,0,0,77,70,1597,44,44,0
"mmm","glm",1667,50,0,0,428,44,41,1198,43,42,1
"bt","glm",1667,50,0,0,0,84,82,1585,112,110,2
"bonf","bglm",1667,50,0,0,0,31,30,1637,824,725,99
"mmm","bglm",1667,50,0,0,0,40,39,1628,790,696,94
"bt","bglm",1667,50,0,0,0,65,61,1606,1224,994,230
"bonf","glm",1667,25,0.5,0,0,29,27,1640,0,0,0
"mmm","glm",1667,25,0.5,0,763,23,18,886,1,1,0
"bt","glm",1667,25,0.5,0,0,138,95,1572,6,6,0
"bonf","bglm",1667,25,0.5,0,0,18,16,1651,30,28,2
"mmm","bglm",1667,25,0.5,0,0,25,23,1644,33,29,4
"bt","bglm",1667,25,0.5,0,0,92,72,1595,135,117,18
"bonf","glm",1667,50,0.5,0,0,58,47,1620,41,38,3
"mmm","glm",1667,50,0.5,0,436,43,29,1202,66,55,11
"bt","glm",1667,50,0.5,0,0,129,94,1573,153,140,13
"bonf","bglm",1667,50,0.5,0,0,31,25,1642,852,638,214
"mmm","bglm",1667,50,0.5,0,0,41,29,1638,940,709,231
"bt","bglm",1667,50,0.5,0,0,73,65,1602,1342,964,378
"bonf","glm",1667,25,0.9,0,0,23,8,1659,0,0,0
"mmm","glm",1667,25,0.9,0,668,35,11,988,7,5,2
"bt","glm",1667,25,0.9,0,0,269,79,1588,15,10,5
"bonf","bglm",1667,25,0.9,0,0,27,14,1653,21,16,5
"mmm","bglm",1667,25,0.9,0,0,69,23,1644,164,102,62
