"method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"mmm","bglm",1667,25,0,0,1667,0,0,1667,20,18,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,38,36,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,50,36,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,108,71,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,9,9,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,35,30,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,50,29,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,77,57,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,16,16,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,26,25,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,47,33,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,86,49,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,33,29,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,52,48,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,24,23,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,42,39,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,35,32,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,43,40,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,12,12,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,39,38,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,44,28,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,86,56,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,19,18,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,18,16,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,58,38,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,94,59,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,13,12,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,37,35,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,43,31,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,95,62,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,27,23,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,37,31,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,38,34,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,54,48,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,25,22,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,38,34,0
"bonf","glm",1667,25,0,0,1667,0,0,1667,17,17,0
"bt","glm",1667,25,0,0,1667,0,0,1667,126,116,0
"bonf","bglm",1667,25,0,0,1667,0,0,1667,16,15,0
"bt","bglm",1667,25,0,0,1667,0,0,1667,86,79,0
"bonf","glm",1667,50,0,0,1667,0,0,1667,53,52,0
"bt","glm",1667,50,0,0,1667,0,0,1667,209,180,0
"bonf","bglm",1667,50,0,0,1667,0,0,1667,40,36,0
"bt","bglm",1667,50,0,0,1667,0,0,1667,145,123,0
"bonf","glm",1667,25,0.9,0,1667,0,0,1667,13,10,0
"bt","glm",1667,25,0.9,0,1667,0,0,1667,194,111,0
"bonf","bglm",1667,25,0.9,0,1667,0,0,1667,12,9,0
"bt","bglm",1667,25,0.9,0,1667,0,0,1667,135,88,0
"bonf","glm",1667,50,0.9,0,1667,0,0,1667,39,27,0
"bt","glm",1667,50,0.9,0,1667,0,0,1667,320,180,0
"bonf","bglm",1667,50,0.9,0,1667,0,0,1667,22,17,0
"bt","bglm",1667,50,0.9,0,1667,0,0,1667,234,140,0
"bonf","glm",1667,25,0,0,1667,0,0,1667,17,15,0
"bt","glm",1667,25,0,0,1667,0,0,1667,143,121,0
"bonf","bglm",1667,25,0,0,1667,0,0,1667,15,15,0
"bt","bglm",1667,25,0,0,1667,0,0,1667,110,99,0
"bonf","glm",1667,50,0,0,1667,0,0,1667,51,45,0
"bt","glm",1667,50,0,0,1667,0,0,1667,210,179,0
"bonf","bglm",1667,50,0,0,1667,0,0,1667,26,25,0
"bt","bglm",1667,50,0,0,1667,0,0,1667,152,136,0
"bonf","glm",1667,25,0.9,0,1667,0,0,1667,14,10,0
"bt","glm",1667,25,0.9,0,1667,0,0,1667,162,95,0
"bonf","bglm",1667,25,0.9,0,1667,0,0,1667,12,8,0
"bt","bglm",1667,25,0.9,0,1667,0,0,1667,130,85,0
"bonf","glm",1667,50,0.9,0,1667,0,0,1667,46,31,0
"bt","glm",1667,50,0.9,0,1667,0,0,1667,271,153,0
"bonf","bglm",1667,50,0.9,0,1667,0,0,1667,29,20,0
"bt","bglm",1667,50,0.9,0,1667,0,0,1667,233,143,0
"bonf","glm",1667,25,0,0,1667,0,0,1667,15,14,0
"bt","glm",1667,25,0,0,1667,0,0,1667,153,125,0
"bonf","bglm",1667,25,0,0,1667,0,0,1667,12,12,0
"bt","bglm",1667,25,0,0,1667,0,0,1667,108,94,0
"bonf","glm",1667,50,0,0,1667,0,0,1667,58,51,0
"bt","glm",1667,50,0,0,1667,0,0,1667,208,176,0
"bonf","bglm",1667,50,0,0,1667,0,0,1667,26,25,0
"bt","bglm",1667,50,0,0,1667,0,0,1667,135,126,0
"bonf","glm",1667,25,0.9,0,1667,0,0,1667,12,10,0
"bt","glm",1667,25,0.9,0,1667,0,0,1667,232,139,0
"bonf","bglm",1667,25,0.9,0,1667,0,0,1667,15,12,0
"bt","bglm",1667,25,0.9,0,1667,0,0,1667,157,94,0
"bonf","glm",1667,50,0.9,0,1667,0,0,1667,49,36,0
"bt","glm",1667,50,0.9,0,1667,0,0,1667,270,163,0
"bonf","bglm",1667,50,0.9,0,1667,0,0,1667,30,22,0
"bt","bglm",1667,50,0.9,0,1667,1,1,1666,194,125,0
"bonf","glm",1667,25,0.5,0,1667,0,0,1667,11,11,0
"bt","glm",1667,25,0.5,0,1667,0,0,1667,127,112,0
"bonf","bglm",1667,25,0.5,0,1667,0,0,1667,14,13,0
"bt","bglm",1667,25,0.5,0,1667,0,0,1667,91,75,0
"bonf","glm",1667,50,0.5,0,1667,0,0,1667,39,36,0
"bt","glm",1667,50,0.5,0,1667,0,0,1667,193,135,0
"bonf","bglm",1667,50,0.5,0,1667,0,0,1667,29,25,0
"bt","bglm",1667,50,0.5,0,1667,0,0,1667,166,128,0
"bonf","glm",1667,25,0.5,0,1667,0,0,1667,15,15,0
"bt","glm",1667,25,0.5,0,1667,0,0,1667,144,118,0
"bonf","bglm",1667,25,0.5,0,1667,0,0,1667,13,13,0
"bt","bglm",1667,25,0.5,0,1667,0,0,1667,105,86,0
"bonf","glm",1667,50,0.5,0,1667,0,0,1667,35,30,0
"bt","glm",1667,50,0.5,0,1667,0,0,1667,223,179,0
"bonf","bglm",1667,50,0.5,0,1667,0,0,1667,28,25,0
"bt","bglm",1667,50,0.5,0,1667,0,0,1667,167,132,0
"bonf","glm",1667,25,0.5,0,1667,0,0,1667,15,13,0
"bt","glm",1667,25,0.5,0,1667,0,0,1667,160,119,0
"bonf","bglm",1667,25,0.5,0,1667,0,0,1667,13,12,0
