"method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"mmm","bglm",1667,25,0,0,1667,10,10,1657,117,115,0
"mmm","bglm",1667,50,0,0,1667,5,5,1662,3482,1527,0
"mmm","bglm",1667,25,0.9,0,1667,18,14,1653,729,156,0
"mmm","bglm",1667,50,0.9,0,1667,39,28,1639,6649,1073,0
"mmm","bglm",1667,25,0,0,1667,9,9,1658,113,112,0
"mmm","bglm",1667,50,0,0,1667,10,10,1657,3482,1484,0
"mmm","bglm",1667,25,0.9,0,1667,22,15,1652,794,153,0
"mmm","bglm",1667,50,0.9,0,1667,35,29,1638,6631,1086,0
"mmm","bglm",1667,25,0,0,1667,5,5,1662,103,103,0
"mmm","bglm",1667,50,0,0,1667,9,9,1658,3479,1513,0
"mmm","bglm",1667,25,0.9,0,1667,24,20,1647,723,153,0
"mmm","bglm",1667,50,0.9,0,1667,25,17,1650,6979,1111,0
"mmm","bglm",1667,25,0.5,0,1667,10,10,1657,244,158,0
"mmm","bglm",1667,50,0.5,0,1667,10,10,1657,4486,1230,0
"mmm","bglm",1667,25,0.5,0,1667,11,10,1657,311,191,0
"mmm","bglm",1667,50,0.5,0,1667,13,11,1656,4310,1196,0
"mmm","bglm",1667,25,0.5,0,1667,6,6,1661,225,146,0
"mmm","bglm",1667,50,0.5,0,1667,15,13,1654,4153,1186,0
"mmm","bglm",1667,25,0,0,1667,6,6,1661,133,128,0
"mmm","bglm",1667,50,0,0,1667,9,8,1659,3419,1512,0
"mmm","bglm",1667,25,0.9,0,1667,33,20,1647,820,169,0
"mmm","bglm",1667,50,0.9,0,1667,24,18,1649,6720,1083,0
"mmm","bglm",1667,25,0,0,1667,5,5,1662,113,112,0
"mmm","bglm",1667,50,0,0,1667,8,8,1659,3561,1525,0
"mmm","bglm",1667,25,0.9,0,1667,19,15,1652,742,153,0
"mmm","bglm",1667,50,0.9,0,1667,28,21,1646,6646,1075,0
"mmm","bglm",1667,25,0,0,1667,7,7,1660,129,125,0
"mmm","bglm",1667,50,0,0,1667,9,9,1658,3460,1500,0
"mmm","bglm",1667,25,0.9,0,1667,26,16,1651,758,156,0
"mmm","bglm",1667,50,0.9,0,1667,29,23,1644,6601,1076,0
"mmm","bglm",1667,25,0.5,0,1667,10,10,1657,246,155,0
"mmm","bglm",1667,50,0.5,0,1667,20,17,1650,4265,1176,0
"mmm","bglm",1667,25,0.5,0,1667,7,7,1660,239,149,0
"mmm","bglm",1667,50,0.5,0,1667,20,19,1648,4465,1230,0
"mmm","bglm",1667,25,0.5,0,1667,9,8,1659,230,145,0
"mmm","bglm",1667,50,0.5,0,1667,16,15,1652,4295,1223,0
"bonf","glm",1667,25,0,0,1667,9,9,1658,0,0,0
"bt","glm",1667,25,0,0,1667,104,97,1570,96,94,0
"bonf","bglm",1667,25,0,0,1667,7,7,1660,95,94,0
"bt","bglm",1667,25,0,0,1667,44,41,1626,2530,1374,0
"bonf","glm",1667,50,0,0,1667,15,13,1654,188,179,0
"bt","glm",1667,50,0,0,1667,90,82,1585,2587,1356,0
"bonf","bglm",1667,50,0,0,1667,10,10,1657,3162,1480,0
"bt","bglm",1667,50,0,0,1667,70,59,1608,9291,1667,0
