"method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"bonf","glm",1667,25,0,0,0,0,0,1667,21,20,1
"mmm","glm",1667,25,0,0,387,0,0,1280,15,15,0
"bt","glm",1667,25,0,0,0,3,2,1665,152,134,18
"bonf","bglm",1667,25,0,0,0,0,0,1667,14,14,0
"mmm","bglm",1667,25,0,0,0,0,0,1667,14,14,0
"bt","bglm",1667,25,0,0,0,23,23,1644,102,96,6
"bonf","glm",1667,50,0,0,0,0,0,1667,61,60,1
"mmm","glm",1667,50,0,0,22,0,0,1645,60,57,3
"bt","glm",1667,50,0,0,0,11,11,1656,213,187,24
"bonf","bglm",1667,50,0,0,0,0,0,1667,37,37,0
"mmm","bglm",1667,50,0,0,0,1,1,1666,47,46,1
"bt","bglm",1667,50,0,0,0,42,39,1628,188,177,11
"bonf","glm",1667,25,0.5,0,0,0,0,1667,15,15,0
"mmm","glm",1667,25,0.5,0,327,0,0,1340,15,14,1
"bt","glm",1667,25,0.5,0,0,1,1,1666,145,123,16
"bonf","bglm",1667,25,0.5,0,0,0,0,1667,12,12,0
"mmm","bglm",1667,25,0.5,0,0,0,0,1667,28,22,6
"bt","bglm",1667,25,0.5,0,0,24,22,1645,130,117,9
"bonf","glm",1667,50,0.5,0,0,0,0,1667,64,52,12
"mmm","glm",1667,50,0.5,0,21,0,0,1646,62,57,5
"bt","glm",1667,50,0.5,0,0,7,6,1661,223,186,33
"bonf","bglm",1667,50,0.5,0,0,1,1,1666,37,34,3
"mmm","bglm",1667,50,0.5,0,0,2,2,1665,54,53,1
"bt","bglm",1667,50,0.5,0,0,39,34,1633,194,157,28
"bonf","glm",1667,25,0.9,0,0,0,0,1667,25,19,6
"mmm","glm",1667,25,0.9,0,171,0,0,1496,51,38,11
"bt","glm",1667,25,0.9,0,0,0,0,1667,193,119,41
"bonf","bglm",1667,25,0.9,0,0,0,0,1667,19,13,4
"mmm","bglm",1667,25,0.9,0,0,0,0,1667,50,37,13
"bt","bglm",1667,25,0.9,0,0,42,17,1650,177,119,53
"bonf","glm",1667,50,0.9,0,0,0,0,1667,68,47,19
"mmm","glm",1667,50,0.9,0,16,0,0,1651,107,71,24
"bt","glm",1667,50,0.9,0,0,43,15,1652,290,178,80
"bonf","bglm",1667,50,0.9,0,0,0,0,1667,47,32,12
"mmm","bglm",1667,50,0.9,0,0,14,4,1663,99,69,28
"bt","bglm",1667,50,0.9,0,0,58,25,1642,225,144,66
"bonf","glm",1667,25,0,0,0,0,0,1667,22,22,0
"mmm","glm",1667,25,0,0,372,0,0,1295,20,20,0
"bt","glm",1667,25,0,0,0,4,3,1664,151,136,13
"bonf","bglm",1667,25,0,0,0,1,1,1666,16,16,0
"mmm","bglm",1667,25,0,0,0,0,0,1667,15,15,0
"bt","bglm",1667,25,0,0,0,22,22,1645,106,98,6
"bonf","glm",1667,50,0,0,0,0,0,1667,75,71,2
"mmm","glm",1667,50,0,0,34,0,0,1633,67,62,5
"bt","glm",1667,50,0,0,0,14,12,1655,212,187,21
"bonf","bglm",1667,50,0,0,0,1,1,1666,39,38,1
"mmm","bglm",1667,50,0,0,0,1,1,1666,47,46,1
"bt","bglm",1667,50,0,0,0,34,34,1633,172,162,6
"bonf","glm",1667,25,0.5,0,0,0,0,1667,14,14,0
