"method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"mmm","bglm",1667,50,0.9,0,0,105,37,1630,1006,600,406
"bt","bglm",1667,50,0.9,0,0,176,61,1606,1228,737,486
"bonf","glm",1667,25,0,0,0,24,24,1643,6,6,0
"mmm","glm",1667,25,0,0,92,29,29,1546,13,13,0
"bt","glm",1667,25,0,0,0,105,100,1567,56,56,0
"bonf","bglm",1667,25,0,0,0,25,25,1642,78,77,1
"mmm","bglm",1667,25,0,0,0,26,25,1642,91,89,2
"bt","bglm",1667,25,0,0,0,63,57,1610,231,218,13
"bonf","glm",1667,50,0,0,0,52,48,1619,385,365,20
"mmm","glm",1667,50,0,0,6,61,58,1603,480,455,25
"bt","glm",1667,50,0,0,0,103,98,1569,607,555,52
"bonf","bglm",1667,50,0,0,0,44,42,1625,613,552,61
"mmm","bglm",1667,50,0,0,0,38,36,1631,648,593,55
"bt","bglm",1667,50,0,0,0,69,65,1602,804,706,98
"bonf","glm",1667,25,0.5,0,0,39,36,1631,13,13,0
"mmm","glm",1667,25,0.5,0,78,24,24,1565,14,13,1
"bt","glm",1667,25,0.5,0,0,124,85,1582,81,77,4
"bonf","bglm",1667,25,0.5,0,0,38,33,1634,82,73,9
"mmm","bglm",1667,25,0.5,0,0,30,27,1640,83,77,6
"bt","bglm",1667,25,0.5,0,0,86,66,1601,232,198,34
"bonf","glm",1667,50,0.5,0,0,56,48,1619,375,311,64
"mmm","glm",1667,50,0.5,0,6,64,49,1612,506,413,93
"bt","glm",1667,50,0.5,0,0,127,99,1568,682,533,149
"bonf","bglm",1667,50,0.5,0,0,41,36,1631,656,515,141
"mmm","bglm",1667,50,0.5,0,0,60,50,1617,680,549,131
"bt","bglm",1667,50,0.5,0,0,79,58,1609,921,694,227
"bonf","glm",1667,25,0.9,0,0,26,9,1658,8,6,2
"mmm","glm",1667,25,0.9,0,84,73,28,1555,55,39,16
"bt","glm",1667,25,0.9,0,0,266,91,1576,152,104,45
"bonf","bglm",1667,25,0.9,0,0,24,13,1654,76,57,19
"mmm","bglm",1667,25,0.9,0,0,104,32,1635,222,146,76
"bt","bglm",1667,25,0.9,0,0,221,65,1602,454,285,169
"bonf","glm",1667,50,0.9,0,0,61,23,1644,366,239,127
"mmm","glm",1667,50,0.9,0,4,122,49,1614,885,535,350
"bt","glm",1667,50,0.9,0,0,231,77,1590,1086,655,431
"bonf","bglm",1667,50,0.9,0,0,20,12,1655,622,385,237
"mmm","bglm",1667,50,0.9,0,0,89,34,1633,984,585,399
"bt","bglm",1667,50,0.9,0,0,214,61,1606,1238,730,501
"bonf","glm",1667,25,0,0,0,23,21,1646,7,7,0
"mmm","glm",1667,25,0,0,76,33,30,1561,8,8,0
"bt","glm",1667,25,0,0,0,98,87,1580,54,54,0
"bonf","bglm",1667,25,0,0,0,26,26,1641,77,77,0
"mmm","bglm",1667,25,0,0,0,22,21,1646,60,59,1
"bt","bglm",1667,25,0,0,0,72,68,1599,231,220,11
"bonf","glm",1667,50,0,0,0,61,58,1609,362,340,22
"mmm","glm",1667,50,0,0,8,73,70,1589,445,413,32
"bt","glm",1667,50,0,0,0,81,78,1589,604,550,54
"bonf","bglm",1667,50,0,0,0,36,34,1633,636,574,62
"mmm","bglm",1667,50,0,0,0,29,29,1638,685,611,74
"bt","bglm",1667,50,0,0,0,62,56,1611,838,728,110
"bonf","glm",1667,25,0.5,0,0,20,17,1650,16,16,0
"mmm","glm",1667,25,0.5,0,93,23,19,1555,15,14,1
"bt","glm",1667,25,0.5,0,0,91,72,1595,73,67,6
"bonf","bglm",1667,25,0.5,0,0,31,24,1643,61,58,3
"mmm","bglm",1667,25,0.5,0,0,30,27,1640,95,87,8
"bt","bglm",1667,25,0.5,0,0,67,55,1612,250,212,38
"bonf","glm",1667,50,0.5,0,0,61,49,1618,382,312,70
"mmm","glm",1667,50,0.5,0,7,52,48,1612,534,424,110
"bt","glm",1667,50,0.5,0,0,112,90,1577,712,540,172
"bonf","bglm",1667,50,0.5,0,0,32,29,1638,652,514,138
"mmm","bglm",1667,50,0.5,0,0,34,31,1636,676,521,155
"bt","bglm",1667,50,0.5,0,0,68,46,1621,869,665,204
"bonf","glm",1667,25,0.9,0,0,23,12,1655,13,10,3
"mmm","glm",1667,25,0.9,0,84,92,30,1553,62,40,22
"bt","glm",1667,25,0.9,0,0,319,94,1573,158,109,49
"bonf","bglm",1667,25,0.9,0,0,13,6,1661,85,58,27
"mmm","bglm",1667,25,0.9,0,0,64,25,1642,201,132,69
"bt","bglm",1667,25,0.9,0,0,182,63,1604,486,304,182
"bonf","glm",1667,50,0.9,0,0,62,22,1645,440,278,162
"mmm","glm",1667,50,0.9,0,7,137,40,1620,749,467,282
"bt","glm",1667,50,0.9,0,0,165,61,1606,1070,656,414
"bonf","bglm",1667,50,0.9,0,0,28,14,1653,671,415,256
"mmm","bglm",1667,50,0.9,0,0,129,43,1624,975,584,391
"bt","bglm",1667,50,0.9,0,0,164,47,1620,1290,747,540
"bonf","glm",1667,25,0,0,0,24,23,1644,9,9,0
"mmm","glm",1667,25,0,0,77,27,26,1564,4,4,0
"bt","glm",1667,25,0,0,0,100,91,1576,51,51,0
"bonf","bglm",1667,25,0,0,0,26,26,1641,88,87,1
"mmm","bglm",1667,25,0,0,0,20,20,1647,91,91,0
"bt","bglm",1667,25,0,0,0,62,61,1606,213,209,4
"bonf","glm",1667,50,0,0,0,44,40,1627,389,366,23
"mmm","glm",1667,50,0,0,5,73,64,1598,462,425,37
"bt","glm",1667,50,0,0,0,80,74,1593,635,574,61
"bonf","bglm",1667,50,0,0,0,38,36,1631,634,574,60
"mmm","bglm",1667,50,0,0,0,34,34,1633,663,594,69
"bt","bglm",1667,50,0,0,0,79,71,1596,809,710,99
"bonf","glm",1667,25,0.5,0,0,27,23,1644,2,2,0
"mmm","glm",1667,25,0.5,0,88,42,32,1547,15,13,2
"bt","glm",1667,25,0.5,0,0,113,79,1588,63,61,2
"bonf","bglm",1667,25,0.5,0,0,17,16,1651,61,57,4
"mmm","bglm",1667,25,0.5,0,0,24,22,1645,114,94,20
"bt","bglm",1667,25,0.5,0,0,84,72,1595,243,211,32
"bonf","glm",1667,50,0.5,0,0,57,49,1618,381,310,71
"mmm","glm",1667,50,0.5,0,7,58,51,1609,536,428,108
"bt","glm",1667,50,0.5,0,0,93,80,1587,633,498,135
"bonf","bglm",1667,50,0.5,0,0,26,23,1644,625,486,139
"mmm","bglm",1667,50,0.5,0,0,30,26,1641,707,538,169
"bt","bglm",1667,50,0.5,0,0,77,61,1606,933,691,242
"bonf","glm",1667,25,0.9,0,0,37,12,1655,8,5,3
"mmm","glm",1667,25,0.9,0,82,57,27,1558,49,31,18
"bt","glm",1667,25,0.9,0,0,291,73,1594,182,128,54
"bonf","bglm",1667,25,0.9,0,0,32,9,1658,57,39,18
"mmm","bglm",1667,25,0.9,0,0,79,30,1637,217,142,75
"bt","bglm",1667,25,0.9,0,0,240,80,1587,462,291,167
"bonf","glm",1667,50,0.9,0,0,51,22,1645,401,259,142
"mmm","glm",1667,50,0.9,0,3,158,43,1621,767,470,297
"bt","glm",1667,50,0.9,0,0,224,85,1582,1041,623,418
"bonf","bglm",1667,50,0.9,0,0,38,16,1651,649,403,246
"mmm","bglm",1667,50,0.9,0,0,118,42,1625,1034,618,416
"bt","bglm",1667,50,0.9,0,0,199,66,1601,1302,772,527
"bonf","glm",1667,25,0,0,0,28,26,1641,12,12,0
"mmm","glm",1667,25,0,0,85,24,23,1559,12,12,0
"bt","glm",1667,25,0,0,0,94,86,1581,44,44,0
"bonf","bglm",1667,25,0,0,0,31,29,1638,95,91,4
"mmm","bglm",1667,25,0,0,0,29,29,1638,57,57,0
"bt","bglm",1667,25,0,0,0,61,57,1610,233,219,14
"bonf","glm",1667,50,0,0,0,60,56,1611,386,360,26
"mmm","glm",1667,50,0,0,9,63,58,1600,436,405,31
"bt","glm",1667,50,0,0,0,77,70,1597,629,563,66
"bonf","bglm",1667,50,0,0,0,38,36,1631,624,568,56
"mmm","bglm",1667,50,0,0,0,36,33,1634,640,575,65
"bt","bglm",1667,50,0,0,0,71,70,1597,835,737,98
"bonf","glm",1667,25,0.5,0,0,22,20,1647,10,9,1
"mmm","glm",1667,25,0.5,0,76,28,25,1566,8,8,0
"bt","glm",1667,25,0.5,0,0,111,93,1574,82,76,6
"bonf","bglm",1667,25,0.5,0,0,23,21,1646,68,63,5
"mmm","bglm",1667,25,0.5,0,0,33,25,1642,118,106,12
"bt","bglm",1667,25,0.5,0,0,94,76,1591,232,197,35
"bonf","glm",1667,50,0.5,0,0,46,41,1626,350,290,60
"mmm","glm",1667,50,0.5,0,5,62,44,1618,487,398,89
"bt","glm",1667,50,0.5,0,0,123,89,1578,730,564,166
"bonf","bglm",1667,50,0.5,0,0,30,28,1639,632,496,136
"mmm","bglm",1667,50,0.5,0,0,56,42,1625,667,525,142
"bt","bglm",1667,50,0.5,0,0,85,68,1599,901,694,207
"bonf","glm",1667,25,0.9,0,0,28,10,1657,14,10,4
"mmm","glm",1667,25,0.9,0,80,88,33,1554,49,34,15
"bt","glm",1667,25,0.9,0,0,275,82,1585,150,99,51
"bonf","bglm",1667,25,0.9,0,0,16,7,1660,71,48,23
"mmm","bglm",1667,25,0.9,0,0,84,34,1633,221,140,81
"bt","bglm",1667,25,0.9,0,0,173,59,1608,444,284,160
"bonf","glm",1667,50,0.9,0,0,58,25,1642,407,261,146
"mmm","glm",1667,50,0.9,0,9,126,47,1611,884,546,338
"bt","glm",1667,50,0.9,0,0,195,79,1588,1049,632,415
"bonf","bglm",1667,50,0.9,0,0,28,11,1656,675,409,266
"mmm","bglm",1667,50,0.9,0,0,104,41,1626,975,580,390
"bt","bglm",1667,50,0.9,0,0,144,55,1612,1245,728,512
