"method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"bonf","glm",1667,25,0,0,0,0,0,1667,16,16,0
"mmm","glm",1667,25,0,0,1514,0,0,153,0,0,0
"bt","glm",1667,25,0,0,0,0,0,1667,177,159,16
"bonf","bglm",1667,25,0,0,0,0,0,1667,13,13,0
"mmm","bglm",1667,25,0,0,0,0,0,1667,18,17,1
"bt","bglm",1667,25,0,0,0,0,0,1667,118,106,12
"bonf","glm",1667,50,0,0,0,0,0,1667,65,61,4
"mmm","glm",1667,50,0,0,1488,0,0,179,7,6,1
"bt","glm",1667,50,0,0,0,0,0,1667,240,215,23
"bonf","bglm",1667,50,0,0,0,0,0,1667,44,43,1
"mmm","bglm",1667,50,0,0,0,0,0,1667,47,47,0
"bt","bglm",1667,50,0,0,0,0,0,1667,194,182,12
"bonf","glm",1667,25,0.5,0,0,0,0,1667,17,16,1
"mmm","glm",1667,25,0.5,0,1204,0,0,463,12,10,2
"bt","glm",1667,25,0.5,0,0,0,0,1667,187,150,25
"bonf","bglm",1667,25,0.5,0,0,0,0,1667,15,15,0
"mmm","bglm",1667,25,0.5,0,0,0,0,1667,40,36,4
"bt","bglm",1667,25,0.5,0,0,0,0,1667,105,90,13
"bonf","glm",1667,50,0.5,0,0,0,0,1667,56,49,7
"mmm","glm",1667,50,0.5,0,1184,0,0,483,16,15,1
"bt","glm",1667,50,0.5,0,0,0,0,1667,239,196,28
"bonf","bglm",1667,50,0.5,0,0,0,0,1667,35,32,3
"mmm","bglm",1667,50,0.5,0,0,0,0,1667,74,64,10
"bt","bglm",1667,50,0.5,0,0,0,0,1667,223,183,24
"bonf","glm",1667,25,0.9,0,0,0,0,1667,18,12,6
"mmm","glm",1667,25,0.9,0,673,0,0,994,54,36,16
"bt","glm",1667,25,0.9,0,0,0,0,1667,194,127,46
"bonf","bglm",1667,25,0.9,0,0,0,0,1667,14,10,4
"mmm","bglm",1667,25,0.9,0,0,0,0,1667,58,41,15
"bt","bglm",1667,25,0.9,0,0,0,0,1667,196,121,54
"bonf","glm",1667,50,0.9,0,0,0,0,1667,44,34,10
"mmm","glm",1667,50,0.9,0,736,0,0,931,100,62,34
"bt","glm",1667,50,0.9,0,0,0,0,1667,320,201,75
"bonf","bglm",1667,50,0.9,0,0,0,0,1667,30,22,6
"mmm","bglm",1667,50,0.9,0,0,0,0,1667,138,96,38
"bt","bglm",1667,50,0.9,0,0,0,0,1667,289,179,82
"bonf","glm",1667,25,0,0,0,0,0,1667,21,21,0
"mmm","glm",1667,25,0,0,1534,0,0,133,1,1,0
"bt","glm",1667,25,0,0,0,0,0,1667,156,138,11
"bonf","bglm",1667,25,0,0,0,0,0,1667,16,16,0
"mmm","bglm",1667,25,0,0,0,0,0,1667,23,21,2
"bt","bglm",1667,25,0,0,0,0,0,1667,106,100,6
"bonf","glm",1667,50,0,0,0,0,0,1667,66,62,4
"mmm","glm",1667,50,0,0,1481,0,0,186,8,8,0
"bt","glm",1667,50,0,0,0,0,0,1667,241,218,21
"bonf","bglm",1667,50,0,0,0,0,0,1667,48,44,2
"mmm","bglm",1667,50,0,0,0,0,0,1667,39,35,2
"bt","bglm",1667,50,0,0,0,0,0,1667,204,187,17
"bonf","glm",1667,25,0.5,0,0,0,0,1667,16,16,0
"mmm","glm",1667,25,0.5,0,1231,0,0,436,10,10,0
"bt","glm",1667,25,0.5,0,0,0,0,1667,191,151,27
"bonf","bglm",1667,25,0.5,0,0,0,0,1667,15,15,0
"mmm","bglm",1667,25,0.5,0,0,0,0,1667,38,36,2
"bt","bglm",1667,25,0.5,0,0,0,0,1667,112,96,14
"bonf","glm",1667,50,0.5,0,0,0,0,1667,59,55,2
"mmm","glm",1667,50,0.5,0,1193,0,0,474,20,16,0
"bt","glm",1667,50,0.5,0,0,0,0,1667,275,218,48
"bonf","bglm",1667,50,0.5,0,0,0,0,1667,32,30,2
"mmm","bglm",1667,50,0.5,0,0,0,0,1667,70,63,7
"bt","bglm",1667,50,0.5,0,0,0,0,1667,233,192,34
"bonf","glm",1667,25,0.9,0,0,0,0,1667,11,7,4
"mmm","glm",1667,25,0.9,0,718,0,0,949,40,27,13
"bt","glm",1667,25,0.9,0,0,0,0,1667,215,137,42
"bonf","bglm",1667,25,0.9,0,0,0,0,1667,11,9,2
"mmm","bglm",1667,25,0.9,0,0,0,0,1667,81,49,23
"bt","bglm",1667,25,0.9,0,0,0,0,1667,155,93,26
"bonf","glm",1667,50,0.9,0,0,0,0,1667,62,40,22
"mmm","glm",1667,50,0.9,0,706,0,0,961,70,46,17
"bt","glm",1667,50,0.9,0,0,0,0,1667,321,195,77
"bonf","bglm",1667,50,0.9,0,0,0,0,1667,43,32,11
"mmm","bglm",1667,50,0.9,0,0,0,0,1667,109,84,23
"bt","bglm",1667,50,0.9,0,0,0,0,1667,285,181,82
"bonf","glm",1667,25,0,0,0,0,0,1667,10,10,0
"mmm","glm",1667,25,0,0,1525,0,0,142,2,2,0
"bt","glm",1667,25,0,0,0,0,0,1667,156,142,14
"bonf","bglm",1667,25,0,0,0,0,0,1667,10,10,0
"mmm","bglm",1667,25,0,0,0,0,0,1667,14,14,0
"bt","bglm",1667,25,0,0,0,0,0,1667,134,125,9
"bonf","glm",1667,50,0,0,0,0,0,1667,61,60,1
"mmm","glm",1667,50,0,0,1500,0,0,167,7,7,0
"bt","glm",1667,50,0,0,0,0,0,1667,212,182,22
"bonf","bglm",1667,50,0,0,0,0,0,1667,43,41,0
"mmm","bglm",1667,50,0,0,0,0,0,1667,43,41,2
"bt","bglm",1667,50,0,0,0,0,0,1667,203,188,15
"bonf","glm",1667,25,0.5,0,0,0,0,1667,19,16,3
"mmm","glm",1667,25,0.5,0,1214,0,0,453,8,7,1
"bt","glm",1667,25,0.5,0,0,0,0,1667,188,148,29
"bonf","bglm",1667,25,0.5,0,0,0,0,1667,31,30,1
"mmm","bglm",1667,25,0.5,0,0,0,0,1667,28,27,1
"bt","bglm",1667,25,0.5,0,0,0,0,1667,137,120,13
"bonf","glm",1667,50,0.5,0,0,0,0,1667,58,55,3
"mmm","glm",1667,50,0.5,0,1186,0,0,481,25,22,3
"bt","glm",1667,50,0.5,0,0,0,0,1667,243,198,31
"bonf","bglm",1667,50,0.5,0,0,0,0,1667,38,35,3
"mmm","bglm",1667,50,0.5,0,0,0,0,1667,72,66,6
"bt","bglm",1667,50,0.5,0,0,0,0,1667,224,191,24
"bonf","glm",1667,25,0.9,0,0,0,0,1667,19,15,2
"mmm","glm",1667,25,0.9,0,725,0,0,942,45,35,10
"bt","glm",1667,25,0.9,0,0,0,0,1667,205,136,49
"bonf","bglm",1667,25,0.9,0,0,0,0,1667,20,15,5
"mmm","bglm",1667,25,0.9,0,0,0,0,1667,65,47,18
"bt","bglm",1667,25,0.9,0,0,0,0,1667,174,116,46
"bonf","glm",1667,50,0.9,0,0,0,0,1667,68,47,17
"mmm","glm",1667,50,0.9,0,700,0,0,967,105,63,26
"bt","glm",1667,50,0.9,0,0,0,0,1667,325,202,87
"bonf","bglm",1667,50,0.9,0,0,0,0,1667,43,32,11
"mmm","bglm",1667,50,0.9,0,0,0,0,1667,155,97,46
"bt","bglm",1667,50,0.9,0,0,0,0,1667,253,175,55
"bonf","glm",1667,25,0,0,0,0,0,1667,14,14,0
"mmm","glm",1667,25,0,0,1531,0,0,136,1,1,0
"bt","glm",1667,25,0,0,0,0,0,1667,160,145,9
"bonf","bglm",1667,25,0,0,0,0,0,1667,12,12,0
"mmm","bglm",1667,25,0,0,0,0,0,1667,21,21,0
"bt","bglm",1667,25,0,0,0,0,0,1667,132,123,9
"bonf","glm",1667,50,0,0,0,0,0,1667,67,65,2
"mmm","glm",1667,50,0,0,1489,0,0,178,9,7,0
"bt","glm",1667,50,0,0,0,0,0,1667,236,213,17
"bonf","bglm",1667,50,0,0,0,0,0,1667,36,36,0
"mmm","bglm",1667,50,0,0,0,0,0,1667,61,59,2
"bt","bglm",1667,50,0,0,0,0,0,1667,211,193,14
"bonf","glm",1667,25,0.5,0,0,0,0,1667,22,21,1
"mmm","glm",1667,25,0.5,0,1242,0,0,425,7,7,0
"bt","glm",1667,25,0.5,0,0,0,0,1667,167,139,21
"bonf","bglm",1667,25,0.5,0,0,0,0,1667,14,14,0
"mmm","bglm",1667,25,0.5,0,0,0,0,1667,34,33,1
"bt","bglm",1667,25,0.5,0,0,0,0,1667,103,92,9
"bonf","glm",1667,50,0.5,0,0,0,0,1667,59,53,6
"mmm","glm",1667,50,0.5,0,1169,0,0,498,13,12,1
"bt","glm",1667,50,0.5,0,0,0,0,1667,229,193,30
"bonf","bglm",1667,50,0.5,0,0,0,0,1667,55,53,2
"mmm","bglm",1667,50,0.5,0,0,0,0,1667,60,53,7
"bt","bglm",1667,50,0.5,0,0,0,0,1667,208,178,26
"bonf","glm",1667,25,0.9,0,0,0,0,1667,14,13,1
"mmm","glm",1667,25,0.9,0,727,0,0,940,58,36,17
"bt","glm",1667,25,0.9,0,0,0,0,1667,203,129,44
"bonf","bglm",1667,25,0.9,0,0,0,0,1667,21,17,4
"mmm","bglm",1667,25,0.9,0,0,0,0,1667,63,45,16
"bt","bglm",1667,25,0.9,0,0,0,0,1667,153,94,43
"bonf","glm",1667,50,0.9,0,0,0,0,1667,59,45,12
"mmm","glm",1667,50,0.9,0,713,0,0,954,100,63,24
"bt","glm",1667,50,0.9,0,0,0,0,1667,296,191,77
"bonf","bglm",1667,50,0.9,0,0,0,0,1667,50,36,14
"mmm","bglm",1667,50,0.9,0,0,0,0,1667,122,78,36
"bt","bglm",1667,50,0.9,0,0,0,0,1667,250,160,65
"bonf","glm",1667,25,0,0,0,0,0,1667,21,20,1
"mmm","glm",1667,25,0,0,1519,0,0,148,0,0,0
"bt","glm",1667,25,0,0,0,0,0,1667,141,127,12
"bonf","bglm",1667,25,0,0,0,0,0,1667,18,18,0
"mmm","bglm",1667,25,0,0,0,0,0,1667,18,18,0
"bt","bglm",1667,25,0,0,0,0,0,1667,121,112,7
"bonf","glm",1667,50,0,0,0,0,0,1667,74,72,2
"mmm","glm",1667,50,0,0,1475,0,0,192,10,9,1
"bt","glm",1667,50,0,0,0,0,0,1667,221,191,28
"bonf","bglm",1667,50,0,0,0,0,0,1667,51,49,2
"mmm","bglm",1667,50,0,0,0,0,0,1667,57,57,0
"bt","bglm",1667,50,0,0,0,0,0,1667,192,184,8
"bonf","glm",1667,25,0.5,0,0,0,0,1667,13,13,0
"mmm","glm",1667,25,0.5,0,1210,0,0,457,7,7,0
