"method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"mmm","bglm",1667,25,0,0,1667,0,0,1667,204,179,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,621,490,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,394,111,0
"mmm","bglm",1667,50,0.9,0,1667,2,2,1665,1193,267,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,223,202,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,614,499,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,363,109,0
"mmm","bglm",1667,50,0.9,0,1667,6,4,1663,1370,313,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,180,164,0
"mmm","bglm",1667,50,0,0,1667,1,1,1666,588,471,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,504,137,0
"mmm","bglm",1667,50,0.9,0,1667,0,0,1667,1289,284,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,212,151,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,739,388,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,279,178,0
"mmm","bglm",1667,50,0.5,0,1667,1,1,1666,694,383,0
"mmm","bglm",1667,25,0.5,0,1667,0,0,1667,251,159,0
"mmm","bglm",1667,50,0.5,0,1667,0,0,1667,711,386,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,202,180,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,630,517,0
"mmm","bglm",1667,25,0.9,0,1667,1,1,1666,439,114,0
"mmm","bglm",1667,50,0.9,0,1667,5,3,1664,1225,299,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,209,190,0
"mmm","bglm",1667,50,0,0,1667,1,1,1666,591,467,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,395,111,0
"mmm","bglm",1667,50,0.9,0,1667,1,1,1666,1129,259,0
"mmm","bglm",1667,25,0,0,1667,0,0,1667,211,189,0
"mmm","bglm",1667,50,0,0,1667,0,0,1667,553,451,0
"mmm","bglm",1667,25,0.9,0,1667,0,0,1667,411,109,0
"mmm","bglm",1667,50,0.9,0,1667,2,2,1665,1343,298,0
