"method","model","nsim","ntrt","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"mmm","bglm",1667,25,0,0,1667,9,8,1659,15,15,0
"mmm","bglm",1667,50,0,0,1667,8,8,1659,185,174,0
"mmm","bglm",1667,25,0.9,0,1667,21,16,1651,92,28,0
"mmm","bglm",1667,50,0.9,0,1667,21,18,1649,428,129,0
"mmm","bglm",1667,25,0,0,1667,4,4,1663,20,20,0
"mmm","bglm",1667,50,0,0,1667,15,15,1652,203,193,0
"mmm","bglm",1667,25,0.9,0,1667,15,10,1657,77,26,0
"mmm","bglm",1667,50,0.9,0,1667,26,19,1648,420,109,0
"mmm","bglm",1667,25,0,0,1667,3,3,1664,14,14,0
"mmm","bglm",1667,50,0,0,1667,11,11,1656,196,188,0
"mmm","bglm",1667,25,0.9,0,1667,16,14,1653,110,30,0
"mmm","bglm",1667,50,0.9,0,1667,24,16,1651,501,149,0
"mmm","bglm",1667,25,0.5,0,1667,5,5,1662,22,17,0
"mmm","bglm",1667,50,0.5,0,1667,16,16,1651,272,167,0
"mmm","bglm",1667,25,0.5,0,1667,9,9,1658,21,17,0
"mmm","bglm",1667,50,0.5,0,1667,10,10,1657,201,126,0
"mmm","bglm",1667,25,0.5,0,1667,8,7,1660,24,21,0
"mmm","bglm",1667,50,0.5,0,1667,15,14,1653,201,128,0
"mmm","bglm",1667,25,0,0,1667,6,6,1661,14,14,0
"mmm","bglm",1667,50,0,0,1667,9,9,1658,171,163,0
"mmm","bglm",1667,25,0.9,0,1667,11,10,1657,82,25,0
"mmm","bglm",1667,50,0.9,0,1667,32,19,1648,387,111,0
"mmm","bglm",1667,25,0,0,1667,4,4,1663,12,12,0
"mmm","bglm",1667,50,0,0,1667,12,12,1655,180,172,0
"mmm","bglm",1667,25,0.9,0,1667,19,13,1654,92,30,0
"mmm","bglm",1667,50,0.9,0,1667,30,22,1645,471,130,0
"mmm","bglm",1667,25,0,0,1667,4,4,1663,15,15,0
"mmm","bglm",1667,50,0,0,1667,9,8,1659,154,148,0
"mmm","bglm",1667,25,0.9,0,1667,25,18,1649,107,24,0
"mmm","bglm",1667,50,0.9,0,1667,29,21,1646,537,144,0
"mmm","bglm",1667,25,0.5,0,1667,7,6,1661,12,11,0
"mmm","bglm",1667,50,0.5,0,1667,14,12,1655,240,153,0
"mmm","bglm",1667,25,0.5,0,1667,12,12,1655,23,19,0
"mmm","bglm",1667,50,0.5,0,1667,12,11,1656,206,147,0
"mmm","bglm",1667,25,0.5,0,1667,5,5,1662,24,20,0
"mmm","bglm",1667,50,0.5,0,1667,15,15,1652,261,169,0
"bonf","glm",1667,25,0,0,1667,8,8,1659,0,0,0
"bt","glm",1667,25,0,0,1667,71,64,1603,48,47,0
"bonf","bglm",1667,25,0,0,1667,0,0,1667,13,13,0
"bt","bglm",1667,25,0,0,1667,68,63,1604,337,311,0
"bonf","glm",1667,50,0,0,1667,14,14,1653,39,39,0
"bt","glm",1667,50,0,0,1667,69,61,1606,474,413,0
"bonf","bglm",1667,50,0,0,1667,12,11,1656,170,162,0
"bt","bglm",1667,50,0,0,1667,46,42,1625,764,627,0
"bonf","glm",1667,25,0.9,0,1667,2,2,1665,0,0,0
"bt","glm",1667,25,0.9,0,1667,128,85,1582,79,24,0
"bonf","bglm",1667,25,0.9,0,1667,4,3,1664,18,3,0
"bt","bglm",1667,25,0.9,0,1667,100,62,1605,495,126,0
"bonf","glm",1667,50,0.9,0,1667,6,6,1661,29,10,0
"bt","glm",1667,50,0.9,0,1667,102,65,1602,728,186,0
"bonf","bglm",1667,50,0.9,0,1667,8,6,1661,137,42,0
"bt","bglm",1667,50,0.9,0,1667,69,50,1617,1101,270,0
"bonf","glm",1667,25,0,0,1667,5,5,1662,1,1,0
"bt","glm",1667,25,0,0,1667,78,70,1597,53,51,0
"bonf","bglm",1667,25,0,0,1667,10,10,1657,9,9,0
"bt","bglm",1667,25,0,0,1667,66,61,1606,349,323,0
"bonf","glm",1667,50,0,0,1667,13,13,1654,51,50,0
"bt","glm",1667,50,0,0,1667,62,55,1612,504,446,0
"bonf","bglm",1667,50,0,0,1667,9,9,1658,158,147,0
"bt","bglm",1667,50,0,0,1667,47,44,1623,778,620,0
"bonf","glm",1667,25,0.9,0,1667,8,7,1660,0,0,0
"bt","glm",1667,25,0.9,0,1667,113,75,1592,79,25,0
"bonf","bglm",1667,25,0.9,0,1667,2,2,1665,14,3,0
"bt","bglm",1667,25,0.9,0,1667,80,54,1613,547,144,0
"bonf","glm",1667,50,0.9,0,1667,7,6,1661,61,20,0
"bt","glm",1667,50,0.9,0,1667,87,60,1607,823,194,0
"bonf","bglm",1667,50,0.9,0,1667,3,3,1664,135,47,0
"bt","bglm",1667,50,0.9,0,1667,58,44,1623,1032,264,0
"bonf","glm",1667,25,0,0,1667,14,13,1654,0,0,0
"bt","glm",1667,25,0,0,1667,76,70,1597,53,49,0
"bonf","bglm",1667,25,0,0,1667,9,9,1658,16,16,0
"bt","bglm",1667,25,0,0,1667,62,57,1610,347,320,0
"bonf","glm",1667,50,0,0,1667,8,8,1659,27,27,0
"bt","glm",1667,50,0,0,1667,59,56,1611,474,418,0
"bonf","bglm",1667,50,0,0,1667,10,10,1657,171,164,0
"bt","bglm",1667,50,0,0,1667,57,52,1615,775,628,0
"bonf","glm",1667,25,0.9,0,1667,7,6,1661,0,0,0
"bt","glm",1667,25,0.9,0,1667,146,88,1579,67,20,0
"bonf","bglm",1667,25,0.9,0,1667,0,0,1667,1,1,0
"bt","bglm",1667,25,0.9,0,1667,95,62,1605,506,140,0
"bonf","glm",1667,50,0.9,0,1667,12,9,1658,53,16,0
"bt","glm",1667,50,0.9,0,1667,83,59,1608,732,192,0
"bonf","bglm",1667,50,0.9,0,1667,3,3,1664,184,54,0
"bt","bglm",1667,50,0.9,0,1667,73,51,1616,930,251,0
"bonf","glm",1667,25,0.5,0,1667,6,6,1661,1,1,0
"bt","glm",1667,25,0.5,0,1667,86,79,1588,52,35,0
"bonf","bglm",1667,25,0.5,0,1667,4,4,1663,9,6,0
"bt","bglm",1667,25,0.5,0,1667,50,47,1620,333,199,0
"bonf","glm",1667,50,0.5,0,1667,13,11,1656,30,30,0
