"","Method","Model","Setting","N","Correlation","Power","FWER","No_simulations"
"955","bt","glm","h02_04_ha8_002_s02",100,0,0,0.0549890021995601,10002
"956","bt","glm","h02_04_ha8_002_s02",100,0.5,0,0.0504899020195961,10002
"957","bt","glm","h02_04_ha8_002_s02",100,0.9,0,0.0546890621875625,10002
"958","bt","glm","h02_04_ha8_002_s02",200,0,0,0.0489902019596081,10002
"959","bt","glm","h02_04_ha8_002_s02",200,0.5,0,0.0520895820835833,10002
"960","bt","glm","h02_04_ha8_002_s02",200,0.9,0,0.0484903019396121,10002
"961","mmm","bglm","h02_04_ha8_002_s02",100,0,0,0.00379924015196961,10002
"962","mmm","bglm","h02_04_ha8_002_s02",100,0.5,0,0.00559888022395521,10002
"963","mmm","bglm","h02_04_ha8_002_s02",100,0.9,0,0.00969806038792242,10002
"964","mmm","bglm","h02_04_ha8_002_s02",200,0,0,0.00459908018396321,10002
"965","mmm","bglm","h02_04_ha8_002_s02",200,0.5,0,0.00819836032793441,10002
"966","mmm","bglm","h02_04_ha8_002_s02",200,0.9,0,0.0127974405118976,10002
"967","mmm","glm","h02_04_ha8_002_s02",100,0,0,0.0002999400119976,10002
"968","mmm","glm","h02_04_ha8_002_s02",100,0.5,0,0.000699860027994401,10002
"969","mmm","glm","h02_04_ha8_002_s02",100,0.9,0,0.00729854029194161,10002
"970","mmm","glm","h02_04_ha8_002_s02",200,0,0,0.000899820035992801,10002
"971","mmm","glm","h02_04_ha8_002_s02",200,0.5,0,0.0022995400919816,10002
"972","mmm","glm","h02_04_ha8_002_s02",200,0.9,0,0.00929814037192562,10002
"973","bonf","bglm","h08_01_ha2_04_d01",100,0,0.0177875487158989,0,10007
"974","bonf","bglm","h08_01_ha2_04_d01",100,0.5,0.0152701644479248,9.78856695379796e-05,10216
"975","bonf","bglm","h08_01_ha2_04_d01",100,0.9,0.00769461377036075,0,10007
"976","bonf","bglm","h08_01_ha2_04_d01",200,0,0.0705506145698011,0.000199860097931448,10007
"977","bonf","bglm","h08_01_ha2_04_d01",200,0.5,0.0501174628034456,9.78856695379796e-05,10216
"978","bonf","bglm","h08_01_ha2_04_d01",200,0.9,0.0245827920455681,0,10007
"979","bonf","glm","h08_01_ha2_04_d01",100,0,0.0154891575896872,0,10007
"980","bonf","glm","h08_01_ha2_04_d01",100,0.5,0.0153680501174628,0,10216
"981","bonf","glm","h08_01_ha2_04_d01",100,0.9,0.00579594284001199,0,10007
"982","bonf","glm","h08_01_ha2_04_d01",200,0,0.0790446687318877,0,10007
"983","bonf","glm","h08_01_ha2_04_d01",200,0.5,0.0666601409553641,0,10216
"984","bonf","glm","h08_01_ha2_04_d01",200,0.9,0.0272809033676427,0,10007
"985","bt","bglm","h08_01_ha2_04_d01",100,0,0.0801438992705106,0.00099930048965724,10007
"986","bt","bglm","h08_01_ha2_04_d01",100,0.5,0.0724353954581049,0.000880971025841817,10216
"987","bt","bglm","h08_01_ha2_04_d01",100,0.9,0.0705506145698011,0.002897971420006,10007
"988","bt","bglm","h08_01_ha2_04_d01",200,0,0.136504446887179,0.0024982512241431,10007
"989","bt","bglm","h08_01_ha2_04_d01",200,0.5,0.11775646045419,0.00185982772122161,10216
"990","bt","bglm","h08_01_ha2_04_d01",200,0.9,0.102428300189867,0.00719496352553213,10007
"991","bt","glm","h08_01_ha2_04_d01",100,0,0.103427600679524,0,10007
"992","bt","glm","h08_01_ha2_04_d01",100,0.5,0.0939702427564605,0,10216
"993","bt","glm","h08_01_ha2_04_d01",100,0.9,0.0821425002498251,9.9930048965724e-05,10007
"994","bt","glm","h08_01_ha2_04_d01",200,0,0.171180173878285,0.000199860097931448,10007
"995","bt","glm","h08_01_ha2_04_d01",200,0.5,0.14633907595928,0.000391542678151919,10216
"996","bt","glm","h08_01_ha2_04_d01",200,0.9,0.116818227240931,0.00099930048965724,10007
"997","mmm","bglm","h08_01_ha2_04_d01",100,0,0.0177875487158989,0,10007
"998","mmm","bglm","h08_01_ha2_04_d01",100,0.5,0.0197729052466719,0,10216
"999","mmm","bglm","h08_01_ha2_04_d01",100,0.9,0.0250824422903967,0.000199860097931448,10007
"1000","mmm","bglm","h08_01_ha2_04_d01",200,0,0.0761466973118817,0,10007
"1001","mmm","bglm","h08_01_ha2_04_d01",200,0.5,0.0633320281910728,9.78856695379796e-05,10216
"1002","mmm","bglm","h08_01_ha2_04_d01",200,0.9,0.0533626461476966,0.000699510342760068,10007
"1003","mmm","glm","h08_01_ha2_04_d01",100,0,0.020285799940042,0,10007
"1004","mmm","glm","h08_01_ha2_04_d01",100,0.5,0.0263312451057165,0,10216
"1005","mmm","glm","h08_01_ha2_04_d01",100,0.9,0.0301788747876486,0,10007
"1006","mmm","glm","h08_01_ha2_04_d01",200,0,0.080743479564305,0,10007
"1007","mmm","glm","h08_01_ha2_04_d01",200,0.5,0.0657791699295223,0,10216
"1008","mmm","glm","h08_01_ha2_04_d01",200,0.9,0.0708504047166983,0.000199860097931448,10007
"1009","bonf","bglm","h08_01_ha2_04_d02",100,0,0.107418194277882,0,11674
"1010","bonf","bglm","h08_01_ha2_04_d02",100,0.5,0.0774275646045419,9.78856695379796e-05,10216
"1011","bonf","bglm","h08_01_ha2_04_d02",100,0.9,0.033750214151105,0,11674
"1012","bonf","bglm","h08_01_ha2_04_d02",200,0,0.504111701216378,0.000171320884015762,11674
"1013","bonf","bglm","h08_01_ha2_04_d02",200,0.5,0.328112764291308,0.000195771339075959,10216
"1014","bonf","bglm","h08_01_ha2_04_d02",200,0.9,0.168579749871509,8.56604420078808e-05,11674
"1015","bonf","glm","h08_01_ha2_04_d02",100,0,0.105790645879733,0,11674
"1016","bonf","glm","h08_01_ha2_04_d02",100,0.5,0.0757635082223962,0,10216
"1017","bonf","glm","h08_01_ha2_04_d02",100,0.9,0.0303237964707898,0,11674
"1018","bonf","glm","h08_01_ha2_04_d02",200,0,0.537090971389412,0,11674
"1019","bonf","glm","h08_01_ha2_04_d02",200,0.5,0.353367267032107,0,10216
"1020","bonf","glm","h08_01_ha2_04_d02",200,0.9,0.184769573410999,0,11674
"1021","bt","bglm","h08_01_ha2_04_d02",100,0,0.295956827137228,0.000770943978070927,11674
"1022","bt","bglm","h08_01_ha2_04_d02",100,0.5,0.239526233359436,0.000489428347689898,10216
"1023","bt","bglm","h08_01_ha2_04_d02",100,0.9,0.194192222031866,0.00316943635429159,11674
"1024","bt","bglm","h08_01_ha2_04_d02",200,0,0.689052595511393,0.00197019016618126,11674
"1025","bt","bglm","h08_01_ha2_04_d02",200,0.5,0.483946750195771,0.00293657008613939,10216
"1026","bt","bglm","h08_01_ha2_04_d02",200,0.9,0.373993489806407,0.0084803837587802,11674
"1027","bt","glm","h08_01_ha2_04_d02",100,0,0.355576494774713,0,11674
"1028","bt","glm","h08_01_ha2_04_d02",100,0.5,0.263116679718089,0,10216
"1029","bt","glm","h08_01_ha2_04_d02",100,0.9,0.217234880931986,0,11674
"1030","bt","glm","h08_01_ha2_04_d02",200,0,0.705242419050882,0.000171320884015762,11674
"1031","bt","glm","h08_01_ha2_04_d02",200,0.5,0.504600626468285,0.000685199686765857,10216
"1032","bt","glm","h08_01_ha2_04_d02",200,0.9,0.399948603734795,0.00154188795614185,11674
"1033","mmm","bglm","h08_01_ha2_04_d02",100,0,0.112900462566387,0,11674
"1034","mmm","bglm","h08_01_ha2_04_d02",100,0.5,0.107380579483164,0,10216
"1035","mmm","bglm","h08_01_ha2_04_d02",100,0.9,0.0879732739420935,8.56604420078808e-05,11674
"1036","mmm","bglm","h08_01_ha2_04_d02",200,0,0.53032379647079,0.000171320884015762,11674
"1037","mmm","bglm","h08_01_ha2_04_d02",200,0.5,0.359142521534847,0.000293657008613939,10216
"1038","mmm","bglm","h08_01_ha2_04_d02",200,0.9,0.250642453315059,0.00119924618811033,11674
"1039","mmm","glm","h08_01_ha2_04_d02",100,0,0.106133287647764,0,11674
"1040","mmm","glm","h08_01_ha2_04_d02",100,0.5,0.102290524667189,0,10216
"1041","mmm","glm","h08_01_ha2_04_d02",100,0.9,0.0993661127291417,0,11674
"1042","mmm","glm","h08_01_ha2_04_d02",200,0,0.529124550282679,0,11674
"1043","mmm","glm","h08_01_ha2_04_d02",200,0.5,0.345536413469068,9.78856695379796e-05,10216
"1044","mmm","glm","h08_01_ha2_04_d02",200,0.9,0.293643995203015,0,11674
"1045","bonf","bglm","h08_01_ha2_04_s01",100,0,0.00759848030393921,0,10002
"1046","bonf","bglm","h08_01_ha2_04_s01",100,0.5,0.00679864027194561,9.99800039992002e-05,10002
"1047","bonf","bglm","h08_01_ha2_04_s01",100,0.9,0.00619876024795041,0,10002
"1048","bonf","bglm","h08_01_ha2_04_s01",200,0,0.0133973205358928,0.0002999400119976,10002
"1049","bonf","bglm","h08_01_ha2_04_s01",200,0.5,0.013497300539892,9.99800039992002e-05,10002
"1050","bonf","bglm","h08_01_ha2_04_s01",200,0.9,0.0118976204759048,0.0001999600079984,10002
"1051","bonf","glm","h08_01_ha2_04_s01",100,0,0.00899820035992801,0,10002
"1052","bonf","glm","h08_01_ha2_04_s01",100,0.5,0.00829834033193361,0,10002
"1053","bonf","glm","h08_01_ha2_04_s01",100,0.9,0.00709858028394321,0,10002
"1054","bonf","glm","h08_01_ha2_04_s01",200,0,0.0262947410517896,0,10002
"1055","bonf","glm","h08_01_ha2_04_s01",200,0.5,0.0221955608878224,9.99800039992002e-05,10002
"1056","bonf","glm","h08_01_ha2_04_s01",200,0.9,0.0190961807638472,0,10002
"1057","bt","bglm","h08_01_ha2_04_s01",100,0,0.0594881023795241,0.0148970205958808,10002
"1058","bt","bglm","h08_01_ha2_04_s01",100,0.5,0.0543891221755649,0.0106978604279144,10002
"1059","bt","bglm","h08_01_ha2_04_s01",100,0.9,0.0546890621875625,0.00729854029194161,10002
"1060","bt","bglm","h08_01_ha2_04_s01",200,0,0.0767846430713857,0.023995200959808,10002
"1061","bt","bglm","h08_01_ha2_04_s01",200,0.5,0.0749850029994001,0.0178964207158568,10002
"1062","bt","bglm","h08_01_ha2_04_s01",200,0.9,0.0721855628874225,0.0137972405518896,10002
"1063","bt","glm","h08_01_ha2_04_s01",100,0,0.0695860827834433,0.0002999400119976,10002
"1064","bt","glm","h08_01_ha2_04_s01",100,0.5,0.0698860227954409,0.0002999400119976,10002
"1065","bt","glm","h08_01_ha2_04_s01",100,0.9,0.0727854429114177,9.99800039992002e-05,10002
"1066","bt","glm","h08_01_ha2_04_s01",200,0,0.0874825034993001,0.00489902019596081,10002
"1067","bt","glm","h08_01_ha2_04_s01",200,0.5,0.0876824635072985,0.00379924015196961,10002
"1068","bt","glm","h08_01_ha2_04_s01",200,0.9,0.0845830833833233,0.00569886022795441,10002
"1069","mmm","bglm","h08_01_ha2_04_s01",100,0,0.00899820035992801,0.0001999600079984,10002
"1070","mmm","bglm","h08_01_ha2_04_s01",100,0.5,0.00959808038392321,0.0001999600079984,10002
"1071","mmm","bglm","h08_01_ha2_04_s01",100,0.9,0.0166966606678664,0.0002999400119976,10002
"1072","mmm","bglm","h08_01_ha2_04_s01",200,0,0.0160967806438712,0.000399920015996801,10002
"1073","mmm","bglm","h08_01_ha2_04_s01",200,0.5,0.020995800839832,0.000599880023995201,10002
"1074","mmm","bglm","h08_01_ha2_04_s01",200,0.9,0.0331933613277345,0.0013997200559888,10002
"1075","mmm","glm","h08_01_ha2_04_s01",100,0,0.00799840031993601,0,10002
"1076","mmm","glm","h08_01_ha2_04_s01",100,0.5,0.00829834033193361,0,10002
"1077","mmm","glm","h08_01_ha2_04_s01",100,0.9,0.0196960607878424,0,10002
"1078","mmm","glm","h08_01_ha2_04_s01",200,0,0.0273945210957808,0,10002
"1079","mmm","glm","h08_01_ha2_04_s01",200,0.5,0.0216956608678264,0.0001999600079984,10002
"1080","mmm","glm","h08_01_ha2_04_s01",200,0.9,0.0367926414717057,0.0001999600079984,10002
"1081","bonf","bglm","h08_01_ha2_04_s02",100,0,0.0238952209558088,0,10002
"1082","bonf","bglm","h08_01_ha2_04_s02",100,0.5,0.020495900819836,0,10002
"1083","bonf","bglm","h08_01_ha2_04_s02",100,0.9,0.0180963807238552,0,10002
"1084","bonf","bglm","h08_01_ha2_04_s02",200,0,0.0775844831033793,0.000599880023995201,10002
"1085","bonf","bglm","h08_01_ha2_04_s02",200,0.5,0.0708858228354329,0.000499900019996001,10002
"1086","bonf","bglm","h08_01_ha2_04_s02",200,0.9,0.0593881223755249,0.0001999600079984,10002
"1087","bonf","glm","h08_01_ha2_04_s02",100,0,0.0330933813237353,0,10002
"1088","bonf","glm","h08_01_ha2_04_s02",100,0.5,0.02999400119976,0,10002
"1089","bonf","glm","h08_01_ha2_04_s02",100,0.9,0.0258948210357928,0,10002
"1090","bonf","glm","h08_01_ha2_04_s02",200,0,0.112977404519096,0,10002
"1091","bonf","glm","h08_01_ha2_04_s02",200,0.5,0.0981803639272146,0,10002
"1092","bonf","glm","h08_01_ha2_04_s02",200,0.9,0.0827834433113377,0,10002
"1093","bt","bglm","h08_01_ha2_04_s02",100,0,0.136872625474905,0.0121975604879024,10002
"1094","bt","bglm","h08_01_ha2_04_s02",100,0.5,0.11877624475105,0.0106978604279144,10002
"1095","bt","bglm","h08_01_ha2_04_s02",100,0.9,0.110177964407119,0.00809838032393521,10002
"1096","bt","bglm","h08_01_ha2_04_s02",200,0,0.242951409718056,0.0206958608278344,10002
"1097","bt","bglm","h08_01_ha2_04_s02",200,0.5,0.227054589082184,0.0213957208558288,10002
"1098","bt","bglm","h08_01_ha2_04_s02",200,0.9,0.198960207958408,0.015996800639872,10002
"1099","bt","glm","h08_01_ha2_04_s02",100,0,0.157168566286743,0.000799840031993601,10002
"1100","bt","glm","h08_01_ha2_04_s02",100,0.5,0.147370525894821,0.000399920015996801,10002
"1101","bt","glm","h08_01_ha2_04_s02",100,0.9,0.138672265546891,0.000399920015996801,10002
"1102","bt","glm","h08_01_ha2_04_s02",200,0,0.277244551089782,0.00609878024395121,10002
"1103","bt","glm","h08_01_ha2_04_s02",200,0.5,0.243851229754049,0.00609878024395121,10002
"1104","bt","glm","h08_01_ha2_04_s02",200,0.9,0.230353929214157,0.00499900019996001,10002
"1105","mmm","bglm","h08_01_ha2_04_s02",100,0,0.026994601079784,0,10002
"1106","mmm","bglm","h08_01_ha2_04_s02",100,0.5,0.0318936212757448,0,10002
"1107","mmm","bglm","h08_01_ha2_04_s02",100,0.9,0.0475904819036193,0.000399920015996801,10002
"1108","mmm","bglm","h08_01_ha2_04_s02",200,0,0.0835832833433313,0.000699860027994401,10002
"1109","mmm","bglm","h08_01_ha2_04_s02",200,0.5,0.0880823835232953,0.000899820035992801,10002
"1110","mmm","bglm","h08_01_ha2_04_s02",200,0.9,0.111877624475105,0.001999600079984,10002
"1111","mmm","glm","h08_01_ha2_04_s02",100,0,0.0238952209558088,0,10002
"1112","mmm","glm","h08_01_ha2_04_s02",100,0.5,0.0245950809838032,0,10002
"1113","mmm","glm","h08_01_ha2_04_s02",100,0.9,0.0540891821635673,9.99800039992002e-05,10002
"1114","mmm","glm","h08_01_ha2_04_s02",200,0,0.123175364927015,9.99800039992002e-05,10002
"1115","mmm","glm","h08_01_ha2_04_s02",200,0.5,0.107978404319136,9.99800039992002e-05,10002
"1116","mmm","glm","h08_01_ha2_04_s02",200,0.9,0.129174165166967,0.000499900019996001,10002
"1117","bonf","bglm","h08_002_ha2_04_d01",100,0,0.018677281077771,0,9798
"1118","bonf","bglm","h08_002_ha2_04_d01",100,0.5,0.015996800639872,0,10002
"1119","bonf","bglm","h08_002_ha2_04_d01",100,0.9,0.00663400694019188,0,9798
"1120","bonf","bglm","h08_002_ha2_04_d01",200,0,0.0727699530516432,0,9798
"1121","bonf","bglm","h08_002_ha2_04_d01",200,0.5,0.0538892221555689,0,10002
"1122","bonf","bglm","h08_002_ha2_04_d01",200,0.9,0.0254133496631966,0,9798
"1123","bonf","glm","h08_002_ha2_04_d01",100,0,0.0169422331087977,0,9798
"1124","bonf","glm","h08_002_ha2_04_d01",100,0.5,0.0136972605478904,0,10002
"1125","bonf","glm","h08_002_ha2_04_d01",100,0.9,0.00581751377832211,0,9798
"1126","bonf","glm","h08_002_ha2_04_d01",200,0,0.0819555011226781,0,9798
"1127","bonf","glm","h08_002_ha2_04_d01",200,0.5,0.0652869426114777,0,10002
"1128","bonf","glm","h08_002_ha2_04_d01",200,0.9,0.0294958154725454,0,9798
"1129","bt","bglm","h08_002_ha2_04_d01",100,0,0.0797101449275362,0,9798
"1130","bt","bglm","h08_002_ha2_04_d01",100,0.5,0.0752849430113977,0,10002
"1131","bt","bglm","h08_002_ha2_04_d01",100,0.9,0.0705245968565013,0,9798
"1132","bt","bglm","h08_002_ha2_04_d01",200,0,0.142784241681976,0,9798
"1133","bt","bglm","h08_002_ha2_04_d01",200,0.5,0.117576484703059,0,10002
"1134","bt","bglm","h08_002_ha2_04_d01",200,0.9,0.104307001428863,0,9798
"1135","bt","glm","h08_002_ha2_04_d01",100,0,0.109308022045315,0,9798
"1136","bt","glm","h08_002_ha2_04_d01",100,0.5,0.0917816436712657,0,10002
"1137","bt","glm","h08_002_ha2_04_d01",100,0.9,0.0862420902224944,0,9798
"1138","bt","glm","h08_002_ha2_04_d01",200,0,0.16921820779751,0,9798
"1139","bt","glm","h08_002_ha2_04_d01",200,0.5,0.143971205758848,0,10002
"1140","bt","glm","h08_002_ha2_04_d01",200,0.9,0.121453357828128,0,9798
"1141","mmm","bglm","h08_002_ha2_04_d01",100,0,0.0221473770157175,0,9798
"1142","mmm","bglm","h08_002_ha2_04_d01",100,0.5,0.0318936212757448,0,10002
"1143","mmm","bglm","h08_002_ha2_04_d01",100,0.9,0.0390896101245152,0,9798
"1144","mmm","bglm","h08_002_ha2_04_d01",200,0,0.0746070626658502,0,9798
"1145","mmm","bglm","h08_002_ha2_04_d01",200,0.5,0.0655868826234753,0,10002
"1146","mmm","bglm","h08_002_ha2_04_d01",200,0.9,0.0620534803021025,0,9798
"1147","mmm","glm","h08_002_ha2_04_d01",100,0,0.0014288630332721,0,9798
"1148","mmm","glm","h08_002_ha2_04_d01",100,0.5,0.00529894021195761,0,10002
"1149","mmm","glm","h08_002_ha2_04_d01",100,0.9,0.0191875893039396,0,9798
"1150","mmm","glm","h08_002_ha2_04_d01",200,0,0.00806286997346397,0,9798
"1151","mmm","glm","h08_002_ha2_04_d01",200,0.5,0.0215956808638272,0,10002
"1152","mmm","glm","h08_002_ha2_04_d01",200,0.9,0.0397019799959175,0,9798
"1153","bonf","bglm","h08_002_ha2_04_d02",100,0,0.105825921854702,0,10007
"1154","bonf","bglm","h08_002_ha2_04_d02",100,0.5,0.0804839032193561,0,10002
"1155","bonf","bglm","h08_002_ha2_04_d02",100,0.9,0.0322774058159288,0,10007
"1156","bonf","bglm","h08_002_ha2_04_d02",200,0,0.498750874387928,0,10007
"1157","bonf","bglm","h08_002_ha2_04_d02",200,0.5,0.332133573285343,0,10002
"1158","bonf","bglm","h08_002_ha2_04_d02",200,0.9,0.169481363045868,0,10007
"1159","bonf","glm","h08_002_ha2_04_d02",100,0,0.104726691316079,0,10007
"1160","bonf","glm","h08_002_ha2_04_d02",100,0.5,0.0758848230353929,0,10002
"1161","bonf","glm","h08_002_ha2_04_d02",100,0.9,0.0347756570400719,0,10007
"1162","bonf","glm","h08_002_ha2_04_d02",200,0,0.528330168881783,0,10007
"1163","bonf","glm","h08_002_ha2_04_d02",200,0.5,0.345330933813237,0,10002
"1164","bonf","glm","h08_002_ha2_04_d02",200,0.9,0.183371639852104,0,10007
"1165","bt","bglm","h08_002_ha2_04_d02",100,0,0.294194064155091,0,10007
"1166","bt","bglm","h08_002_ha2_04_d02",100,0.5,0.241751649670066,0,10002
"1167","bt","bglm","h08_002_ha2_04_d02",100,0.9,0.181373038872789,0,10007
"1168","bt","bglm","h08_002_ha2_04_d02",200,0,0.691815728989707,0,10007
"1169","bt","bglm","h08_002_ha2_04_d02",200,0.5,0.476904619076185,0,10002
"1170","bt","bglm","h08_002_ha2_04_d02",200,0.9,0.3816328570001,0,10007
"1171","bt","glm","h08_002_ha2_04_d02",100,0,0.355850904366943,0,10007
"1172","bt","glm","h08_002_ha2_04_d02",100,0.5,0.255448910217956,0,10002
"1173","bt","glm","h08_002_ha2_04_d02",100,0.9,0.209453382632157,0,10007
"1174","bt","glm","h08_002_ha2_04_d02",200,0,0.7102028579994,0,10007
"1175","bt","glm","h08_002_ha2_04_d02",200,0.5,0.509598080383923,0,10002
"1176","bt","glm","h08_002_ha2_04_d02",200,0.9,0.406815229339462,0,10007
"1177","mmm","bglm","h08_002_ha2_04_d02",100,0,0.136504446887179,0,10007
"1178","mmm","bglm","h08_002_ha2_04_d02",100,0.5,0.138672265546891,0,10002
"1179","mmm","bglm","h08_002_ha2_04_d02",100,0.9,0.117917457779554,0,10007
"1180","mmm","bglm","h08_002_ha2_04_d02",200,0,0.53072849005696,0,10007
"1181","mmm","bglm","h08_002_ha2_04_d02",200,0.5,0.356028794241152,0,10002
"1182","mmm","bglm","h08_002_ha2_04_d02",200,0.9,0.288597981413011,0,10007
"1183","mmm","glm","h08_002_ha2_04_d02",100,0,0.00739482362346358,0,10007
"1184","mmm","glm","h08_002_ha2_04_d02",100,0.5,0.0223955208958208,0,10002
"1185","mmm","glm","h08_002_ha2_04_d02",100,0.9,0.0554611771759768,0,10007
"1186","mmm","glm","h08_002_ha2_04_d02",200,0,0.0493654441890677,0,10007
"1187","mmm","glm","h08_002_ha2_04_d02",200,0.5,0.0855828834233153,0,10002
"1188","mmm","glm","h08_002_ha2_04_d02",200,0.9,0.169281502947936,0,10007
"1189","bonf","bglm","h08_002_ha2_04_s01",100,0,0.00839832033593281,0,10002
"1190","bonf","bglm","h08_002_ha2_04_s01",100,0.5,0.00799840031993601,0,10002
"1191","bonf","bglm","h08_002_ha2_04_s01",100,0.9,0.00469906018796241,0,10002
"1192","bonf","bglm","h08_002_ha2_04_s01",200,0,0.015996800639872,0,10002
"1193","bonf","bglm","h08_002_ha2_04_s01",200,0.5,0.0135972805438912,0,10002
"1194","bonf","bglm","h08_002_ha2_04_s01",200,0.9,0.0121975604879024,0,10002
"1195","bonf","glm","h08_002_ha2_04_s01",100,0,0.00909818036392721,0,10002
"1196","bonf","glm","h08_002_ha2_04_s01",100,0.5,0.00909818036392721,0,10002
"1197","bonf","glm","h08_002_ha2_04_s01",100,0.9,0.00659868026394721,0,10002
"1198","bonf","glm","h08_002_ha2_04_s01",200,0,0.028494301139772,0,10002
"1199","bonf","glm","h08_002_ha2_04_s01",200,0.5,0.0233953209358128,0,10002
"1200","bonf","glm","h08_002_ha2_04_s01",200,0.9,0.0178964207158568,0,10002
"1201","bt","bglm","h08_002_ha2_04_s01",100,0,0.0543891221755649,0,10002
"1202","bt","bglm","h08_002_ha2_04_s01",100,0.5,0.0492901419716057,0,10002
"1203","bt","bglm","h08_002_ha2_04_s01",100,0.9,0.0510897820435913,0,10002
"1204","bt","bglm","h08_002_ha2_04_s01",200,0,0.0773845230953809,0,10002
"1205","bt","bglm","h08_002_ha2_04_s01",200,0.5,0.0764847030593881,0,10002
"1206","bt","bglm","h08_002_ha2_04_s01",200,0.9,0.0791841631673665,0.0001999600079984,10002
"1207","bt","glm","h08_002_ha2_04_s01",100,0,0.0715856828634273,0,10002
"1208","bt","glm","h08_002_ha2_04_s01",100,0.5,0.0710857828434313,0,10002
"1209","bt","glm","h08_002_ha2_04_s01",100,0.9,0.0698860227954409,0,10002
"1210","bt","glm","h08_002_ha2_04_s01",200,0,0.107278544291142,0,10002
"1211","bt","glm","h08_002_ha2_04_s01",200,0.5,0.100579884023195,0,10002
"1212","bt","glm","h08_002_ha2_04_s01",200,0.9,0.0971805638872226,0,10002
"1213","mmm","bglm","h08_002_ha2_04_s01",100,0,0.00849830033993201,0,10002
"1214","mmm","bglm","h08_002_ha2_04_s01",100,0.5,0.0162967406518696,0,10002
"1215","mmm","bglm","h08_002_ha2_04_s01",100,0.9,0.019496100779844,0,10002
"1216","mmm","bglm","h08_002_ha2_04_s01",200,0,0.017996400719856,0,10002
"1217","mmm","bglm","h08_002_ha2_04_s01",200,0.5,0.023995200959808,0,10002
"1218","mmm","bglm","h08_002_ha2_04_s01",200,0.9,0.0353929214157169,0,10002
"1219","mmm","glm","h08_002_ha2_04_s01",100,0,0.0002999400119976,0,10002
"1220","mmm","glm","h08_002_ha2_04_s01",100,0.5,0.00439912017596481,0,10002
"1221","mmm","glm","h08_002_ha2_04_s01",100,0.9,0.0136972605478904,0,10002
"1222","mmm","glm","h08_002_ha2_04_s01",200,0,0.0026994601079784,0,10002
"1223","mmm","glm","h08_002_ha2_04_s01",200,0.5,0.00739852029594081,0,10002
"1224","mmm","glm","h08_002_ha2_04_s01",200,0.9,0.0249950009998,0,10002
"1225","bonf","bglm","h08_002_ha2_04_s02",100,0,0.0253949210157968,0,10002
"1226","bonf","bglm","h08_002_ha2_04_s02",100,0.5,0.0220955808838232,0,10002
"1227","bonf","bglm","h08_002_ha2_04_s02",100,0.9,0.01749650069986,0,10002
"1228","bonf","bglm","h08_002_ha2_04_s02",200,0,0.0758848230353929,0,10002
"1229","bonf","bglm","h08_002_ha2_04_s02",200,0.5,0.0715856828634273,0,10002
"1230","bonf","bglm","h08_002_ha2_04_s02",200,0.9,0.0564887022595481,0,10002
"1231","bonf","glm","h08_002_ha2_04_s02",100,0,0.0316936612677464,0,10002
"1232","bonf","glm","h08_002_ha2_04_s02",100,0.5,0.02999400119976,0,10002
"1233","bonf","glm","h08_002_ha2_04_s02",100,0.9,0.0242951409718056,0,10002
"1234","bonf","glm","h08_002_ha2_04_s02",200,0,0.113077384523095,0,10002
"1235","bonf","glm","h08_002_ha2_04_s02",200,0.5,0.103179364127175,0,10002
"1236","bonf","glm","h08_002_ha2_04_s02",200,0.9,0.0837832433513297,0,10002
"1237","bt","bglm","h08_002_ha2_04_s02",100,0,0.134073185362927,0,10002
"1238","bt","bglm","h08_002_ha2_04_s02",100,0.5,0.121375724855029,9.99800039992002e-05,10002
"1239","bt","bglm","h08_002_ha2_04_s02",100,0.9,0.110877824435113,0,10002
"1240","bt","bglm","h08_002_ha2_04_s02",200,0,0.266346730653869,9.99800039992002e-05,10002
"1241","bt","bglm","h08_002_ha2_04_s02",200,0.5,0.24005198960208,9.99800039992002e-05,10002
"1242","bt","bglm","h08_002_ha2_04_s02",200,0.9,0.225854829034193,0.000399920015996801,10002
"1243","bt","glm","h08_002_ha2_04_s02",100,0,0.164867026594681,0,10002
"1244","bt","glm","h08_002_ha2_04_s02",100,0.5,0.146770645870826,0,10002
"1245","bt","glm","h08_002_ha2_04_s02",100,0.9,0.143971205758848,0,10002
"1246","bt","glm","h08_002_ha2_04_s02",200,0,0.306738652269546,0,10002
"1247","bt","glm","h08_002_ha2_04_s02",200,0.5,0.270845830833833,0,10002
"1248","bt","glm","h08_002_ha2_04_s02",200,0.9,0.255848830233953,0,10002
"1249","mmm","bglm","h08_002_ha2_04_s02",100,0,0.0273945210957808,0,10002
"1250","mmm","bglm","h08_002_ha2_04_s02",100,0.5,0.0423915216956609,0,10002
"1251","mmm","bglm","h08_002_ha2_04_s02",100,0.9,0.0555888822235553,0,10002
"1252","mmm","bglm","h08_002_ha2_04_s02",200,0,0.0863827234553089,0,10002
"1253","mmm","bglm","h08_002_ha2_04_s02",200,0.5,0.107078584283143,0,10002
"1254","mmm","bglm","h08_002_ha2_04_s02",200,0.9,0.134273145370926,0,10002
"1255","mmm","glm","h08_002_ha2_04_s02",100,0,0.000599880023995201,0,10002
"1256","mmm","glm","h08_002_ha2_04_s02",100,0.5,0.0108978204359128,0,10002
"1257","mmm","glm","h08_002_ha2_04_s02",100,0.9,0.0359928014397121,0,10002
