"","Method","Model","Setting","N","Correlation","Power","FWER","No_simulations"
"344","bt","glm","h08_04_ha2_01_s03",100,0.5,0.0026,0.0521,10000
"345","bt","glm","h08_04_ha2_01_s03",100,0.9,0.0078,0.0542,10000
"346","bt","glm","h08_04_ha2_01_s03",200,0,0.0333,0.0503,10000
"347","bt","glm","h08_04_ha2_01_s03",200,0.5,0.0401,0.0501,10000
"348","bt","glm","h08_04_ha2_01_s03",200,0.9,0.0794,0.0436,10000
"349","mmm","bglm","h08_04_ha2_01_s03",100,0,0.0022,0.0129,10000
"350","mmm","bglm","h08_04_ha2_01_s03",100,0.5,0.0041,0.0146,10000
"351","mmm","bglm","h08_04_ha2_01_s03",100,0.9,0.0098,0.0163,10000
"352","mmm","bglm","h08_04_ha2_01_s03",200,0,0.044,0.0216,10000
"353","mmm","bglm","h08_04_ha2_01_s03",200,0.5,0.0445,0.0251,10000
"354","mmm","bglm","h08_04_ha2_01_s03",200,0.9,0.069,0.0234,10000
"355","mmm","glm","h08_04_ha2_01_s03",100,0,3e-04,0.0148,10000
"356","mmm","glm","h08_04_ha2_01_s03",100,0.5,1e-04,0.0141,10000
"357","mmm","glm","h08_04_ha2_01_s03",100,0.9,0.0012,0.0211,10000
"358","mmm","glm","h08_04_ha2_01_s03",200,0,0.0196,0.0317,10000
"359","mmm","glm","h08_04_ha2_01_s03",200,0.5,0.0263,0.0316,10000
"360","mmm","glm","h08_04_ha2_01_s03",200,0.9,0.0486,0.0294,10000
"361","bonf","bglm","h08_04_ha2_002_s03",100,0,0,0.0136,10000
"362","bonf","bglm","h08_04_ha2_002_s03",100,0.5,0,0.0114,10000
"363","bonf","bglm","h08_04_ha2_002_s03",100,0.9,0,0.0058,10000
"364","bonf","bglm","h08_04_ha2_002_s03",200,0,0,0.0207,10000
"365","bonf","bglm","h08_04_ha2_002_s03",200,0.5,0,0.0164,10000
"366","bonf","bglm","h08_04_ha2_002_s03",200,0.9,0,0.0081,10000
"367","bonf","glm","h08_04_ha2_002_s03",100,0,0,0.0157,10000
"368","bonf","glm","h08_04_ha2_002_s03",100,0.5,0,0.0143,10000
"369","bonf","glm","h08_04_ha2_002_s03",100,0.9,0,0.0057,10000
"370","bonf","glm","h08_04_ha2_002_s03",200,0,0,0.0339,10000
"371","bonf","glm","h08_04_ha2_002_s03",200,0.5,0,0.0291,10000
"372","bonf","glm","h08_04_ha2_002_s03",200,0.9,0,0.0143,10000
"373","bt","bglm","h08_04_ha2_002_s03",100,0,0,0.0383,10000
"374","bt","bglm","h08_04_ha2_002_s03",100,0.5,0,0.0396,10000
"375","bt","bglm","h08_04_ha2_002_s03",100,0.9,1e-04,0.0387,10000
"376","bt","bglm","h08_04_ha2_002_s03",200,0,0,0.036,10000
"377","bt","bglm","h08_04_ha2_002_s03",200,0.5,3e-04,0.0366,10000
"378","bt","bglm","h08_04_ha2_002_s03",200,0.9,0.0011,0.0428,10000
"379","bt","glm","h08_04_ha2_002_s03",100,0,0,0.0523,10000
"380","bt","glm","h08_04_ha2_002_s03",100,0.5,0,0.0532,10000
"381","bt","glm","h08_04_ha2_002_s03",100,0.9,0,0.0502,10000
"382","bt","glm","h08_04_ha2_002_s03",200,0,0,0.0536,10000
"383","bt","glm","h08_04_ha2_002_s03",200,0.5,0,0.0504,10000
"384","bt","glm","h08_04_ha2_002_s03",200,0.9,0,0.053,10000
"385","mmm","bglm","h08_04_ha2_002_s03",100,0,0,0.0127,10000
"386","mmm","bglm","h08_04_ha2_002_s03",100,0.5,0,0.0163,10000
"387","mmm","bglm","h08_04_ha2_002_s03",100,0.9,0,0.0166,10000
"388","mmm","bglm","h08_04_ha2_002_s03",200,0,0,0.0194,10000
"389","mmm","bglm","h08_04_ha2_002_s03",200,0.5,0,0.025,10000
"390","mmm","bglm","h08_04_ha2_002_s03",200,0.9,0,0.0248,10000
"391","mmm","glm","h08_04_ha2_002_s03",100,0,0,0.0114,10000
"392","mmm","glm","h08_04_ha2_002_s03",100,0.5,0,0.0081,10000
"393","mmm","glm","h08_04_ha2_002_s03",100,0.9,0,0.0108,10000
"394","mmm","glm","h08_04_ha2_002_s03",200,0,0,0.0206,10000
"395","mmm","glm","h08_04_ha2_002_s03",200,0.5,0,0.0199,10000
"396","mmm","glm","h08_04_ha2_002_s03",200,0.9,0,0.0207,10000
"397","bonf","bglm","h02_01_ha8_04_d01",100,0,0.0385922815436913,0,10002
"398","bonf","bglm","h02_01_ha8_04_d01",100,0.5,0.0300939812037592,0,10002
"399","bonf","bglm","h02_01_ha8_04_d01",100,0.9,0.0156968606278744,0,10002
"400","bonf","bglm","h02_01_ha8_04_d01",200,0,0.0823835232953409,9.99800039992002e-05,10002
"401","bonf","bglm","h02_01_ha8_04_d01",200,0.5,0.0661867626474705,0.0001999600079984,10002
"402","bonf","bglm","h02_01_ha8_04_d01",200,0.9,0.0325934813037392,9.99800039992002e-05,10002
"403","bonf","glm","h02_01_ha8_04_d01",100,0,0.0466906618676265,0,10002
"404","bonf","glm","h02_01_ha8_04_d01",100,0.5,0.0375924815036993,0,10002
"405","bonf","glm","h02_01_ha8_04_d01",100,0.9,0.016496700659868,0,10002
"406","bonf","glm","h02_01_ha8_04_d01",200,0,0.135372925414917,0,10002
"407","bonf","glm","h02_01_ha8_04_d01",200,0.5,0.098380323935213,0,10002
"408","bonf","glm","h02_01_ha8_04_d01",200,0.9,0.0437912417516497,0,10002
"409","bt","bglm","h02_01_ha8_04_d01",100,0,0.0818836232753449,0.0002999400119976,10002
"410","bt","bglm","h02_01_ha8_04_d01",100,0.5,0.0780843831233753,0.0001999600079984,10002
"411","bt","bglm","h02_01_ha8_04_d01",100,0.9,0.0719856028794241,0.0010997800439912,10002
"412","bt","bglm","h02_01_ha8_04_d01",200,0,0.139772045590882,0.000699860027994401,10002
"413","bt","bglm","h02_01_ha8_04_d01",200,0.5,0.121575684863027,0.0001999600079984,10002
"414","bt","bglm","h02_01_ha8_04_d01",200,0.9,0.101979604079184,0.00369926014797041,10002
"415","bt","glm","h02_01_ha8_04_d01",100,0,0.104379124175165,0,10002
"416","bt","glm","h02_01_ha8_04_d01",100,0.5,0.092381523695261,0,10002
"417","bt","glm","h02_01_ha8_04_d01",100,0.9,0.0815836832633473,9.99800039992002e-05,10002
"418","bt","glm","h02_01_ha8_04_d01",200,0,0.174065186962607,0,10002
"419","bt","glm","h02_01_ha8_04_d01",200,0.5,0.144071185762847,9.99800039992002e-05,10002
"420","bt","glm","h02_01_ha8_04_d01",200,0.9,0.119076184763047,0.000999800039992002,10002
"421","mmm","bglm","h02_01_ha8_04_d01",100,0,0.0401919616076785,0,10002
"422","mmm","bglm","h02_01_ha8_04_d01",100,0.5,0.0342931413717257,0,10002
"423","mmm","bglm","h02_01_ha8_04_d01",100,0.9,0.0380923815236953,0.0001999600079984,10002
"424","mmm","bglm","h02_01_ha8_04_d01",200,0,0.096880623875225,0.0002999400119976,10002
"425","mmm","bglm","h02_01_ha8_04_d01",200,0.5,0.099380123975205,0.0001999600079984,10002
"426","mmm","bglm","h02_01_ha8_04_d01",200,0.9,0.0776844631073785,0.0010997800439912,10002
"427","mmm","glm","h02_01_ha8_04_d01",100,0,0.0441911617676465,0,10002
"428","mmm","glm","h02_01_ha8_04_d01",100,0.5,0.0312937412517496,0,10002
"429","mmm","glm","h02_01_ha8_04_d01",100,0.9,0.0332933413317337,9.99800039992002e-05,10002
"430","mmm","glm","h02_01_ha8_04_d01",200,0,0.136772645470906,0,10002
"431","mmm","glm","h02_01_ha8_04_d01",200,0.5,0.102179564087183,0,10002
"432","mmm","glm","h02_01_ha8_04_d01",200,0.9,0.0749850029994001,0.0001999600079984,10002
"433","bonf","bglm","h02_01_ha8_04_d02",100,0,0.210957808438312,0,10002
"434","bonf","bglm","h02_01_ha8_04_d02",100,0.5,0.130873825234953,0,10002
"435","bonf","bglm","h02_01_ha8_04_d02",100,0.9,0.0626874625074985,0,10002
"436","bonf","bglm","h02_01_ha8_04_d02",200,0,0.571585682863427,9.99800039992002e-05,10002
"437","bonf","bglm","h02_01_ha8_04_d02",200,0.5,0.363027394521096,9.99800039992002e-05,10002
"438","bonf","bglm","h02_01_ha8_04_d02",200,0.9,0.196560687862428,0,10002
"439","bonf","glm","h02_01_ha8_04_d02",100,0,0.21005798840232,0,10002
"440","bonf","glm","h02_01_ha8_04_d02",100,0.5,0.147270545890822,0,10002
"441","bonf","glm","h02_01_ha8_04_d02",100,0.9,0.0665866826634673,0,10002
"442","bonf","glm","h02_01_ha8_04_d02",200,0,0.654169166166767,9.99800039992002e-05,10002
"443","bonf","glm","h02_01_ha8_04_d02",200,0.5,0.437412517496501,0,10002
"444","bonf","glm","h02_01_ha8_04_d02",200,0.9,0.242051589682064,0,10002
"445","bt","bglm","h02_01_ha8_04_d02",100,0,0.289442111577684,0.0001999600079984,10002
"446","bt","bglm","h02_01_ha8_04_d02",100,0.5,0.240251949610078,0.0002999400119976,10002
"447","bt","bglm","h02_01_ha8_04_d02",100,0.9,0.185862827434513,0.0016996600679864,10002
"448","bt","bglm","h02_01_ha8_04_d02",200,0,0.686362727454509,0.000899820035992801,10002
"449","bt","bglm","h02_01_ha8_04_d02",200,0.5,0.480303939212158,0.000799840031993601,10002
"450","bt","bglm","h02_01_ha8_04_d02",200,0.9,0.384623075384923,0.00369926014797041,10002
"451","bt","glm","h02_01_ha8_04_d02",100,0,0.349930013997201,0,10002
"452","bt","glm","h02_01_ha8_04_d02",100,0.5,0.262747450509898,0,10002
"453","bt","glm","h02_01_ha8_04_d02",100,0.9,0.200759848030394,0.0001999600079984,10002
"454","bt","glm","h02_01_ha8_04_d02",200,0,0.712257548490302,0,10002
"455","bt","glm","h02_01_ha8_04_d02",200,0.5,0.513397320535893,9.99800039992002e-05,10002
"456","bt","glm","h02_01_ha8_04_d02",200,0.9,0.397920415916817,0.0012997400519896,10002
"457","mmm","bglm","h02_01_ha8_04_d02",100,0,0.212357528494301,0,10002
"458","mmm","bglm","h02_01_ha8_04_d02",100,0.5,0.147870425914817,9.99800039992002e-05,10002
"459","mmm","bglm","h02_01_ha8_04_d02",100,0.9,0.121975604879024,0.0001999600079984,10002
"460","mmm","bglm","h02_01_ha8_04_d02",200,0,0.57998400319936,9.99800039992002e-05,10002
"461","mmm","bglm","h02_01_ha8_04_d02",200,0.5,0.440911817636473,0.000499900019996001,10002
"462","mmm","bglm","h02_01_ha8_04_d02",200,0.9,0.316336732653469,0.0012997400519896,10002
"463","mmm","glm","h02_01_ha8_04_d02",100,0,0.199260147970406,0,10002
"464","mmm","glm","h02_01_ha8_04_d02",100,0.5,0.137672465506899,0,10002
"465","mmm","glm","h02_01_ha8_04_d02",100,0.9,0.118176364727055,0,10002
"466","mmm","glm","h02_01_ha8_04_d02",200,0,0.671865626874625,0,10002
"467","mmm","glm","h02_01_ha8_04_d02",200,0.5,0.444311137772446,0,10002
"468","mmm","glm","h02_01_ha8_04_d02",200,0.9,0.321135772845431,0,10002
"469","bonf","bglm","h02_01_ha8_04_s01",100,0,0.028494301139772,0,10002
"470","bonf","bglm","h02_01_ha8_04_s01",100,0.5,0.023995200959808,0,10002
"471","bonf","bglm","h02_01_ha8_04_s01",100,0.9,0.012997400519896,0,10002
"472","bonf","bglm","h02_01_ha8_04_s01",200,0,0.0564887022595481,0.000499900019996001,10002
"473","bonf","bglm","h02_01_ha8_04_s01",200,0.5,0.0428914217156569,0.0002999400119976,10002
"474","bonf","bglm","h02_01_ha8_04_s01",200,0.9,0.0222955408918216,0.0001999600079984,10002
"475","bonf","glm","h02_01_ha8_04_s01",100,0,0.0382923415316937,0,10002
"476","bonf","glm","h02_01_ha8_04_s01",100,0.5,0.0281943611277744,0,10002
"477","bonf","glm","h02_01_ha8_04_s01",100,0.9,0.0124975004999,0,10002
"478","bonf","glm","h02_01_ha8_04_s01",200,0,0.0935812837432514,0,10002
"479","bonf","glm","h02_01_ha8_04_s01",200,0.5,0.0736852629474105,0,10002
"480","bonf","glm","h02_01_ha8_04_s01",200,0.9,0.0332933413317337,0,10002
"481","bt","bglm","h02_01_ha8_04_s01",100,0,0.0657868426314737,0.0002999400119976,10002
"482","bt","bglm","h02_01_ha8_04_s01",100,0.5,0.0646870625874825,0,10002
"483","bt","bglm","h02_01_ha8_04_s01",100,0.9,0.0566886622675465,0.0018996200759848,10002
"484","bt","bglm","h02_01_ha8_04_s01",200,0,0.104679064187163,0.000599880023995201,10002
"485","bt","bglm","h02_01_ha8_04_s01",200,0.5,0.0839832033593281,0.000999800039992002,10002
"486","bt","bglm","h02_01_ha8_04_s01",200,0.9,0.0782843431313737,0.00249950009998,10002
"487","bt","glm","h02_01_ha8_04_s01",100,0,0.0872825434913017,0,10002
"488","bt","glm","h02_01_ha8_04_s01",100,0.5,0.0767846430713857,0,10002
"489","bt","glm","h02_01_ha8_04_s01",100,0.9,0.0731853629274145,0,10002
"490","bt","glm","h02_01_ha8_04_s01",200,0,0.130873825234953,0,10002
"491","bt","glm","h02_01_ha8_04_s01",200,0.5,0.112677464507099,0.0001999600079984,10002
"492","bt","glm","h02_01_ha8_04_s01",200,0.9,0.092881423715257,0.000999800039992002,10002
"493","mmm","bglm","h02_01_ha8_04_s01",100,0,0.030993801239752,0,10002
"494","mmm","bglm","h02_01_ha8_04_s01",100,0.5,0.02999400119976,0,10002
"495","mmm","bglm","h02_01_ha8_04_s01",100,0.9,0.0300939812037592,9.99800039992002e-05,10002
"496","mmm","bglm","h02_01_ha8_04_s01",200,0,0.0624875024995001,0.0001999600079984,10002
"497","mmm","bglm","h02_01_ha8_04_s01",200,0.5,0.0622875424915017,0,10002
"498","mmm","bglm","h02_01_ha8_04_s01",200,0.9,0.0563887222555489,0.000799840031993601,10002
"499","mmm","glm","h02_01_ha8_04_s01",100,0,0.0330933813237353,0,10002
"500","mmm","glm","h02_01_ha8_04_s01",100,0.5,0.0287942411517696,0,10002
"501","mmm","glm","h02_01_ha8_04_s01",100,0.9,0.0327934413117376,0,10002
"502","mmm","glm","h02_01_ha8_04_s01",200,0,0.0969806038792242,0,10002
"503","mmm","glm","h02_01_ha8_04_s01",200,0.5,0.0739852029594081,0,10002
"504","mmm","glm","h02_01_ha8_04_s01",200,0.9,0.0606878624275145,0,10002
"505","bonf","bglm","h02_01_ha8_04_s02",100,0,0.0920815836832633,0,10002
"506","bonf","bglm","h02_01_ha8_04_s02",100,0.5,0.0700859828034393,0,10002
"507","bonf","bglm","h02_01_ha8_04_s02",100,0.9,0.0307938412317536,0,10002
"508","bonf","bglm","h02_01_ha8_04_s02",200,0,0.279744051189762,0,10002
"509","bonf","bglm","h02_01_ha8_04_s02",200,0.5,0.18996200759848,9.99800039992002e-05,10002
"510","bonf","bglm","h02_01_ha8_04_s02",200,0.9,0.0900819836032793,0,10002
"511","bonf","glm","h02_01_ha8_04_s02",100,0,0.123575284943011,0,10002
"512","bonf","glm","h02_01_ha8_04_s02",100,0.5,0.0931813637272546,0,10002
"513","bonf","glm","h02_01_ha8_04_s02",100,0.9,0.0420915816836633,0,10002
"514","bonf","glm","h02_01_ha8_04_s02",200,0,0.388522295540892,0,10002
"515","bonf","glm","h02_01_ha8_04_s02",200,0.5,0.25754849030194,0,10002
"516","bonf","glm","h02_01_ha8_04_s02",200,0.9,0.135272945410918,0,10002
"517","bt","bglm","h02_01_ha8_04_s02",100,0,0.159368126374725,0,10002
"518","bt","bglm","h02_01_ha8_04_s02",100,0.5,0.154869026194761,0.000899820035992801,10002
"519","bt","bglm","h02_01_ha8_04_s02",100,0.9,0.125974805038992,0.001499700059988,10002
"520","bt","bglm","h02_01_ha8_04_s02",200,0,0.403219356128774,0.000399920015996801,10002
"521","bt","bglm","h02_01_ha8_04_s02",200,0.5,0.277244551089782,0.0011997600479904,10002
"522","bt","bglm","h02_01_ha8_04_s02",200,0.9,0.226454709058188,0.0025994801039792,10002
"523","bt","glm","h02_01_ha8_04_s02",100,0,0.229754049190162,0,10002
"524","bt","glm","h02_01_ha8_04_s02",100,0.5,0.186762647470506,0,10002
"525","bt","glm","h02_01_ha8_04_s02",100,0.9,0.154469106178764,0,10002
"526","bt","glm","h02_01_ha8_04_s02",200,0,0.449410117976405,0.0001999600079984,10002
"527","bt","glm","h02_01_ha8_04_s02",200,0.5,0.331033793241352,0,10002
"528","bt","glm","h02_01_ha8_04_s02",200,0.9,0.253849230153969,0.000899820035992801,10002
"529","mmm","bglm","h02_01_ha8_04_s02",100,0,0.110377924415117,0,10002
"530","mmm","bglm","h02_01_ha8_04_s02",100,0.5,0.0939812037592481,0,10002
"531","mmm","bglm","h02_01_ha8_04_s02",100,0.9,0.0690861827634473,9.99800039992002e-05,10002
"532","mmm","bglm","h02_01_ha8_04_s02",200,0,0.289442111577684,0.0001999600079984,10002
"533","mmm","bglm","h02_01_ha8_04_s02",200,0.5,0.226854629074185,0.0001999600079984,10002
"534","mmm","bglm","h02_01_ha8_04_s02",200,0.9,0.171965606878624,0.0011997600479904,10002
"535","mmm","glm","h02_01_ha8_04_s02",100,0,0.117776444711058,0,10002
"536","mmm","glm","h02_01_ha8_04_s02",100,0.5,0.0812837432513497,0,10002
"537","mmm","glm","h02_01_ha8_04_s02",100,0.9,0.0785842831433713,0,10002
"538","mmm","glm","h02_01_ha8_04_s02",200,0,0.398620275944811,0,10002
"539","mmm","glm","h02_01_ha8_04_s02",200,0.5,0.253349330133973,0,10002
"540","mmm","glm","h02_01_ha8_04_s02",200,0.9,0.196060787842432,0.000599880023995201,10002
"541","bonf","bglm","h02_002_ha8_04_d01",100,0,0.0396920615876825,0,10002
"542","bonf","bglm","h02_002_ha8_04_d01",100,0.5,0.031493701259748,0,10002
"543","bonf","bglm","h02_002_ha8_04_d01",100,0.9,0.0162967406518696,0,10002
"544","bonf","bglm","h02_002_ha8_04_d01",200,0,0.0848830233953209,0,10002
"545","bonf","bglm","h02_002_ha8_04_d01",200,0.5,0.0651869626074785,0,10002
"546","bonf","bglm","h02_002_ha8_04_d01",200,0.9,0.0325934813037392,0,10002
"547","bonf","glm","h02_002_ha8_04_d01",100,0,0.0415916816636673,0,10002
"548","bonf","glm","h02_002_ha8_04_d01",100,0.5,0.0405918816236753,0,10002
"549","bonf","glm","h02_002_ha8_04_d01",100,0.9,0.0152969406118776,0,10002
"550","bonf","glm","h02_002_ha8_04_d01",200,0,0.135472905418916,0,10002
"551","bonf","glm","h02_002_ha8_04_d01",200,0.5,0.0976804639072186,0,10002
"552","bonf","glm","h02_002_ha8_04_d01",200,0.9,0.0441911617676465,0,10002
"553","bt","bglm","h02_002_ha8_04_d01",100,0,0.0837832433513297,0,10002
"554","bt","bglm","h02_002_ha8_04_d01",100,0.5,0.0782843431313737,0,10002
"555","bt","bglm","h02_002_ha8_04_d01",100,0.9,0.0710857828434313,0,10002
"556","bt","bglm","h02_002_ha8_04_d01",200,0,0.142271545690862,0,10002
"557","bt","bglm","h02_002_ha8_04_d01",200,0.5,0.119676064787043,0,10002
"558","bt","bglm","h02_002_ha8_04_d01",200,0.9,0.105378924215157,9.99800039992002e-05,10002
"559","bt","glm","h02_002_ha8_04_d01",100,0,0.100979804039192,0,10002
"560","bt","glm","h02_002_ha8_04_d01",100,0.5,0.091881623675265,0,10002
"561","bt","glm","h02_002_ha8_04_d01",100,0.9,0.0827834433113377,0,10002
"562","bt","glm","h02_002_ha8_04_d01",200,0,0.165366926614677,0,10002
"563","bt","glm","h02_002_ha8_04_d01",200,0.5,0.144771045790842,0,10002
"564","bt","glm","h02_002_ha8_04_d01",200,0.9,0.114677064587083,0,10002
"565","mmm","bglm","h02_002_ha8_04_d01",100,0,0.0414917016596681,0,10002
"566","mmm","bglm","h02_002_ha8_04_d01",100,0.5,0.0369926014797041,0,10002
"567","mmm","bglm","h02_002_ha8_04_d01",100,0.9,0.0359928014397121,0,10002
"568","mmm","bglm","h02_002_ha8_04_d01",200,0,0.10127974405119,0,10002
"569","mmm","bglm","h02_002_ha8_04_d01",200,0.5,0.0947810437912417,0,10002
"570","mmm","bglm","h02_002_ha8_04_d01",200,0.9,0.0742851429714057,0,10002
"571","mmm","glm","h02_002_ha8_04_d01",100,0,0.0217956408718256,0,10002
"572","mmm","glm","h02_002_ha8_04_d01",100,0.5,0.0212957408518296,0,10002
"573","mmm","glm","h02_002_ha8_04_d01",100,0.9,0.0249950009998,0,10002
"574","mmm","glm","h02_002_ha8_04_d01",200,0,0.0838832233553289,0,10002
"575","mmm","glm","h02_002_ha8_04_d01",200,0.5,0.0631873625274945,0,10002
"576","mmm","glm","h02_002_ha8_04_d01",200,0.9,0.0590881823635273,0,10002
"577","bonf","bglm","h02_002_ha8_04_d02",100,0,0.196560687862428,0,10002
"578","bonf","bglm","h02_002_ha8_04_d02",100,0.5,0.132573485302939,0,10002
"579","bonf","bglm","h02_002_ha8_04_d02",100,0.9,0.0591881623675265,0,10002
"580","bonf","bglm","h02_002_ha8_04_d02",200,0,0.567986402719456,0,10002
"581","bonf","bglm","h02_002_ha8_04_d02",200,0.5,0.368826234753049,0,10002
"582","bonf","bglm","h02_002_ha8_04_d02",200,0.9,0.191461707658468,0,10002
"583","bonf","glm","h02_002_ha8_04_d02",100,0,0.212157568486303,0,10002
"584","bonf","glm","h02_002_ha8_04_d02",100,0.5,0.145670865826835,0,10002
"585","bonf","glm","h02_002_ha8_04_d02",100,0.9,0.0654869026194761,0,10002
"586","bonf","glm","h02_002_ha8_04_d02",200,0,0.660667866426715,0,10002
"587","bonf","glm","h02_002_ha8_04_d02",200,0.5,0.433613277344531,0,10002
"588","bonf","glm","h02_002_ha8_04_d02",200,0.9,0.240151969606079,0,10002
"589","bt","bglm","h02_002_ha8_04_d02",100,0,0.284543091381724,0,10002
"590","bt","bglm","h02_002_ha8_04_d02",100,0.5,0.233353329334133,0,10002
"591","bt","bglm","h02_002_ha8_04_d02",100,0.9,0.188262347530494,0,10002
"592","bt","bglm","h02_002_ha8_04_d02",200,0,0.687162567486503,0,10002
"593","bt","bglm","h02_002_ha8_04_d02",200,0.5,0.484603079384123,0,10002
"594","bt","bglm","h02_002_ha8_04_d02",200,0.9,0.384123175364927,0,10002
"595","bt","glm","h02_002_ha8_04_d02",100,0,0.35502899420116,0,10002
"596","bt","glm","h02_002_ha8_04_d02",100,0.5,0.264647070585883,0,10002
"597","bt","glm","h02_002_ha8_04_d02",100,0.9,0.22005598880224,0,10002
"598","bt","glm","h02_002_ha8_04_d02",200,0,0.706458708258348,0,10002
"599","bt","glm","h02_002_ha8_04_d02",200,0.5,0.517796440711858,0,10002
"600","bt","glm","h02_002_ha8_04_d02",200,0.9,0.412417516496701,0,10002
"601","mmm","bglm","h02_002_ha8_04_d02",100,0,0.201859628074385,0,10002
"602","mmm","bglm","h02_002_ha8_04_d02",100,0.5,0.147970405918816,0,10002
"603","mmm","bglm","h02_002_ha8_04_d02",100,0.9,0.120775844831034,0,10002
"604","mmm","bglm","h02_002_ha8_04_d02",200,0,0.592781443711258,0,10002
"605","mmm","bglm","h02_002_ha8_04_d02",200,0.5,0.437612477504499,0,10002
"606","mmm","bglm","h02_002_ha8_04_d02",200,0.9,0.32623475304939,0,10002
"607","mmm","glm","h02_002_ha8_04_d02",100,0,0.110977804439112,0,10002
"608","mmm","glm","h02_002_ha8_04_d02",100,0.5,0.0755848830233953,0,10002
"609","mmm","glm","h02_002_ha8_04_d02",100,0.9,0.0786842631473705,0,10002
"610","mmm","glm","h02_002_ha8_04_d02",200,0,0.39002199560088,0,10002
"611","mmm","glm","h02_002_ha8_04_d02",200,0.5,0.269546090781844,0,10002
"612","mmm","glm","h02_002_ha8_04_d02",200,0.9,0.211957608478304,0,10002
"613","bonf","bglm","h02_002_ha8_04_s01",100,0,0.0272945410917816,0,10002
"614","bonf","bglm","h02_002_ha8_04_s01",100,0.5,0.0243951209758048,0,10002
"615","bonf","bglm","h02_002_ha8_04_s01",100,0.9,0.00999800039992002,0,10002
"616","bonf","bglm","h02_002_ha8_04_s01",200,0,0.0535892821435713,0,10002
"617","bonf","bglm","h02_002_ha8_04_s01",200,0.5,0.0460907818436313,0,10002
"618","bonf","bglm","h02_002_ha8_04_s01",200,0.9,0.0231953609278144,0,10002
"619","bonf","glm","h02_002_ha8_04_s01",100,0,0.0345930813837233,0,10002
"620","bonf","glm","h02_002_ha8_04_s01",100,0.5,0.02999400119976,0,10002
"621","bonf","glm","h02_002_ha8_04_s01",100,0.9,0.0131973605278944,0,10002
"622","bonf","glm","h02_002_ha8_04_s01",200,0,0.0982803439312138,0,10002
"623","bonf","glm","h02_002_ha8_04_s01",200,0.5,0.0732853429314137,0,10002
"624","bonf","glm","h02_002_ha8_04_s01",200,0.9,0.0333933213357329,0,10002
"625","bt","bglm","h02_002_ha8_04_s01",100,0,0.0634873025394921,0,10002
"626","bt","bglm","h02_002_ha8_04_s01",100,0.5,0.0657868426314737,0,10002
"627","bt","bglm","h02_002_ha8_04_s01",100,0.9,0.0565886822635473,0,10002
"628","bt","bglm","h02_002_ha8_04_s01",200,0,0.0977804439112178,0,10002
"629","bt","bglm","h02_002_ha8_04_s01",200,0.5,0.0795840831833633,0,10002
"630","bt","bglm","h02_002_ha8_04_s01",200,0.9,0.0791841631673665,0,10002
"631","bt","glm","h02_002_ha8_04_s01",100,0,0.0881823635272945,0,10002
"632","bt","glm","h02_002_ha8_04_s01",100,0.5,0.0767846430713857,0,10002
"633","bt","glm","h02_002_ha8_04_s01",100,0.9,0.0737852429514097,0,10002
"634","bt","glm","h02_002_ha8_04_s01",200,0,0.132773445310938,0,10002
"635","bt","glm","h02_002_ha8_04_s01",200,0.5,0.114277144571086,0,10002
"636","bt","glm","h02_002_ha8_04_s01",200,0.9,0.100579884023195,0,10002
"637","mmm","bglm","h02_002_ha8_04_s01",100,0,0.0344931013797241,0,10002
"638","mmm","bglm","h02_002_ha8_04_s01",100,0.5,0.0327934413117376,0,10002
"639","mmm","bglm","h02_002_ha8_04_s01",100,0.9,0.0307938412317536,0,10002
"640","mmm","bglm","h02_002_ha8_04_s01",200,0,0.0623875224955009,0,10002
"641","mmm","bglm","h02_002_ha8_04_s01",200,0.5,0.0700859828034393,0,10002
"642","mmm","bglm","h02_002_ha8_04_s01",200,0.9,0.0579884023195361,0,10002
"643","mmm","glm","h02_002_ha8_04_s01",100,0,0.0165966806638672,0,10002
"644","mmm","glm","h02_002_ha8_04_s01",100,0.5,0.0157968406318736,0,10002
"645","mmm","glm","h02_002_ha8_04_s01",100,0.9,0.0230953809238152,0,10002
"646","mmm","glm","h02_002_ha8_04_s01",200,0,0.0584883023395321,0,10002
"647","mmm","glm","h02_002_ha8_04_s01",200,0.5,0.0459908018396321,0,10002
"648","mmm","glm","h02_002_ha8_04_s01",200,0.9,0.0453909218156369,0,10002
"649","bonf","bglm","h02_002_ha8_04_s02",100,0,0.0915816836632673,0,10002
"650","bonf","bglm","h02_002_ha8_04_s02",100,0.5,0.0658868226354729,0,10002
"651","bonf","bglm","h02_002_ha8_04_s02",100,0.9,0.0316936612677464,0,10002
"652","bonf","bglm","h02_002_ha8_04_s02",200,0,0.27624475104979,0,10002
"653","bonf","bglm","h02_002_ha8_04_s02",200,0.5,0.188662267546491,0,10002
"654","bonf","bglm","h02_002_ha8_04_s02",200,0.9,0.0900819836032793,0,10002
"655","bonf","glm","h02_002_ha8_04_s02",100,0,0.122575484903019,0,10002
"656","bonf","glm","h02_002_ha8_04_s02",100,0.5,0.0885822835432913,0,10002
"657","bonf","glm","h02_002_ha8_04_s02",100,0.9,0.0406918616276745,0,10002
"658","bonf","glm","h02_002_ha8_04_s02",200,0,0.391721655668866,0,10002
"659","bonf","glm","h02_002_ha8_04_s02",200,0.5,0.258948210357928,0,10002
"660","bonf","glm","h02_002_ha8_04_s02",200,0.9,0.128674265146971,0,10002
