"method","model","nsim","ntrt","pi0","nep_h0","nep_ha","slope","corr","n_h0_ha","rej_p","reji_p","rejcor_p","pow_p","powi_p","powcor_p","error_p","fail_p","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor","N","J0_JA","cor"
"mmm","glm",10000,25,0.1,"8","2",0.05,0.9,"8:2",0.0387,0.0128,0.9865,0.0517,0.0352,0.0165,7e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.9
"mmm","glm",10000,25,0.1,"8","2",0.075,0,"8:2",0.0087,0.0087,0.9898,0.0457,0.0454,3e-04,0.0015,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0
"mmm","glm",10000,25,0.1,"8","2",0.075,0.5,"8:2",0.0115,0.0094,0.9898,0.0597,0.0542,0.0055,8e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.5
"mmm","glm",10000,25,0.1,"8","2",0.075,0.9,"8:2",0.0403,0.0131,0.9862,0.1127,0.0739,0.0388,7e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.9
"mmm","glm",10000,25,0.1,"8","2",0.1,0,"8:2",0.0077,0.0077,0.991,0.1201,0.1156,0.0045,0.0013,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0
"mmm","glm",10000,25,0.1,"8","2",0.1,0.5,"8:2",0.0083,0.0076,0.9919,0.1368,0.1176,0.0192,5e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.5
"mmm","glm",10000,25,0.1,"8","2",0.1,0.9,"8:2",0.0368,0.0129,0.9867,0.2375,0.1525,0.085,4e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.9
"mmm","glm",10000,25,0.1,"8","2",0.125,0,"8:2",0.0078,0.0078,0.9914,0.2432,0.2276,0.0156,8e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0
"mmm","glm",10000,25,0.1,"8","2",0.125,0.5,"8:2",0.012,0.0097,0.9893,0.3017,0.2419,0.0598,0.001,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.5
"mmm","glm",10000,25,0.1,"8","2",0.125,0.9,"8:2",0.0368,0.012,0.9876,0.4358,0.2663,0.1695,4e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.9
"mmm","glm",10000,25,0.1,"8","2",0.15,0,"8:2",0.0071,0.0071,0.992,0.4812,0.4225,0.0587,9e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0
"mmm","glm",10000,25,0.1,"8","2",0.15,0.5,"8:2",0.0098,0.0085,0.9911,0.5578,0.4199,0.1379,4e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.5
"mmm","glm",10000,25,0.1,"8","2",0.15,0.9,"8:2",0.0387,0.012,0.9871,0.74,0.4361,0.3039,9e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.9
"mmm","glm",10000,25,0.1,"8","2",0.175,0,"8:2",0.0078,0.0078,0.9911,0.7906,0.6302,0.1604,0.0011,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0
"mmm","glm",10000,25,0.1,"8","2",0.175,0.5,"8:2",0.0122,0.0094,0.989,0.921,0.6264,0.2946,0.0016,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.5
"mmm","glm",10000,25,0.1,"8","2",0.175,0.9,"8:2",0.0332,0.0103,0.9885,1.0825,0.6112,0.4713,0.0012,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.9
"mmm","glm",10000,25,0.1,"8","2",0.2,0,"8:2",0.0068,0.0068,0.9919,1.1658,0.8316,0.3342,0.0013,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0
"mmm","glm",10000,25,0.1,"8","2",0.2,0.5,"8:2",0.0104,0.0088,0.9904,1.2713,0.7887,0.4826,8e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.5
"mmm","glm",10000,25,0.1,"8","2",0.2,0.9,"8:2",0.031,0.0104,0.9889,1.4286,0.7706,0.658,7e-04,0,NA,NA,NA,NA,NA,NA,NA,NA,100,"8:2",0.9
"mmm","glm",10000,50,0.1,"2","8",0.001,0,"2:8",0.0075,0.0074,0.9926,0.019,0.0187,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"mmm","glm",10000,50,0.1,"2","8",0.001,0.5,"2:8",0.0069,0.0067,0.9933,0.0257,0.0218,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"mmm","glm",10000,50,0.1,"2","8",0.001,0.9,"2:8",0.0159,0.0116,0.9884,0.0644,0.023,0.0015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"mmm","glm",10000,50,0.1,"2","8",0.025,0,"2:8",0.007,0.007,0.993,0.0626,0.0612,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"mmm","glm",10000,50,0.1,"2","8",0.025,0.5,"2:8",0.0066,0.0064,0.9936,0.0732,0.0525,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"mmm","glm",10000,50,0.1,"2","8",0.025,0.9,"2:8",0.0155,0.0114,0.9886,0.1404,0.0435,0.003,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"mmm","glm",10000,50,0.1,"2","8",0.05,0,"2:8",0.0057,0.0057,0.9943,0.2064,0.1884,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"mmm","glm",10000,50,0.1,"2","8",0.05,0.5,"2:8",0.0071,0.0067,0.9933,0.2286,0.1373,2e-04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"mmm","glm",10000,50,0.1,"2","8",0.05,0.9,"2:8",0.0178,0.0126,0.9874,0.4275,0.108,0.0169,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"mmm","glm",10000,50,0.1,"2","8",0.075,0,"2:8",0.0054,0.0054,0.9946,0.5971,0.4582,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"mmm","glm",10000,50,0.1,"2","8",0.075,0.5,"2:8",0.0067,0.0062,0.9938,0.6456,0.304,0.0014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"mmm","glm",10000,50,0.1,"2","8",0.075,0.9,"2:8",0.015,0.0104,0.9896,1.0029,0.2335,0.046,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"mmm","glm",10000,50,0.1,"2","8",0.1,0,"2:8",0.0058,0.0058,0.9942,1.4673,0.7994,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"mmm","glm",10000,50,0.1,"2","8",0.1,0.5,"2:8",0.0059,0.0058,0.9942,1.5785,0.5695,0.0116,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"mmm","glm",10000,50,0.1,"2","8",0.1,0.9,"2:8",0.0158,0.012,0.988,2.2236,0.4409,0.1361,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"mmm","glm",10000,50,0.1,"2","8",0.125,0,"2:8",0.0044,0.0044,0.9956,2.9522,0.9743,3e-04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"mmm","glm",10000,50,0.1,"2","8",0.125,0.5,"2:8",0.0076,0.0073,0.9927,3.172,0.8048,0.0567,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"mmm","glm",10000,50,0.1,"2","8",0.125,0.9,"2:8",0.0154,0.011,0.989,3.9124,0.6617,0.3041,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"mmm","glm",10000,50,0.1,"2","8",0.15,0,"2:8",0.0053,0.0053,0.9947,4.9159,0.9996,0.0187,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"mmm","glm",10000,50,0.1,"2","8",0.15,0.5,"2:8",0.0078,0.0076,0.9924,5.0815,0.9509,0.2037,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"mmm","glm",10000,50,0.1,"2","8",0.15,0.9,"2:8",0.0151,0.0115,0.9885,5.7899,0.8551,0.5536,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"mmm","glm",10000,50,0.1,"2","8",0.175,0,"2:8",0.0052,0.0052,0.9948,6.6192,1,0.2223,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"mmm","glm",10000,50,0.1,"2","8",0.175,0.5,"2:8",0.0082,0.008,0.992,6.7215,0.9919,0.4919,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"mmm","glm",10000,50,0.1,"2","8",0.175,0.9,"2:8",0.0169,0.0132,0.9868,7.136,0.9577,0.7875,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"mmm","glm",10000,50,0.1,"2","8",0.2,0,"2:8",0.0048,0.0048,0.9952,7.5653,1,0.6426,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0
"mmm","glm",10000,50,0.1,"2","8",0.2,0.5,"2:8",0.0059,0.0058,0.9942,7.6065,0.9998,0.7843,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.5
"mmm","glm",10000,50,0.1,"2","8",0.2,0.9,"2:8",0.0159,0.0116,0.9884,7.765,0.9917,0.9316,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"2:8",0.9
"mmm","glm",10000,50,0.1,"8","2",0.001,0,"8:2",0.0205,0.0203,0.9797,0.0058,0.0058,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"mmm","glm",10000,50,0.1,"8","2",0.001,0.5,"8:2",0.0263,0.0221,0.9779,0.0072,0.0069,3e-04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"mmm","glm",10000,50,0.1,"8","2",0.001,0.9,"8:2",0.0693,0.0241,0.9759,0.0178,0.0134,0.0044,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"mmm","glm",10000,50,0.1,"8","2",0.025,0,"8:2",0.0212,0.0212,0.9788,0.0139,0.0139,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"mmm","glm",10000,50,0.1,"8","2",0.025,0.5,"8:2",0.0277,0.0231,0.9769,0.0168,0.0159,9e-04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"mmm","glm",10000,50,0.1,"8","2",0.025,0.9,"8:2",0.0627,0.0221,0.9779,0.0342,0.0243,0.0099,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"mmm","glm",10000,50,0.1,"8","2",0.05,0,"8:2",0.0223,0.0222,0.9778,0.0497,0.0493,4e-04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"mmm","glm",10000,50,0.1,"8","2",0.05,0.5,"8:2",0.0263,0.0222,0.9778,0.061,0.0556,0.0054,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"mmm","glm",10000,50,0.1,"8","2",0.05,0.9,"8:2",0.0697,0.0238,0.9762,0.0959,0.0647,0.0312,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"mmm","glm",10000,50,0.1,"8","2",0.075,0,"8:2",0.0198,0.0196,0.9804,0.1552,0.1479,0.0073,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"mmm","glm",10000,50,0.1,"8","2",0.075,0.5,"8:2",0.0287,0.0226,0.9774,0.1626,0.1385,0.0241,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"mmm","glm",10000,50,0.1,"8","2",0.075,0.9,"8:2",0.0643,0.0238,0.9762,0.2545,0.1625,0.092,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"mmm","glm",10000,50,0.1,"8","2",0.1,0,"8:2",0.0197,0.0195,0.9805,0.3639,0.3309,0.033,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"mmm","glm",10000,50,0.1,"8","2",0.1,0.5,"8:2",0.0276,0.0222,0.9778,0.4008,0.3104,0.0904,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"mmm","glm",10000,50,0.1,"8","2",0.1,0.9,"8:2",0.0663,0.0228,0.9772,0.5682,0.3433,0.2249,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"mmm","glm",10000,50,0.1,"8","2",0.125,0,"8:2",0.0203,0.0202,0.9798,0.7545,0.6122,0.1423,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"mmm","glm",10000,50,0.1,"8","2",0.125,0.5,"8:2",0.0306,0.0243,0.9757,0.7926,0.5532,0.2394,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"mmm","glm",10000,50,0.1,"8","2",0.125,0.9,"8:2",0.0679,0.0222,0.9778,0.9834,0.5618,0.4216,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"mmm","glm",10000,50,0.1,"8","2",0.15,0,"8:2",0.0224,0.0219,0.9781,1.2304,0.85,0.3804,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"mmm","glm",10000,50,0.1,"8","2",0.15,0.5,"8:2",0.0295,0.0236,0.9764,1.2549,0.7814,0.4735,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"mmm","glm",10000,50,0.1,"8","2",0.15,0.9,"8:2",0.0697,0.024,0.976,1.4713,0.7939,0.6774,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"mmm","glm",10000,50,0.1,"8","2",0.175,0,"8:2",0.0226,0.0225,0.9775,1.6616,0.9711,0.6905,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"mmm","glm",10000,50,0.1,"8","2",0.175,0.5,"8:2",0.025,0.0219,0.9781,1.6798,0.9334,0.7464,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"mmm","glm",10000,50,0.1,"8","2",0.175,0.9,"8:2",0.0587,0.0217,0.9783,1.7922,0.9265,0.8657,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"mmm","glm",10000,50,0.1,"8","2",0.2,0,"8:2",0.0225,0.0224,0.9776,1.8871,0.9968,0.8903,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0
"mmm","glm",10000,50,0.1,"8","2",0.2,0.5,"8:2",0.0281,0.0225,0.9775,1.9042,0.9894,0.9148,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.5
"mmm","glm",10000,50,0.1,"8","2",0.2,0.9,"8:2",0.0646,0.0221,0.9779,1.9438,0.9812,0.9626,0,0,NA,NA,NA,NA,NA,NA,NA,NA,200,"8:2",0.9
"mmm","glm",10000,100,0.1,"2","8",0.001,0,"2:8",0.0076,0.0076,0.9924,0.0297,0.0291,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"mmm","glm",10000,100,0.1,"2","8",0.001,0.5,"2:8",0.0104,0.0101,0.9899,0.0449,0.0363,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"mmm","glm",10000,100,0.1,"2","8",0.001,0.9,"2:8",0.0188,0.0143,0.9857,0.0925,0.0299,0.0019,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"mmm","glm",10000,100,0.1,"2","8",0.025,0,"2:8",0.0063,0.0063,0.9937,0.108,0.1024,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"mmm","glm",10000,100,0.1,"2","8",0.025,0.5,"2:8",0.0108,0.0104,0.9896,0.1304,0.0915,1e-04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"mmm","glm",10000,100,0.1,"2","8",0.025,0.9,"2:8",0.0208,0.0152,0.9848,0.2364,0.0672,0.0061,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"mmm","glm",10000,100,0.1,"2","8",0.05,0,"2:8",0.0079,0.0079,0.9921,0.4651,0.3785,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"mmm","glm",10000,100,0.1,"2","8",0.05,0.5,"2:8",0.0092,0.009,0.991,0.5418,0.2715,0.001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"mmm","glm",10000,100,0.1,"2","8",0.05,0.9,"2:8",0.0211,0.0155,0.9845,0.83,0.1969,0.0365,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"mmm","glm",10000,100,0.1,"2","8",0.075,0,"2:8",0.0077,0.0076,0.9924,1.5759,0.831,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"mmm","glm",10000,100,0.1,"2","8",0.075,0.5,"2:8",0.0089,0.0085,0.9915,1.7022,0.6009,0.0129,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"mmm","glm",10000,100,0.1,"2","8",0.075,0.9,"2:8",0.0212,0.015,0.985,2.3074,0.4468,0.1438,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"mmm","glm",10000,100,0.1,"2","8",0.1,0,"2:8",0.007,0.007,0.993,3.6934,0.9936,0.0023,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"mmm","glm",10000,100,0.1,"2","8",0.1,0.5,"2:8",0.0081,0.0075,0.9925,3.8883,0.8736,0.0973,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"mmm","glm",10000,100,0.1,"2","8",0.1,0.9,"2:8",0.0195,0.0143,0.9857,4.6578,0.7486,0.3961,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"mmm","glm",10000,100,0.1,"2","8",0.125,0,"2:8",0.0079,0.0079,0.9921,6.1368,1,0.1192,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"mmm","glm",10000,100,0.1,"2","8",0.125,0.5,"2:8",0.0102,0.0098,0.9902,6.2276,0.9841,0.3837,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"mmm","glm",10000,100,0.1,"2","8",0.125,0.9,"2:8",0.0218,0.0162,0.9838,6.7522,0.9311,0.7147,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"mmm","glm",10000,100,0.1,"2","8",0.15,0,"2:8",0.0082,0.0082,0.9918,7.5576,1,0.634,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"mmm","glm",10000,100,0.1,"2","8",0.15,0.5,"2:8",0.0107,0.0101,0.9899,7.6111,0.9997,0.7843,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"mmm","glm",10000,100,0.1,"2","8",0.15,0.9,"2:8",0.0193,0.0147,0.9853,7.7685,0.9927,0.9297,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"mmm","glm",10000,100,0.1,"2","8",0.175,0,"2:8",0.0074,0.0074,0.9926,7.9484,1,0.9501,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"mmm","glm",10000,100,0.1,"2","8",0.175,0.5,"2:8",0.0089,0.0085,0.9915,7.9592,1,0.9682,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"mmm","glm",10000,100,0.1,"2","8",0.175,0.9,"2:8",0.0175,0.0132,0.9868,7.9822,0.9993,0.9932,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"mmm","glm",10000,100,0.1,"2","8",0.2,0,"2:8",0.0079,0.0079,0.9921,7.9969,1,0.9969,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0
"mmm","glm",10000,100,0.1,"2","8",0.2,0.5,"2:8",0.0106,0.0102,0.9898,7.9977,1,0.9979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.5
"mmm","glm",10000,100,0.1,"2","8",0.2,0.9,"2:8",0.018,0.0135,0.9865,7.9987,1,0.9995,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"2:8",0.9
"mmm","glm",10000,100,0.1,"8","2",0.001,0,"8:2",0.0282,0.0279,0.9721,0.0081,0.0081,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0
"mmm","glm",10000,100,0.1,"8","2",0.001,0.5,"8:2",0.0372,0.0311,0.9689,0.0099,0.0092,7e-04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.5
"mmm","glm",10000,100,0.1,"8","2",0.001,0.9,"8:2",0.0845,0.0305,0.9695,0.0217,0.0159,0.0058,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.9
"mmm","glm",10000,100,0.1,"8","2",0.025,0,"8:2",0.0291,0.0286,0.9714,0.0269,0.0269,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0
"mmm","glm",10000,100,0.1,"8","2",0.025,0.5,"8:2",0.0399,0.0316,0.9684,0.0319,0.0301,0.0018,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.5
"mmm","glm",10000,100,0.1,"8","2",0.025,0.9,"8:2",0.0873,0.0282,0.9718,0.0568,0.0406,0.0162,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.9
"mmm","glm",10000,100,0.1,"8","2",0.05,0,"8:2",0.0301,0.0299,0.9701,0.1147,0.1109,0.0038,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0
"mmm","glm",10000,100,0.1,"8","2",0.05,0.5,"8:2",0.0377,0.0312,0.9688,0.129,0.1131,0.0159,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.5
"mmm","glm",10000,100,0.1,"8","2",0.05,0.9,"8:2",0.0905,0.0316,0.9684,0.1954,0.1281,0.0673,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.9
"mmm","glm",10000,100,0.1,"8","2",0.075,0,"8:2",0.0301,0.0296,0.9704,0.3806,0.3426,0.038,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0
"mmm","glm",10000,100,0.1,"8","2",0.075,0.5,"8:2",0.0416,0.0302,0.9698,0.4288,0.3357,0.0931,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.5
"mmm","glm",10000,100,0.1,"8","2",0.075,0.9,"8:2",0.0783,0.0298,0.9702,0.5618,0.3419,0.2199,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.9
"mmm","glm",10000,100,0.1,"8","2",0.1,0,"8:2",0.0287,0.0284,0.9716,0.9238,0.7118,0.212,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0
"mmm","glm",10000,100,0.1,"8","2",0.1,0.5,"8:2",0.0369,0.0304,0.9696,0.9738,0.6552,0.3186,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.5
"mmm","glm",10000,100,0.1,"8","2",0.1,0.9,"8:2",0.0804,0.0295,0.9705,1.1579,0.6494,0.5085,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.9
"mmm","glm",10000,100,0.1,"8","2",0.125,0,"8:2",0.0261,0.0259,0.9741,1.528,0.9439,0.5841,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0
"mmm","glm",10000,100,0.1,"8","2",0.125,0.5,"8:2",0.0417,0.0333,0.9667,1.5746,0.907,0.6676,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.5
"mmm","glm",10000,100,0.1,"8","2",0.125,0.9,"8:2",0.0751,0.0254,0.9746,1.6913,0.8867,0.8046,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.9
"mmm","glm",10000,100,0.1,"8","2",0.15,0,"8:2",0.0313,0.031,0.969,1.8901,0.9968,0.8933,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0
"mmm","glm",10000,100,0.1,"8","2",0.15,0.5,"8:2",0.0376,0.0308,0.9692,1.9041,0.9875,0.9166,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.5
"mmm","glm",10000,100,0.1,"8","2",0.15,0.9,"8:2",0.0829,0.0295,0.9705,1.9427,0.9828,0.9599,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.9
"mmm","glm",10000,100,0.1,"8","2",0.175,0,"8:2",0.0298,0.0296,0.9704,1.9885,1,0.9885,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0
"mmm","glm",10000,100,0.1,"8","2",0.175,0.5,"8:2",0.0398,0.0335,0.9665,1.9893,0.9996,0.9897,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.5
"mmm","glm",10000,100,0.1,"8","2",0.175,0.9,"8:2",0.0842,0.0292,0.9708,1.9944,0.9991,0.9953,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.9
"mmm","glm",10000,100,0.1,"8","2",0.2,0,"8:2",0.0276,0.0274,0.9726,1.9997,1,0.9997,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0
"mmm","glm",10000,100,0.1,"8","2",0.2,0.5,"8:2",0.0412,0.0329,0.9671,1.9996,1,0.9996,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.5
"mmm","glm",10000,100,0.1,"8","2",0.2,0.9,"8:2",0.0767,0.0286,0.9714,1.9999,1,0.9999,0,0,NA,NA,NA,NA,NA,NA,NA,NA,400,"8:2",0.9
"bt","glm",10020,25,0.1,"2","8",0.001,0,"2:8",0.01187624750499,0.01187624750499,0.98812375249501,0.0451097804391218,0.0446107784431138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0
"bt","glm",10020,25,0.1,"2","8",0.001,0.5,"2:8",0.0124750499001996,0.01187624750499,0.98812375249501,0.0558882235528942,0.0434131736526946,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.5
"bt","glm",10020,25,0.1,"2","8",0.001,0.9,"2:8",0.030938123752495,0.0219560878243513,0.978043912175649,0.112275449101796,0.0362275449101796,0.00199600798403194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.9
"bt","glm",10020,25,0.1,"2","8",0.025,0,"2:8",0.00988023952095808,0.00988023952095808,0.990119760479042,0.0945109780439122,0.0910179640718563,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0
"bt","glm",10020,25,0.1,"2","8",0.025,0.5,"2:8",0.0112774451097804,0.0102794411177645,0.989720558882236,0.10688622754491,0.0709580838323353,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.5
"bt","glm",10020,25,0.1,"2","8",0.025,0.9,"2:8",0.0254491017964072,0.0176646706586826,0.982335329341317,0.212974051896208,0.0589820359281437,0.00668662674650699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0.9
"bt","glm",10020,25,0.1,"2","8",0.05,0,"2:8",0.00878243512974052,0.00878243512974052,0.991217564870259,0.196606786427146,0.181037924151697,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"2:8",0
