"","method","model","nsim","ntrt","pi0","nep_h0","nep_ha","slope","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"132","mmm","glm",5000,100,0.1,2,8,0.075,0.9,0,0,113,81,4919,11167,2215,661
"133","mmm","glm",5000,25,0.1,8,2,0.1,0.9,0,0,196,55,4945,1102,708,394
"134","mmm","glm",5000,50,0.1,8,2,0.1,0.9,0,0,272,98,4902,2689,1637,1052
"135","mmm","glm",5000,100,0.1,8,2,0.1,0.9,0,0,310,112,4888,5603,3150,2453
"136","mmm","glm",5000,25,0.1,2,8,0.1,0.9,0,0,43,33,4967,3988,926,166
"137","mmm","glm",5000,50,0.1,2,8,0.1,0.9,0,0,80,55,4945,10277,2037,599
"138","mmm","glm",5000,100,0.1,2,8,0.1,0.9,0,0,91,71,4929,22668,3685,1896
"139","mmm","glm",5000,25,0.1,8,2,0.125,0.9,0,0,181,61,4939,2015,1254,761
"140","mmm","glm",5000,50,0.1,8,2,0.125,0.9,0,0,267,100,4900,4650,2696,1954
"141","mmm","glm",5000,100,0.1,8,2,0.125,0.9,0,0,365,132,4868,8353,4415,3938
"142","mmm","glm",5000,25,0.1,2,8,0.125,0.9,0,0,32,23,4977,7830,1643,427
"143","mmm","glm",5000,50,0.1,2,8,0.125,0.9,0,0,58,42,4958,19253,3277,1446
"144","mmm","glm",5000,100,0.1,2,8,0.125,0.9,0,0,85,61,4939,33481,4640,3506
"145","mmm","glm",5000,25,0.1,8,2,0.15,0.9,0,0,167,50,4950,3462,2041,1421
"146","mmm","glm",5000,50,0.1,8,2,0.15,0.9,0,0,288,100,4900,7024,3803,3221
"147","mmm","glm",5000,100,0.1,8,2,0.15,0.9,0,0,329,121,4879,9657,4889,4768
"148","mmm","glm",5000,25,0.1,2,8,0.15,0.9,0,0,48,33,4967,13578,2506,931
"149","mmm","glm",5000,50,0.1,2,8,0.15,0.9,0,0,85,67,4933,28535,4237,2683
"150","mmm","glm",5000,100,0.1,2,8,0.15,0.9,0,0,79,61,4939,38792,4949,4658
"151","mmm","glm",5000,25,0.1,8,2,0.175,0.9,0,0,169,62,4938,5174,2925,2249
"152","mmm","glm",5000,50,0.1,8,2,0.175,0.9,0,0,198,73,4927,8836,4582,4254
"153","mmm","glm",5000,100,0.1,8,2,0.175,0.9,0,0,442,145,4855,9961,4990,4971
"154","mmm","glm",5000,25,0.1,2,8,0.175,0.9,0,0,26,22,4978,20710,3433,1630
"155","mmm","glm",5000,50,0.1,2,8,0.175,0.9,0,0,85,63,4937,35468,4787,3878
"156","mmm","glm",5000,100,0.1,2,8,0.175,0.9,0,0,93,72,4928,39913,4998,4962
"157","mmm","glm",5000,25,0.1,8,2,0.2,0.9,0,0,172,54,4946,7110,3850,3260
"158","mmm","glm",5000,50,0.1,8,2,0.2,0.9,0,0,266,103,4897,9662,4899,4763
"159","mmm","glm",5000,100,0.1,8,2,0.2,0.9,0,0,408,137,4863,9999,5000,4999
"160","mmm","glm",5000,25,0.1,2,8,0.2,0.9,0,0,33,25,4975,27963,4171,2615
"161","mmm","glm",5000,50,0.1,2,8,0.2,0.9,0,0,65,49,4951,38711,4943,4631
"162","mmm","glm",5000,100,0.1,2,8,0.2,0.9,0,0,78,58,4942,39997,5000,4997
"163","mmm","glm",5000,25,0.1,8,2,0.001,0,0,0,37,37,4963,8,8,0
"164","mmm","glm",5000,50,0.1,8,2,0.001,0,0,0,100,99,4901,23,23,0
"165","mmm","glm",5000,100,0.1,8,2,0.001,0,0,0,147,146,4854,29,29,0
"166","mmm","glm",5000,25,0.1,2,8,0.001,0,0,0,12,12,4988,45,45,0
"167","mmm","glm",5000,50,0.1,2,8,0.001,0,0,0,22,22,4978,102,102,0
"168","mmm","glm",5000,100,0.1,2,8,0.001,0,0,0,46,46,4954,150,150,0
"169","mmm","glm",5000,25,0.1,8,2,0.025,0,0,0,47,47,4953,26,26,0
"170","mmm","glm",5000,50,0.1,8,2,0.025,0,0,0,98,97,4903,79,79,0
"171","mmm","glm",5000,100,0.1,8,2,0.025,0,0,0,152,147,4853,136,134,2
"172","mmm","glm",5000,25,0.1,2,8,0.025,0,0,0,9,9,4991,109,109,0
"173","mmm","glm",5000,50,0.1,2,8,0.025,0,0,0,18,18,4982,242,234,0
"174","mmm","glm",5000,100,0.1,2,8,0.025,0,0,0,39,39,4961,525,503,0
"175","mmm","glm",5000,25,0.1,8,2,0.05,0,0,0,46,46,4954,80,80,0
"176","mmm","glm",5000,50,0.1,8,2,0.05,0,0,0,74,74,4926,218,218,0
"177","mmm","glm",5000,100,0.1,8,2,0.05,0,0,0,143,142,4858,547,533,14
"178","mmm","glm",5000,25,0.1,2,8,0.05,0,0,0,15,15,4985,293,286,0
"179","mmm","glm",5000,50,0.1,2,8,0.05,0,0,0,32,32,4968,819,760,0
"180","mmm","glm",5000,100,0.1,2,8,0.05,0,0,0,40,40,4960,2296,1894,0
"181","mmm","glm",5000,25,0.1,8,2,0.075,0,0,0,35,35,4965,197,194,3
