"","method","model","nsim","pis","nresp","ntrt","corr","nfail","nerror","nreji","nrej"
"1699","bt","glm",185,0.01,5,50,0.5,0,0,9,10
"1700","bt","glm",185,0.0625,5,50,0.5,0,0,15,22
"1701","bt","glm",185,0.125,5,50,0.5,0,0,7,10
"1702","bt","glm",185,0.25,5,50,0.5,0,0,5,7
"1703","bt","glm",185,0.375,5,50,0.5,0,0,7,10
"1704","bt","glm",185,0.5,5,50,0.5,0,0,11,14
"1705","bt","glm",185,0.01,10,50,0.5,0,0,8,13
"1706","bt","glm",185,0.0625,10,50,0.5,0,0,8,12
"1707","bt","glm",185,0.125,10,50,0.5,0,0,8,10
"1708","bt","glm",185,0.25,10,50,0.5,0,0,14,21
"1709","bt","glm",185,0.375,10,50,0.5,0,0,10,11
"1710","bt","glm",185,0.5,10,50,0.5,0,0,8,10
"1711","bt","glm",185,0.01,3,100,0.5,0,0,10,12
"1712","bt","glm",185,0.0625,3,100,0.5,0,0,5,6
"1713","bt","glm",185,0.125,3,100,0.5,0,0,6,6
"1714","bt","glm",185,0.25,3,100,0.5,0,0,6,7
"1715","bt","glm",185,0.375,3,100,0.5,0,0,10,13
"1716","bt","glm",185,0.5,3,100,0.5,0,0,7,7
"1717","bt","glm",185,0.01,5,100,0.5,0,0,8,11
"1718","bt","glm",185,0.0625,5,100,0.5,0,0,11,14
"1719","bt","glm",185,0.125,5,100,0.5,0,0,9,11
"1720","bt","glm",185,0.25,5,100,0.5,0,0,6,6
"1721","bt","glm",185,0.375,5,100,0.5,0,0,6,6
"1722","bt","glm",185,0.5,5,100,0.5,0,0,7,9
"1723","bt","glm",185,0.01,10,100,0.5,0,0,7,12
"1724","bt","glm",185,0.0625,10,100,0.5,0,0,4,4
"1725","bt","glm",185,0.125,10,100,0.5,0,0,6,6
"1726","bt","glm",185,0.25,10,100,0.5,0,0,17,20
"1727","bt","glm",185,0.375,10,100,0.5,0,0,14,24
"1728","bt","glm",185,0.5,10,100,0.5,0,0,8,11
"1729","bt","glm",185,0.01,3,25,0.9,0,0,1,1
"1730","bt","glm",185,0.0625,3,25,0.9,0,0,14,28
"1731","bt","glm",185,0.125,3,25,0.9,0,0,8,16
"1732","bt","glm",185,0.25,3,25,0.9,0,0,10,17
"1733","bt","glm",185,0.375,3,25,0.9,0,0,8,13
"1734","bt","glm",185,0.5,3,25,0.9,0,0,11,18
"1735","bt","glm",185,0.01,5,25,0.9,0,0,1,3
"1736","bt","glm",185,0.0625,5,25,0.9,0,0,11,42
"1737","bt","glm",185,0.125,5,25,0.9,0,0,10,14
"1738","bt","glm",185,0.25,5,25,0.9,0,0,10,28
"1739","bt","glm",185,0.375,5,25,0.9,0,0,12,25
"1740","bt","glm",185,0.5,5,25,0.9,0,0,11,19
"1741","bt","glm",185,0.01,10,25,0.9,0,0,0,0
"1742","bt","glm",185,0.0625,10,25,0.9,0,0,7,29
"1743","bt","glm",185,0.125,10,25,0.9,0,0,13,26
"1744","bt","glm",185,0.25,10,25,0.9,0,0,10,32
"1745","bt","glm",185,0.375,10,25,0.9,0,0,8,44
"1746","bt","glm",185,0.5,10,25,0.9,0,0,14,45
"1747","bt","glm",185,0.01,3,50,0.9,0,0,6,14
"1748","bt","glm",185,0.0625,3,50,0.9,0,0,11,21
"1749","bt","glm",185,0.125,3,50,0.9,0,0,11,18
"1750","bt","glm",185,0.25,3,50,0.9,0,0,10,18
"1751","bt","glm",185,0.375,3,50,0.9,0,0,10,14
"1752","bt","glm",185,0.5,3,50,0.9,0,0,6,11
"1753","bt","glm",185,0.01,5,50,0.9,0,0,4,12
"1754","bt","glm",185,0.0625,5,50,0.9,0,0,7,16
"1755","bt","glm",185,0.125,5,50,0.9,0,0,8,15
"1756","bt","glm",185,0.25,5,50,0.9,0,0,9,24
"1757","bt","glm",185,0.375,5,50,0.9,0,0,6,11
"1758","bt","glm",185,0.5,5,50,0.9,0,0,9,17
"1759","bt","glm",185,0.01,10,50,0.9,0,0,3,23
"1760","bt","glm",185,0.0625,10,50,0.9,0,0,16,79
"1761","bt","glm",185,0.125,10,50,0.9,0,0,10,40
"1762","bt","glm",185,0.25,10,50,0.9,0,0,9,26
"1763","bt","glm",185,0.375,10,50,0.9,0,0,11,31
"1764","bt","glm",185,0.5,10,50,0.9,0,0,11,20
"1765","bt","glm",185,0.01,3,100,0.9,0,0,14,25
"1766","bt","glm",185,0.0625,3,100,0.9,0,0,9,16
"1767","bt","glm",185,0.125,3,100,0.9,0,0,12,19
"1768","bt","glm",185,0.25,3,100,0.9,0,0,10,25
"1769","bt","glm",185,0.375,3,100,0.9,0,0,8,17
"1770","bt","glm",185,0.5,3,100,0.9,0,0,16,27
"1771","bt","glm",185,0.01,5,100,0.9,0,0,10,26
"1772","bt","glm",185,0.0625,5,100,0.9,0,0,12,18
"1773","bt","glm",185,0.125,5,100,0.9,0,0,8,19
"1774","bt","glm",185,0.25,5,100,0.9,0,0,14,36
"1775","bt","glm",185,0.375,5,100,0.9,0,0,11,25
"1776","bt","glm",185,0.5,5,100,0.9,0,0,10,26
"1777","bt","glm",185,0.01,10,100,0.9,0,0,7,34
"1778","bt","glm",185,0.0625,10,100,0.9,0,0,7,36
"1779","bt","glm",185,0.125,10,100,0.9,0,0,7,23
"1780","bt","glm",185,0.25,10,100,0.9,0,0,10,33
"1781","bt","glm",185,0.375,10,100,0.9,0,0,16,58
"1782","bt","glm",185,0.5,10,100,0.9,0,0,11,37
"1783","bt","glm",185,0.01,3,25,0,0,0,3,3
"1784","bt","glm",185,0.0625,3,25,0,0,0,12,12
"1785","bt","glm",185,0.125,3,25,0,0,0,9,9
"1786","bt","glm",185,0.25,3,25,0,0,0,6,7
"1787","bt","glm",185,0.375,3,25,0,0,0,7,7
"1788","bt","glm",185,0.5,3,25,0,0,0,8,8
"1789","bt","glm",185,0.01,5,25,0,0,0,3,3
"1790","bt","glm",185,0.0625,5,25,0,0,0,12,12
"1791","bt","glm",185,0.125,5,25,0,0,0,13,14
"1792","bt","glm",185,0.25,5,25,0,0,0,12,12
"1793","bt","glm",185,0.375,5,25,0,0,0,9,9
"1794","bt","glm",185,0.5,5,25,0,0,0,7,8
"1795","bt","glm",185,0.01,10,25,0,0,0,0,0
"1796","bt","glm",185,0.0625,10,25,0,0,0,7,7
"1797","bt","glm",185,0.125,10,25,0,0,0,9,10
"1798","bt","glm",185,0.25,10,25,0,0,0,11,11
"1799","bt","glm",185,0.375,10,25,0,0,0,11,12
"1800","bt","glm",185,0.5,10,25,0,0,0,11,11
"1801","bt","glm",185,0.01,3,50,0,0,0,4,4
"1802","bt","glm",185,0.0625,3,50,0,0,0,10,10
"1803","bt","glm",185,0.125,3,50,0,0,0,12,12
"1804","bt","glm",185,0.25,3,50,0,0,0,15,15
"1805","bt","glm",185,0.375,3,50,0,0,0,12,12
"1806","bt","glm",185,0.5,3,50,0,0,0,7,8
"1807","bt","glm",185,0.01,5,50,0,0,0,5,5
"1808","bt","glm",185,0.0625,5,50,0,0,0,8,8
"1809","bt","glm",185,0.125,5,50,0,0,0,6,6
"1810","bt","glm",185,0.25,5,50,0,0,0,4,4
"1811","bt","glm",185,0.375,5,50,0,0,0,7,7
"1812","bt","glm",185,0.5,5,50,0,0,0,11,11
"1813","bt","glm",185,0.01,10,50,0,0,0,5,5
"1814","bt","glm",185,0.0625,10,50,0,0,0,8,9
"1815","bt","glm",185,0.125,10,50,0,0,0,13,13
"1816","bt","glm",185,0.25,10,50,0,0,0,11,11
"1817","bt","glm",185,0.375,10,50,0,0,0,11,11
"1818","bt","glm",185,0.5,10,50,0,0,0,7,7
"1819","bt","glm",185,0.01,3,100,0,0,0,11,11
"1820","bt","glm",185,0.0625,3,100,0,0,0,11,11
"1821","bt","glm",185,0.125,3,100,0,0,0,8,8
"1822","bt","glm",185,0.25,3,100,0,0,0,6,6
"1823","bt","glm",185,0.375,3,100,0,0,0,13,13
"1824","bt","glm",185,0.5,3,100,0,0,0,10,10
"1825","bt","glm",185,0.01,5,100,0,0,0,8,8
"1826","bt","glm",185,0.0625,5,100,0,0,0,5,5
"1827","bt","glm",185,0.125,5,100,0,0,0,12,12
"1828","bt","glm",185,0.25,5,100,0,0,0,8,8
"1829","bt","glm",185,0.375,5,100,0,0,0,12,12
"1830","bt","glm",185,0.5,5,100,0,0,0,11,13
"1831","bt","glm",185,0.01,10,100,0,0,0,10,10
"1832","bt","glm",185,0.0625,10,100,0,0,0,12,12
"1833","bt","glm",185,0.125,10,100,0,0,0,7,7
"1834","bt","glm",185,0.25,10,100,0,0,0,12,12
"1835","bt","glm",185,0.375,10,100,0,0,0,11,12
"1836","bt","glm",185,0.5,10,100,0,0,0,9,9
"1837","bt","glm",185,0.01,3,25,0.5,0,0,5,5
"1838","bt","glm",185,0.0625,3,25,0.5,0,0,12,13
"1839","bt","glm",185,0.125,3,25,0.5,0,0,9,11
"1840","bt","glm",185,0.25,3,25,0.5,0,0,12,13
"1841","bt","glm",185,0.375,3,25,0.5,0,0,12,14
"1842","bt","glm",185,0.5,3,25,0.5,0,0,13,14
"1843","bt","glm",185,0.01,5,25,0.5,0,0,1,1
"1844","bt","glm",185,0.0625,5,25,0.5,0,0,8,12
"1845","bt","glm",185,0.125,5,25,0.5,0,0,11,16
"1846","bt","glm",185,0.25,5,25,0.5,0,0,14,21
"1847","bt","glm",185,0.375,5,25,0.5,0,0,8,10
"1848","bt","glm",185,0.5,5,25,0.5,0,0,12,15
"1849","bt","glm",185,0.01,10,25,0.5,0,0,1,1
"1850","bt","glm",185,0.0625,10,25,0.5,0,0,6,6
"1851","bt","glm",185,0.125,10,25,0.5,0,0,9,11
"1852","bt","glm",185,0.25,10,25,0.5,0,0,9,12
"1853","bt","glm",185,0.375,10,25,0.5,0,0,11,14
"1854","bt","glm",185,0.5,10,25,0.5,0,0,8,9
"1855","bt","glm",185,0.01,3,50,0.5,0,0,2,2
"1856","bt","glm",185,0.0625,3,50,0.5,0,0,9,9
"1857","bt","glm",185,0.125,3,50,0.5,0,0,6,7
"1858","bt","glm",185,0.25,3,50,0.5,0,0,10,10
"1859","bt","glm",185,0.375,3,50,0.5,0,0,9,11
"1860","bt","glm",185,0.5,3,50,0.5,0,0,10,12
"1861","bt","glm",185,0.01,5,50,0.5,0,0,7,8
"1862","bt","glm",185,0.0625,5,50,0.5,0,0,5,6
"1863","bt","glm",185,0.125,5,50,0.5,0,0,12,12
"1864","bt","glm",185,0.25,5,50,0.5,0,0,8,8
"1865","bt","glm",185,0.375,5,50,0.5,0,0,17,20
"1866","bt","glm",185,0.5,5,50,0.5,0,0,12,14
"1867","bt","glm",185,0.01,10,50,0.5,0,0,3,3
"1868","bt","glm",185,0.0625,10,50,0.5,0,0,9,16
"1869","bt","glm",185,0.125,10,50,0.5,0,0,9,11
"1870","bt","glm",185,0.25,10,50,0.5,0,0,8,12
"1871","bt","glm",185,0.375,10,50,0.5,0,0,5,7
"1872","bt","glm",185,0.5,10,50,0.5,0,0,13,20
"1873","bt","glm",185,0.01,3,100,0.5,0,0,12,14
"1874","bt","glm",185,0.0625,3,100,0.5,0,0,11,12
"1875","bt","glm",185,0.125,3,100,0.5,0,0,7,9
"1876","bt","glm",185,0.25,3,100,0.5,0,0,12,14
"1877","bt","glm",185,0.375,3,100,0.5,0,0,4,4
"1878","bt","glm",185,0.5,3,100,0.5,0,0,6,6
"1879","bt","glm",185,0.01,5,100,0.5,0,0,11,15
"1880","bt","glm",185,0.0625,5,100,0.5,0,0,8,9
"1881","bt","glm",185,0.125,5,100,0.5,0,0,9,13
"1882","bt","glm",185,0.25,5,100,0.5,0,0,9,10
"1883","bt","glm",185,0.375,5,100,0.5,0,0,5,5
"1884","bt","glm",185,0.5,5,100,0.5,0,0,5,6
"1885","bt","glm",185,0.01,10,100,0.5,0,0,7,17
"1886","bt","glm",185,0.0625,10,100,0.5,0,0,14,20
"1887","bt","glm",185,0.125,10,100,0.5,0,0,6,14
"1888","bt","glm",185,0.25,10,100,0.5,0,0,11,18
"1889","bt","glm",185,0.375,10,100,0.5,0,0,14,17
"1890","bt","glm",185,0.5,10,100,0.5,0,0,12,15
"1891","bt","glm",185,0.01,3,25,0.9,0,0,0,0
"1892","bt","glm",185,0.0625,3,25,0.9,0,0,12,21
"1893","bt","glm",185,0.125,3,25,0.9,0,0,11,25
"1894","bt","glm",185,0.25,3,25,0.9,0,0,9,19
"1895","bt","glm",185,0.375,3,25,0.9,0,0,13,21
"1896","bt","glm",185,0.5,3,25,0.9,0,0,8,14
"1897","bt","glm",185,0.01,5,25,0.9,0,0,2,5
"1898","bt","glm",185,0.0625,5,25,0.9,0,0,9,30
"1899","bt","glm",185,0.125,5,25,0.9,0,0,8,24
"1900","bt","glm",185,0.25,5,25,0.9,0,0,7,17
"1901","bt","glm",185,0.375,5,25,0.9,0,0,4,9
"1902","bt","glm",185,0.5,5,25,0.9,0,0,13,37
"1903","bt","glm",185,0.01,10,25,0.9,0,0,1,6
"1904","bt","glm",185,0.0625,10,25,0.9,0,0,7,30
"1905","bt","glm",185,0.125,10,25,0.9,0,0,9,29
"1906","bt","glm",185,0.25,10,25,0.9,0,0,16,47
"1907","bt","glm",185,0.375,10,25,0.9,0,0,15,47
"1908","bt","glm",185,0.5,10,25,0.9,0,0,11,52
"1909","bt","glm",185,0.01,3,50,0.9,0,0,6,12
"1910","bt","glm",185,0.0625,3,50,0.9,0,0,12,28
"1911","bt","glm",185,0.125,3,50,0.9,0,0,8,12
"1912","bt","glm",185,0.25,3,50,0.9,0,0,10,16
"1913","bt","glm",185,0.375,3,50,0.9,0,0,11,19
"1914","bt","glm",185,0.5,3,50,0.9,0,0,6,15
"1915","bt","glm",185,0.01,5,50,0.9,0,0,1,4
"1916","bt","glm",185,0.0625,5,50,0.9,0,0,10,15
"1917","bt","glm",185,0.125,5,50,0.9,0,0,12,25
"1918","bt","glm",185,0.25,5,50,0.9,0,0,13,34
"1919","bt","glm",185,0.375,5,50,0.9,0,0,14,39
"1920","bt","glm",185,0.5,5,50,0.9,0,0,10,30
"1921","bt","glm",185,0.01,10,50,0.9,0,0,3,26
"1922","bt","glm",185,0.0625,10,50,0.9,0,0,13,44
"1923","bt","glm",185,0.125,10,50,0.9,0,0,8,32
"1924","bt","glm",185,0.25,10,50,0.9,0,0,7,27
"1925","bt","glm",185,0.375,10,50,0.9,0,0,15,36
"1926","bt","glm",185,0.5,10,50,0.9,0,0,7,20
"1927","bt","glm",185,0.01,3,100,0.9,0,0,10,20
"1928","bt","glm",185,0.0625,3,100,0.9,0,0,10,19
"1929","bt","glm",185,0.125,3,100,0.9,0,0,10,18
"1930","bt","glm",185,0.25,3,100,0.9,0,0,6,11
"1931","bt","glm",185,0.375,3,100,0.9,0,0,10,19
"1932","bt","glm",185,0.5,3,100,0.9,0,0,14,26
"1933","bt","glm",185,0.01,5,100,0.9,0,0,14,30
"1934","bt","glm",185,0.0625,5,100,0.9,0,0,6,11
"1935","bt","glm",185,0.125,5,100,0.9,0,0,10,12
"1936","bt","glm",185,0.25,5,100,0.9,0,0,9,17
"1937","bt","glm",185,0.375,5,100,0.9,0,0,15,50
"1938","bt","glm",185,0.5,5,100,0.9,0,0,15,28
"1939","bt","glm",185,0.01,10,100,0.9,0,0,5,25
"1940","bt","glm",185,0.0625,10,100,0.9,0,0,7,18
"1941","bt","glm",185,0.125,10,100,0.9,0,0,10,28
"1942","bt","glm",185,0.25,10,100,0.9,0,0,14,39
"1943","bt","glm",185,0.375,10,100,0.9,0,0,15,54
"1944","bt","glm",185,0.5,10,100,0.9,0,0,8,21
"1945","bt","glm",185,0.01,3,25,0,0,0,1,1
"1946","bt","glm",185,0.0625,3,25,0,0,0,7,7
"1947","bt","glm",185,0.125,3,25,0,0,0,8,8
"1948","bt","glm",185,0.25,3,25,0,0,0,11,11
"1949","bt","glm",185,0.375,3,25,0,0,0,5,6
"1950","bt","glm",185,0.5,3,25,0,0,0,9,9
"1951","bt","glm",185,0.01,5,25,0,0,0,2,2
"1952","bt","glm",185,0.0625,5,25,0,0,0,14,15
"1953","bt","glm",185,0.125,5,25,0,0,0,6,6
"1954","bt","glm",185,0.25,5,25,0,0,0,7,7
"1955","bt","glm",185,0.375,5,25,0,0,0,8,8
"1956","bt","glm",185,0.5,5,25,0,0,0,15,16
"1957","bt","glm",185,0.01,10,25,0,0,0,1,1
"1958","bt","glm",185,0.0625,10,25,0,0,0,11,11
"1959","bt","glm",185,0.125,10,25,0,0,0,12,14
"1960","bt","glm",185,0.25,10,25,0,0,0,13,13
"1961","bt","glm",185,0.375,10,25,0,0,0,12,12
"1962","bt","glm",185,0.5,10,25,0,0,0,9,9
"1963","bt","glm",185,0.01,3,50,0,0,0,3,3
"1964","bt","glm",185,0.0625,3,50,0,0,0,6,6
"1965","bt","glm",185,0.125,3,50,0,0,0,12,12
"1966","bt","glm",185,0.25,3,50,0,0,0,14,15
"1967","bt","glm",185,0.375,3,50,0,0,0,7,7
"1968","bt","glm",185,0.5,3,50,0,0,0,6,6
"1969","bt","glm",185,0.01,5,50,0,0,0,5,5
"1970","bt","glm",185,0.0625,5,50,0,0,0,13,13
"1971","bt","glm",185,0.125,5,50,0,0,0,13,14
"1972","bt","glm",185,0.25,5,50,0,0,0,8,8
"1973","bt","glm",185,0.375,5,50,0,0,0,4,4
"1974","bt","glm",185,0.5,5,50,0,0,0,4,5
"1975","bt","glm",185,0.01,10,50,0,0,0,3,3
"1976","bt","glm",185,0.0625,10,50,0,0,0,10,10
"1977","bt","glm",185,0.125,10,50,0,0,0,12,13
"1978","bt","glm",185,0.25,10,50,0,0,0,4,4
"1979","bt","glm",185,0.375,10,50,0,0,0,7,7
"1980","bt","glm",185,0.5,10,50,0,0,0,10,10
"1981","bt","glm",185,0.01,3,100,0,0,0,15,15
"1982","bt","glm",185,0.0625,3,100,0,0,0,13,14
"1983","bt","glm",185,0.125,3,100,0,0,0,7,7
"1984","bt","glm",185,0.25,3,100,0,0,0,6,6
"1985","bt","glm",185,0.375,3,100,0,0,0,11,11
"1986","bt","glm",185,0.5,3,100,0,0,0,13,13
"1987","bt","glm",185,0.01,5,100,0,0,0,10,10
"1988","bt","glm",185,0.0625,5,100,0,0,0,5,5
"1989","bt","glm",185,0.125,5,100,0,0,0,10,10
"1990","bt","glm",185,0.25,5,100,0,0,0,11,12
"1991","bt","glm",185,0.375,5,100,0,0,0,12,12
"1992","bt","glm",185,0.5,5,100,0,0,0,5,5
"1993","bt","glm",185,0.01,10,100,0,0,0,6,6
"1994","bt","glm",185,0.0625,10,100,0,0,0,10,12
"1995","bt","glm",185,0.125,10,100,0,0,0,8,8
"1996","bt","glm",185,0.25,10,100,0,0,0,8,8
"1997","bt","glm",185,0.375,10,100,0,0,0,6,6
"1998","bt","glm",185,0.5,10,100,0,0,0,8,8
"1999","bt","glm",185,0.01,3,25,0.5,0,0,1,2
"2000","bt","glm",185,0.0625,3,25,0.5,0,0,15,16
"2001","bt","glm",185,0.125,3,25,0.5,0,0,9,12
"2002","bt","glm",185,0.25,3,25,0.5,0,0,8,8
"2003","bt","glm",185,0.375,3,25,0.5,0,0,7,7
"2004","bt","glm",185,0.5,3,25,0.5,0,0,7,8
"2005","bt","glm",185,0.01,5,25,0.5,0,0,2,3
"2006","bt","glm",185,0.0625,5,25,0.5,0,0,9,11
"2007","bt","glm",185,0.125,5,25,0.5,0,0,6,8
"2008","bt","glm",185,0.25,5,25,0.5,0,0,9,11
"2009","bt","glm",185,0.375,5,25,0.5,0,0,10,12
"2010","bt","glm",185,0.5,5,25,0.5,0,0,12,14
"2011","bt","glm",185,0.01,10,25,0.5,0,0,2,3
"2012","bt","glm",185,0.0625,10,25,0.5,0,0,9,10
"2013","bt","glm",185,0.125,10,25,0.5,0,0,13,24
"2014","bt","glm",185,0.25,10,25,0.5,0,0,9,12
"2015","bt","glm",185,0.375,10,25,0.5,0,0,6,10
"2016","bt","glm",185,0.5,10,25,0.5,0,0,13,20
"2017","bt","glm",185,0.01,3,50,0.5,0,0,6,7
"2018","bt","glm",185,0.0625,3,50,0.5,0,0,8,9
"2019","bt","glm",185,0.125,3,50,0.5,0,0,5,5
"2020","bt","glm",185,0.25,3,50,0.5,0,0,9,12
"2021","bt","glm",185,0.375,3,50,0.5,0,0,10,11
"2022","bt","glm",185,0.5,3,50,0.5,0,0,12,14
"2023","bt","glm",185,0.01,5,50,0.5,0,0,4,5
"2024","bt","glm",185,0.0625,5,50,0.5,0,0,12,13
"2025","bt","glm",185,0.125,5,50,0.5,0,0,11,13
"2026","bt","glm",185,0.25,5,50,0.5,0,0,7,7
"2027","bt","glm",185,0.375,5,50,0.5,0,0,11,15
"2028","bt","glm",185,0.5,5,50,0.5,0,0,12,15
"2029","bt","glm",185,0.01,10,50,0.5,0,0,7,10
"2030","bt","glm",185,0.0625,10,50,0.5,0,0,8,16
"2031","bt","glm",185,0.125,10,50,0.5,0,0,7,10
"2032","bt","glm",185,0.25,10,50,0.5,0,0,12,12
"2033","bt","glm",185,0.375,10,50,0.5,0,0,8,15
"2034","bt","glm",185,0.5,10,50,0.5,0,0,6,6
"2035","bt","glm",185,0.01,3,100,0.5,0,0,13,14
"2036","bt","glm",185,0.0625,3,100,0.5,0,0,6,7
"2037","bt","glm",185,0.125,3,100,0.5,0,0,11,12
"2038","bt","glm",185,0.25,3,100,0.5,0,0,13,14
"2039","bt","glm",185,0.375,3,100,0.5,0,0,6,6
"2040","bt","glm",185,0.5,3,100,0.5,0,0,4,6
"2041","bt","glm",185,0.01,5,100,0.5,0,0,2,3
"2042","bt","glm",185,0.0625,5,100,0.5,0,0,13,13
"2043","bt","glm",185,0.125,5,100,0.5,0,0,16,17
"2044","bt","glm",185,0.25,5,100,0.5,0,0,7,8
"2045","bt","glm",185,0.375,5,100,0.5,0,0,6,8
"2046","bt","glm",185,0.5,5,100,0.5,0,0,17,20
"2047","bt","glm",185,0.01,10,100,0.5,0,0,8,14
"2048","bt","glm",185,0.0625,10,100,0.5,0,0,11,15
"2049","bt","glm",185,0.125,10,100,0.5,0,0,7,10
"2050","bt","glm",185,0.25,10,100,0.5,0,0,11,12
"2051","bt","glm",185,0.375,10,100,0.5,0,0,10,12
"2052","bt","glm",185,0.5,10,100,0.5,0,0,10,14
"2053","bt","glm",185,0.01,3,25,0.9,0,0,1,2
"2054","bt","glm",185,0.0625,3,25,0.9,0,0,21,47
"2055","bt","glm",185,0.125,3,25,0.9,0,0,13,21
"2056","bt","glm",185,0.25,3,25,0.9,0,0,6,7
"2057","bt","glm",185,0.375,3,25,0.9,0,0,7,10
"2058","bt","glm",185,0.5,3,25,0.9,0,0,14,25
"2059","bt","glm",185,0.01,5,25,0.9,0,0,2,5
"2060","bt","glm",185,0.0625,5,25,0.9,0,0,9,32
"2061","bt","glm",185,0.125,5,25,0.9,0,0,14,34
"2062","bt","glm",185,0.25,5,25,0.9,0,0,14,28
"2063","bt","glm",185,0.375,5,25,0.9,0,0,7,16
"2064","bt","glm",185,0.5,5,25,0.9,0,0,12,35
"2065","bt","glm",185,0.01,10,25,0.9,0,0,0,0
"2066","bt","glm",185,0.0625,10,25,0.9,0,0,13,64
"2067","bt","glm",185,0.125,10,25,0.9,0,0,11,32
"2068","bt","glm",185,0.25,10,25,0.9,0,0,12,32
"2069","bt","glm",185,0.375,10,25,0.9,0,0,16,62
"2070","bt","glm",185,0.5,10,25,0.9,0,0,9,25
"2071","bt","glm",185,0.01,3,50,0.9,0,0,4,9
"2072","bt","glm",185,0.0625,3,50,0.9,0,0,14,22
"2073","bt","glm",185,0.125,3,50,0.9,0,0,14,28
"2074","bt","glm",185,0.25,3,50,0.9,0,0,8,15
"2075","bt","glm",185,0.375,3,50,0.9,0,0,6,11
"2076","bt","glm",185,0.5,3,50,0.9,0,0,9,10
"2077","bt","glm",185,0.01,5,50,0.9,0,0,4,13
"2078","bt","glm",185,0.0625,5,50,0.9,0,0,9,18
"2079","bt","glm",185,0.125,5,50,0.9,0,0,9,18
"2080","bt","glm",185,0.25,5,50,0.9,0,0,12,35
"2081","bt","glm",185,0.375,5,50,0.9,0,0,9,13
"2082","bt","glm",185,0.5,5,50,0.9,0,0,11,31
"2083","bt","glm",185,0.01,10,50,0.9,0,0,4,18
"2084","bt","glm",185,0.0625,10,50,0.9,0,0,16,55
"2085","bt","glm",185,0.125,10,50,0.9,0,0,7,17
"2086","bt","glm",185,0.25,10,50,0.9,0,0,12,45
"2087","bt","glm",185,0.375,10,50,0.9,0,0,8,36
"2088","bt","glm",185,0.5,10,50,0.9,0,0,8,15
"2089","bt","glm",185,0.01,3,100,0.9,0,0,7,11
"2090","bt","glm",185,0.0625,3,100,0.9,0,0,7,13
"2091","bt","glm",185,0.125,3,100,0.9,0,0,14,29
"2092","bt","glm",185,0.25,3,100,0.9,0,0,5,6
"2093","bt","glm",185,0.375,3,100,0.9,0,0,7,14
"2094","bt","glm",185,0.5,3,100,0.9,0,0,6,10
"2095","bt","glm",185,0.01,5,100,0.9,0,0,7,13
"2096","bt","glm",185,0.0625,5,100,0.9,0,0,8,17
"2097","bt","glm",185,0.125,5,100,0.9,0,0,9,20
"2098","bt","glm",185,0.25,5,100,0.9,0,0,6,14
"2099","bt","glm",185,0.375,5,100,0.9,0,0,9,21
"2100","bt","glm",185,0.5,5,100,0.9,0,0,7,18
"2101","bt","glm",185,0.01,10,100,0.9,0,0,9,29
"2102","bt","glm",185,0.0625,10,100,0.9,0,0,8,33
"2103","bt","glm",185,0.125,10,100,0.9,0,0,9,47
"2104","bt","glm",185,0.25,10,100,0.9,0,0,6,27
"2105","bt","glm",185,0.375,10,100,0.9,0,0,8,25
"2106","bt","glm",185,0.5,10,100,0.9,0,0,9,32
"2107","bt","glm",185,0.01,3,25,0,0,0,1,1
"2108","bt","glm",185,0.0625,3,25,0,0,0,14,14
"2109","bt","glm",185,0.125,3,25,0,0,0,10,10
"2110","bt","glm",185,0.25,3,25,0,0,0,7,7
"2111","bt","glm",185,0.375,3,25,0,0,0,17,18
"2112","bt","glm",185,0.5,3,25,0,0,0,10,10
"2113","bt","glm",185,0.01,5,25,0,0,0,0,0
"2114","bt","glm",185,0.0625,5,25,0,0,0,9,9
"2115","bt","glm",185,0.125,5,25,0,0,0,13,14
"2116","bt","glm",185,0.25,5,25,0,0,0,9,9
"2117","bt","glm",185,0.375,5,25,0,0,0,7,7
"2118","bt","glm",185,0.5,5,25,0,0,0,9,9
"2119","bt","glm",185,0.01,10,25,0,0,0,1,1
"2120","bt","glm",185,0.0625,10,25,0,0,0,8,8
"2121","bt","glm",185,0.125,10,25,0,0,0,6,6
"2122","bt","glm",185,0.25,10,25,0,0,0,14,14
"2123","bt","glm",185,0.375,10,25,0,0,0,10,10
"2124","bt","glm",185,0.5,10,25,0,0,0,14,14
"2125","bt","glm",185,0.01,3,50,0,0,0,2,2
"2126","bt","glm",185,0.0625,3,50,0,0,0,9,9
"2127","bt","glm",185,0.125,3,50,0,0,0,8,8
"2128","bt","glm",185,0.25,3,50,0,0,0,7,7
"2129","bt","glm",185,0.375,3,50,0,0,0,8,8
"2130","bt","glm",185,0.5,3,50,0,0,0,9,9
"2131","bt","glm",185,0.01,5,50,0,0,0,9,9
"2132","bt","glm",185,0.0625,5,50,0,0,0,9,9
"2133","bt","glm",185,0.125,5,50,0,0,0,9,9
"2134","bt","glm",185,0.25,5,50,0,0,0,11,11
"2135","bt","glm",185,0.375,5,50,0,0,0,12,12
"2136","bt","glm",185,0.5,5,50,0,0,0,1,1
"2137","bt","glm",185,0.01,10,50,0,0,0,4,4
"2138","bt","glm",185,0.0625,10,50,0,0,0,3,3
"2139","bt","glm",185,0.125,10,50,0,0,0,16,16
"2140","bt","glm",185,0.25,10,50,0,0,0,11,11
