"","method","model","nsim","ntrt","pi0","nep_h0","nep_ha","slope","corr","nfail","nerror","nrej","nreji","nrejcor","npow","npowi","npowcor"
"1486","bt","bglm",167,25,0.1,2,8,0.1,0,0,0,1,1,166,155,103,0
"1487","bt","bglm",167,50,0.1,2,8,0.1,0,0,0,2,2,165,295,140,0
"1488","bt","bglm",167,100,0.1,2,8,0.1,0,0,0,0,0,167,631,165,2
"1489","bt","bglm",167,25,0.1,8,2,0.125,0,0,0,5,5,162,69,59,10
"1490","bt","bglm",167,50,0.1,8,2,0.125,0,0,0,9,9,158,153,118,35
"1491","bt","bglm",167,100,0.1,8,2,0.125,0,0,0,7,7,160,259,160,99
"1492","bt","bglm",167,25,0.1,2,8,0.125,0,0,0,0,0,167,263,140,0
"1493","bt","bglm",167,50,0.1,2,8,0.125,0,0,0,0,0,167,570,166,0
"1494","bt","bglm",167,100,0.1,2,8,0.125,0,0,0,1,1,166,1099,167,41
"1495","bt","bglm",167,25,0.1,8,2,0.15,0,0,0,5,5,162,117,95,22
"1496","bt","bglm",167,50,0.1,8,2,0.15,0,0,0,8,8,159,232,153,79
"1497","bt","bglm",167,100,0.1,8,2,0.15,0,0,0,4,4,163,320,166,154
"1498","bt","bglm",167,25,0.1,2,8,0.15,0,0,0,0,0,167,482,165,0
"1499","bt","bglm",167,50,0.1,2,8,0.15,0,0,0,0,0,167,910,167,9
"1500","bt","bglm",167,100,0.1,2,8,0.15,0,0,0,5,5,162,1275,167,113
"1501","bt","bglm",167,25,0.1,8,2,0.175,0,0,0,6,6,161,190,134,56
"1502","bt","bglm",167,50,0.1,8,2,0.175,0,0,0,2,2,165,298,165,133
"1503","bt","bglm",167,100,0.1,8,2,0.175,0,0,0,8,7,160,332,167,165
"1504","bt","bglm",167,25,0.1,2,8,0.175,0,0,0,0,0,167,674,166,0
"1505","bt","bglm",167,50,0.1,2,8,0.175,0,0,0,4,4,163,1138,167,42
"1506","bt","bglm",167,100,0.1,2,8,0.175,0,0,0,0,0,167,1332,167,163
"1507","bt","bglm",167,25,0.1,8,2,0.2,0,0,0,3,3,164,244,153,91
"1508","bt","bglm",167,50,0.1,8,2,0.2,0,0,0,6,6,161,326,167,159
"1509","bt","bglm",167,100,0.1,8,2,0.2,0,0,0,8,7,160,334,167,167
"1510","bt","bglm",167,25,0.1,2,8,0.2,0,0,0,2,2,165,960,167,8
"1511","bt","bglm",167,50,0.1,2,8,0.2,0,0,0,2,2,165,1284,167,121
"1512","bt","bglm",167,100,0.1,2,8,0.2,0,0,0,2,2,165,1335,167,166
"1513","bt","bglm",167,25,0.1,8,2,0.001,0.5,0,0,12,9,158,5,5,0
"1514","bt","bglm",167,50,0.1,8,2,0.001,0.5,0,0,11,7,160,0,0,0
"1515","bt","bglm",167,100,0.1,8,2,0.001,0.5,0,0,7,6,161,4,3,1
"1516","bt","bglm",167,25,0.1,2,8,0.001,0.5,0,0,2,2,165,6,6,0
"1517","bt","bglm",167,50,0.1,2,8,0.001,0.5,0,0,1,1,166,4,3,0
"1518","bt","bglm",167,100,0.1,2,8,0.001,0.5,0,0,1,1,166,15,12,0
"1519","bt","bglm",167,25,0.1,8,2,0.025,0.5,0,0,8,6,161,5,5,0
"1520","bt","bglm",167,50,0.1,8,2,0.025,0.5,0,0,7,6,161,6,6,0
"1521","bt","bglm",167,100,0.1,8,2,0.025,0.5,0,0,11,8,159,5,5,0
"1522","bt","bglm",167,25,0.1,2,8,0.025,0.5,0,0,6,5,162,13,12,0
"1523","bt","bglm",167,50,0.1,2,8,0.025,0.5,0,0,1,1,166,23,15,0
"1524","bt","bglm",167,100,0.1,2,8,0.025,0.5,0,0,2,2,165,26,17,0
"1525","bt","bglm",167,25,0.1,8,2,0.05,0.5,0,0,4,4,163,11,9,2
"1526","bt","bglm",167,50,0.1,8,2,0.05,0.5,0,0,5,5,162,18,16,2
"1527","bt","bglm",167,100,0.1,8,2,0.05,0.5,0,0,3,3,164,17,15,2
"1528","bt","bglm",167,25,0.1,2,8,0.05,0.5,0,0,4,3,164,52,31,0
"1529","bt","bglm",167,50,0.1,2,8,0.05,0.5,0,0,2,2,165,57,34,0
"1530","bt","bglm",167,100,0.1,2,8,0.05,0.5,0,0,1,1,166,134,63,0
"1531","bt","bglm",167,25,0.1,8,2,0.075,0.5,0,0,8,7,160,16,16,0
"1532","bt","bglm",167,50,0.1,8,2,0.075,0.5,0,0,12,10,157,39,31,8
"1533","bt","bglm",167,100,0.1,8,2,0.075,0.5,0,0,5,5,162,103,73,30
"1534","bt","bglm",167,25,0.1,2,8,0.075,0.5,0,0,1,1,166,96,52,0
"1535","bt","bglm",167,50,0.1,2,8,0.075,0.5,0,0,1,1,166,96,56,0
"1536","bt","bglm",167,100,0.1,2,8,0.075,0.5,0,0,2,2,165,319,104,3
"1537","bt","bglm",167,25,0.1,8,2,0.1,0.5,0,0,8,7,160,40,35,5
"1538","bt","bglm",167,50,0.1,8,2,0.1,0.5,0,0,2,2,165,78,64,14
"1539","bt","bglm",167,100,0.1,8,2,0.1,0.5,0,0,15,11,156,199,125,74
"1540","bt","bglm",167,25,0.1,2,8,0.1,0.5,0,0,1,1,166,132,56,1
"1541","bt","bglm",167,50,0.1,2,8,0.1,0.5,0,0,0,0,167,332,108,4
"1542","bt","bglm",167,100,0.1,2,8,0.1,0.5,0,0,0,0,167,709,146,33
"1543","bt","bglm",167,25,0.1,8,2,0.125,0.5,0,0,16,9,158,65,52,13
"1544","bt","bglm",167,50,0.1,8,2,0.125,0.5,0,0,8,8,159,160,107,53
"1545","bt","bglm",167,100,0.1,8,2,0.125,0.5,0,0,5,4,163,277,153,124
"1546","bt","bglm",167,25,0.1,2,8,0.125,0.5,0,0,3,3,164,297,104,2
"1547","bt","bglm",167,50,0.1,2,8,0.125,0.5,0,0,2,2,165,669,144,25
"1548","bt","bglm",167,100,0.1,2,8,0.125,0.5,0,0,2,2,165,1061,164,71
"1549","bt","bglm",167,25,0.1,8,2,0.15,0.5,0,0,5,5,162,143,99,44
"1550","bt","bglm",167,50,0.1,8,2,0.15,0.5,0,0,12,9,158,253,148,105
"1551","bt","bglm",167,100,0.1,8,2,0.15,0.5,0,0,8,5,162,325,166,159
"1552","bt","bglm",167,25,0.1,2,8,0.15,0.5,0,0,2,2,165,469,131,5
"1553","bt","bglm",167,50,0.1,2,8,0.15,0.5,0,0,1,1,166,949,161,44
"1554","bt","bglm",167,100,0.1,2,8,0.15,0.5,0,0,0,0,167,1283,167,137
"1555","bt","bglm",167,25,0.1,8,2,0.175,0.5,0,0,20,12,155,187,121,66
"1556","bt","bglm",167,50,0.1,8,2,0.175,0.5,0,0,14,8,159,304,164,140
"1557","bt","bglm",167,100,0.1,8,2,0.175,0.5,0,0,9,7,160,333,167,166
"1558","bt","bglm",167,25,0.1,2,8,0.175,0.5,0,0,1,1,166,732,156,16
"1559","bt","bglm",167,50,0.1,2,8,0.175,0.5,0,0,2,2,165,1173,165,99
"1560","bt","bglm",167,100,0.1,2,8,0.175,0.5,0,0,2,2,165,1323,167,163
"1561","bt","bglm",167,25,0.1,8,2,0.2,0.5,0,0,9,9,158,240,145,95
"1562","bt","bglm",167,50,0.1,8,2,0.2,0.5,0,0,5,4,163,317,165,152
"1563","bt","bglm",167,100,0.1,8,2,0.2,0.5,0,0,8,6,161,334,167,167
"1564","bt","bglm",167,25,0.1,2,8,0.2,0.5,0,0,0,0,167,976,164,52
"1565","bt","bglm",167,50,0.1,2,8,0.2,0.5,0,0,3,3,164,1296,167,143
"1566","bt","bglm",167,100,0.1,2,8,0.2,0.5,0,0,4,4,163,1335,167,166
"1567","bt","bglm",167,25,0.1,8,2,0.001,0.9,0,0,20,4,163,4,3,1
"1568","bt","bglm",167,50,0.1,8,2,0.001,0.9,0,0,22,5,162,4,3,1
"1569","bt","bglm",167,100,0.1,8,2,0.001,0.9,0,0,19,6,161,0,0,0
"1570","bt","bglm",167,25,0.1,2,8,0.001,0.9,0,0,7,4,163,13,9,0
"1571","bt","bglm",167,50,0.1,2,8,0.001,0.9,0,0,4,3,164,31,8,1
"1572","bt","bglm",167,100,0.1,2,8,0.001,0.9,0,0,2,2,165,11,6,0
"1573","bt","bglm",167,25,0.1,8,2,0.025,0.9,0,0,7,3,164,8,5,3
"1574","bt","bglm",167,50,0.1,8,2,0.025,0.9,0,0,48,12,155,11,8,3
"1575","bt","bglm",167,100,0.1,8,2,0.025,0.9,0,0,13,3,164,12,8,4
"1576","bt","bglm",167,25,0.1,2,8,0.025,0.9,0,0,0,0,167,30,11,1
"1577","bt","bglm",167,50,0.1,2,8,0.025,0.9,0,0,2,2,165,40,7,2
"1578","bt","bglm",167,100,0.1,2,8,0.025,0.9,0,0,1,1,166,61,16,3
"1579","bt","bglm",167,25,0.1,8,2,0.05,0.9,0,0,23,6,161,17,10,7
"1580","bt","bglm",167,50,0.1,8,2,0.05,0.9,0,0,28,7,160,25,17,8
"1581","bt","bglm",167,100,0.1,8,2,0.05,0.9,0,0,14,5,162,35,23,12
"1582","bt","bglm",167,25,0.1,2,8,0.05,0.9,0,0,7,4,163,64,17,4
"1583","bt","bglm",167,50,0.1,2,8,0.05,0.9,0,0,2,2,165,106,27,4
"1584","bt","bglm",167,100,0.1,2,8,0.05,0.9,0,0,1,1,166,124,32,1
"1585","bt","bglm",167,25,0.1,8,2,0.075,0.9,0,0,35,8,159,36,24,12
"1586","bt","bglm",167,50,0.1,8,2,0.075,0.9,0,0,36,10,157,58,35,23
"1587","bt","bglm",167,100,0.1,8,2,0.075,0.9,0,0,15,5,162,96,59,37
"1588","bt","bglm",167,25,0.1,2,8,0.075,0.9,0,0,4,3,164,163,35,4
"1589","bt","bglm",167,50,0.1,2,8,0.075,0.9,0,0,6,4,163,224,57,12
"1590","bt","bglm",167,100,0.1,2,8,0.075,0.9,0,0,2,1,166,433,82,29
"1591","bt","bglm",167,25,0.1,8,2,0.1,0.9,0,0,9,2,165,58,39,19
"1592","bt","bglm",167,50,0.1,8,2,0.1,0.9,0,0,26,7,160,101,60,41
"1593","bt","bglm",167,100,0.1,8,2,0.1,0.9,0,0,33,7,160,224,124,100
"1594","bt","bglm",167,25,0.1,2,8,0.1,0.9,0,0,4,3,164,272,55,13
"1595","bt","bglm",167,50,0.1,2,8,0.1,0.9,0,0,8,6,161,412,84,26
"1596","bt","bglm",167,100,0.1,2,8,0.1,0.9,0,0,4,3,164,814,128,72
"1597","bt","bglm",167,25,0.1,8,2,0.125,0.9,0,0,11,3,164,88,57,31
"1598","bt","bglm",167,50,0.1,8,2,0.125,0.9,0,0,4,4,163,183,102,81
"1599","bt","bglm",167,100,0.1,8,2,0.125,0.9,0,0,13,5,162,296,156,140
"1600","bt","bglm",167,25,0.1,2,8,0.125,0.9,0,0,0,0,167,441,78,32
"1601","bt","bglm",167,50,0.1,2,8,0.125,0.9,0,0,2,1,166,687,117,58
"1602","bt","bglm",167,100,0.1,2,8,0.125,0.9,0,0,8,5,162,1201,160,131
"1603","bt","bglm",167,25,0.1,8,2,0.15,0.9,0,0,9,5,162,153,89,64
"1604","bt","bglm",167,50,0.1,8,2,0.15,0.9,0,0,15,4,163,268,141,127
"1605","bt","bglm",167,100,0.1,8,2,0.15,0.9,0,0,10,3,164,329,165,164
"1606","bt","bglm",167,25,0.1,2,8,0.15,0.9,0,0,9,6,161,572,95,46
"1607","bt","bglm",167,50,0.1,2,8,0.15,0.9,0,0,3,2,165,1013,145,102
"1608","bt","bglm",167,100,0.1,2,8,0.15,0.9,0,0,4,4,163,1316,167,160
"1609","bt","bglm",167,25,0.1,8,2,0.175,0.9,0,0,25,6,161,202,111,91
"1610","bt","bglm",167,50,0.1,8,2,0.175,0.9,0,0,10,4,163,310,159,151
"1611","bt","bglm",167,100,0.1,8,2,0.175,0.9,0,0,27,10,157,333,167,166
"1612","bt","bglm",167,25,0.1,2,8,0.175,0.9,0,0,0,0,167,816,129,72
"1613","bt","bglm",167,50,0.1,2,8,0.175,0.9,0,0,8,7,160,1228,163,139
"1614","bt","bglm",167,100,0.1,2,8,0.175,0.9,0,0,3,2,165,1335,167,166
"1615","bt","bglm",167,25,0.1,8,2,0.2,0.9,0,0,19,6,161,268,139,129
"1616","bt","bglm",167,50,0.1,8,2,0.2,0.9,0,0,32,9,158,327,165,162
"1617","bt","bglm",167,100,0.1,8,2,0.2,0.9,0,0,10,7,160,334,167,167
"1618","bt","bglm",167,25,0.1,2,8,0.2,0.9,0,0,3,2,165,1072,153,106
"1619","bt","bglm",167,50,0.1,2,8,0.2,0.9,0,0,3,2,165,1309,166,159
"1620","bt","bglm",167,100,0.1,2,8,0.2,0.9,0,0,4,3,164,1336,167,167
"1621","bt","bglm",167,25,0.1,8,2,0.001,0,0,0,8,8,159,1,1,0
"1622","bt","bglm",167,50,0.1,8,2,0.001,0,0,0,5,5,162,1,1,0
"1623","bt","bglm",167,100,0.1,8,2,0.001,0,0,0,6,6,161,4,4,0
"1624","bt","bglm",167,25,0.1,2,8,0.001,0,0,0,1,1,166,5,5,0
"1625","bt","bglm",167,50,0.1,2,8,0.001,0,0,0,1,1,166,11,11,0
"1626","bt","bglm",167,100,0.1,2,8,0.001,0,0,0,2,2,165,8,8,0
"1627","bt","bglm",167,25,0.1,8,2,0.025,0,0,0,3,3,164,2,2,0
"1628","bt","bglm",167,50,0.1,8,2,0.025,0,0,0,7,7,160,6,6,0
"1629","bt","bglm",167,100,0.1,8,2,0.025,0,0,0,8,8,159,9,9,0
"1630","bt","bglm",167,25,0.1,2,8,0.025,0,0,0,0,0,167,19,19,0
"1631","bt","bglm",167,50,0.1,2,8,0.025,0,0,0,1,1,166,15,14,0
"1632","bt","bglm",167,100,0.1,2,8,0.025,0,0,0,1,1,166,27,23,0
"1633","bt","bglm",167,25,0.1,8,2,0.05,0,0,0,14,14,153,11,11,0
"1634","bt","bglm",167,50,0.1,8,2,0.05,0,0,0,5,5,162,13,13,0
"1635","bt","bglm",167,100,0.1,8,2,0.05,0,0,0,9,9,158,21,21,0
"1636","bt","bglm",167,25,0.1,2,8,0.05,0,0,0,2,2,165,50,44,0
"1637","bt","bglm",167,50,0.1,2,8,0.05,0,0,0,1,1,166,51,48,0
"1638","bt","bglm",167,100,0.1,2,8,0.05,0,0,0,0,0,167,97,76,0
"1639","bt","bglm",167,25,0.1,8,2,0.075,0,0,0,6,6,161,26,25,1
"1640","bt","bglm",167,50,0.1,8,2,0.075,0,0,0,9,9,158,29,29,0
"1641","bt","bglm",167,100,0.1,8,2,0.075,0,0,0,3,3,164,78,67,11
"1642","bt","bglm",167,25,0.1,2,8,0.075,0,0,0,1,1,166,65,56,0
"1643","bt","bglm",167,50,0.1,2,8,0.075,0,0,0,1,1,166,126,91,0
"1644","bt","bglm",167,100,0.1,2,8,0.075,0,0,0,1,1,166,272,141,0
"1645","bt","bglm",167,25,0.1,8,2,0.1,0,0,0,10,9,158,47,42,5
"1646","bt","bglm",167,50,0.1,8,2,0.1,0,0,0,5,4,163,86,82,4
"1647","bt","bglm",167,100,0.1,8,2,0.1,0,0,0,6,5,162,155,122,33
"1648","bt","bglm",167,25,0.1,2,8,0.1,0,0,0,0,0,167,153,104,0
"1649","bt","bglm",167,50,0.1,2,8,0.1,0,0,0,1,1,166,308,144,0
"1650","bt","bglm",167,100,0.1,2,8,0.1,0,0,0,2,2,165,676,167,1
"1651","bt","bglm",167,25,0.1,8,2,0.125,0,0,0,9,8,159,70,61,9
"1652","bt","bglm",167,50,0.1,8,2,0.125,0,0,0,4,4,163,147,115,32
"1653","bt","bglm",167,100,0.1,8,2,0.125,0,0,0,9,9,158,273,160,113
"1654","bt","bglm",167,25,0.1,2,8,0.125,0,0,0,1,1,166,266,138,0
"1655","bt","bglm",167,50,0.1,2,8,0.125,0,0,0,3,3,164,584,165,0
"1656","bt","bglm",167,100,0.1,2,8,0.125,0,0,0,1,1,166,1067,167,25
"1657","bt","bglm",167,25,0.1,8,2,0.15,0,0,0,8,8,159,126,106,20
"1658","bt","bglm",167,50,0.1,8,2,0.15,0,0,0,6,6,161,242,157,85
"1659","bt","bglm",167,100,0.1,8,2,0.15,0,0,0,12,11,156,321,167,154
"1660","bt","bglm",167,25,0.1,2,8,0.15,0,0,0,2,2,165,439,162,0
"1661","bt","bglm",167,50,0.1,2,8,0.15,0,0,0,4,4,163,879,167,3
"1662","bt","bglm",167,100,0.1,2,8,0.15,0,0,0,3,3,164,1272,167,113
"1663","bt","bglm",167,25,0.1,8,2,0.175,0,0,0,13,12,155,191,135,56
"1664","bt","bglm",167,50,0.1,8,2,0.175,0,0,0,5,5,162,290,164,126
"1665","bt","bglm",167,100,0.1,8,2,0.175,0,0,0,16,16,151,332,167,165
"1666","bt","bglm",167,25,0.1,2,8,0.175,0,0,0,2,2,165,670,166,1
"1667","bt","bglm",167,50,0.1,2,8,0.175,0,0,0,1,1,166,1153,167,51
"1668","bt","bglm",167,100,0.1,2,8,0.175,0,0,0,0,0,167,1330,167,162
"1669","bt","bglm",167,25,0.1,8,2,0.2,0,0,0,9,8,159,241,153,88
"1670","bt","bglm",167,50,0.1,8,2,0.2,0,0,0,11,10,157,329,167,162
"1671","bt","bglm",167,100,0.1,8,2,0.2,0,0,0,3,3,164,334,167,167
"1672","bt","bglm",167,25,0.1,2,8,0.2,0,0,0,1,1,166,922,167,5
"1673","bt","bglm",167,50,0.1,2,8,0.2,0,0,0,3,3,164,1290,167,123
"1674","bt","bglm",167,100,0.1,2,8,0.2,0,0,0,2,2,165,1336,167,167
"1675","bt","bglm",167,25,0.1,8,2,0.001,0.5,0,0,10,7,160,4,4,0
"1676","bt","bglm",167,50,0.1,8,2,0.001,0.5,0,0,7,6,161,4,3,1
"1677","bt","bglm",167,100,0.1,8,2,0.001,0.5,0,0,10,9,158,2,2,0
"1678","bt","bglm",167,25,0.1,2,8,0.001,0.5,0,0,1,1,166,8,6,0
"1679","bt","bglm",167,50,0.1,2,8,0.001,0.5,0,0,0,0,167,3,3,0
"1680","bt","bglm",167,100,0.1,2,8,0.001,0.5,0,0,1,1,166,7,6,0
"1681","bt","bglm",167,25,0.1,8,2,0.025,0.5,0,0,4,4,163,5,4,1
"1682","bt","bglm",167,50,0.1,8,2,0.025,0.5,0,0,10,7,160,6,5,1
"1683","bt","bglm",167,100,0.1,8,2,0.025,0.5,0,0,10,7,160,8,7,1
"1684","bt","bglm",167,25,0.1,2,8,0.025,0.5,0,0,3,3,164,18,13,0
"1685","bt","bglm",167,50,0.1,2,8,0.025,0.5,0,0,0,0,167,20,13,0
"1686","bt","bglm",167,100,0.1,2,8,0.025,0.5,0,0,2,2,165,26,18,0
"1687","bt","bglm",167,25,0.1,8,2,0.05,0.5,0,0,12,9,158,11,9,2
"1688","bt","bglm",167,50,0.1,8,2,0.05,0.5,0,0,16,14,153,15,13,2
"1689","bt","bglm",167,100,0.1,8,2,0.05,0.5,0,0,5,4,163,29,25,4
"1690","bt","bglm",167,25,0.1,2,8,0.05,0.5,0,0,3,3,164,42,23,0
"1691","bt","bglm",167,50,0.1,2,8,0.05,0.5,0,0,3,3,164,49,28,0
"1692","bt","bglm",167,100,0.1,2,8,0.05,0.5,0,0,2,2,165,95,53,0
"1693","bt","bglm",167,25,0.1,8,2,0.075,0.5,0,0,7,6,161,20,18,2
"1694","bt","bglm",167,50,0.1,8,2,0.075,0.5,0,0,11,8,159,42,38,4
"1695","bt","bglm",167,100,0.1,8,2,0.075,0.5,0,0,5,5,162,74,55,19
"1696","bt","bglm",167,25,0.1,2,8,0.075,0.5,0,0,3,3,164,66,40,0
"1697","bt","bglm",167,50,0.1,2,8,0.075,0.5,0,0,3,3,164,169,61,1
"1698","bt","bglm",167,100,0.1,2,8,0.075,0.5,0,0,0,0,167,304,105,1
"1699","bt","bglm",167,25,0.1,8,2,0.1,0.5,0,0,7,6,161,47,39,8
"1700","bt","bglm",167,50,0.1,8,2,0.1,0.5,0,0,8,5,162,76,61,15
"1701","bt","bglm",167,100,0.1,8,2,0.1,0.5,0,0,15,13,154,177,123,54
"1702","bt","bglm",167,25,0.1,2,8,0.1,0.5,0,0,1,1,166,129,57,0
"1703","bt","bglm",167,50,0.1,2,8,0.1,0.5,0,0,0,0,167,341,117,1
"1704","bt","bglm",167,100,0.1,2,8,0.1,0.5,0,0,0,0,167,676,148,27
"1705","bt","bglm",167,25,0.1,8,2,0.125,0.5,0,0,4,4,163,82,64,18
"1706","bt","bglm",167,50,0.1,8,2,0.125,0.5,0,0,7,7,160,179,114,65
"1707","bt","bglm",167,100,0.1,8,2,0.125,0.5,0,0,9,6,161,277,155,122
"1708","bt","bglm",167,25,0.1,2,8,0.125,0.5,0,0,4,4,163,360,116,2
"1709","bt","bglm",167,50,0.1,2,8,0.125,0.5,0,0,3,3,164,588,142,13
"1710","bt","bglm",167,100,0.1,2,8,0.125,0.5,0,0,6,5,162,1046,164,74
"1711","bt","bglm",167,25,0.1,8,2,0.15,0.5,0,0,11,10,157,133,90,43
"1712","bt","bglm",167,50,0.1,8,2,0.15,0.5,0,0,5,5,162,241,141,100
"1713","bt","bglm",167,100,0.1,8,2,0.15,0.5,0,0,6,5,162,318,166,152
"1714","bt","bglm",167,25,0.1,2,8,0.15,0.5,0,0,2,2,165,461,128,5
"1715","bt","bglm",167,50,0.1,2,8,0.15,0.5,0,0,3,3,164,974,162,53
"1716","bt","bglm",167,100,0.1,2,8,0.15,0.5,0,0,1,1,166,1311,167,146
"1717","bt","bglm",167,25,0.1,8,2,0.175,0.5,0,0,8,8,159,176,121,55
"1718","bt","bglm",167,50,0.1,8,2,0.175,0.5,0,0,6,5,162,296,163,133
"1719","bt","bglm",167,100,0.1,8,2,0.175,0.5,0,0,4,3,164,334,167,167
"1720","bt","bglm",167,25,0.1,2,8,0.175,0.5,0,0,1,1,166,724,150,22
"1721","bt","bglm",167,50,0.1,2,8,0.175,0.5,0,0,1,1,166,1183,167,101
"1722","bt","bglm",167,100,0.1,2,8,0.175,0.5,0,0,0,0,167,1332,167,163
"1723","bt","bglm",167,25,0.1,8,2,0.2,0.5,0,0,15,9,158,266,157,109
"1724","bt","bglm",167,50,0.1,8,2,0.2,0.5,0,0,6,6,161,325,166,159
"1725","bt","bglm",167,100,0.1,8,2,0.2,0.5,0,0,6,5,162,334,167,167
"1726","bt","bglm",167,25,0.1,2,8,0.2,0.5,0,0,2,2,165,957,164,50
"1727","bt","bglm",167,50,0.1,2,8,0.2,0.5,0,0,3,2,165,1289,167,141
"1728","bt","bglm",167,100,0.1,2,8,0.2,0.5,0,0,0,0,167,1336,167,167
"1729","bt","bglm",167,25,0.1,8,2,0.001,0.9,0,0,22,7,160,3,2,1
"1730","bt","bglm",167,50,0.1,8,2,0.001,0.9,0,0,5,4,163,10,6,4
"1731","bt","bglm",167,100,0.1,8,2,0.001,0.9,0,0,17,6,161,7,4,3
"1732","bt","bglm",167,25,0.1,2,8,0.001,0.9,0,0,8,5,162,23,7,1
"1733","bt","bglm",167,50,0.1,2,8,0.001,0.9,0,0,2,2,165,23,8,0
"1734","bt","bglm",167,100,0.1,2,8,0.001,0.9,0,0,2,1,166,27,7,2
"1735","bt","bglm",167,25,0.1,8,2,0.025,0.9,0,0,49,11,156,2,1,1
"1736","bt","bglm",167,50,0.1,8,2,0.025,0.9,0,0,20,7,160,10,5,5
"1737","bt","bglm",167,100,0.1,8,2,0.025,0.9,0,0,4,3,164,11,6,5
"1738","bt","bglm",167,25,0.1,2,8,0.025,0.9,0,0,4,2,165,24,8,1
"1739","bt","bglm",167,50,0.1,2,8,0.025,0.9,0,0,5,3,164,32,8,1
"1740","bt","bglm",167,100,0.1,2,8,0.025,0.9,0,0,5,3,164,34,15,0
"1741","bt","bglm",167,25,0.1,8,2,0.05,0.9,0,0,25,6,161,18,13,5
"1742","bt","bglm",167,50,0.1,8,2,0.05,0.9,0,0,11,3,164,34,20,14
"1743","bt","bglm",167,100,0.1,8,2,0.05,0.9,0,0,26,7,160,35,24,11
"1744","bt","bglm",167,25,0.1,2,8,0.05,0.9,0,0,0,0,167,40,21,0
"1745","bt","bglm",167,50,0.1,2,8,0.05,0.9,0,0,1,1,166,66,13,2
"1746","bt","bglm",167,100,0.1,2,8,0.05,0.9,0,0,5,4,163,173,40,7
"1747","bt","bglm",167,25,0.1,8,2,0.075,0.9,0,0,19,7,160,22,16,6
"1748","bt","bglm",167,50,0.1,8,2,0.075,0.9,0,0,19,8,159,55,36,19
"1749","bt","bglm",167,100,0.1,8,2,0.075,0.9,0,0,15,4,163,128,74,54
"1750","bt","bglm",167,25,0.1,2,8,0.075,0.9,0,0,6,5,162,133,33,8
"1751","bt","bglm",167,50,0.1,2,8,0.075,0.9,0,0,7,5,162,194,43,9
"1752","bt","bglm",167,100,0.1,2,8,0.075,0.9,0,0,4,3,164,534,91,35
"1753","bt","bglm",167,25,0.1,8,2,0.1,0.9,0,0,28,7,160,72,42,30
"1754","bt","bglm",167,50,0.1,8,2,0.1,0.9,0,0,26,6,161,126,74,52
"1755","bt","bglm",167,100,0.1,8,2,0.1,0.9,0,0,13,6,161,201,109,92
"1756","bt","bglm",167,25,0.1,2,8,0.1,0.9,0,0,5,3,164,188,48,3
"1757","bt","bglm",167,50,0.1,2,8,0.1,0.9,0,0,9,5,162,404,76,25
"1758","bt","bglm",167,100,0.1,2,8,0.1,0.9,0,0,2,2,165,783,126,70
"1759","bt","bglm",167,25,0.1,8,2,0.125,0.9,0,0,17,7,160,92,53,39
"1760","bt","bglm",167,50,0.1,8,2,0.125,0.9,0,0,4,3,164,201,110,91
"1761","bt","bglm",167,100,0.1,8,2,0.125,0.9,0,0,10,4,163,272,143,129
"1762","bt","bglm",167,25,0.1,2,8,0.125,0.9,0,0,2,1,166,408,74,27
"1763","bt","bglm",167,50,0.1,2,8,0.125,0.9,0,0,1,1,166,751,127,63
"1764","bt","bglm",167,100,0.1,2,8,0.125,0.9,0,0,4,2,165,1186,158,131
"1765","bt","bglm",167,25,0.1,8,2,0.15,0.9,0,0,18,4,163,143,86,57
"1766","bt","bglm",167,50,0.1,8,2,0.15,0.9,0,0,17,4,163,272,146,126
"1767","bt","bglm",167,100,0.1,8,2,0.15,0.9,0,0,10,5,162,324,165,159
"1768","bt","bglm",167,25,0.1,2,8,0.15,0.9,0,0,6,4,163,716,113,63
"1769","bt","bglm",167,50,0.1,2,8,0.15,0.9,0,0,2,1,166,1001,145,99
"1770","bt","bglm",167,100,0.1,2,8,0.15,0.9,0,0,3,2,165,1313,165,164
"1771","bt","bglm",167,25,0.1,8,2,0.175,0.9,0,0,21,6,161,198,110,88
"1772","bt","bglm",167,50,0.1,8,2,0.175,0.9,0,0,16,7,160,310,158,152
"1773","bt","bglm",167,100,0.1,8,2,0.175,0.9,0,0,23,8,159,333,167,166
"1774","bt","bglm",167,25,0.1,2,8,0.175,0.9,0,0,2,1,166,811,131,76
"1775","bt","bglm",167,50,0.1,2,8,0.175,0.9,0,0,2,2,165,1252,161,143
"1776","bt","bglm",167,100,0.1,2,8,0.175,0.9,0,0,1,1,166,1336,167,167
"1777","bt","bglm",167,25,0.1,8,2,0.2,0.9,0,0,18,5,162,257,140,117
"1778","bt","bglm",167,50,0.1,8,2,0.2,0.9,0,0,6,3,164,327,165,162
"1779","bt","bglm",167,100,0.1,8,2,0.2,0.9,0,0,22,7,160,334,167,167
"1780","bt","bglm",167,25,0.1,2,8,0.2,0.9,0,0,4,3,164,994,147,103
"1781","bt","bglm",167,50,0.1,2,8,0.2,0.9,0,0,3,2,165,1312,165,158
"1782","bt","bglm",167,100,0.1,2,8,0.2,0.9,0,0,3,2,165,1336,167,167
"1783","bt","bglm",167,25,0.1,8,2,0.001,0,0,0,9,9,158,2,2,0
"1784","bt","bglm",167,50,0.1,8,2,0.001,0,0,0,5,5,162,2,2,0
