"method","model","pis","nresp","ntrt","corr","nsim","percent","percenti","pererror","perfail","N","J","cor"
"mmm","glm",0.5,10,25,0.5,10000,0.0552,0.0419,0,0,100,10,0.5
"mmm","glm",0.5,10,25,0.9,10000,0.1629,0.0465,0,0,100,10,0.9
"mmm","glm",0.5,10,50,0,10000,0.042,0.0409,0,0,200,10,0
"mmm","glm",0.5,10,50,0.5,10000,0.0578,0.0423,0,0,200,10,0.5
"mmm","glm",0.5,10,50,0.9,10000,0.1636,0.0492,0,0,200,10,0.9
"mmm","glm",0.5,10,100,0,10000,0.0466,0.0459,0,0,400,10,0
"mmm","glm",0.5,10,100,0.5,10000,0.0658,0.0505,0,0,400,10,0.5
"mmm","glm",0.5,10,100,0.9,10000,0.1638,0.048,0,0,400,10,0.9
"bt","glm",0.01,3,25,0,10189,0.00853862008047895,0.00853862008047895,0,0,100,3,0
"bt","glm",0.01,3,25,0.5,10189,0.0100107959564236,0.00912749043085681,0,0,100,3,0.5
"bt","glm",0.01,3,25,0.9,10189,0.00863676513887526,0.00382765727745608,0,0,100,3,0.9
"bt","glm",0.01,3,50,0,10189,0.0257140052998332,0.0257140052998332,0,0,200,3,0
"bt","glm",0.01,3,50,0.5,10189,0.0258121503582295,0.0218863480223771,0,0,200,3,0.5
"bt","glm",0.01,3,50,0.9,10189,0.0432819707527726,0.019334576504073,0,0,200,3,0.9
"bt","glm",0.01,3,100,0,10189,0.045931887329473,0.0451467268623025,0,0,400,3,0
"bt","glm",0.01,3,100,0.5,10189,0.052900186475611,0.0469133379134361,0,0,400,3,0.5
"bt","glm",0.01,3,100,0.9,10189,0.0881342624398861,0.0460300323878693,0,0,400,3,0.9
"bt","glm",0.01,5,25,0,10189,0.011090391598783,0.011090391598783,0,0,100,5,0
"bt","glm",0.01,5,25,0.5,10189,0.012366277357935,0.00942192560604574,0,0,100,5,0.5
"bt","glm",0.01,5,25,0.9,10189,0.0160957895769948,0.00441652762783394,0,0,100,5,0.9
"bt","glm",0.01,5,50,0,10189,0.0249288448326627,0.0247325547158701,0,0,200,5,0
"bt","glm",0.01,5,50,0.5,10189,0.0294435175188929,0.0236529590735107,0,0,200,5,0.5
"bt","glm",0.01,5,50,0.9,10189,0.0707625871037393,0.0194327215624693,0,0,200,5,0.9
"bt","glm",0.01,5,100,0,10189,0.0431838256943763,0.0428893905191874,0,0,400,5,0
"bt","glm",0.01,5,100,0.5,10189,0.0564334085778781,0.0448522916871136,0,0,400,5,0.5
"bt","glm",0.01,5,100,0.9,10189,0.137403081754834,0.0473059181470213,0,0,400,5,0.9
"bt","glm",0.01,10,25,0,10189,0.0105015212484051,0.0105015212484051,0,0,100,10,0
"bt","glm",0.01,10,25,0.5,10189,0.0156050642850132,0.0104033761900088,0,0,100,10,0.5
"bt","glm",0.01,10,25,0.9,10189,0.0325841593875748,0.00461281774462656,0,0,100,10,0.9
"bt","glm",0.01,10,50,0,10189,0.0235548140151143,0.023456668956718,0,0,200,10,0
"bt","glm",0.01,10,50,0.5,10189,0.038963588183335,0.0260084404750221,0,0,200,10,0.5
"bt","glm",0.01,10,50,0.9,10189,0.124447934046521,0.0181568358033173,0,0,200,10,0.9
"bt","glm",0.01,10,100,0,10189,0.0401413288840907,0.0393561684169202,0,0,400,10,0
"bt","glm",0.01,10,100,0.5,10189,0.0675238001766611,0.0465207576798508,0,0,400,10,0.5
"bt","glm",0.01,10,100,0.9,10189,0.236333300618314,0.0447541466287172,0,0,400,10,0.9
"bt","glm",0.0625,3,25,0,10189,0.0534890568259888,0.052900186475611,0,0,100,3,0
"bt","glm",0.0625,3,25,0.5,10189,0.0699774266365688,0.0602610658553342,0,0,100,3,0.5
"bt","glm",0.0625,3,25,0.9,10189,0.11836294042595,0.0602610658553342,0,0,100,3,0.9
"bt","glm",0.0625,3,50,0,10189,0.0518205908332515,0.05132986554127,0,0,200,3,0
"bt","glm",0.0625,3,50,0.5,10189,0.0586907449209932,0.0522131710668368,0,0,200,3,0.5
"bt","glm",0.0625,3,50,0.9,10189,0.106487388359996,0.0575130042202375,0,0,200,3,0.9
"bt","glm",0.0625,3,100,0,10189,0.0535872018843851,0.0525076062420257,0,0,400,3,0
"bt","glm",0.0625,3,100,0.5,10189,0.0537834920011777,0.0470114829718324,0,0,400,3,0.5
"bt","glm",0.0625,3,100,0.9,10189,0.088723132790264,0.0493669643733438,0,0,400,3,0.9
"bt","glm",0.0625,5,25,0,10189,0.0527038963588183,0.0517224457748552,0,0,100,5,0
"bt","glm",0.0625,5,25,0.5,10189,0.0610462263225047,0.0501521248405143,0,0,100,5,0.5
"bt","glm",0.0625,5,25,0.9,10189,0.166552164098538,0.0604573559721268,0,0,100,5,0.9
"bt","glm",0.0625,5,50,0,10189,0.054176072234763,0.052900186475611,0,0,200,5,0
"bt","glm",0.0625,5,50,0.5,10189,0.0655608990087349,0.0537834920011777,0,0,200,5,0.5
"bt","glm",0.0625,5,50,0.9,10189,0.150161939346354,0.0620276769064678,0,0,200,5,0.9
"bt","glm",0.0625,5,100,0,10189,0.0499558347237217,0.0480910786141918,0,0,400,5,0
"bt","glm",0.0625,5,100,0.5,10189,0.0649720286583571,0.0527038963588183,0,0,400,5,0.5
"bt","glm",0.0625,5,100,0.9,10189,0.117774070075572,0.0510354303660811,0,0,400,5,0.9
"bt","glm",0.0625,10,25,0,10189,0.0507409951908921,0.0501521248405143,0,0,100,10,0
"bt","glm",0.0625,10,25,0.5,10189,0.0780253214250663,0.0527038963588183,0,0,100,10,0.5
"bt","glm",0.0625,10,25,0.9,10189,0.261360290509373,0.0590833251545785,0,0,100,10,0.9
"bt","glm",0.0625,10,50,0,10189,0.0512317204828737,0.0504465600157032,0,0,200,10,0
"bt","glm",0.0625,10,50,0.5,10189,0.0743939542644028,0.0547649425851408,0,0,200,10,0.5
"bt","glm",0.0625,10,50,0.9,10189,0.231622337815291,0.0612425164392973,0,0,200,10,0.9
"bt","glm",0.0625,10,100,0,10189,0.0524094611836294,0.0507409951908921,0,0,400,10,0
"bt","glm",0.0625,10,100,0.5,10189,0.0766512906075179,0.0546667975267445,0,0,400,10,0.5
"bt","glm",0.0625,10,100,0.9,10189,0.177151830405339,0.0529983315340073,0,0,400,10,0.9
"bt","glm",0.125,3,25,0,10189,0.054176072234763,0.0533909117675925,0,0,100,3,0
"bt","glm",0.125,3,25,0.5,10189,0.0580037295122191,0.0511335754244774,0,0,100,3,0.5
"bt","glm",0.125,3,25,0.9,10189,0.10344489154971,0.0544705074099519,0,0,100,3,0.9
"bt","glm",0.125,3,50,0,10189,0.0504465600157032,0.0494651094317401,0,0,200,3,0
"bt","glm",0.125,3,50,0.5,10189,0.0551575228187261,0.047207773088625,0,0,200,3,0.5
"bt","glm",0.125,3,50,0.9,10189,0.0831288644616743,0.0470114829718324,0,0,200,3,0.9
"bt","glm",0.125,3,100,0,10189,0.0486799489645696,0.0473059181470213,0,0,400,3,0
"bt","glm",0.125,3,100,0.5,10189,0.056727843753067,0.0504465600157032,0,0,400,3,0.5
"bt","glm",0.125,3,100,0.9,10189,0.090293453724605,0.0519187358916479,0,0,400,3,0.9
"bt","glm",0.125,5,25,0,10189,0.0569241338698597,0.0555501030523113,0,0,100,5,0
"bt","glm",0.125,5,25,0.5,10189,0.0679163804102463,0.0544705074099519,0,0,100,5,0.5
"bt","glm",0.125,5,25,0.9,10189,0.144371380900972,0.057022278928256,0,0,100,5,0.9
"bt","glm",0.125,5,50,0,10189,0.0518205908332515,0.0508391402492884,0,0,200,5,0
"bt","glm",0.125,5,50,0.5,10189,0.0637942879576013,0.05132986554127,0,0,200,5,0.5
"bt","glm",0.125,5,50,0.9,10189,0.116203749141231,0.05132986554127,0,0,200,5,0.9
"bt","glm",0.125,5,100,0,10189,0.0556482481107076,0.0543723623515556,0,0,400,5,0
"bt","glm",0.125,5,100,0.5,10189,0.0609480812641084,0.0508391402492884,0,0,400,5,0.5
"bt","glm",0.125,5,100,0.9,10189,0.132299538718226,0.0551575228187261,0,0,400,5,0.9
"bt","glm",0.125,10,25,0,10189,0.0555501030523113,0.0536853469427814,0,0,100,10,0
"bt","glm",0.125,10,25,0.5,10189,0.0777308862498773,0.0555501030523113,0,0,100,10,0.5
"bt","glm",0.125,10,25,0.9,10189,0.199627048778094,0.0564334085778781,0,0,100,10,0.9
"bt","glm",0.125,10,50,0,10189,0.0548630876435371,0.0536853469427814,0,0,200,10,0
"bt","glm",0.125,10,50,0.5,10189,0.0627146923152419,0.0481892236725881,0,0,200,10,0.5
"bt","glm",0.125,10,50,0.9,10189,0.178231426047699,0.0520168809500442,0,0,200,10,0.9
"bt","glm",0.125,10,100,0,10189,0.0515261556580626,0.0506428501324958,0,0,400,10,0
"bt","glm",0.125,10,100,0.5,10189,0.0724310530964766,0.0533909117675925,0,0,400,10,0.5
"bt","glm",0.125,10,100,0.9,10189,0.189125527529689,0.0515261556580626,0,0,400,10,0.9
"bt","glm",0.25,3,25,0,10189,0.0523113161252331,0.0508391402492884,0,0,100,3,0
"bt","glm",0.25,3,25,0.5,10189,0.0548630876435371,0.0479929335557955,0,0,100,3,0.5
"bt","glm",0.25,3,25,0.9,10189,0.0895082932574345,0.0504465600157032,0,0,100,3,0.9
"bt","glm",0.25,3,50,0,10189,0.0530964765924036,0.0527038963588183,0,0,200,3,0
"bt","glm",0.25,3,50,0.5,10189,0.0579055844538228,0.0511335754244774,0,0,200,3,0.5
"bt","glm",0.25,3,50,0.9,10189,0.0860732162135636,0.0488762390813623,0,0,200,3,0.9
"bt","glm",0.25,3,100,0,10189,0.0508391402492884,0.0499558347237217,0,0,400,3,0
"bt","glm",0.25,3,100,0.5,10189,0.0571204239866523,0.050053979782118,0,0,400,3,0.5
"bt","glm",0.25,3,100,0.9,10189,0.0916674845421533,0.0520168809500442,0,0,400,3,0.9
"bt","glm",0.25,5,25,0,10189,0.0535872018843851,0.0527038963588183,0,0,100,5,0
"bt","glm",0.25,5,25,0.5,10189,0.0685052507606242,0.0555501030523113,0,0,100,5,0.5
"bt","glm",0.25,5,25,0.9,10189,0.125134949455295,0.0521150260084405,0,0,100,5,0.9
"bt","glm",0.25,5,50,0,10189,0.0515261556580626,0.0508391402492884,0,0,200,5,0
"bt","glm",0.25,5,50,0.5,10189,0.0606536460889194,0.0504465600157032,0,0,200,5,0.5
"bt","glm",0.25,5,50,0.9,10189,0.125920109922465,0.0515261556580626,0,0,200,5,0.9
"bt","glm",0.25,5,100,0,10189,0.0476003533222102,0.0467170477966434,0,0,400,5,0
"bt","glm",0.25,5,100,0.5,10189,0.0550593777603298,0.0467170477966434,0,0,400,5,0.5
"bt","glm",0.25,5,100,0.9,10189,0.109235449995093,0.0505447050740995,0,0,400,5,0.9
"bt","glm",0.25,10,25,0,10189,0.0506428501324958,0.0498576896653254,0,0,100,10,0
"bt","glm",0.25,10,25,0.5,10189,0.066542349592698,0.0508391402492884,0,0,100,10,0.5
"bt","glm",0.25,10,25,0.9,10189,0.179311021690058,0.0527038963588183,0,0,100,10,0.9
"bt","glm",0.25,10,50,0,10189,0.0481892236725881,0.0471096280302287,0,0,200,10,0
"bt","glm",0.25,10,50,0.5,10189,0.0667386397094906,0.0503484149573069,0,0,200,10,0.5
"bt","glm",0.25,10,50,0.9,10189,0.163117087054667,0.0476003533222102,0,0,200,10,0.9
"bt","glm",0.25,10,100,0,10189,0.0520168809500442,0.0507409951908921,0,0,400,10,0
"bt","glm",0.25,10,100,0.5,10189,0.0724310530964766,0.0521150260084405,0,0,400,10,0.5
"bt","glm",0.25,10,100,0.9,10189,0.153597016390225,0.0461281774462656,0,0,400,10,0.9
"bt","glm",0.375,3,25,0,10189,0.052605751300422,0.0515261556580626,0,0,100,3,0
"bt","glm",0.375,3,25,0.5,10189,0.0566296986946707,0.0505447050740995,0,0,100,3,0.5
"bt","glm",0.375,3,25,0.9,10189,0.0829325743448817,0.0474040632054176,0,0,100,3,0.9
"bt","glm",0.375,3,50,0,10189,0.050053979782118,0.0487780940229659,0,0,200,3,0
"bt","glm",0.375,3,50,0.5,10189,0.0504465600157032,0.0452448719206988,0,0,200,3,0.5
"bt","glm",0.375,3,50,0.9,10189,0.0911767592501718,0.052900186475611,0,0,200,3,0.9
"bt","glm",0.375,3,100,0,10189,0.0527038963588183,0.0520168809500442,0,0,400,3,0
"bt","glm",0.375,3,100,0.5,10189,0.0558445382275002,0.0494651094317401,0,0,400,3,0.5
"bt","glm",0.375,3,100,0.9,10189,0.0895082932574345,0.0515261556580626,0,0,400,3,0.9
"bt","glm",0.375,5,25,0,10189,0.0527038963588183,0.0518205908332515,0,0,100,5,0
"bt","glm",0.375,5,25,0.5,10189,0.05957405044656,0.049759544606929,0,0,100,5,0.5
"bt","glm",0.375,5,25,0.9,10189,0.121405437236235,0.0517224457748552,0,0,100,5,0.9
"bt","glm",0.375,5,50,0,10189,0.05132986554127,0.049759544606929,0,0,200,5,0
"bt","glm",0.375,5,50,0.5,10189,0.066542349592698,0.0548630876435371,0,0,200,5,0.5
"bt","glm",0.375,5,50,0.9,10189,0.117774070075572,0.0507409951908921,0,0,200,5,0.9
"bt","glm",0.375,5,100,0,10189,0.0511335754244774,0.0504465600157032,0,0,400,5,0
"bt","glm",0.375,5,100,0.5,10189,0.0680145254686427,0.0530964765924036,0,0,400,5,0.5
"bt","glm",0.375,5,100,0.9,10189,0.12287761311218,0.0540779271763667,0,0,400,5,0.9
"bt","glm",0.375,10,25,0,10189,0.0493669643733438,0.048483658847777,0,0,100,10,0
"bt","glm",0.375,10,25,0.5,10189,0.0631072725488272,0.0481892236725881,0,0,100,10,0.5
"bt","glm",0.375,10,25,0.9,10189,0.197566002551772,0.0544705074099519,0,0,100,10,0.9
"bt","glm",0.375,10,50,0,10189,0.0517224457748552,0.0508391402492884,0,0,200,10,0
"bt","glm",0.375,10,50,0.5,10189,0.0657571891255275,0.0492688193149475,0,0,200,10,0.5
"bt","glm",0.375,10,50,0.9,10189,0.182059083325155,0.049759544606929,0,0,200,10,0.9
"bt","glm",0.375,10,100,0,10189,0.0509372853076848,0.0489743841397586,0,0,400,10,0
"bt","glm",0.375,10,100,0.5,10189,0.062420257140053,0.0475022082638139,0,0,400,10,0.5
"bt","glm",0.375,10,100,0.9,10189,0.178231426047699,0.0504465600157032,0,0,400,10,0.9
"bt","glm",0.5,3,25,0,10189,0.050053979782118,0.0488762390813623,0,0,100,3,0
"bt","glm",0.5,3,25,0.5,10189,0.0584944548042006,0.0515261556580626,0,0,100,3,0.5
"bt","glm",0.5,3,25,0.9,10189,0.0866620865639415,0.0508391402492884,0,0,100,3,0.9
"bt","glm",0.5,3,50,0,10189,0.0519187358916479,0.05132986554127,0,0,200,3,0
"bt","glm",0.5,3,50,0.5,10189,0.058298164687408,0.0527038963588183,0,0,200,3,0.5
"bt","glm",0.5,3,50,0.9,10189,0.0844047502208264,0.048483658847777,0,0,200,3,0.9
"bt","glm",0.5,3,100,0,10189,0.0557463931691039,0.0547649425851408,0,0,400,3,0
"bt","glm",0.5,3,100,0.5,10189,0.0578074393954264,0.0503484149573069,0,0,400,3,0.5
"bt","glm",0.5,3,100,0.9,10189,0.0879379723230935,0.0498576896653254,0,0,400,3,0.9
"bt","glm",0.5,5,25,0,10189,0.0536853469427814,0.0528020414172146,0,0,100,5,0
"bt","glm",0.5,5,25,0.5,10189,0.05957405044656,0.0505447050740995,0,0,100,5,0.5
"bt","glm",0.5,5,25,0.9,10189,0.123760918637747,0.0524094611836294,0,0,100,5,0.9
"bt","glm",0.5,5,50,0,10189,0.0508391402492884,0.0501521248405143,0,0,200,5,0
"bt","glm",0.5,5,50,0.5,10189,0.0621258219648641,0.0504465600157032,0,0,200,5,0.5
"bt","glm",0.5,5,50,0.9,10189,0.113455687506134,0.0495632544901364,0,0,200,5,0.9
"bt","glm",0.5,5,100,0,10189,0.0509372853076848,0.050053979782118,0,0,400,5,0
"bt","glm",0.5,5,100,0.5,10189,0.0619295318480714,0.0512317204828737,0,0,400,5,0.5
"bt","glm",0.5,5,100,0.9,10189,0.117970360192364,0.0514280105996663,0,0,400,5,0.9
"bt","glm",0.5,10,25,0,10189,0.052900186475611,0.0518205908332515,0,0,100,10,0
"bt","glm",0.5,10,25,0.5,10189,0.0664442045343017,0.0503484149573069,0,0,100,10,0.5
"bt","glm",0.5,10,25,0.9,10189,0.165079988222593,0.0496613995485327,0,0,100,10,0.9
"bt","glm",0.5,10,50,0,10189,0.05132986554127,0.0502502698989106,0,0,200,10,0
"bt","glm",0.5,10,50,0.5,10189,0.0737069388556286,0.0537834920011777,0,0,200,10,0.5
"bt","glm",0.5,10,50,0.9,10189,0.185297870252233,0.0534890568259888,0,0,200,10,0.9
"bt","glm",0.5,10,100,0,10189,0.0495632544901364,0.0482873687309844,0,0,400,10,0
"bt","glm",0.5,10,100,0.5,10189,0.0662479144175091,0.0494651094317401,0,0,400,10,0.5
"bt","glm",0.5,10,100,0.9,10189,0.170968691726372,0.0529983315340073,0,0,400,10,0.9
"bt","bglm",0.01,3,25,0,10032,0.0337918660287081,0.0337918660287081,0,0,100,3,0
"bt","bglm",0.01,3,25,0.5,10032,0.0446570972886762,0.0340909090909091,0,0,100,3,0.5
"bt","bglm",0.01,3,25,0.9,10032,0.0629984051036683,0.0260167464114833,0,0,100,3,0.9
"bt","bglm",0.01,3,50,0,10032,0.0468500797448166,0.046451355661882,0,0,200,3,0
"bt","bglm",0.01,3,50,0.5,10032,0.0616028708133971,0.0508373205741627,0,0,200,3,0.5
"bt","bglm",0.01,3,50,0.9,10032,0.10316985645933,0.0453548644338118,0,0,200,3,0.9
"bt","bglm",0.01,3,100,0,10032,0.0511363636363636,0.0502392344497608,0,0,400,3,0
"bt","bglm",0.01,3,100,0.5,10032,0.0640948963317384,0.0557216905901116,0,0,400,3,0.5
"bt","bglm",0.01,3,100,0.9,10032,0.129984051036683,0.0619019138755981,0,0,400,3,0.9
"bt","bglm",0.01,5,25,0,10032,0.0339912280701754,0.0337918660287081,0,0,100,5,0
"bt","bglm",0.01,5,25,0.5,10032,0.0603070175438596,0.0364832535885167,0,0,100,5,0.5
"bt","bglm",0.01,5,25,0.9,10032,0.0886164274322169,0.023225677830941,0,0,100,5,0.9
"bt","bglm",0.01,5,50,0,10032,0.0429625199362041,0.0424641148325359,0,0,200,5,0
"bt","bglm",0.01,5,50,0.5,10032,0.0720693779904306,0.0505382775119617,0,0,200,5,0.5
"bt","bglm",0.01,5,50,0.9,10032,0.157695374800638,0.0460526315789474,0,0,200,5,0.9
"bt","bglm",0.01,5,100,0,10032,0.0493421052631579,0.0481459330143541,0,0,400,5,0
"bt","bglm",0.01,5,100,0.5,10032,0.0726674641148325,0.0569178628389155,0,0,400,5,0.5
"bt","bglm",0.01,5,100,0.9,10032,0.175438596491228,0.0577153110047847,0,0,400,5,0.9
"bt","bglm",0.01,10,25,0,10032,0.0261164274322169,0.0260167464114833,0,0,100,10,0
"bt","bglm",0.01,10,25,0.5,10032,0.0982854864433812,0.0397727272727273,0,0,100,10,0.5
"bt","bglm",0.01,10,25,0.9,10032,0.206838118022329,0.0285087719298246,0,0,100,10,0.9
"bt","bglm",0.01,10,50,0,10032,0.0399720893141946,0.03957336523126,0,0,200,10,0
"bt","bglm",0.01,10,50,0.5,10032,0.105761562998405,0.0542264752791069,0,0,200,10,0.5
"bt","bglm",0.01,10,50,0.9,10032,0.27402312599681,0.0451555023923445,0,0,200,10,0.9
"bt","bglm",0.01,10,100,0,10032,0.046152312599681,0.0453548644338118,0,0,400,10,0
"bt","bglm",0.01,10,100,0.5,10032,0.0941985645933014,0.0593102073365231,0,0,400,10,0.5
"bt","bglm",0.01,10,100,0.9,10032,0.328847687400319,0.0663875598086124,0,0,400,10,0.9
"bt","bglm",0.0625,3,25,0,10032,0.05103668261563,0.0504385964912281,0,0,100,3,0
"bt","bglm",0.0625,3,25,0.5,10032,0.0639952153110048,0.0563197767145136,0,0,100,3,0.5
"bt","bglm",0.0625,3,25,0.9,10032,0.117025518341308,0.060207336523126,0,0,100,3,0.9
"bt","bglm",0.0625,3,50,0,10032,0.0550239234449761,0.0540271132376396,0,0,200,3,0
"bt","bglm",0.0625,3,50,0.5,10032,0.0639952153110048,0.0559210526315789,0,0,200,3,0.5
"bt","bglm",0.0625,3,50,0.9,10032,0.101774322169059,0.0561204146730463,0,0,200,3,0.9
"bt","bglm",0.0625,3,100,0,10032,0.0545255183413078,0.053329346092504,0,0,400,3,0
"bt","bglm",0.0625,3,100,0.5,10032,0.060207336523126,0.0537280701754386,0,0,400,3,0.5
"bt","bglm",0.0625,3,100,0.9,10032,0.0913078149920255,0.0516347687400319,0,0,400,3,0.9
"bt","bglm",0.0625,5,25,0,10032,0.0548245614035088,0.0535287081339713,0,0,100,5,0
"bt","bglm",0.0625,5,25,0.5,10032,0.0732655502392345,0.0572169059011164,0,0,100,5,0.5
"bt","bglm",0.0625,5,25,0.9,10032,0.166267942583732,0.060506379585327,0,0,100,5,0.9
"bt","bglm",0.0625,5,50,0,10032,0.0501395534290271,0.0489433811802233,0,0,200,5,0
"bt","bglm",0.0625,5,50,0.5,10032,0.0692783094098884,0.0551236044657097,0,0,200,5,0.5
"bt","bglm",0.0625,5,50,0.9,10032,0.149222488038278,0.0583133971291866,0,0,200,5,0.9
"bt","bglm",0.0625,5,100,0,10032,0.0527312599681021,0.0514354066985646,0,0,400,5,0
"bt","bglm",0.0625,5,100,0.5,10032,0.0618022328548644,0.050737639553429,0,0,400,5,0.5
"bt","bglm",0.0625,5,100,0.9,10032,0.120115629984051,0.0516347687400319,0,0,400,5,0.9
"bt","bglm",0.0625,10,25,0,10032,0.055322966507177,0.0548245614035088,0,0,100,10,0
"bt","bglm",0.0625,10,25,0.5,10032,0.0884170653907496,0.060506379585327,0,0,100,10,0.5
"bt","bglm",0.0625,10,25,0.9,10032,0.28219696969697,0.0648923444976077,0,0,100,10,0.9
"bt","bglm",0.0625,10,50,0,10032,0.0509370015948963,0.0496411483253589,0,0,200,10,0
"bt","bglm",0.0625,10,50,0.5,10032,0.0741626794258373,0.055622009569378,0,0,200,10,0.5
"bt","bglm",0.0625,10,50,0.9,10032,0.201654704944179,0.0564194577352472,0,0,200,10,0.9
"bt","bglm",0.0625,10,100,0,10032,0.0512360446570973,0.0502392344497608,0,0,400,10,0
"bt","bglm",0.0625,10,100,0.5,10032,0.0703748006379585,0.0515350877192982,0,0,400,10,0.5
"bt","bglm",0.0625,10,100,0.9,10032,0.196072567783094,0.0558213716108453,0,0,400,10,0.9
"bt","bglm",0.125,3,25,0,10032,0.0566188197767145,0.0559210526315789,0,0,100,3,0
"bt","bglm",0.125,3,25,0.5,10032,0.0585127591706539,0.0503389154704944,0,0,100,3,0.5
"bt","bglm",0.125,3,25,0.9,10032,0.100279106858054,0.0537280701754386,0,0,100,3,0.9
"bt","bglm",0.125,3,50,0,10032,0.0500398724082935,0.0488437001594896,0,0,200,3,0
"bt","bglm",0.125,3,50,0.5,10032,0.0540271132376396,0.0479465709728868,0,0,200,3,0.5
"bt","bglm",0.125,3,50,0.9,10032,0.0930023923444976,0.0529306220095694,0,0,200,3,0.9
"bt","bglm",0.125,3,100,0,10032,0.0486443381180223,0.0476475279106858,0,0,400,3,0
"bt","bglm",0.125,3,100,0.5,10032,0.0543261562998405,0.0474481658692185,0,0,400,3,0.5
"bt","bglm",0.125,3,100,0.9,10032,0.0860247208931419,0.0489433811802233,0,0,400,3,0.9
"bt","bglm",0.125,5,25,0,10032,0.057615629984051,0.0565191387559809,0,0,100,5,0
"bt","bglm",0.125,5,25,0.5,10032,0.0669856459330144,0.0527312599681021,0,0,100,5,0.5
"bt","bglm",0.125,5,25,0.9,10032,0.135466507177033,0.055622009569378,0,0,100,5,0.9
"bt","bglm",0.125,5,50,0,10032,0.0520334928229665,0.0511363636363636,0,0,200,5,0
"bt","bglm",0.125,5,50,0.5,10032,0.0596092503987241,0.048744019138756,0,0,200,5,0.5
"bt","bglm",0.125,5,50,0.9,10032,0.114334130781499,0.0490430622009569,0,0,200,5,0.9
"bt","bglm",0.125,5,100,0,10032,0.0544258373205742,0.0535287081339713,0,0,400,5,0
"bt","bglm",0.125,5,100,0.5,10032,0.0608054226475279,0.0515350877192982,0,0,400,5,0.5
"bt","bglm",0.125,5,100,0.9,10032,0.12091307814992,0.0519338118022329,0,0,400,5,0.9
"bt","bglm",0.125,10,25,0,10032,0.0516347687400319,0.0506379585326954,0,0,100,10,0
"bt","bglm",0.125,10,25,0.5,10032,0.0735645933014354,0.0546251993620415,0,0,100,10,0.5
"bt","bglm",0.125,10,25,0.9,10032,0.207834928229665,0.0578149920255183,0,0,100,10,0.9
"bt","bglm",0.125,10,50,0,10032,0.0531299840510367,0.0518341307814992,0,0,200,10,0
"bt","bglm",0.125,10,50,0.5,10032,0.0737639553429027,0.0523325358851675,0,0,200,10,0.5
"bt","bglm",0.125,10,50,0.9,10032,0.174441786283892,0.050737639553429,0,0,200,10,0.9
"bt","bglm",0.125,10,100,0,10032,0.0506379585326954,0.0497408293460925,0,0,400,10,0
"bt","bglm",0.125,10,100,0.5,10032,0.0672846889952153,0.0512360446570973,0,0,400,10,0.5
"bt","bglm",0.125,10,100,0.9,10032,0.177232854864434,0.0512360446570973,0,0,400,10,0.9
"bt","bglm",0.25,3,25,0,10032,0.0529306220095694,0.0521331738437002,0,0,100,3,0
"bt","bglm",0.25,3,25,0.5,10032,0.0552232854864434,0.0491427432216906,0,0,100,3,0.5
"bt","bglm",0.25,3,25,0.9,10032,0.0850279106858054,0.048744019138756,0,0,100,3,0.9
"bt","bglm",0.25,3,50,0,10032,0.0508373205741627,0.0494417862838915,0,0,200,3,0
"bt","bglm",0.25,3,50,0.5,10032,0.0531299840510367,0.0474481658692185,0,0,200,3,0.5
"bt","bglm",0.25,3,50,0.9,10032,0.0878189792663477,0.0518341307814992,0,0,200,3,0.9
"bt","bglm",0.25,3,100,0,10032,0.0453548644338118,0.0449561403508772,0,0,400,3,0
"bt","bglm",0.25,3,100,0.5,10032,0.0595095693779904,0.0526315789473684,0,0,400,3,0.5
"bt","bglm",0.25,3,100,0.9,10032,0.0851275917065391,0.0483452950558214,0,0,400,3,0.9
"bt","bglm",0.25,5,25,0,10032,0.0547248803827751,0.0529306220095694,0,0,100,5,0
"bt","bglm",0.25,5,25,0.5,10032,0.0573165869218501,0.0453548644338118,0,0,100,5,0.5
"bt","bglm",0.25,5,25,0.9,10032,0.119318181818182,0.0525318979266348,0,0,100,5,0.9
"bt","bglm",0.25,5,50,0,10032,0.0479465709728868,0.0468500797448166,0,0,200,5,0
"bt","bglm",0.25,5,50,0.5,10032,0.0597089314194577,0.0496411483253589,0,0,200,5,0.5
"bt","bglm",0.25,5,50,0.9,10032,0.108552631578947,0.0477472089314195,0,0,200,5,0.9
"bt","bglm",0.25,5,100,0,10032,0.0513357256778309,0.0501395534290271,0,0,400,5,0
"bt","bglm",0.25,5,100,0.5,10032,0.0634968102073365,0.0526315789473684,0,0,400,5,0.5
"bt","bglm",0.25,5,100,0.9,10032,0.121909888357257,0.0498405103668262,0,0,400,5,0.9
"bt","bglm",0.25,10,25,0,10032,0.0540271132376396,0.0527312599681021,0,0,100,10,0
"bt","bglm",0.25,10,25,0.5,10032,0.0687799043062201,0.0521331738437002,0,0,100,10,0.5
"bt","bglm",0.25,10,25,0.9,10032,0.181519138755981,0.0511363636363636,0,0,100,10,0.9
"bt","bglm",0.25,10,50,0,10032,0.0526315789473684,0.0512360446570973,0,0,200,10,0
"bt","bglm",0.25,10,50,0.5,10032,0.0705741626794258,0.0508373205741627,0,0,200,10,0.5
"bt","bglm",0.25,10,50,0.9,10032,0.169158692185008,0.0485446570972887,0,0,200,10,0.9
